cell_id,Dumetia atriceps,Dumetia atriceps atriceps,Dumetia atriceps bourdilloni,Dumetia atriceps siccata,Dumetia atriceps nigrifrons
826007fffffffff,694.0,0.0,0.0,0.0,0.0
826017fffffffff,1822.0,0.0,0.0,0.0,0.0
82601ffffffffff,1074.0,0.0,0.0,0.0,0.0
826027fffffffff,610.0,0.0,0.0,0.0,0.0
826037fffffffff,2621.0,0.0,7.0,0.0,0.0
8260affffffffff,1698.0,0.0,0.0,0.0,0.0
826107fffffffff,961.0,0.0,0.0,16.0,21.0
826117fffffffff,135.0,0.0,0.0,0.0,0.0
82611ffffffffff,66.0,0.0,0.0,3.0,0.0
