cell_id,Nycticorax nycticorax,Nycticorax nycticorax nycticorax,Nycticorax nycticorax hoactli,Nycticorax nycticorax obscurus,Nycticorax nycticorax falklandicus
840755bffffffff,1.0,0.0,0.0,0.0,0.0
84075d1ffffffff,3.0,1.0,0.0,0.0,0.0
8408b15ffffffff,2.0,0.0,0.0,0.0,0.0
840e497ffffffff,3.0,0.0,0.0,0.0,0.0
840e805ffffffff,4.0,0.0,0.0,0.0,0.0
8412535ffffffff,2.0,0.0,0.0,0.0,0.0
8412591ffffffff,4.0,0.0,0.0,0.0,0.0
8412c83ffffffff,2.0,0.0,0.0,0.0,0.0
8412c89ffffffff,4.0,0.0,0.0,0.0,0.0
8412c95ffffffff,9.0,0.0,0.0,0.0,0.0
8412cbbffffffff,2.0,0.0,0.0,0.0,0.0
8412cc3ffffffff,2.0,0.0,0.0,0.0,0.0
8412ccdffffffff,14.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,3.0,0.0,0.0,0.0,0.0
8412d17ffffffff,10.0,0.0,0.0,0.0,0.0
8412da5ffffffff,1.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,2.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,1.0,0.0,0.0,0.0,0.0
8412de5ffffffff,6.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,3.0,0.0,0.0,0.0,0.0
8412ecdffffffff,2.0,0.0,0.0,0.0,0.0
841496bffffffff,2.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,4.0,0.0,0.0,0.0,0.0
841823dffffffff,1.0,1.0,0.0,0.0,0.0
841828bffffffff,1.0,1.0,0.0,0.0,0.0
84182adffffffff,3.0,0.0,0.0,0.0,0.0
8418495ffffffff,4.0,0.0,0.0,0.0,0.0
84185bbffffffff,9.0,0.0,0.0,0.0,0.0
84186c9ffffffff,32.0,0.0,0.0,0.0,0.0
84186edffffffff,2.0,0.0,0.0,0.0,0.0
841870dffffffff,2.0,0.0,0.0,0.0,0.0
8418729ffffffff,3.0,0.0,0.0,0.0,0.0
841875dffffffff,2.0,0.0,0.0,0.0,0.0
8419411ffffffff,1.0,0.0,0.0,0.0,0.0
8419415ffffffff,5.0,5.0,0.0,0.0,0.0
841941bffffffff,1.0,0.0,0.0,0.0,0.0
8419421ffffffff,10.0,0.0,0.0,0.0,0.0
8419435ffffffff,2.0,1.0,0.0,0.0,0.0
841943bffffffff,7.0,1.0,0.0,0.0,0.0
841943dffffffff,1.0,1.0,0.0,0.0,0.0
8419461ffffffff,1.0,0.0,0.0,0.0,0.0
8419485ffffffff,2.0,0.0,0.0,0.0,0.0
841948dffffffff,3.0,1.0,0.0,0.0,0.0
84194abffffffff,1.0,0.0,0.0,0.0,0.0
84194d1ffffffff,2.0,0.0,0.0,0.0,0.0
84194d9ffffffff,11.0,4.0,0.0,0.0,0.0
84194e3ffffffff,10.0,2.0,0.0,0.0,0.0
84194e5ffffffff,2.0,0.0,0.0,0.0,0.0
8419519ffffffff,2.0,0.0,0.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0,0.0
8419597ffffffff,2.0,0.0,0.0,0.0,0.0
84195cbffffffff,2.0,0.0,0.0,0.0,0.0
8419693ffffffff,4.0,0.0,0.0,0.0,0.0
841969dffffffff,9.0,0.0,0.0,0.0,0.0
84196b7ffffffff,1.0,0.0,0.0,0.0,0.0
84196bbffffffff,4.0,0.0,0.0,0.0,0.0
84196d1ffffffff,2.0,0.0,0.0,0.0,0.0
84196d5ffffffff,1.0,0.0,0.0,0.0,0.0
84196d9ffffffff,2.0,0.0,0.0,0.0,0.0
841aa07ffffffff,3.0,0.0,0.0,0.0,0.0
841e05bffffffff,4.0,2.0,0.0,0.0,0.0
841e061ffffffff,2.0,0.0,0.0,0.0,0.0
