cell_id,Serinus alario,Serinus alario alario,Serinus alario leucolaemus
8465263ffffffff,2.0,2.0,0.0
84ad121ffffffff,1.0,0.0,1.0
84ad12dffffffff,3.0,0.0,3.0
84ad329ffffffff,3.0,0.0,3.0
84ad85bffffffff,1.0,0.0,0.0
84ada03ffffffff,1.0,0.0,1.0
84ada1bffffffff,2.0,0.0,2.0
84ada1dffffffff,1.0,0.0,1.0
84ada4dffffffff,5.0,5.0,0.0
84ada53ffffffff,1.0,0.0,1.0
84bc58bffffffff,1.0,1.0,0.0
