cell_id,Pernis ptilorhynchus,Pernis ptilorhynchus orientalis,Pernis ptilorhynchus ruficollis/philippensis,Pernis ptilorhynchus [ptilorhynchus Group]
824b67fffffffff,1.0,0.0,0.0,0.0
824b87fffffffff,1276.0,115.0,0.0,0.0
824b9ffffffffff,4.0,0.0,0.0,0.0
824ba7fffffffff,6124.0,418.0,0.0,0.0
824bb7fffffffff,890.0,34.0,0.0,0.0
825217fffffffff,4.0,0.0,0.0,0.0
82521ffffffffff,13.0,0.0,0.0,0.0
825237fffffffff,1.0,0.0,0.0,0.0
82524ffffffffff,21.0,0.0,0.0,0.0
82534ffffffffff,33.0,7.0,0.0,0.0
825367fffffffff,1.0,0.0,0.0,0.0
82536ffffffffff,55.0,0.0,0.0,0.0
8253affffffffff,4.0,0.0,0.0,0.0
826007fffffffff,2028.0,0.0,4.0,0.0
826017fffffffff,10721.0,0.0,2.0,0.0
82601ffffffffff,595.0,0.0,0.0,0.0
826027fffffffff,753.0,0.0,0.0,0.0
826037fffffffff,8074.0,0.0,92.0,0.0
826087fffffffff,71.0,0.0,0.0,0.0
82608ffffffffff,2238.0,0.0,0.0,0.0
826097fffffffff,1186.0,0.0,0.0,0.0
82609ffffffffff,412.0,0.0,0.0,0.0
8260a7fffffffff,406.0,0.0,0.0,0.0
8260affffffffff,1565.0,0.0,0.0,0.0
8260b7fffffffff,648.0,0.0,0.0,0.0
8260f7fffffffff,2.0,0.0,0.0,0.0
826107fffffffff,694.0,33.0,6.0,0.0
826117fffffffff,102.0,0.0,0.0,0.0
82611ffffffffff,485.0,1.0,6.0,0.0
82618ffffffffff,1009.0,0.0,10.0,0.0
82619ffffffffff,25.0,0.0,0.0,0.0
8261affffffffff,58.0,0.0,1.0,0.0
826337fffffffff,74.0,0.0,0.0,0.0
826417fffffffff,666.0,28.0,0.0,0.0
826427fffffffff,49.0,4.0,0.0,0.0
826437fffffffff,908.0,241.0,0.0,44.0
826487fffffffff,702.0,18.0,4.0,0.0
82648ffffffffff,77.0,2.0,0.0,0.0
826497fffffffff,570.0,22.0,0.0,0.0
82649ffffffffff,45.0,3.0,2.0,0.0
8264a7fffffffff,358.0,35.0,6.0,0.0
8264affffffffff,4.0,0.0,0.0,0.0
8264b7fffffffff,124.0,15.0,0.0,0.0
826507fffffffff,434.0,10.0,0.0,23.0
82650ffffffffff,3.0,0.0,0.0,0.0
82651ffffffffff,282.0,42.0,0.0,42.0
826527fffffffff,1548.0,10.0,0.0,9.0
82652ffffffffff,7.0,0.0,0.0,0.0
826557fffffffff,25.0,0.0,0.0,1.0
826587fffffffff,88.0,2.0,0.0,0.0
82658ffffffffff,221.0,17.0,0.0,0.0
826597fffffffff,174.0,6.0,0.0,0.0
82659ffffffffff,379.0,7.0,4.0,0.0
8265a7fffffffff,1.0,0.0,0.0,0.0
8265b7fffffffff,148.0,3.0,15.0,0.0
826807fffffffff,17.0,17.0,0.0,0.0
826817fffffffff,240.0,13.0,0.0,39.0
82681ffffffffff,293.0,0.0,0.0,104.0
82682ffffffffff,62.0,1.0,0.0,0.0
826847fffffffff,98.0,0.0,30.0,0.0
82684ffffffffff,18.0,0.0,1.0,0.0
826857fffffffff,5.0,0.0,2.0,0.0
82685ffffffffff,86.0,0.0,46.0,0.0
826867fffffffff,15.0,0.0,12.0,0.0
82686ffffffffff,4.0,0.0,2.0,0.0
826877fffffffff,8.0,0.0,0.0,0.0
82689ffffffffff,4.0,0.0,0.0,2.0
8268a7fffffffff,9.0,0.0,0.0,0.0
8268cffffffffff,1.0,0.0,0.0,0.0
826937fffffffff,23.0,0.0,4.0,0.0
826947fffffffff,36.0,0.0,3.0,0.0
82694ffffffffff,232.0,0.0,53.0,0.0
82695ffffffffff,5.0,0.0,0.0,0.0
82696ffffffffff,27.0,0.0,10.0,0.0
828c17fffffffff,40.0,0.0,0.0,7.0
828c8ffffffffff,2.0,0.0,0.0,0.0
828c97fffffffff,5.0,0.0,0.0,3.0
828caffffffffff,32.0,0.0,0.0,1.0
828cd7fffffffff,32.0,0.0,0.0,0.0
828cdffffffffff,5.0,0.0,0.0,0.0
828d87fffffffff,2.0,0.0,0.0,0.0
828d8ffffffffff,17.0,1.0,0.0,2.0
828da7fffffffff,28.0,7.0,0.0,4.0
828db7fffffffff,65.0,5.0,0.0,0.0
829407fffffffff,4.0,0.0,0.0,0.0
829427fffffffff,39.0,5.0,0.0,0.0
82942ffffffffff,19.0,5.0,0.0,0.0
82950ffffffffff,4.0,0.0,0.0,0.0
82951ffffffffff,24.0,4.0,0.0,0.0
82955ffffffffff,5.0,3.0,0.0,0.0
8295a7fffffffff,26.0,1.0,0.0,0.0
8295affffffffff,5.0,0.0,0.0,0.0
