cell_id,Leptocoma sperata,Leptocoma sperata [sperata Group],Leptocoma sperata juliae
84682d1ffffffff,1.0,0.0,0.0
8468447ffffffff,1.0,1.0,0.0
8468449ffffffff,1.0,1.0,0.0
84684e5ffffffff,2.0,2.0,0.0
8468e45ffffffff,5.0,0.0,5.0
8468f6bffffffff,1.0,0.0,0.0
