cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
837a40fffffffff,4.0,2.0,0.0,0.0,0.0
837a41fffffffff,1.0,0.0,0.0,0.0,0.0
837a4cfffffffff,2.0,2.0,0.0,0.0,0.0
837a64fffffffff,1.0,0.0,0.0,0.0,0.0
837a6afffffffff,6.0,6.0,0.0,0.0,0.0
837a6efffffffff,1.0,0.0,0.0,0.0,0.0
837ac8fffffffff,2.0,2.0,0.0,0.0,0.0
837b6bfffffffff,6.0,0.0,0.0,0.0,0.0
839620fffffffff,1.0,0.0,0.0,0.0,0.0
8396b6fffffffff,3.0,0.0,0.0,0.0,0.0
83971dfffffffff,2.0,0.0,0.0,0.0,0.0
83974afffffffff,3.0,0.0,1.0,0.0,2.0
839750fffffffff,1.0,0.0,0.0,0.0,0.0
839782fffffffff,2.0,0.0,0.0,2.0,0.0
83ac80fffffffff,2.0,0.0,2.0,0.0,0.0
83ac86fffffffff,2.0,0.0,2.0,0.0,0.0
83ac96fffffffff,2.0,0.0,2.0,0.0,0.0
83aca1fffffffff,1.0,0.0,1.0,0.0,0.0
83aca3fffffffff,2.0,0.0,2.0,0.0,0.0
83acb1fffffffff,1.0,0.0,1.0,0.0,0.0
83bc43fffffffff,1.0,0.0,0.0,0.0,0.0
83bcdefffffffff,3.0,0.0,0.0,0.0,0.0
83bcf2fffffffff,1.0,0.0,0.0,0.0,0.0
