cell_id,Dendropicos elliotii,Dendropicos elliotii elliotii,Dendropicos elliotii johnstoni
8258d7fffffffff,20.0,0.0,14.0
8258dffffffffff,5.0,1.0,0.0
826ac7fffffffff,31.0,0.0,0.0
826adffffffffff,465.0,46.0,0.0
826aeffffffffff,1.0,0.0,0.0
82828ffffffffff,19.0,0.0,0.0
828297fffffffff,1.0,0.0,0.0
8282a7fffffffff,5.0,0.0,0.0
8282d7fffffffff,29.0,0.0,19.0
828317fffffffff,1.0,0.0,0.0
8283affffffffff,3.0,0.0,0.0
