cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
844524bffffffff,2.0,0.0,0.0,0.0
845e667ffffffff,73.0,0.0,0.0,0.0
845f083ffffffff,91.0,0.0,0.0,0.0
845f087ffffffff,5.0,0.0,0.0,0.0
845f091ffffffff,2.0,0.0,0.0,0.0
845f095ffffffff,281.0,0.0,0.0,0.0
845f097ffffffff,5.0,0.0,0.0,0.0
845f099ffffffff,1.0,0.0,0.0,0.0
845f0b9ffffffff,3.0,0.0,0.0,0.0
845f0d7ffffffff,32.0,0.0,0.0,0.0
845f291ffffffff,97.0,0.0,0.0,0.0
845f295ffffffff,154.0,0.0,0.0,0.0
845f297ffffffff,3.0,0.0,0.0,0.0
845f299ffffffff,145.0,0.0,0.0,0.0
845f29bffffffff,1.0,0.0,0.0,0.0
845f29dffffffff,55.0,0.0,0.0,0.0
845f2b3ffffffff,5.0,0.0,0.0,0.0
845f2b9ffffffff,1.0,0.0,0.0,0.0
845f2bbffffffff,16.0,0.0,0.0,0.0
845f2d1ffffffff,93.0,0.0,0.0,0.0
845f2d3ffffffff,56.0,0.0,0.0,0.0
845f2d5ffffffff,9.0,0.0,0.0,0.0
845f2d7ffffffff,42.0,0.0,0.0,0.0
845f2dbffffffff,4.0,0.0,0.0,0.0
845f403ffffffff,34.0,0.0,0.0,0.0
845f407ffffffff,42.0,3.0,0.0,0.0
845f40dffffffff,4.0,0.0,0.0,0.0
845f411ffffffff,2.0,0.0,0.0,0.0
845f415ffffffff,26.0,1.0,0.0,0.0
845f417ffffffff,4.0,0.0,0.0,0.0
845f42bffffffff,48.0,0.0,0.0,0.0
845f433ffffffff,7.0,0.0,0.0,0.0
845f437ffffffff,6.0,0.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0,0.0
845f445ffffffff,1.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0
845f463ffffffff,2.0,0.0,0.0,0.0
845f46bffffffff,1.0,0.0,0.0,0.0
845f483ffffffff,9.0,0.0,0.0,0.0
