cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
8408065ffffffff,1.0,0.0,0.0
8408151ffffffff,66.0,0.0,0.0
8408159ffffffff,3.0,0.0,0.0
840836dffffffff,2.0,0.0,0.0
840880dffffffff,48.0,0.0,0.0
8408831ffffffff,3.0,0.0,0.0
8408847ffffffff,1.0,0.0,0.0
8408867ffffffff,4.0,0.0,0.0
840886bffffffff,4.0,0.0,0.0
8408885ffffffff,2.0,0.0,0.0
8408889ffffffff,14.0,0.0,0.0
840888dffffffff,6.0,0.0,0.0
8408893ffffffff,5.0,0.0,0.0
8408899ffffffff,4.0,0.0,0.0
84088a9ffffffff,8.0,0.0,0.0
84088adffffffff,4.0,0.0,0.0
84088e3ffffffff,8.0,0.0,0.0
8408937ffffffff,2.0,0.0,0.0
8408961ffffffff,2.0,0.0,0.0
8408965ffffffff,2.0,0.0,0.0
840896bffffffff,1.0,0.0,0.0
8408985ffffffff,5.0,0.0,0.0
8408987ffffffff,3.0,0.0,0.0
8408995ffffffff,3.0,0.0,0.0
8408997ffffffff,1.0,0.0,0.0
8408999ffffffff,2.0,0.0,0.0
84089a1ffffffff,26.0,0.0,0.0
84089a5ffffffff,5.0,0.0,0.0
84089a9ffffffff,67.0,0.0,0.0
84089abffffffff,4.0,0.0,0.0
84089adffffffff,2.0,0.0,0.0
84089b1ffffffff,25.0,0.0,0.0
84089bdffffffff,2.0,0.0,0.0
84089d7ffffffff,4.0,0.0,0.0
84089e5ffffffff,1.0,0.0,0.0
84089e7ffffffff,2.0,0.0,0.0
84089ebffffffff,2.0,0.0,0.0
8408a35ffffffff,1.0,0.0,0.0
8408b05ffffffff,1.0,0.0,0.0
8408b07ffffffff,1.0,0.0,0.0
8408b15ffffffff,2.0,0.0,0.0
8408b17ffffffff,1.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0
8408b41ffffffff,7.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0
8408d19ffffffff,78.0,0.0,0.0
8408d1dffffffff,3.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0
8408d55ffffffff,2.0,0.0,0.0
8408d57ffffffff,5.0,0.0,0.0
8408edbffffffff,6.0,0.0,0.0
8408f63ffffffff,2.0,0.0,0.0
84094b5ffffffff,2.0,0.0,0.0
84095a9ffffffff,2.0,0.0,0.0
84095b1ffffffff,1.0,0.0,0.0
8409821ffffffff,4.0,0.0,0.0
8409825ffffffff,2.0,0.0,0.0
840982bffffffff,2.0,0.0,0.0
840982dffffffff,11.0,0.0,0.0
8409911ffffffff,9.0,0.0,0.0
8409917ffffffff,4.0,0.0,0.0
840991bffffffff,41.0,0.0,0.0
8409995ffffffff,2.0,0.0,0.0
84099b9ffffffff,3.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0
84099ebffffffff,3.0,0.0,0.0
8409a45ffffffff,20.0,0.0,0.0
8409a47ffffffff,33.0,0.0,0.0
8409a69ffffffff,2.0,0.0,0.0
840b933ffffffff,2.0,0.0,0.0
840b935ffffffff,2.0,0.0,0.0
840b937ffffffff,2.0,0.0,0.0
840bb01ffffffff,13.0,0.0,0.0
840bb03ffffffff,4.0,0.0,0.0
840bb07ffffffff,4.0,0.0,0.0
840bb0dffffffff,3.0,0.0,0.0
840bb1dffffffff,2.0,0.0,0.0
840bb63ffffffff,2.0,0.0,0.0
8410041ffffffff,2.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0
8410161ffffffff,2.0,0.0,0.0
8410351ffffffff,2.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0
8410969ffffffff,4.0,0.0,0.0
84109a9ffffffff,1.0,0.0,0.0
8410a19ffffffff,14.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0
8410a2dffffffff,2.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0
8410c23ffffffff,2.0,0.0,0.0
8410c27ffffffff,7.0,0.0,0.0
8410dc1ffffffff,5.0,0.0,0.0
8410dc9ffffffff,2.0,0.0,0.0
8410de5ffffffff,2.0,0.0,0.0
8410f0dffffffff,1.0,0.0,0.0
8410f29ffffffff,1.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411031ffffffff,4.0,0.0,0.0
8411039ffffffff,3.0,0.0,0.0
841103bffffffff,17.0,0.0,0.0
8411043ffffffff,2.0,0.0,0.0
8411061ffffffff,22.0,0.0,0.0
8411069ffffffff,1.0,0.0,0.0
841106dffffffff,7.0,0.0,0.0
8411155ffffffff,1.0,0.0,0.0
8411169ffffffff,9.0,0.0,0.0
8411217ffffffff,1.0,0.0,0.0
8411221ffffffff,7.0,0.0,0.0
841126dffffffff,23.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0
8411321ffffffff,4.0,0.0,0.0
8411345ffffffff,4.0,0.0,0.0
8411347ffffffff,4.0,0.0,0.0
841134dffffffff,2.0,0.0,0.0
8411355ffffffff,3.0,0.0,0.0
841135dffffffff,7.0,0.0,0.0
8411363ffffffff,3.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0
841136bffffffff,47.0,0.0,0.0
84115c7ffffffff,1.0,0.0,0.0
841180bffffffff,1.0,0.0,0.0
8411811ffffffff,17.0,0.0,0.0
