cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
822887fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,179.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,32.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,86.0,0.0,0.0,0.0,0.0,0.0
824437fffffffff,214.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,101.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
824587fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,204.0,0.0,0.0,0.0,0.0,0.0
824597fffffffff,141.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8245a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824b87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824c8ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0
824c97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824c9ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0
824cc7fffffffff,102.0,0.0,0.0,0.0,0.0,0.0
824cd7fffffffff,120.0,0.0,0.0,0.0,0.0,0.0
824ceffffffffff,232.0,0.0,0.0,0.0,0.0,0.0
824cf7fffffffff,109.0,0.0,0.0,0.0,0.0,0.0
825207fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82521ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0
825287fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82528ffffffffff,6.0,0.0,0.0,2.0,0.0,0.0
82529ffffffffff,11.0,0.0,0.0,2.0,0.0,0.0
8252b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82540ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82541ffffffffff,31.0,0.0,5.0,0.0,0.0,0.0
82544ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
825497fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
8254affffffffff,42.0,0.0,2.0,0.0,0.0,0.0
8254b7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8254e7fffffffff,185.0,0.0,21.0,0.0,0.0,0.0
8254effffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8254f7fffffffff,14.0,0.0,2.0,0.0,0.0,0.0
82574ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
825857fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82585ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
825887fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825897fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8258a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8258b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8258cffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8258d7fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8258e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8258effffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8258f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
825997fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82599ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
825d17fffffffff,74.0,0.0,0.0,0.0,0.0,0.0
825e5ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826727fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
826a17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826a47fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
826a4ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
826a5ffffffffff,129.0,0.0,0.0,2.0,0.0,0.0
826a6ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
826ac7fffffffff,587.0,0.0,0.0,52.0,0.0,0.0
826acffffffffff,569.0,0.0,0.0,41.0,0.0,0.0
826adffffffffff,109.0,0.0,0.0,0.0,0.0,0.0
826ae7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
826aeffffffffff,998.0,0.0,0.0,84.0,0.0,0.0
826b17fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
826b27fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
826bb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82750ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82751ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
827527fffffffff,393.0,0.0,43.0,0.0,0.0,0.0
82752ffffffffff,84.0,0.0,8.0,0.0,0.0,0.0
827537fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
827577fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8275a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
827a47fffffffff,954.0,0.0,0.0,0.0,0.0,0.0
