cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
820887fffffffff,56.0,0.0,0.0,0.0,0.0
82088ffffffffff,26.0,6.0,0.0,0.0,0.0
820897fffffffff,27.0,5.0,0.0,0.0,0.0
82089ffffffffff,428.0,45.0,0.0,0.0,0.0
8208b7fffffffff,45.0,0.0,0.0,0.0,0.0
8208d7fffffffff,6.0,0.0,0.0,0.0,0.0
820997fffffffff,6.0,0.0,0.0,0.0,0.0
82099ffffffffff,1.0,0.0,0.0,0.0,0.0
820bb7fffffffff,1.0,0.0,0.0,0.0,0.0
821097fffffffff,2.0,0.0,0.0,0.0,0.0
8210b7fffffffff,2.0,0.0,0.0,0.0,0.0
821107fffffffff,125.0,0.0,0.0,0.0,0.0
821117fffffffff,4.0,0.0,0.0,0.0,0.0
821127fffffffff,16.0,7.0,0.0,0.0,0.0
821137fffffffff,46.0,0.0,0.0,0.0,0.0
821187fffffffff,12.0,3.0,0.0,0.0,0.0
82118ffffffffff,63.0,6.0,0.0,0.0,0.0
82119ffffffffff,1.0,0.0,0.0,0.0,0.0
8211affffffffff,213.0,77.0,0.0,0.0,0.0
8211b7fffffffff,20.0,0.0,0.0,0.0,0.0
82124ffffffffff,4.0,0.0,0.0,0.0,0.0
8212dffffffffff,14.0,0.0,0.0,0.0,0.0
82149ffffffffff,2.0,0.0,0.0,0.0,0.0
8214affffffffff,4.0,0.0,0.0,0.0,0.0
8214b7fffffffff,2.0,0.0,0.0,0.0,0.0
821597fffffffff,20.0,0.0,0.0,0.0,0.0
8215b7fffffffff,2.0,0.0,0.0,0.0,0.0
82182ffffffffff,1.0,0.0,0.0,0.0,0.0
821847fffffffff,113.0,23.0,0.0,0.0,0.0
82184ffffffffff,2000.0,24.0,0.0,0.0,0.0
821867fffffffff,92.0,11.0,0.0,0.0,0.0
82186ffffffffff,403.0,5.0,0.0,0.0,0.0
821877fffffffff,25.0,2.0,0.0,0.0,0.0
821947fffffffff,1911.0,217.0,0.0,0.0,0.0
82194ffffffffff,1714.0,295.0,0.0,0.0,0.0
821957fffffffff,170.0,34.0,0.0,0.0,0.0
82195ffffffffff,951.0,62.0,0.0,0.0,0.0
82196ffffffffff,2744.0,56.0,0.0,0.0,0.0
821977fffffffff,25.0,0.0,0.0,0.0,0.0
821e07fffffffff,3387.0,291.0,0.0,0.0,0.0
821e0ffffffffff,2242.0,115.0,0.0,0.0,0.0
821e17fffffffff,1270.0,58.0,0.0,0.0,0.0
821e1ffffffffff,1816.0,65.0,0.0,0.0,0.0
821e27fffffffff,828.0,8.0,0.0,0.0,0.0
821e2ffffffffff,380.0,2.0,0.0,0.0,0.0
821e37fffffffff,2531.0,34.0,0.0,0.0,0.0
821e47fffffffff,195.0,0.0,0.0,0.0,0.0
821e4ffffffffff,61.0,0.0,0.0,0.0,0.0
821e57fffffffff,161.0,6.0,0.0,0.0,0.0
821e5ffffffffff,884.0,30.0,0.0,0.0,0.0
821e67fffffffff,192.0,0.0,0.0,0.0,0.0
821e6ffffffffff,187.0,2.0,0.0,0.0,0.0
821e77fffffffff,88.0,0.0,0.0,0.0,0.0
821e87fffffffff,364.0,10.0,0.0,0.0,0.0
821e8ffffffffff,8.0,0.0,0.0,0.0,0.0
821e97fffffffff,22.0,5.0,0.0,0.0,0.0
821e9ffffffffff,4.0,0.0,0.0,0.0,0.0
821ea7fffffffff,880.0,32.0,0.0,0.0,0.0
821eaffffffffff,152.0,0.0,0.0,0.0,0.0
821eb7fffffffff,168.0,15.0,0.0,0.0,0.0
821ec7fffffffff,1777.0,136.0,0.0,0.0,0.0
821ecffffffffff,1912.0,116.0,0.0,0.0,0.0
821ed7fffffffff,609.0,23.0,0.0,0.0,0.0
821edffffffffff,717.0,67.0,0.0,0.0,0.0
821ee7fffffffff,304.0,5.0,0.0,0.0,0.0
821eeffffffffff,461.0,72.0,0.0,0.0,0.0
821ef7fffffffff,146.0,5.0,0.0,0.0,0.0
821f07fffffffff,520.0,89.0,0.0,0.0,0.0
821f0ffffffffff,195.0,6.0,0.0,0.0,0.0
821f17fffffffff,754.0,38.0,0.0,0.0,0.0
821f1ffffffffff,1034.0,32.0,0.0,0.0,0.0
821f27fffffffff,116.0,10.0,0.0,0.0,0.0
821f2ffffffffff,302.0,13.0,0.0,0.0,0.0
821f37fffffffff,425.0,78.0,0.0,0.0,0.0
821f47fffffffff,104.0,0.0,0.0,0.0,0.0
821f4ffffffffff,220.0,0.0,0.0,0.0,0.0
821f57fffffffff,545.0,18.0,0.0,0.0,0.0
821f5ffffffffff,298.0,6.0,0.0,0.0,0.0
821f67fffffffff,162.0,8.0,0.0,0.0,0.0
821f6ffffffffff,43.0,2.0,0.0,0.0,0.0
821f77fffffffff,440.0,10.0,0.0,0.0,0.0
821f87fffffffff,1680.0,69.0,0.0,0.0,0.0
821f8ffffffffff,1779.0,385.0,0.0,0.0,0.0
821f97fffffffff,232.0,71.0,0.0,0.0,0.0
821f9ffffffffff,419.0,18.0,0.0,0.0,0.0
821fa7fffffffff,814.0,43.0,0.0,0.0,0.0
821faffffffffff,2077.0,15.0,0.0,0.0,0.0
821fb7fffffffff,859.0,65.0,0.0,0.0,0.0
82200ffffffffff,80.0,20.0,0.0,0.0,0.0
822017fffffffff,31.0,4.0,0.0,0.0,0.0
82201ffffffffff,80.0,6.0,0.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0,0.0,0.0
82204ffffffffff,55.0,3.0,0.0,0.0,0.0
822057fffffffff,2.0,0.0,0.0,0.0,0.0
82205ffffffffff,27.0,4.0,0.0,0.0,0.0
822087fffffffff,2.0,0.0,0.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0,0.0,0.0
8220a7fffffffff,21.0,2.0,0.0,0.0,0.0
8220affffffffff,6.0,2.0,0.0,0.0,0.0
8220b7fffffffff,5.0,0.0,0.0,0.0,0.0
8220c7fffffffff,2.0,0.0,0.0,0.0,0.0
8220cffffffffff,13.0,0.0,0.0,0.0,0.0
8220e7fffffffff,120.0,20.0,0.0,0.0,0.0
8220effffffffff,18.0,0.0,0.0,0.0,0.0
8220f7fffffffff,11.0,0.0,0.0,0.0,0.0
82214ffffffffff,23.0,0.0,0.0,0.0,0.0
822157fffffffff,73.0,11.0,0.0,0.0,0.0
822187fffffffff,1.0,0.0,0.0,0.0,0.0
82219ffffffffff,19.0,2.0,0.0,0.0,0.0
822407fffffffff,27.0,0.0,0.0,0.0,0.0
82240ffffffffff,2.0,0.0,0.0,0.0,0.0
82241ffffffffff,1.0,0.0,0.0,0.0,0.0
822427fffffffff,2.0,0.0,0.0,0.0,0.0
82242ffffffffff,39.0,0.0,0.0,0.0,0.0
822437fffffffff,34.0,0.0,0.0,0.0,0.0
82244ffffffffff,18.0,0.0,0.0,0.0,0.0
822467fffffffff,6.0,0.0,0.0,0.0,0.0
82246ffffffffff,3.0,0.0,0.0,0.0,0.0
822477fffffffff,9.0,0.0,0.0,0.0,0.0
822487fffffffff,4.0,4.0,0.0,0.0,0.0
82248ffffffffff,17.0,3.0,0.0,0.0,0.0
82249ffffffffff,4.0,0.0,0.0,0.0,0.0
8224c7fffffffff,6.0,0.0,0.0,0.0,0.0
8224d7fffffffff,9.0,0.0,0.0,0.0,0.0
8224dffffffffff,2.0,0.0,0.0,0.0,0.0
8224effffffffff,4.0,0.0,0.0,0.0,0.0
822507fffffffff,2.0,0.0,0.0,0.0,0.0
822517fffffffff,190.0,0.0,0.0,0.0,0.0
82251ffffffffff,2.0,0.0,0.0,0.0,0.0
