cell_id,Loxia leucoptera,Loxia leucoptera bifasciata,Loxia leucoptera leucoptera
8407433ffffffff,2.0,2.0,0.0
8408193ffffffff,2.0,0.0,0.0
84081e1ffffffff,2.0,0.0,0.0
84081e5ffffffff,2.0,0.0,0.0
840c061ffffffff,2.0,0.0,0.0
840c143ffffffff,2.0,0.0,0.0
840c15dffffffff,6.0,0.0,0.0
840c415ffffffff,95.0,0.0,0.0
840c465ffffffff,4.0,0.0,0.0
840c46dffffffff,4.0,0.0,0.0
840c511ffffffff,2.0,0.0,0.0
840c51dffffffff,4.0,0.0,0.0
840c551ffffffff,2.0,0.0,0.0
840c555ffffffff,3.0,0.0,0.0
840c55dffffffff,3.0,0.0,0.0
840c5a5ffffffff,1.0,0.0,0.0
840c5adffffffff,7.0,0.0,0.0
840c733ffffffff,10.0,0.0,0.0
840c747ffffffff,5.0,0.0,0.0
840ca43ffffffff,8.0,0.0,0.0
840cec5ffffffff,3.0,0.0,0.0
840d039ffffffff,2.0,0.0,2.0
840d0b3ffffffff,2.0,0.0,0.0
840d753ffffffff,2.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0
840e623ffffffff,2.0,0.0,0.0
840e6e7ffffffff,2.0,0.0,0.0
840e805ffffffff,2.0,0.0,1.0
840ec19ffffffff,2.0,0.0,2.0
840ec51ffffffff,2.0,0.0,0.0
840ec81ffffffff,2.0,0.0,2.0
840ec99ffffffff,5.0,0.0,5.0
840ec9bffffffff,3.0,0.0,3.0
840ec9dffffffff,14.0,0.0,4.0
840ecb3ffffffff,2.0,0.0,2.0
840ecc1ffffffff,3.0,0.0,3.0
840ecc9ffffffff,4.0,0.0,0.0
840ecd1ffffffff,1.0,0.0,1.0
840ecd7ffffffff,12.0,0.0,12.0
840ee85ffffffff,4.0,0.0,0.0
840eea7ffffffff,116.0,0.0,1.0
840eeabffffffff,38.0,0.0,0.0
840eee3ffffffff,8.0,0.0,0.0
8411aa7ffffffff,2.0,0.0,0.0
8411ab1ffffffff,2.0,2.0,0.0
841215dffffffff,6.0,0.0,0.0
8412433ffffffff,5.0,0.0,0.0
8412445ffffffff,4.0,0.0,0.0
8412511ffffffff,2.0,0.0,0.0
8412515ffffffff,4.0,0.0,2.0
8412591ffffffff,2.0,0.0,0.0
84125d5ffffffff,4.0,0.0,0.0
84125d9ffffffff,1.0,0.0,0.0
841263dffffffff,2.0,0.0,0.0
841275bffffffff,4.0,0.0,0.0
8412905ffffffff,2.0,0.0,0.0
8412907ffffffff,2.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0
8412941ffffffff,1.0,0.0,0.0
8412943ffffffff,2.0,0.0,0.0
