cell_id,Ardea purpurea,Ardea purpurea bournei,Ardea purpurea [purpurea Group]
841ef27ffffffff,11.0,0.0,0.0
841ef2dffffffff,2.0,0.0,0.0
841ef45ffffffff,2.0,0.0,0.0
841ef55ffffffff,3.0,0.0,0.0
841ef59ffffffff,2.0,0.0,0.0
841ef5bffffffff,4.0,0.0,0.0
841ef65ffffffff,4.0,0.0,0.0
841f805ffffffff,1.0,0.0,0.0
841f807ffffffff,2.0,0.0,0.0
841f823ffffffff,20.0,0.0,0.0
841f827ffffffff,17.0,0.0,0.0
841f833ffffffff,4.0,0.0,0.0
841f835ffffffff,1.0,0.0,0.0
841f839ffffffff,14.0,0.0,0.0
841f83bffffffff,11.0,0.0,0.0
841f843ffffffff,1.0,0.0,0.0
841f853ffffffff,2.0,0.0,0.0
841f889ffffffff,2.0,0.0,0.0
841f8c1ffffffff,2.0,0.0,0.0
841f8c5ffffffff,3.0,0.0,0.0
841f8cbffffffff,3.0,0.0,0.0
841f8d1ffffffff,4.0,0.0,2.0
841f8d3ffffffff,2.0,0.0,0.0
841f8e1ffffffff,3.0,0.0,0.0
841f8e5ffffffff,8.0,0.0,0.0
841f8ebffffffff,23.0,0.0,0.0
841f8edffffffff,2.0,0.0,0.0
841f901ffffffff,2.0,0.0,0.0
841f90bffffffff,1.0,0.0,0.0
841f911ffffffff,2.0,0.0,2.0
841f917ffffffff,21.0,0.0,18.0
841f91bffffffff,5.0,0.0,2.0
841f91dffffffff,65.0,0.0,0.0
841f931ffffffff,1.0,0.0,0.0
841f935ffffffff,2.0,0.0,2.0
841f953ffffffff,3.0,0.0,0.0
841f981ffffffff,48.0,0.0,0.0
841f987ffffffff,2.0,0.0,0.0
841f98bffffffff,2.0,0.0,0.0
841f997ffffffff,2.0,0.0,0.0
841f999ffffffff,4.0,0.0,0.0
841f99bffffffff,5.0,0.0,0.0
841f9a1ffffffff,10.0,0.0,0.0
841f9a3ffffffff,6.0,0.0,0.0
841f9abffffffff,2.0,0.0,0.0
841f9b3ffffffff,3.0,0.0,0.0
841f9b9ffffffff,5.0,0.0,0.0
841f9c1ffffffff,2.0,0.0,0.0
841f9c3ffffffff,8.0,0.0,0.0
841f9c9ffffffff,1.0,0.0,0.0
841f9d3ffffffff,3.0,0.0,0.0
841f9d7ffffffff,19.0,0.0,0.0
841fa35ffffffff,3.0,0.0,0.0
841fa43ffffffff,2.0,0.0,0.0
841fa4dffffffff,1.0,0.0,0.0
841fa83ffffffff,12.0,0.0,0.0
841faadffffffff,99.0,0.0,0.0
841fab1ffffffff,3.0,0.0,0.0
841fab9ffffffff,20.0,0.0,0.0
841fae1ffffffff,2.0,0.0,0.0
841fae7ffffffff,22.0,0.0,0.0
841fb11ffffffff,6.0,0.0,0.0
841fb21ffffffff,12.0,0.0,0.0
841fb25ffffffff,2.0,0.0,0.0
841fb2dffffffff,94.0,0.0,0.0
841fb47ffffffff,3.0,0.0,0.0
841fb55ffffffff,2.0,0.0,0.0
84200adffffffff,4.0,0.0,0.0
84200e7ffffffff,1.0,0.0,0.0
8420165ffffffff,7.0,0.0,0.0
842016bffffffff,15.0,0.0,2.0
84201d3ffffffff,2.0,0.0,2.0
8420331ffffffff,2.0,0.0,0.0
8420337ffffffff,2.0,0.0,0.0
84209a5ffffffff,8.0,0.0,0.0
8420a19ffffffff,2.0,0.0,0.0
8420a43ffffffff,2.0,0.0,0.0
8420a53ffffffff,4.0,0.0,0.0
8420a57ffffffff,5.0,0.0,0.0
8420a5dffffffff,1.0,0.0,0.0
842180dffffffff,2.0,0.0,0.0
8421847ffffffff,1.0,0.0,0.0
8421981ffffffff,5.0,0.0,0.0
8421983ffffffff,8.0,0.0,0.0
84219c1ffffffff,2.0,0.0,0.0
84219c3ffffffff,1.0,0.0,0.0
84219dbffffffff,1.0,0.0,0.0
8421a27ffffffff,4.0,0.0,0.0
84244b1ffffffff,4.0,0.0,0.0
84244b7ffffffff,11.0,0.0,0.0
8424529ffffffff,2.0,0.0,0.0
84246ddffffffff,1.0,0.0,0.0
8424885ffffffff,2.0,0.0,0.0
8424c05ffffffff,2.0,0.0,0.0
8424d5dffffffff,7.0,0.0,0.0
8424e8dffffffff,4.0,0.0,0.0
8425123ffffffff,2.0,0.0,0.0
842c001ffffffff,24.0,0.0,0.0
842c003ffffffff,57.0,0.0,0.0
842c00bffffffff,13.0,0.0,0.0
842c011ffffffff,19.0,0.0,0.0
842c015ffffffff,2.0,0.0,0.0
842c031ffffffff,4.0,0.0,0.0
842c039ffffffff,4.0,0.0,0.0
842c03dffffffff,3.0,0.0,0.0
842c043ffffffff,339.0,0.0,0.0
842c051ffffffff,3.0,0.0,0.0
842c053ffffffff,1.0,0.0,0.0
842c059ffffffff,27.0,0.0,0.0
842c05bffffffff,11.0,0.0,0.0
842c05dffffffff,2.0,0.0,0.0
842c061ffffffff,2.0,0.0,0.0
842c063ffffffff,5.0,0.0,0.0
842c065ffffffff,14.0,0.0,0.0
842c067ffffffff,7.0,0.0,0.0
842c06dffffffff,4.0,0.0,0.0
842c09bffffffff,2.0,0.0,0.0
842c0a3ffffffff,2.0,0.0,0.0
842c0b3ffffffff,2.0,0.0,0.0
842c0b7ffffffff,1.0,0.0,0.0
842c0c1ffffffff,2.0,0.0,0.0
842c0cbffffffff,5.0,0.0,0.0
842c129ffffffff,2.0,0.0,0.0
842c133ffffffff,2.0,0.0,0.0
842c13bffffffff,15.0,0.0,0.0
842c145ffffffff,2.0,0.0,0.0
842c163ffffffff,2.0,0.0,0.0
842c191ffffffff,2.0,0.0,0.0
842c193ffffffff,12.0,0.0,0.0
842c19dffffffff,6.0,0.0,0.0
842c1b3ffffffff,1.0,0.0,0.0
842c1ddffffffff,13.0,0.0,0.0
842c1edffffffff,47.0,0.0,0.0
842c203ffffffff,103.0,0.0,0.0
842c20dffffffff,2.0,0.0,0.0
842c215ffffffff,15.0,0.0,0.0
842c219ffffffff,8.0,0.0,0.0
842c21dffffffff,8.0,0.0,0.0
842c237ffffffff,24.0,0.0,0.0
842c245ffffffff,2.0,0.0,0.0
842c26bffffffff,1.0,0.0,0.0
842c281ffffffff,2.0,0.0,0.0
842c283ffffffff,14.0,0.0,0.0
842c285ffffffff,1.0,0.0,0.0
842c2a1ffffffff,42.0,0.0,0.0
842c2a3ffffffff,41.0,0.0,0.0
842c2a9ffffffff,2.0,0.0,0.0
842c2abffffffff,20.0,0.0,0.0
842c2e5ffffffff,25.0,0.0,0.0
842c2e7ffffffff,4.0,0.0,0.0
842c311ffffffff,4.0,0.0,0.0
842c313ffffffff,2.0,0.0,0.0
842c317ffffffff,10.0,0.0,0.0
842c333ffffffff,2.0,0.0,0.0
842c42dffffffff,1.0,0.0,0.0
842c56dffffffff,104.0,0.0,0.0
842c5ddffffffff,2.0,0.0,0.0
842c629ffffffff,15.0,0.0,0.0
842c62dffffffff,10.0,0.0,0.0
842c663ffffffff,14.0,0.0,0.0
842c6a9ffffffff,2.0,0.0,0.0
842c701ffffffff,7.0,0.0,0.0
842c725ffffffff,13.0,0.0,0.0
842c729ffffffff,3.0,0.0,0.0
842c823ffffffff,6.0,0.0,0.0
842c831ffffffff,3.0,0.0,0.0
842c833ffffffff,4.0,0.0,0.0
842c835ffffffff,9.0,0.0,0.0
842c837ffffffff,3.0,0.0,0.0
842c8edffffffff,3.0,0.0,0.0
842c903ffffffff,10.0,0.0,0.0
842c915ffffffff,1.0,0.0,0.0
842c931ffffffff,2.0,0.0,0.0
842c933ffffffff,21.0,0.0,0.0
842c937ffffffff,30.0,0.0,0.0
842c939ffffffff,3.0,0.0,0.0
842c93bffffffff,367.0,0.0,10.0
842c9c3ffffffff,6.0,0.0,0.0
842c9c7ffffffff,2.0,0.0,0.0
842c9c9ffffffff,15.0,0.0,0.0
842c9d9ffffffff,4.0,0.0,0.0
842c9edffffffff,4.0,0.0,0.0
842ca13ffffffff,2.0,0.0,0.0
842ca4dffffffff,2.0,0.0,0.0
842ca99ffffffff,2.0,0.0,0.0
842cac1ffffffff,4.0,0.0,0.0
842cac3ffffffff,24.0,0.0,0.0
842cadbffffffff,4.0,0.0,0.0
842cc03ffffffff,2.0,0.0,0.0
842cc05ffffffff,16.0,0.0,0.0
842cc07ffffffff,27.0,0.0,0.0
842cc15ffffffff,18.0,0.0,0.0
842cc37ffffffff,8.0,0.0,0.0
842cc63ffffffff,3.0,0.0,0.0
842cc6bffffffff,4.0,0.0,0.0
842cc95ffffffff,1.0,0.0,0.0
842cd4bffffffff,4.0,0.0,0.0
842cd5bffffffff,8.0,0.0,0.0
842cd5dffffffff,2.0,0.0,0.0
842cd9bffffffff,2.0,0.0,0.0
842cda7ffffffff,4.0,0.0,0.0
842cdd5ffffffff,4.0,0.0,0.0
842ce41ffffffff,4.0,0.0,0.0
842ce45ffffffff,2.0,0.0,0.0
842ce49ffffffff,7.0,0.0,0.0
842ce4bffffffff,36.0,0.0,0.0
842ce59ffffffff,13.0,0.0,0.0
842cf07ffffffff,33.0,0.0,0.0
842cf17ffffffff,2.0,0.0,0.0
842cf27ffffffff,1.0,0.0,0.0
842cf31ffffffff,13.0,0.0,0.0
842cf35ffffffff,60.0,0.0,0.0
842cf39ffffffff,2.0,0.0,0.0
842cf3dffffffff,2.0,0.0,0.0
842cf59ffffffff,13.0,0.0,0.0
842cf5dffffffff,1.0,0.0,0.0
842d007ffffffff,2.0,0.0,0.0
842d00bffffffff,5.0,0.0,0.0
842d01dffffffff,24.0,0.0,0.0
842d021ffffffff,3.0,0.0,0.0
842d029ffffffff,2.0,0.0,0.0
842d033ffffffff,2.0,0.0,0.0
842d03bffffffff,98.0,0.0,0.0
842d03dffffffff,5.0,0.0,0.0
842d06dffffffff,2.0,0.0,0.0
842d0edffffffff,72.0,0.0,0.0
842d105ffffffff,1.0,0.0,0.0
842d107ffffffff,104.0,0.0,0.0
842d109ffffffff,2.0,0.0,0.0
842d10dffffffff,3.0,0.0,0.0
842d121ffffffff,9.0,0.0,0.0
842d125ffffffff,70.0,0.0,0.0
842d127ffffffff,2.0,0.0,0.0
842d139ffffffff,7.0,0.0,0.0
842d14bffffffff,43.0,0.0,0.0
842d151ffffffff,2.0,0.0,0.0
842d155ffffffff,7.0,0.0,0.0
842d159ffffffff,2.0,0.0,0.0
842d161ffffffff,7.0,0.0,0.0
842d16bffffffff,1.0,0.0,0.0
842d16dffffffff,2.0,0.0,0.0
842d181ffffffff,4.0,0.0,0.0
842d183ffffffff,5.0,0.0,0.0
842d195ffffffff,2.0,0.0,0.0
842d1a5ffffffff,2.0,0.0,0.0
842d1b3ffffffff,9.0,0.0,0.0
842d1c9ffffffff,11.0,0.0,0.0
842d1ebffffffff,5.0,0.0,0.0
842d227ffffffff,11.0,0.0,0.0
842d2dbffffffff,1.0,0.0,0.0
842d303ffffffff,11.0,0.0,0.0
842d311ffffffff,2.0,0.0,0.0
842d315ffffffff,7.0,0.0,0.0
842d319ffffffff,3.0,0.0,0.0
842d32bffffffff,32.0,0.0,0.0
842d32dffffffff,8.0,0.0,0.0
842d331ffffffff,120.0,0.0,0.0
842d333ffffffff,123.0,0.0,0.0
842d337ffffffff,14.0,0.0,0.0
842d33bffffffff,2.0,0.0,0.0
842d33dffffffff,2.0,0.0,0.0
842d34bffffffff,2.0,0.0,0.0
842d35bffffffff,2.0,0.0,0.0
842d361ffffffff,3.0,0.0,0.0
842d367ffffffff,4.0,0.0,0.0
842d443ffffffff,2.0,0.0,0.0
842d51bffffffff,2.0,0.0,0.0
842d589ffffffff,2.0,0.0,0.0
842d5c1ffffffff,9.0,0.0,0.0
842d5c3ffffffff,26.0,0.0,0.0
842d5cbffffffff,17.0,0.0,0.0
842d641ffffffff,2.0,0.0,0.0
842d64dffffffff,38.0,0.0,0.0
842d663ffffffff,4.0,0.0,0.0
842d705ffffffff,2.0,0.0,0.0
842d707ffffffff,2.0,0.0,0.0
842d71bffffffff,2.0,0.0,0.0
842d71dffffffff,2.0,0.0,0.0
842d729ffffffff,2.0,0.0,0.0
842d745ffffffff,2.0,0.0,0.0
842d751ffffffff,2.0,0.0,0.0
842d75bffffffff,2.0,0.0,0.0
842d763ffffffff,2.0,0.0,0.0
842d76bffffffff,2.0,0.0,0.0
842da09ffffffff,3.0,0.0,0.0
842da13ffffffff,2.0,0.0,0.0
842da17ffffffff,117.0,0.0,0.0
842da19ffffffff,17.0,0.0,1.0
842da1bffffffff,28.0,0.0,1.0
842da45ffffffff,7.0,0.0,0.0
842da4dffffffff,1.0,0.0,0.0
842da51ffffffff,6.0,0.0,0.0
842da5dffffffff,145.0,0.0,5.0
842da69ffffffff,4.0,0.0,0.0
842da6bffffffff,13.0,0.0,0.0
842da81ffffffff,47.0,0.0,0.0
842da8dffffffff,9.0,0.0,0.0
842dac1ffffffff,1.0,0.0,0.0
842dac5ffffffff,11.0,0.0,0.0
842dac9ffffffff,5.0,0.0,0.0
842dacdffffffff,2.0,0.0,0.0
842dae9ffffffff,17.0,0.0,0.0
842db01ffffffff,364.0,0.0,2.0
842db03ffffffff,689.0,0.0,128.0
842db05ffffffff,89.0,0.0,0.0
842db0bffffffff,332.0,0.0,42.0
842db0dffffffff,18.0,0.0,0.0
842db11ffffffff,63.0,0.0,12.0
842db15ffffffff,27.0,0.0,0.0
842db1bffffffff,27.0,0.0,0.0
842db1dffffffff,315.0,0.0,38.0
842db21ffffffff,6.0,0.0,0.0
842db25ffffffff,27.0,0.0,0.0
842db2bffffffff,1.0,0.0,0.0
842db2dffffffff,73.0,0.0,0.0
842db37ffffffff,14.0,0.0,0.0
842db3dffffffff,3.0,0.0,0.0
842db63ffffffff,15.0,0.0,0.0
842db65ffffffff,3.0,0.0,0.0
842db67ffffffff,39.0,0.0,0.0
842ec95ffffffff,8.0,0.0,0.0
842ecb9ffffffff,19.0,0.0,0.0
842edbbffffffff,2.0,0.0,0.0
843015bffffffff,2.0,0.0,0.0
8430229ffffffff,4.0,0.0,0.0
8430263ffffffff,1.0,0.0,0.0
84302b7ffffffff,5.0,0.0,0.0
8430305ffffffff,29.0,0.0,11.0
8430325ffffffff,17.0,0.0,0.0
8430329ffffffff,5.0,0.0,0.0
8430833ffffffff,9.0,0.0,0.0
843084bffffffff,5.0,0.0,0.0
8430985ffffffff,1.0,0.0,0.0
8430991ffffffff,18.0,0.0,0.0
8430995ffffffff,1.0,0.0,0.0
8430997ffffffff,7.0,0.0,0.0
843099dffffffff,2.0,0.0,0.0
84309a3ffffffff,1.0,0.0,0.0
