cell_id,Motacilla tschutschensis,Motacilla tschutschensis tschutschensis/plexa,Motacilla tschutschensis taivana,Motacilla tschutschensis macronyx
8404cddffffffff,27.0,0.0,0.0,0.0
8404eb1ffffffff,5.0,0.0,0.0,0.0
84058cbffffffff,2.0,2.0,0.0,0.0
8409a45ffffffff,2.0,0.0,0.0,0.0
8409a47ffffffff,3.0,0.0,0.0,0.0
8409a55ffffffff,1.0,0.0,0.0,0.0
840c141ffffffff,44.0,0.0,0.0,0.0
840c143ffffffff,1018.0,0.0,0.0,0.0
840c145ffffffff,242.0,0.0,0.0,0.0
840c147ffffffff,628.0,0.0,0.0,0.0
840c149ffffffff,33.0,0.0,0.0,0.0
840c14bffffffff,48.0,0.0,0.0,0.0
840c14dffffffff,86.0,0.0,0.0,0.0
840c15dffffffff,44.0,0.0,0.0,0.0
840c1e1ffffffff,26.0,0.0,0.0,0.0
840c25dffffffff,1.0,0.0,0.0,0.0
840c305ffffffff,3.0,0.0,0.0,0.0
840c309ffffffff,42.0,0.0,0.0,0.0
840c32dffffffff,2.0,0.0,0.0,0.0
840c335ffffffff,202.0,0.0,0.0,0.0
840c349ffffffff,6.0,0.0,0.0,0.0
840ca43ffffffff,607.0,0.0,0.0,0.0
840ca55ffffffff,7.0,0.0,0.0,0.0
840ca9bffffffff,2.0,0.0,0.0,0.0
840ce27ffffffff,5.0,0.0,0.0,0.0
840ceedffffffff,2.0,0.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0,0.0
840cf5dffffffff,3.0,0.0,0.0,0.0
840d039ffffffff,27.0,0.0,0.0,0.0
840d093ffffffff,7.0,0.0,0.0,0.0
840d099ffffffff,8.0,0.0,0.0,0.0
840d09bffffffff,52.0,0.0,0.0,0.0
840d0b3ffffffff,6.0,0.0,0.0,0.0
840d0c3ffffffff,28.0,0.0,0.0,0.0
840d0d1ffffffff,8.0,0.0,0.0,0.0
840d0d3ffffffff,23.0,0.0,0.0,0.0
840d0d9ffffffff,30.0,0.0,0.0,0.0
840d0e5ffffffff,9.0,0.0,0.0,0.0
840d0edffffffff,2.0,0.0,0.0,0.0
840d19bffffffff,4.0,0.0,0.0,0.0
840d569ffffffff,2.0,0.0,0.0,0.0
840d701ffffffff,2.0,0.0,0.0,0.0
840d705ffffffff,1.0,0.0,0.0,0.0
840d709ffffffff,5.0,0.0,0.0,0.0
840d723ffffffff,3.0,0.0,0.0,0.0
840d72dffffffff,2.0,0.0,0.0,0.0
840d747ffffffff,2.0,0.0,0.0,0.0
840d763ffffffff,21.0,0.0,0.0,0.0
840d89dffffffff,1.0,0.0,0.0,0.0
8414859ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,30.0,0.0,9.0,0.0
8414b29ffffffff,2.0,0.0,2.0,0.0
8414c87ffffffff,4.0,0.0,0.0,0.0
8414c8bffffffff,1.0,0.0,1.0,0.0
8415901ffffffff,6.0,0.0,0.0,0.0
8415903ffffffff,6.0,0.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0,0.0
8415913ffffffff,3.0,0.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0,0.0
8415917ffffffff,2.0,0.0,0.0,2.0
8415923ffffffff,3.0,0.0,0.0,0.0
8415927ffffffff,16.0,0.0,0.0,3.0
8415929ffffffff,34.0,2.0,1.0,5.0
841592bffffffff,16.0,0.0,0.0,2.0
8415b07ffffffff,33.0,0.0,0.0,0.0
8415b39ffffffff,1.0,0.0,0.0,0.0
8416109ffffffff,6.0,0.0,0.0,0.0
8416163ffffffff,4.0,0.0,0.0,0.0
8416257ffffffff,4.0,0.0,0.0,0.0
841630bffffffff,2.0,0.0,0.0,0.0
8416507ffffffff,48.0,0.0,0.0,0.0
841653bffffffff,6.0,0.0,0.0,0.0
84165e1ffffffff,9.0,0.0,0.0,0.0
8416a5bffffffff,1.0,0.0,0.0,0.0
8417111ffffffff,2.0,0.0,0.0,0.0
8417155ffffffff,1.0,0.0,1.0,0.0
84171a7ffffffff,50.0,0.0,0.0,0.0
8417427ffffffff,10.0,0.0,0.0,0.0
8417439ffffffff,6.0,0.0,0.0,0.0
841750dffffffff,4.0,0.0,0.0,0.0
8417555ffffffff,10.0,8.0,0.0,0.0
841756bffffffff,9.0,7.0,0.0,0.0
84176bdffffffff,8.0,4.0,0.0,0.0
841788bffffffff,32.0,0.0,0.0,0.0
84178b3ffffffff,1.0,0.0,0.0,0.0
84204a1ffffffff,2.0,0.0,0.0,0.0
84204adffffffff,1.0,0.0,0.0,0.0
8420ea9ffffffff,2.0,0.0,0.0,0.0
8421483ffffffff,4.0,0.0,0.0,0.0
842149dffffffff,1.0,0.0,0.0,0.0
84214b9ffffffff,1.0,0.0,0.0,0.0
84225a5ffffffff,11.0,0.0,0.0,0.0
8422db7ffffffff,79.0,0.0,0.0,0.0
8422dbdffffffff,5.0,0.0,0.0,0.0
8424037ffffffff,1.0,0.0,0.0,0.0
8424047ffffffff,2.0,0.0,0.0,0.0
8424049ffffffff,1.0,0.0,0.0,0.0
842405bffffffff,2.0,0.0,0.0,0.0
8424081ffffffff,2.0,0.0,0.0,0.0
84240a9ffffffff,7.0,0.0,0.0,0.0
84240adffffffff,2.0,0.0,0.0,0.0
84240e1ffffffff,1.0,0.0,0.0,0.0
84240e7ffffffff,2.0,0.0,0.0,0.0
84241d9ffffffff,2.0,0.0,0.0,0.0
8424213ffffffff,15.0,0.0,0.0,0.0
8424233ffffffff,1.0,0.0,0.0,0.0
842428dffffffff,2.0,0.0,0.0,0.0
84242c3ffffffff,36.0,0.0,0.0,18.0
84242d3ffffffff,5.0,3.0,0.0,0.0
84242d5ffffffff,2.0,0.0,0.0,1.0
84242e3ffffffff,3.0,0.0,0.0,0.0
8424311ffffffff,1.0,0.0,0.0,0.0
8424463ffffffff,2.0,0.0,0.0,0.0
8424467ffffffff,3.0,0.0,0.0,0.0
84244b1ffffffff,10.0,0.0,0.0,1.0
84244b3ffffffff,3.0,0.0,1.0,0.0
84244b7ffffffff,9.0,0.0,0.0,3.0
84244c1ffffffff,18.0,6.0,0.0,0.0
8424505ffffffff,15.0,4.0,0.0,5.0
8424517ffffffff,1.0,0.0,0.0,0.0
8424529ffffffff,14.0,0.0,0.0,3.0
842452dffffffff,2.0,0.0,0.0,0.0
8424567ffffffff,14.0,0.0,0.0,2.0
842460dffffffff,49.0,1.0,0.0,0.0
8424613ffffffff,3.0,0.0,0.0,0.0
842462bffffffff,3.0,0.0,0.0,0.0
842469bffffffff,2.0,2.0,0.0,0.0
84246a5ffffffff,1.0,0.0,0.0,0.0
84246adffffffff,1.0,0.0,0.0,0.0
84246cdffffffff,2.0,0.0,0.0,2.0
84246ddffffffff,7.0,0.0,0.0,0.0
84246e7ffffffff,2.0,0.0,0.0,0.0
8424759ffffffff,2.0,0.0,0.0,0.0
84248abffffffff,4.0,0.0,0.0,0.0
84248e5ffffffff,1.0,0.0,0.0,0.0
8424ab5ffffffff,1.0,0.0,0.0,0.0
8424d05ffffffff,6.0,0.0,0.0,0.0
8424d5dffffffff,6.0,0.0,0.0,0.0
8424e5bffffffff,3.0,0.0,0.0,0.0
8425123ffffffff,1.0,0.0,0.0,0.0
8425137ffffffff,1.0,0.0,0.0,0.0
842513dffffffff,1.0,0.0,0.0,0.0
84255a3ffffffff,5.0,0.0,0.0,2.0
84255a5ffffffff,2.0,0.0,0.0,0.0
84255b5ffffffff,1.0,0.0,0.0,0.0
84255b7ffffffff,10.0,2.0,0.0,0.0
84256e3ffffffff,1.0,0.0,0.0,0.0
8425717ffffffff,2.0,0.0,0.0,0.0
8425b03ffffffff,1.0,0.0,0.0,0.0
8425b41ffffffff,2.0,0.0,0.0,0.0
8425b47ffffffff,2.0,0.0,0.0,0.0
842e183ffffffff,1.0,0.0,0.0,0.0
842e881ffffffff,2.0,0.0,0.0,0.0
842e889ffffffff,4.0,0.0,3.0,0.0
842e88bffffffff,7.0,0.0,6.0,0.0
842e8a3ffffffff,3.0,0.0,3.0,0.0
842e8c3ffffffff,2.0,0.0,0.0,0.0
842e8c7ffffffff,3.0,0.0,3.0,0.0
842e993ffffffff,5.0,0.0,3.0,0.0
842ea9dffffffff,1.0,0.0,1.0,0.0
842ead5ffffffff,1.0,0.0,0.0,0.0
842ec03ffffffff,2.0,0.0,2.0,0.0
842ec2dffffffff,4.0,0.0,0.0,0.0
842ecb9ffffffff,6.0,0.0,0.0,0.0
842ed53ffffffff,3.0,0.0,2.0,1.0
842edc7ffffffff,2.0,0.0,0.0,2.0
842ef61ffffffff,9.0,0.0,0.0,0.0
842ef65ffffffff,1.0,0.0,0.0,0.0
842ef67ffffffff,3.0,0.0,1.0,0.0
843000dffffffff,1.0,0.0,0.0,0.0
843012dffffffff,2.0,0.0,0.0,0.0
843019bffffffff,1.0,0.0,0.0,1.0
8430229ffffffff,2.0,0.0,0.0,0.0
