cell_id,Vanellus indicus,Vanellus indicus [indicus Group],Vanellus indicus atronuchalis
843c5c1ffffffff,2.0,0.0,0.0
843c5e1ffffffff,1.0,0.0,0.0
843c5e3ffffffff,3.0,0.0,0.0
843c5e5ffffffff,4.0,0.0,0.0
843c5e7ffffffff,11.0,0.0,0.0
843c5ebffffffff,2.0,0.0,0.0
843c801ffffffff,10.0,0.0,0.0
843c805ffffffff,65.0,0.0,0.0
843c807ffffffff,13.0,0.0,0.0
843c809ffffffff,14.0,0.0,0.0
843c80dffffffff,33.0,0.0,0.0
843c817ffffffff,4.0,0.0,0.0
843c823ffffffff,1.0,0.0,0.0
843c82dffffffff,4.0,0.0,0.0
843c831ffffffff,3.0,0.0,0.0
843c837ffffffff,7.0,0.0,0.0
843c839ffffffff,82.0,0.0,0.0
843c83bffffffff,8.0,0.0,0.0
843c83dffffffff,3.0,0.0,0.0
843c843ffffffff,10.0,0.0,0.0
843c845ffffffff,3.0,0.0,0.0
843c84dffffffff,1.0,0.0,0.0
843c855ffffffff,4.0,0.0,0.0
843c869ffffffff,1.0,0.0,0.0
843c885ffffffff,214.0,0.0,0.0
843c889ffffffff,8.0,0.0,0.0
843c88bffffffff,2.0,0.0,0.0
843c899ffffffff,397.0,0.0,0.0
843c89bffffffff,2.0,0.0,0.0
843c8a9ffffffff,3.0,0.0,0.0
843c8adffffffff,7.0,0.0,0.0
843c8c7ffffffff,10.0,0.0,0.0
843c8cbffffffff,8.0,0.0,0.0
843c8d1ffffffff,3.0,0.0,0.0
843c8d3ffffffff,26.0,0.0,0.0
843c8d5ffffffff,11.0,0.0,0.0
843c8d7ffffffff,28.0,0.0,0.0
843c8d9ffffffff,19.0,0.0,0.0
843c8dbffffffff,91.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0
843c8e1ffffffff,10.0,0.0,0.0
843c8e3ffffffff,14.0,0.0,0.0
843c8e5ffffffff,495.0,0.0,0.0
843c8e7ffffffff,75.0,0.0,0.0
843c8ebffffffff,2.0,0.0,0.0
843c8edffffffff,58.0,0.0,0.0
843c905ffffffff,4.0,0.0,0.0
843c909ffffffff,5.0,0.0,0.0
843c90bffffffff,3.0,0.0,0.0
843c90dffffffff,1.0,0.0,0.0
843c915ffffffff,32.0,0.0,0.0
843c917ffffffff,10.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0
843c921ffffffff,12.0,0.0,0.0
843c923ffffffff,11.0,0.0,0.0
843c925ffffffff,30.0,0.0,0.0
843c927ffffffff,126.0,0.0,0.0
843c929ffffffff,2.0,0.0,0.0
843c92bffffffff,5.0,0.0,0.0
843c92dffffffff,51.0,0.0,0.0
843c931ffffffff,395.0,0.0,0.0
843c935ffffffff,6.0,0.0,0.0
843c939ffffffff,12.0,0.0,0.0
843c93bffffffff,112.0,0.0,0.0
843c93dffffffff,11.0,0.0,0.0
843c941ffffffff,6.0,0.0,0.0
843c943ffffffff,42.0,0.0,0.0
843c945ffffffff,19.0,0.0,0.0
843c947ffffffff,5.0,0.0,0.0
843c949ffffffff,2.0,0.0,0.0
843c94bffffffff,7.0,0.0,0.0
843c94dffffffff,2.0,0.0,0.0
843c953ffffffff,6.0,0.0,0.0
843c957ffffffff,1.0,0.0,0.0
843c959ffffffff,13.0,0.0,0.0
843c95bffffffff,8.0,0.0,0.0
843c965ffffffff,6.0,0.0,0.0
843c96dffffffff,4.0,0.0,0.0
843c9c1ffffffff,21.0,0.0,0.0
843c9c3ffffffff,9.0,0.0,0.0
843c9c5ffffffff,13.0,0.0,0.0
843c9cbffffffff,10.0,0.0,0.0
843c9d1ffffffff,1.0,0.0,0.0
843c9d9ffffffff,268.0,0.0,0.0
843c9dbffffffff,4.0,0.0,0.0
843c9ddffffffff,41.0,0.0,0.0
843c9e9ffffffff,43.0,0.0,0.0
843c9edffffffff,6.0,0.0,0.0
843ca01ffffffff,4.0,0.0,0.0
843ca03ffffffff,9.0,0.0,0.0
843ca05ffffffff,2.0,0.0,0.0
843ca21ffffffff,3.0,0.0,0.0
843ca23ffffffff,2.0,0.0,0.0
843ca25ffffffff,223.0,0.0,0.0
843ca27ffffffff,3.0,0.0,0.0
843ca2dffffffff,5.0,0.0,0.0
843ca33ffffffff,6.0,0.0,0.0
843ca39ffffffff,2.0,0.0,0.0
843ca41ffffffff,8.0,0.0,0.0
843ca45ffffffff,68.0,0.0,0.0
843ca47ffffffff,54.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0
843ca4bffffffff,1.0,0.0,0.0
843ca4dffffffff,2.0,0.0,0.0
843ca51ffffffff,1.0,0.0,0.0
843ca59ffffffff,3.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0
843ca5dffffffff,14.0,0.0,0.0
843ca61ffffffff,1.0,0.0,0.0
843ca65ffffffff,2.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0
843ca69ffffffff,15.0,0.0,0.0
843ca6dffffffff,2.0,0.0,0.0
843ca85ffffffff,22.0,0.0,0.0
843ca87ffffffff,31.0,0.0,0.0
843ca89ffffffff,1.0,0.0,0.0
843ca8bffffffff,20.0,0.0,0.0
843ca8dffffffff,29.0,0.0,0.0
843ca91ffffffff,2.0,0.0,0.0
843ca93ffffffff,38.0,0.0,0.0
843ca95ffffffff,3.0,0.0,0.0
843ca97ffffffff,80.0,0.0,0.0
843ca9dffffffff,7.0,0.0,0.0
843cab1ffffffff,18.0,0.0,0.0
843cab7ffffffff,8.0,0.0,0.0
843cab9ffffffff,35.0,0.0,0.0
843cabdffffffff,4.0,0.0,0.0
843cac1ffffffff,2.0,0.0,0.0
843cac3ffffffff,4.0,0.0,0.0
843cacbffffffff,4.0,0.0,0.0
843cad3ffffffff,10.0,0.0,0.0
843caddffffffff,29.0,0.0,0.0
843cae3ffffffff,15.0,0.0,0.0
843cae5ffffffff,3.0,0.0,0.0
843cb01ffffffff,8.0,0.0,0.0
843cb03ffffffff,105.0,0.0,0.0
843cb07ffffffff,20.0,0.0,0.0
843cb09ffffffff,32.0,0.0,0.0
843cb0bffffffff,35.0,0.0,0.0
843cb0dffffffff,7.0,0.0,0.0
843cb11ffffffff,295.0,0.0,0.0
843cb13ffffffff,80.0,0.0,0.0
843cb15ffffffff,563.0,0.0,0.0
843cb17ffffffff,16.0,0.0,0.0
843cb19ffffffff,105.0,0.0,0.0
843cb1bffffffff,2.0,0.0,0.0
843cb1dffffffff,2243.0,0.0,0.0
843cb23ffffffff,3.0,0.0,0.0
843cb29ffffffff,4.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0
843cb33ffffffff,3.0,0.0,0.0
843cb35ffffffff,3.0,0.0,0.0
843cb39ffffffff,105.0,0.0,0.0
843cb3bffffffff,20.0,0.0,0.0
843cb3dffffffff,7.0,0.0,0.0
843cb41ffffffff,44.0,0.0,0.0
843cb45ffffffff,113.0,0.0,0.0
843cb47ffffffff,100.0,0.0,0.0
843cb49ffffffff,5.0,0.0,0.0
843cb4bffffffff,36.0,0.0,0.0
843cb4dffffffff,101.0,0.0,0.0
843cb51ffffffff,29.0,0.0,0.0
843cb55ffffffff,6.0,0.0,0.0
843cb57ffffffff,7.0,0.0,0.0
843cb59ffffffff,113.0,0.0,0.0
843cb5dffffffff,1197.0,0.0,0.0
843cb61ffffffff,11.0,0.0,0.0
843cb65ffffffff,160.0,0.0,0.0
843cb67ffffffff,5.0,0.0,0.0
843cb69ffffffff,83.0,0.0,0.0
843cb6bffffffff,136.0,0.0,0.0
843cb6dffffffff,92.0,0.0,0.0
843cc05ffffffff,2.0,0.0,0.0
843cc0dffffffff,6.0,0.0,0.0
843cc21ffffffff,21.0,0.0,0.0
843cc29ffffffff,27.0,0.0,0.0
843cc41ffffffff,9.0,0.0,0.0
843cc43ffffffff,19.0,0.0,0.0
843cc45ffffffff,352.0,0.0,0.0
843cc47ffffffff,90.0,0.0,0.0
843cc51ffffffff,2.0,0.0,0.0
843cc55ffffffff,10.0,0.0,0.0
843cc5bffffffff,13.0,0.0,0.0
843cc5dffffffff,11.0,0.0,0.0
843cc63ffffffff,2.0,0.0,0.0
843cc67ffffffff,11.0,0.0,0.0
843cc6bffffffff,510.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0
843cca1ffffffff,11.0,0.0,0.0
843ccb5ffffffff,1.0,0.0,0.0
843cd13ffffffff,2.0,0.0,0.0
843cd4bffffffff,8.0,0.0,0.0
843cd53ffffffff,1.0,0.0,0.0
843cd5bffffffff,3.0,0.0,0.0
843cd83ffffffff,2.0,0.0,0.0
843cd91ffffffff,39.0,0.0,0.0
843cd9bffffffff,3.0,0.0,0.0
843cd9dffffffff,3.0,0.0,0.0
843cdb1ffffffff,1.0,0.0,0.0
843cdbbffffffff,1.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,2.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843ce01ffffffff,3.0,0.0,0.0
843ce03ffffffff,116.0,0.0,0.0
843ce09ffffffff,18.0,0.0,0.0
843ce0bffffffff,21.0,0.0,0.0
843ce0dffffffff,2.0,0.0,0.0
843ce11ffffffff,209.0,0.0,0.0
843ce13ffffffff,31.0,0.0,0.0
843ce15ffffffff,484.0,0.0,0.0
843ce19ffffffff,12.0,0.0,0.0
843ce1bffffffff,48.0,0.0,0.0
843ce1dffffffff,83.0,0.0,0.0
843ce2dffffffff,7.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0
843ce3bffffffff,11.0,0.0,0.0
843ce3dffffffff,4.0,0.0,0.0
843ce41ffffffff,21.0,0.0,0.0
843ce43ffffffff,84.0,0.0,0.0
843ce45ffffffff,10.0,0.0,0.0
843ce47ffffffff,11.0,0.0,0.0
843ce4bffffffff,2.0,0.0,0.0
843ce4dffffffff,98.0,0.0,0.0
843ce51ffffffff,2.0,0.0,0.0
843ce55ffffffff,175.0,0.0,0.0
843ce57ffffffff,380.0,0.0,0.0
843ce5bffffffff,4.0,0.0,0.0
843ce5dffffffff,3.0,0.0,0.0
843ce89ffffffff,3.0,0.0,0.0
843ce8bffffffff,7.0,0.0,0.0
843cea1ffffffff,4.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0
843cea7ffffffff,4.0,0.0,0.0
843cebbffffffff,2.0,0.0,0.0
843cec1ffffffff,870.0,0.0,0.0
843cec3ffffffff,307.0,0.0,0.0
843cec5ffffffff,3.0,0.0,0.0
843cec9ffffffff,194.0,0.0,0.0
843cecbffffffff,2.0,0.0,0.0
843cecdffffffff,145.0,0.0,0.0
843ced1ffffffff,50.0,0.0,0.0
843ced3ffffffff,5.0,0.0,0.0
843ced5ffffffff,27.0,0.0,0.0
843ced7ffffffff,2.0,0.0,0.0
843ced9ffffffff,19.0,0.0,0.0
843cedbffffffff,12.0,0.0,0.0
843ceddffffffff,37.0,0.0,0.0
843cf01ffffffff,2.0,0.0,0.0
843cf05ffffffff,19.0,0.0,0.0
843cf0bffffffff,79.0,0.0,0.0
843cf0dffffffff,98.0,0.0,0.0
843cf11ffffffff,87.0,0.0,0.0
843cf13ffffffff,20.0,0.0,0.0
843cf15ffffffff,9.0,0.0,0.0
843cf17ffffffff,38.0,0.0,0.0
843cf1bffffffff,6.0,0.0,0.0
843cf21ffffffff,40.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0
843cf27ffffffff,41.0,0.0,0.0
843cf29ffffffff,1363.0,0.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,469.0,0.0,0.0
843cf33ffffffff,5.0,0.0,0.0
843cf35ffffffff,2.0,0.0,0.0
843cf3dffffffff,2.0,0.0,0.0
843cf41ffffffff,57.0,0.0,0.0
843cf43ffffffff,91.0,0.0,0.0
843cf45ffffffff,8.0,0.0,0.0
843cf47ffffffff,58.0,0.0,0.0
843cf49ffffffff,12.0,0.0,0.0
843cf4bffffffff,19.0,0.0,0.0
843cf5bffffffff,3.0,0.0,0.0
843cf5dffffffff,2.0,0.0,0.0
843cf61ffffffff,125.0,0.0,0.0
843cf63ffffffff,7.0,0.0,0.0
843cf65ffffffff,101.0,0.0,0.0
843cf67ffffffff,141.0,0.0,0.0
843cf69ffffffff,53.0,0.0,0.0
843cf6bffffffff,37.0,0.0,0.0
843cf6dffffffff,2.0,0.0,0.0
843d101ffffffff,98.0,0.0,0.0
843d103ffffffff,4.0,0.0,0.0
843d105ffffffff,8.0,0.0,0.0
843d107ffffffff,2499.0,0.0,0.0
843d109ffffffff,28.0,0.0,0.0
843d10dffffffff,215.0,0.0,0.0
843d11dffffffff,3.0,0.0,0.0
843d123ffffffff,13.0,0.0,0.0
843d129ffffffff,4.0,0.0,0.0
843d12bffffffff,3.0,0.0,0.0
843d12dffffffff,8.0,0.0,0.0
843d131ffffffff,34.0,0.0,0.0
843d133ffffffff,6.0,0.0,0.0
843d135ffffffff,839.0,0.0,0.0
843d137ffffffff,488.0,0.0,0.0
843d139ffffffff,1248.0,0.0,0.0
843d13bffffffff,5.0,0.0,0.0
843d13dffffffff,729.0,0.0,0.0
843d141ffffffff,24.0,0.0,0.0
843d143ffffffff,5.0,0.0,0.0
843d145ffffffff,21.0,0.0,0.0
843d147ffffffff,460.0,0.0,0.0
843d149ffffffff,36.0,0.0,0.0
843d14bffffffff,4.0,0.0,0.0
843d14dffffffff,44.0,0.0,0.0
843d15dffffffff,12.0,0.0,0.0
843d163ffffffff,2.0,0.0,0.0
843d165ffffffff,20.0,0.0,0.0
843d167ffffffff,73.0,0.0,0.0
843d169ffffffff,11.0,0.0,0.0
843d16bffffffff,163.0,0.0,0.0
843d1a7ffffffff,3.0,0.0,0.0
843d1adffffffff,5.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0
843d1e7ffffffff,2.0,0.0,0.0
843d1edffffffff,4.0,0.0,0.0
843d305ffffffff,49.0,0.0,0.0
843d307ffffffff,22.0,0.0,0.0
843d30dffffffff,34.0,0.0,0.0
843d321ffffffff,20.0,0.0,0.0
843d323ffffffff,267.0,0.0,0.0
843d325ffffffff,60.0,0.0,0.0
843d327ffffffff,10.0,0.0,0.0
843d32bffffffff,35.0,0.0,0.0
843d32dffffffff,1.0,0.0,0.0
843d335ffffffff,36.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0
843d339ffffffff,4.0,0.0,0.0
843d33dffffffff,8.0,0.0,0.0
843d341ffffffff,1.0,0.0,0.0
843d345ffffffff,7.0,0.0,0.0
843d34bffffffff,43.0,0.0,0.0
843d34dffffffff,2.0,0.0,0.0
843d355ffffffff,3.0,0.0,0.0
843d359ffffffff,4.0,0.0,0.0
843d35dffffffff,11.0,0.0,0.0
843d361ffffffff,4.0,0.0,0.0
843d363ffffffff,442.0,0.0,0.0
843d36bffffffff,142.0,0.0,0.0
843d803ffffffff,1.0,0.0,0.0
843d805ffffffff,12.0,0.0,0.0
843d807ffffffff,1.0,0.0,0.0
843d809ffffffff,2.0,0.0,0.0
843d80bffffffff,12.0,0.0,0.0
843d80dffffffff,89.0,0.0,0.0
843d817ffffffff,37.0,0.0,0.0
843d81bffffffff,46.0,0.0,0.0
843d827ffffffff,2.0,0.0,0.0
843d835ffffffff,2.0,0.0,0.0
843d839ffffffff,62.0,0.0,0.0
843d83bffffffff,46.0,0.0,0.0
843d83dffffffff,9.0,0.0,0.0
843d841ffffffff,3.0,0.0,0.0
843d843ffffffff,50.0,0.0,0.0
843d845ffffffff,515.0,0.0,0.0
843d847ffffffff,122.0,0.0,0.0
843d849ffffffff,3.0,0.0,0.0
843d84bffffffff,2.0,0.0,0.0
843d84dffffffff,32.0,0.0,0.0
843d851ffffffff,343.0,0.0,0.0
843d853ffffffff,349.0,0.0,0.0
843d855ffffffff,46.0,0.0,0.0
843d857ffffffff,2.0,0.0,0.0
843d859ffffffff,242.0,0.0,0.0
843d85bffffffff,210.0,0.0,0.0
843d85dffffffff,47.0,0.0,0.0
843d861ffffffff,2.0,0.0,0.0
843d863ffffffff,11.0,0.0,0.0
843d865ffffffff,6.0,0.0,0.0
843d869ffffffff,15.0,0.0,0.0
843d86bffffffff,124.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0
843d881ffffffff,4.0,0.0,0.0
843d883ffffffff,8.0,0.0,0.0
843d887ffffffff,1.0,0.0,0.0
843d88dffffffff,1.0,0.0,0.0
843d891ffffffff,3.0,0.0,0.0
843d895ffffffff,1.0,0.0,0.0
843d897ffffffff,2.0,0.0,0.0
843d899ffffffff,55.0,0.0,0.0
843d8a3ffffffff,2.0,0.0,0.0
843d8a5ffffffff,19.0,0.0,0.0
843d8b1ffffffff,586.0,0.0,0.0
843d8b7ffffffff,9.0,0.0,0.0
843d8b9ffffffff,79.0,0.0,0.0
843d8bdffffffff,14.0,0.0,0.0
843d8c1ffffffff,162.0,0.0,0.0
843d8c3ffffffff,56.0,0.0,0.0
843d8c7ffffffff,2.0,0.0,0.0
843d8c9ffffffff,2.0,0.0,0.0
843d8cbffffffff,3.0,0.0,0.0
843d8d1ffffffff,51.0,0.0,0.0
843d8d5ffffffff,608.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,225.0,0.0,0.0
843d8e5ffffffff,2.0,0.0,0.0
843d903ffffffff,2.0,0.0,0.0
843d905ffffffff,3.0,0.0,0.0
843d907ffffffff,29.0,0.0,0.0
843d90dffffffff,43.0,0.0,0.0
843d911ffffffff,7.0,0.0,0.0
843d913ffffffff,2.0,0.0,0.0
843d915ffffffff,337.0,0.0,0.0
843d91dffffffff,2.0,0.0,0.0
843d921ffffffff,7.0,0.0,0.0
843d923ffffffff,11.0,0.0,0.0
843d927ffffffff,6.0,0.0,0.0
843d929ffffffff,530.0,0.0,0.0
843d92bffffffff,10.0,0.0,0.0
843d92dffffffff,64.0,0.0,0.0
843d931ffffffff,1.0,0.0,0.0
843d933ffffffff,86.0,0.0,0.0
843d935ffffffff,4.0,0.0,0.0
843d939ffffffff,31.0,0.0,0.0
843d93bffffffff,158.0,0.0,0.0
843d93dffffffff,86.0,0.0,0.0
843d943ffffffff,4.0,0.0,0.0
843d945ffffffff,2.0,0.0,0.0
843d947ffffffff,2.0,0.0,0.0
843d949ffffffff,6.0,0.0,0.0
843d957ffffffff,2.0,0.0,0.0
843d959ffffffff,4.0,0.0,0.0
843d963ffffffff,257.0,0.0,0.0
843d965ffffffff,4.0,0.0,0.0
843d967ffffffff,717.0,0.0,0.0
843d969ffffffff,2.0,0.0,0.0
843d96bffffffff,38.0,0.0,0.0
843d96dffffffff,42.0,0.0,0.0
843d981ffffffff,15.0,0.0,0.0
843d983ffffffff,52.0,0.0,0.0
843d985ffffffff,16.0,0.0,0.0
843d987ffffffff,210.0,0.0,0.0
843d989ffffffff,4.0,0.0,0.0
843d98dffffffff,149.0,0.0,0.0
843d991ffffffff,5.0,0.0,0.0
843d993ffffffff,331.0,0.0,0.0
843d995ffffffff,2.0,0.0,0.0
843d997ffffffff,28.0,0.0,0.0
843d99dffffffff,13.0,0.0,0.0
843d9a3ffffffff,21.0,0.0,0.0
843d9a5ffffffff,34.0,0.0,0.0
843d9a7ffffffff,97.0,0.0,0.0
843d9a9ffffffff,5.0,0.0,0.0
843d9abffffffff,24.0,0.0,0.0
843d9adffffffff,40.0,0.0,0.0
843d9b1ffffffff,56.0,0.0,0.0
843d9b5ffffffff,8.0,0.0,0.0
843d9b7ffffffff,1830.0,0.0,0.0
843d9b9ffffffff,326.0,0.0,0.0
843d9bbffffffff,15.0,0.0,0.0
843d9bdffffffff,21.0,0.0,0.0
843d9c5ffffffff,2.0,0.0,0.0
843d9c7ffffffff,12.0,0.0,0.0
843d9c9ffffffff,7.0,0.0,0.0
843d9cbffffffff,4.0,0.0,0.0
843d9d1ffffffff,679.0,0.0,0.0
843d9d3ffffffff,335.0,0.0,0.0
843d9d5ffffffff,13.0,0.0,0.0
843d9d7ffffffff,21.0,0.0,0.0
843d9dbffffffff,808.0,0.0,0.0
843d9e3ffffffff,8.0,0.0,0.0
843d9e5ffffffff,1768.0,0.0,0.0
843d9e7ffffffff,226.0,0.0,0.0
843d9edffffffff,66.0,0.0,0.0
843da01ffffffff,3.0,0.0,0.0
843da03ffffffff,33.0,0.0,0.0
843da09ffffffff,16.0,0.0,0.0
843da0bffffffff,18.0,0.0,0.0
843da0dffffffff,9.0,0.0,0.0
843da11ffffffff,4407.0,0.0,0.0
843da13ffffffff,774.0,0.0,0.0
843da15ffffffff,51.0,0.0,0.0
843da17ffffffff,28.0,0.0,0.0
843da19ffffffff,947.0,0.0,0.0
843da1bffffffff,468.0,0.0,0.0
843da1dffffffff,2390.0,0.0,0.0
843da21ffffffff,493.0,0.0,0.0
843da23ffffffff,13.0,0.0,0.0
843da25ffffffff,171.0,0.0,0.0
843da27ffffffff,11.0,0.0,0.0
843da29ffffffff,5.0,0.0,0.0
843da2bffffffff,10.0,0.0,0.0
843da2dffffffff,36.0,0.0,0.0
843da31ffffffff,3.0,0.0,0.0
843da33ffffffff,185.0,0.0,0.0
843da35ffffffff,5.0,0.0,0.0
843da37ffffffff,2234.0,0.0,0.0
843da39ffffffff,8.0,0.0,0.0
843da3bffffffff,8.0,0.0,0.0
843da3dffffffff,30.0,0.0,0.0
843da43ffffffff,2.0,0.0,0.0
843da47ffffffff,2.0,0.0,0.0
843da53ffffffff,16.0,0.0,0.0
843da55ffffffff,3.0,0.0,0.0
843da57ffffffff,168.0,0.0,0.0
843da5dffffffff,2.0,0.0,0.0
843da61ffffffff,12.0,0.0,0.0
843da63ffffffff,32.0,0.0,0.0
843da65ffffffff,4.0,0.0,0.0
843da67ffffffff,12.0,0.0,0.0
843da69ffffffff,655.0,0.0,0.0
843da6bffffffff,12.0,0.0,0.0
843da6dffffffff,15.0,0.0,0.0
843da81ffffffff,81.0,0.0,0.0
843da85ffffffff,35.0,0.0,0.0
843da89ffffffff,14.0,0.0,0.0
843da8bffffffff,13.0,0.0,0.0
843da8dffffffff,15.0,0.0,0.0
843da91ffffffff,18.0,0.0,0.0
843da93ffffffff,2.0,0.0,0.0
843da95ffffffff,41.0,0.0,0.0
