cell_id,Dicrurus leucophaeus,Dicrurus leucophaeus [longicaudatus Group],Dicrurus leucophaeus [leucophaeus Group],Dicrurus leucophaeus leucogenis,Dicrurus leucophaeus salangensis,Dicrurus leucophaeus innexus,Dicrurus leucophaeus [periophthalmicus Group],Dicrurus leucophaeus stigmatops,Dicrurus leucophaeus [longicaudatus Group/leucophaeus Group],Dicrurus leucophaeus innexus/leucogenis/salangensis
826497fffffffff,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,27.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
8264b7fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264e7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
826507fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
826587fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
82659ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
826947fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82694ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
828cd7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
