cell_id,Myzomela cardinalis,Myzomela cardinalis lifuensis,Myzomela cardinalis [cardinalis Group]
829e07fffffffff,74.0,0.0,0.0
829e17fffffffff,53.0,0.0,0.0
829e27fffffffff,396.0,0.0,0.0
829e37fffffffff,6.0,0.0,0.0
829e8ffffffffff,7.0,0.0,0.0
829eaffffffffff,1.0,0.0,0.0
829ec7fffffffff,12.0,0.0,0.0
829ed7fffffffff,14.0,0.0,1.0
829f0ffffffffff,2.0,0.0,0.0
829f57fffffffff,56.0,0.0,0.0
