cell_id,Catharus ustulatus,Catharus ustulatus [ustulatus Group],Catharus ustulatus [swainsoni Group]
840c623ffffffff,18.0,0.0,0.0
840c625ffffffff,6.0,0.0,0.0
840c629ffffffff,15.0,0.0,0.0
840c62bffffffff,10.0,0.0,0.0
840c635ffffffff,2.0,0.0,0.0
840c639ffffffff,6.0,0.0,0.0
840c63bffffffff,7.0,0.0,0.0
840c63dffffffff,47.0,0.0,0.0
840c641ffffffff,29.0,0.0,0.0
840c645ffffffff,68.0,0.0,0.0
840c647ffffffff,45.0,0.0,0.0
840c649ffffffff,1.0,0.0,0.0
840c64bffffffff,19.0,0.0,0.0
840c651ffffffff,10.0,0.0,0.0
840c655ffffffff,4.0,0.0,0.0
840c657ffffffff,14.0,0.0,0.0
840c659ffffffff,12.0,0.0,0.0
840c65bffffffff,3.0,0.0,0.0
840c65dffffffff,35.0,0.0,0.0
840c661ffffffff,10.0,0.0,0.0
840c663ffffffff,6.0,0.0,0.0
840c665ffffffff,52.0,0.0,0.0
840c667ffffffff,12.0,0.0,0.0
840c66dffffffff,1.0,0.0,0.0
840c6a5ffffffff,2.0,0.0,0.0
840c705ffffffff,206.0,0.0,11.0
840c707ffffffff,63.0,0.0,0.0
840c70dffffffff,148.0,0.0,7.0
840c711ffffffff,40.0,0.0,0.0
840c715ffffffff,35.0,0.0,0.0
840c717ffffffff,2.0,0.0,0.0
840c71bffffffff,28.0,0.0,0.0
840c731ffffffff,111.0,0.0,2.0
840c733ffffffff,1204.0,0.0,135.0
840c735ffffffff,3.0,0.0,0.0
840c739ffffffff,21.0,0.0,2.0
840c73bffffffff,519.0,0.0,8.0
840c73dffffffff,230.0,0.0,24.0
840c741ffffffff,284.0,0.0,21.0
840c745ffffffff,38.0,0.0,0.0
840c747ffffffff,90.0,0.0,2.0
840c749ffffffff,29.0,0.0,0.0
840c74bffffffff,61.0,0.0,9.0
840c74dffffffff,514.0,0.0,11.0
840c753ffffffff,2.0,0.0,0.0
840c759ffffffff,9.0,0.0,0.0
840c75dffffffff,31.0,0.0,4.0
840c769ffffffff,74.0,0.0,0.0
840cdd7ffffffff,1.0,0.0,0.0
840ce3dffffffff,3.0,0.0,0.0
840cec5ffffffff,15.0,0.0,0.0
840cec7ffffffff,2.0,0.0,0.0
840cee9ffffffff,2.0,0.0,0.0
840d039ffffffff,5.0,0.0,0.0
840d405ffffffff,57.0,0.0,0.0
840d409ffffffff,1.0,0.0,0.0
840d40dffffffff,90.0,0.0,0.0
840d425ffffffff,82.0,0.0,0.0
840d443ffffffff,4.0,0.0,0.0
840d447ffffffff,6.0,0.0,0.0
840d461ffffffff,8.0,0.0,0.0
840d463ffffffff,54.0,0.0,0.0
840d483ffffffff,32.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0
840d487ffffffff,2.0,0.0,0.0
840d48bffffffff,13.0,0.0,0.0
840d499ffffffff,13.0,0.0,0.0
840d49bffffffff,10.0,0.0,0.0
840d49dffffffff,30.0,0.0,0.0
840d4a1ffffffff,37.0,0.0,2.0
840d4a7ffffffff,15.0,0.0,2.0
840d4a9ffffffff,8.0,0.0,0.0
840d4c1ffffffff,4.0,0.0,0.0
840d4c3ffffffff,4.0,0.0,0.0
840d4d5ffffffff,19.0,0.0,0.0
840d4e7ffffffff,23.0,0.0,0.0
840d521ffffffff,6.0,0.0,0.0
840d523ffffffff,13.0,0.0,0.0
840d525ffffffff,3.0,0.0,0.0
840d527ffffffff,155.0,0.0,0.0
840d529ffffffff,28.0,0.0,0.0
840d52bffffffff,1.0,0.0,0.0
840d52dffffffff,2.0,0.0,0.0
840d533ffffffff,10.0,0.0,0.0
840d535ffffffff,4.0,0.0,0.0
840d537ffffffff,30.0,0.0,0.0
840d563ffffffff,19.0,0.0,0.0
840d567ffffffff,2.0,0.0,0.0
840d585ffffffff,821.0,0.0,0.0
840d587ffffffff,14.0,0.0,2.0
840d58dffffffff,20.0,0.0,0.0
840d593ffffffff,8.0,0.0,0.0
840d595ffffffff,31.0,0.0,0.0
840d597ffffffff,2.0,0.0,0.0
840d5a5ffffffff,21.0,0.0,0.0
840d5a7ffffffff,1.0,0.0,0.0
840d5a9ffffffff,537.0,0.0,30.0
840d5abffffffff,7.0,0.0,0.0
840d5adffffffff,11.0,0.0,0.0
840d5b3ffffffff,1.0,0.0,0.0
840d5b9ffffffff,13.0,0.0,0.0
840d5bbffffffff,10.0,0.0,0.0
840d5c1ffffffff,2.0,0.0,0.0
840d5c7ffffffff,6.0,0.0,0.0
840d5e3ffffffff,69.0,0.0,4.0
840d5e5ffffffff,18.0,0.0,0.0
840d5e7ffffffff,112.0,0.0,0.0
840d5ebffffffff,1.0,0.0,0.0
840d619ffffffff,12.0,0.0,0.0
840d61bffffffff,17.0,0.0,0.0
840d6a3ffffffff,2.0,0.0,0.0
840d6a9ffffffff,6.0,0.0,0.0
840d6bbffffffff,2.0,0.0,0.0
840d6c5ffffffff,4.0,0.0,0.0
840d6cdffffffff,6.0,0.0,0.0
840d6e7ffffffff,9.0,0.0,0.0
840d6e9ffffffff,4.0,0.0,0.0
840e413ffffffff,5.0,0.0,0.0
840e41bffffffff,1.0,0.0,0.0
840e453ffffffff,7.0,0.0,0.0
840e45bffffffff,15.0,0.0,0.0
840e481ffffffff,51.0,0.0,0.0
840e483ffffffff,8.0,0.0,0.0
840e487ffffffff,2.0,0.0,0.0
840e48dffffffff,103.0,0.0,0.0
840e491ffffffff,102.0,0.0,0.0
840e493ffffffff,27.0,0.0,0.0
840e495ffffffff,3.0,0.0,0.0
840e497ffffffff,188.0,0.0,0.0
840e499ffffffff,26.0,0.0,0.0
840e49bffffffff,146.0,0.0,0.0
840e49dffffffff,3.0,0.0,0.0
840e4a1ffffffff,3.0,0.0,0.0
840e4a3ffffffff,4.0,0.0,0.0
840e4a5ffffffff,16.0,0.0,0.0
840e4a7ffffffff,6.0,0.0,0.0
840e4a9ffffffff,146.0,0.0,0.0
840e4abffffffff,3.0,0.0,0.0
840e4b1ffffffff,4.0,0.0,0.0
840e4b3ffffffff,100.0,0.0,0.0
840e4bbffffffff,4.0,0.0,0.0
840e4c1ffffffff,8.0,0.0,0.0
840e4c3ffffffff,27.0,0.0,0.0
840e4c5ffffffff,21.0,0.0,0.0
840e4cbffffffff,5.0,0.0,0.0
840e4cdffffffff,7.0,0.0,0.0
840e4d1ffffffff,94.0,0.0,0.0
840e4d3ffffffff,64.0,0.0,0.0
840e4d5ffffffff,2.0,0.0,0.0
840e4d7ffffffff,2.0,0.0,0.0
840e4dbffffffff,565.0,0.0,0.0
840e4e3ffffffff,8.0,0.0,0.0
840e4e7ffffffff,2.0,0.0,0.0
840e515ffffffff,2.0,0.0,0.0
840e51dffffffff,3.0,0.0,0.0
840e523ffffffff,6.0,0.0,0.0
840e52bffffffff,3.0,0.0,0.0
840e531ffffffff,4.0,0.0,0.0
840e535ffffffff,2.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0
840e53dffffffff,8.0,0.0,0.0
840e583ffffffff,12.0,0.0,0.0
840e59bffffffff,3.0,0.0,0.0
840e59dffffffff,7.0,0.0,0.0
840e5b3ffffffff,47.0,0.0,0.0
840e5b7ffffffff,6.0,0.0,0.0
840e5b9ffffffff,8.0,0.0,0.0
840e5bbffffffff,1.0,0.0,0.0
840e5bdffffffff,4.0,0.0,0.0
840e623ffffffff,9.0,0.0,0.0
840e63dffffffff,2.0,0.0,0.0
840e691ffffffff,1.0,0.0,0.0
840e697ffffffff,2.0,0.0,0.0
840e6adffffffff,2.0,0.0,0.0
840e6b5ffffffff,2.0,0.0,0.0
840e6c9ffffffff,2.0,0.0,0.0
840e6cdffffffff,3.0,0.0,0.0
840e6e1ffffffff,2.0,0.0,0.0
840e6e7ffffffff,3.0,0.0,0.0
840e6e9ffffffff,2.0,0.0,0.0
840e805ffffffff,7.0,0.0,0.0
840e807ffffffff,1.0,0.0,0.0
840e891ffffffff,8.0,0.0,0.0
840e897ffffffff,9.0,0.0,0.0
840e89bffffffff,21.0,0.0,0.0
840e8d3ffffffff,6.0,0.0,0.0
840e8e1ffffffff,6.0,0.0,0.0
840e911ffffffff,7.0,0.0,0.0
840e945ffffffff,6.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0
840e969ffffffff,3.0,0.0,0.0
840e9a1ffffffff,3.0,0.0,0.0
840e9a7ffffffff,10.0,0.0,0.0
840ec09ffffffff,5.0,0.0,0.0
840ec0bffffffff,2.0,0.0,0.0
840ec11ffffffff,1.0,0.0,0.0
840ec19ffffffff,73.0,0.0,0.0
840ec21ffffffff,56.0,0.0,0.0
840ec23ffffffff,28.0,0.0,0.0
840ec27ffffffff,4.0,0.0,0.0
840ec29ffffffff,50.0,0.0,0.0
840ec2dffffffff,31.0,0.0,0.0
840ec3bffffffff,1.0,0.0,0.0
840ec4dffffffff,1.0,0.0,0.0
840ec57ffffffff,3.0,0.0,0.0
840ec81ffffffff,16.0,0.0,0.0
840ec85ffffffff,17.0,0.0,0.0
840ec8dffffffff,6.0,0.0,0.0
840ec91ffffffff,33.0,0.0,0.0
840ec95ffffffff,15.0,0.0,0.0
840ec97ffffffff,21.0,0.0,0.0
840ec99ffffffff,10.0,0.0,10.0
840ec9bffffffff,14.0,0.0,6.0
840ec9dffffffff,94.0,0.0,32.0
840eca1ffffffff,2.0,0.0,0.0
840eca3ffffffff,1.0,0.0,0.0
840eca5ffffffff,1.0,0.0,0.0
840eca7ffffffff,7.0,0.0,0.0
840ecabffffffff,84.0,0.0,0.0
840ecb3ffffffff,18.0,0.0,0.0
840ecb9ffffffff,10.0,0.0,0.0
840ecbbffffffff,4.0,0.0,0.0
840ecbdffffffff,54.0,0.0,0.0
840ecc1ffffffff,50.0,0.0,0.0
840ecc7ffffffff,2.0,0.0,0.0
840ecc9ffffffff,564.0,0.0,3.0
840ecd1ffffffff,4.0,0.0,2.0
840ecd7ffffffff,65.0,0.0,31.0
840ed13ffffffff,11.0,0.0,0.0
840ed1bffffffff,3.0,0.0,0.0
840ed27ffffffff,2.0,0.0,0.0
840ed45ffffffff,10.0,0.0,0.0
840ed49ffffffff,1.0,0.0,0.0
840ed4dffffffff,17.0,0.0,0.0
840ed55ffffffff,2.0,0.0,0.0
840ed57ffffffff,7.0,0.0,0.0
840ed5dffffffff,1.0,0.0,0.0
840ed81ffffffff,1.0,0.0,0.0
840ed85ffffffff,6.0,0.0,0.0
840ed91ffffffff,7.0,0.0,0.0
840ed95ffffffff,8.0,0.0,0.0
840ed99ffffffff,4.0,0.0,0.0
840ed9bffffffff,1.0,0.0,0.0
840ed9dffffffff,1.0,0.0,0.0
840edabffffffff,1.0,0.0,0.0
840edb9ffffffff,4.0,0.0,0.0
840edbdffffffff,5.0,0.0,0.0
840edcdffffffff,3.0,0.0,0.0
840ede1ffffffff,1.0,0.0,0.0
840ede5ffffffff,1.0,0.0,0.0
840edebffffffff,3.0,0.0,0.0
840ededffffffff,1.0,0.0,0.0
840ee17ffffffff,2.0,0.0,0.0
840ee81ffffffff,4.0,0.0,0.0
840ee85ffffffff,2.0,0.0,0.0
840ee87ffffffff,2.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0
840ee97ffffffff,2.0,0.0,0.0
840eea7ffffffff,1303.0,0.0,0.0
840eeb5ffffffff,84.0,0.0,3.0
840eeb9ffffffff,4.0,0.0,0.0
840eebdffffffff,12.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0
840eed3ffffffff,1.0,0.0,0.0
840eed5ffffffff,32.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0
840eeebffffffff,14.0,0.0,0.0
840ef25ffffffff,4.0,0.0,0.0
840ef2dffffffff,4.0,0.0,0.0
840ef31ffffffff,6.0,0.0,0.0
840ef35ffffffff,2.0,0.0,0.0
840ef39ffffffff,6.0,0.0,0.0
84120a1ffffffff,33.0,0.0,0.0
84120a5ffffffff,4.0,0.0,0.0
84120b3ffffffff,6.0,0.0,0.0
84120b7ffffffff,26.0,0.0,0.0
8412115ffffffff,2.0,0.0,0.0
841211dffffffff,1.0,0.0,0.0
8412133ffffffff,2.0,0.0,0.0
841213bffffffff,30.0,0.0,0.0
8412143ffffffff,4.0,0.0,0.0
8412145ffffffff,10.0,0.0,0.0
8412147ffffffff,9.0,0.0,0.0
8412151ffffffff,8.0,0.0,0.0
8412157ffffffff,3.0,0.0,0.0
8412159ffffffff,7.0,0.0,0.0
841215dffffffff,14.0,0.0,0.0
8412169ffffffff,2.0,0.0,0.0
8412181ffffffff,4.0,0.0,0.0
8412183ffffffff,2.0,0.0,0.0
8412185ffffffff,100.0,0.0,0.0
8412187ffffffff,7.0,0.0,0.0
841218dffffffff,8.0,0.0,0.0
84121a1ffffffff,13.0,0.0,0.0
84121a3ffffffff,14.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0
84121a7ffffffff,62.0,0.0,0.0
84121a9ffffffff,153.0,0.0,0.0
84121abffffffff,56.0,0.0,0.0
84121adffffffff,32.0,0.0,0.0
84121b3ffffffff,3.0,0.0,0.0
84121b5ffffffff,3.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0
84121bbffffffff,4.0,0.0,0.0
84121bdffffffff,41.0,0.0,0.0
84121d3ffffffff,2.0,0.0,0.0
84121d5ffffffff,6.0,0.0,6.0
84121e1ffffffff,3.0,0.0,0.0
84121e3ffffffff,200.0,0.0,0.0
84121e7ffffffff,7.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0
8412215ffffffff,2.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0
8412253ffffffff,2.0,0.0,0.0
841225bffffffff,1.0,0.0,0.0
8412265ffffffff,3.0,0.0,0.0
8412291ffffffff,2.0,0.0,0.0
8412299ffffffff,9.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0
8412301ffffffff,3.0,0.0,0.0
8412303ffffffff,10.0,0.0,0.0
8412307ffffffff,10.0,0.0,0.0
8412309ffffffff,1.0,0.0,0.0
841230bffffffff,1.0,0.0,0.0
8412337ffffffff,2.0,0.0,0.0
8412339ffffffff,21.0,0.0,0.0
841233dffffffff,31.0,0.0,0.0
841235bffffffff,1.0,0.0,0.0
8412433ffffffff,8.0,0.0,0.0
8412437ffffffff,4.0,0.0,0.0
8412445ffffffff,10.0,0.0,0.0
8412457ffffffff,1.0,0.0,0.0
841245bffffffff,2.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0
8412485ffffffff,1.0,0.0,0.0
841249bffffffff,2.0,0.0,0.0
84124a7ffffffff,4.0,0.0,0.0
84124adffffffff,2.0,0.0,0.0
84124b7ffffffff,7.0,0.0,0.0
84124bdffffffff,3.0,0.0,0.0
84124d9ffffffff,3.0,0.0,0.0
84124e5ffffffff,1.0,0.0,0.0
84124e9ffffffff,1.0,0.0,0.0
8412501ffffffff,9.0,0.0,0.0
8412503ffffffff,3.0,0.0,2.0
8412505ffffffff,216.0,0.0,3.0
8412507ffffffff,10.0,0.0,0.0
8412509ffffffff,18.0,0.0,6.0
8412511ffffffff,9.0,0.0,0.0
8412515ffffffff,263.0,0.0,19.0
8412517ffffffff,4.0,0.0,0.0
841251bffffffff,2.0,0.0,0.0
841251dffffffff,121.0,0.0,9.0
8412521ffffffff,76.0,0.0,2.0
8412525ffffffff,11.0,0.0,0.0
8412527ffffffff,29.0,0.0,0.0
841252dffffffff,8.0,0.0,0.0
8412535ffffffff,4.0,0.0,0.0
8412539ffffffff,3.0,0.0,0.0
841253bffffffff,22.0,0.0,0.0
8412543ffffffff,29.0,0.0,14.0
8412549ffffffff,148.0,0.0,16.0
841254bffffffff,53.0,0.0,25.0
8412555ffffffff,86.0,0.0,14.0
841255dffffffff,2.0,0.0,0.0
8412561ffffffff,1.0,0.0,0.0
8412565ffffffff,22.0,0.0,0.0
8412567ffffffff,3.0,0.0,0.0
841256dffffffff,6.0,0.0,0.0
8412583ffffffff,1.0,0.0,0.0
8412589ffffffff,2.0,0.0,0.0
841258dffffffff,3.0,0.0,0.0
8412591ffffffff,186.0,0.0,1.0
8412593ffffffff,3.0,0.0,0.0
8412595ffffffff,5.0,0.0,0.0
8412597ffffffff,32.0,0.0,0.0
841259bffffffff,2.0,0.0,0.0
84125a5ffffffff,2.0,0.0,0.0
84125adffffffff,18.0,0.0,0.0
84125c7ffffffff,4.0,0.0,0.0
84125d1ffffffff,2.0,0.0,0.0
84125d3ffffffff,12.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0
84125d9ffffffff,62.0,0.0,0.0
84125dbffffffff,19.0,0.0,0.0
84125e5ffffffff,2.0,0.0,0.0
84125ebffffffff,5.0,0.0,0.0
84125edffffffff,2.0,0.0,0.0
8412603ffffffff,2.0,0.0,0.0
841260bffffffff,3.0,0.0,0.0
841261dffffffff,2.0,0.0,0.0
8412633ffffffff,2.0,0.0,0.0
8412639ffffffff,6.0,0.0,0.0
841263bffffffff,1.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
84126b1ffffffff,10.0,0.0,0.0
84126e1ffffffff,2.0,0.0,0.0
84126ebffffffff,1.0,0.0,0.0
8412721ffffffff,166.0,0.0,0.0
8412723ffffffff,199.0,0.0,30.0
8412727ffffffff,7.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0
8412733ffffffff,2.0,0.0,0.0
8412753ffffffff,7.0,0.0,0.0
8412759ffffffff,2.0,0.0,0.0
841275bffffffff,4.0,0.0,0.0
8412769ffffffff,1.0,0.0,0.0
8412801ffffffff,8.0,0.0,0.0
8412805ffffffff,102.0,0.0,0.0
8412809ffffffff,3.0,0.0,0.0
841280bffffffff,2.0,0.0,0.0
841280dffffffff,57.0,0.0,0.0
8412819ffffffff,1.0,0.0,0.0
841281dffffffff,2.0,0.0,0.0
8412823ffffffff,1.0,0.0,0.0
841282bffffffff,1.0,0.0,0.0
8412847ffffffff,104.0,0.0,0.0
841284bffffffff,4.0,0.0,0.0
8412851ffffffff,92.0,0.0,0.0
8412853ffffffff,10.0,0.0,0.0
8412857ffffffff,22.0,0.0,0.0
841285bffffffff,2.0,0.0,0.0
841285dffffffff,16.0,0.0,0.0
8412861ffffffff,11.0,0.0,0.0
8412865ffffffff,26.0,0.0,0.0
8412869ffffffff,2.0,0.0,0.0
841286bffffffff,24.0,0.0,0.0
841286dffffffff,46.0,0.0,0.0
8412881ffffffff,1.0,0.0,0.0
8412887ffffffff,2.0,0.0,0.0
8412891ffffffff,12.0,0.0,0.0
8412893ffffffff,17.0,0.0,0.0
8412895ffffffff,4.0,0.0,0.0
8412899ffffffff,2.0,0.0,0.0
841289bffffffff,45.0,0.0,0.0
84128b1ffffffff,3.0,0.0,0.0
84128b9ffffffff,2.0,0.0,0.0
84128bdffffffff,817.0,0.0,0.0
84128c1ffffffff,3.0,0.0,0.0
84128c5ffffffff,2.0,0.0,0.0
84128cbffffffff,2.0,0.0,0.0
84128d1ffffffff,6.0,0.0,0.0
84128d3ffffffff,31.0,0.0,0.0
84128d9ffffffff,61.0,0.0,0.0
84128dbffffffff,80.0,0.0,0.0
84128ddffffffff,20.0,0.0,0.0
84128e3ffffffff,14.0,0.0,0.0
84128e5ffffffff,4.0,0.0,0.0
84128e7ffffffff,23.0,0.0,0.0
8412901ffffffff,16.0,0.0,0.0
8412907ffffffff,4.0,0.0,0.0
8412909ffffffff,8.0,0.0,0.0
841290dffffffff,5.0,0.0,0.0
8412939ffffffff,2.0,0.0,0.0
841293dffffffff,4.0,0.0,0.0
8412941ffffffff,2.0,0.0,0.0
8412943ffffffff,2.0,0.0,0.0
8412945ffffffff,7.0,0.0,0.0
8412947ffffffff,23.0,0.0,0.0
8412949ffffffff,9.0,0.0,0.0
841294bffffffff,2.0,0.0,0.0
8412987ffffffff,6.0,0.0,0.0
8412989ffffffff,4.0,0.0,0.0
841298dffffffff,38.0,0.0,0.0
8412991ffffffff,8.0,0.0,0.0
8412993ffffffff,22.0,0.0,0.0
8412997ffffffff,2.0,0.0,0.0
841299dffffffff,2.0,0.0,0.0
84129a3ffffffff,5.0,0.0,0.0
84129abffffffff,12.0,4.0,0.0
84129b1ffffffff,4.0,0.0,0.0
84129b3ffffffff,25.0,0.0,0.0
84129b5ffffffff,12.0,0.0,0.0
84129b7ffffffff,36.0,0.0,0.0
84129b9ffffffff,27.0,0.0,0.0
84129bbffffffff,58.0,0.0,0.0
84129bdffffffff,7.0,0.0,0.0
84129c3ffffffff,12.0,0.0,0.0
84129c7ffffffff,17.0,0.0,0.0
84129d9ffffffff,14.0,0.0,0.0
8412a21ffffffff,23.0,0.0,0.0
8412a25ffffffff,42.0,0.0,0.0
8412a29ffffffff,7.0,0.0,0.0
8412a2dffffffff,12.0,0.0,0.0
8412a33ffffffff,14.0,0.0,0.0
8412a37ffffffff,62.0,0.0,0.0
8412a61ffffffff,2.0,0.0,0.0
8412a67ffffffff,2.0,0.0,0.0
8412a69ffffffff,12.0,1.0,0.0
8412a83ffffffff,2.0,0.0,0.0
8412a87ffffffff,4.0,0.0,0.0
8412a89ffffffff,3.0,0.0,0.0
8412a8bffffffff,3.0,0.0,0.0
8412a8dffffffff,4.0,0.0,0.0
8412a95ffffffff,16.0,0.0,0.0
8412a97ffffffff,53.0,0.0,0.0
8412a99ffffffff,2.0,0.0,0.0
8412a9dffffffff,22.0,0.0,0.0
8412aa3ffffffff,14.0,0.0,0.0
8412aa5ffffffff,20.0,0.0,0.0
8412aa7ffffffff,65.0,0.0,0.0
8412aabffffffff,5.0,0.0,0.0
8412ab1ffffffff,2.0,0.0,0.0
8412ab3ffffffff,288.0,0.0,0.0
8412ab5ffffffff,24.0,0.0,0.0
8412ab7ffffffff,5.0,0.0,0.0
8412abbffffffff,8.0,0.0,0.0
8412abdffffffff,8.0,0.0,0.0
8412ad3ffffffff,13.0,0.0,0.0
8412ad5ffffffff,2.0,0.0,0.0
8412ad7ffffffff,198.0,0.0,25.0
8412adbffffffff,4.0,0.0,0.0
8412ae1ffffffff,1.0,0.0,0.0
8412aebffffffff,1.0,0.0,0.0
8412b01ffffffff,107.0,0.0,0.0
8412b03ffffffff,183.0,0.0,0.0
8412b07ffffffff,2.0,0.0,0.0
8412b0bffffffff,27.0,0.0,0.0
8412b0dffffffff,2.0,0.0,0.0
8412b17ffffffff,6.0,0.0,0.0
8412b1dffffffff,3.0,0.0,0.0
8412b2bffffffff,2.0,0.0,0.0
8412b33ffffffff,6.0,0.0,0.0
8412b35ffffffff,4.0,0.0,0.0
8412b39ffffffff,1.0,0.0,0.0
8412b43ffffffff,2.0,0.0,0.0
8412b47ffffffff,3.0,0.0,0.0
8412b49ffffffff,10.0,0.0,0.0
8412b4bffffffff,51.0,0.0,0.0
8412b51ffffffff,31.0,0.0,0.0
8412b53ffffffff,26.0,0.0,0.0
8412b57ffffffff,54.0,0.0,0.0
8412c01ffffffff,139.0,0.0,0.0
8412c03ffffffff,191.0,0.0,2.0
8412c05ffffffff,89.0,0.0,0.0
8412c07ffffffff,65.0,0.0,0.0
8412c09ffffffff,36.0,0.0,0.0
8412c0bffffffff,23.0,0.0,0.0
8412c0dffffffff,15.0,0.0,0.0
8412c11ffffffff,468.0,0.0,2.0
8412c13ffffffff,98.0,0.0,0.0
8412c15ffffffff,28.0,0.0,2.0
8412c17ffffffff,131.0,0.0,0.0
8412c19ffffffff,20.0,0.0,0.0
8412c1bffffffff,204.0,0.0,0.0
8412c1dffffffff,351.0,0.0,5.0
8412c21ffffffff,215.0,0.0,0.0
8412c23ffffffff,6.0,0.0,0.0
8412c25ffffffff,25.0,0.0,0.0
8412c27ffffffff,6.0,0.0,0.0
8412c2dffffffff,10.0,0.0,0.0
8412c31ffffffff,3.0,0.0,0.0
8412c33ffffffff,32.0,0.0,0.0
8412c35ffffffff,37.0,0.0,0.0
8412c37ffffffff,12.0,0.0,0.0
8412c39ffffffff,10.0,0.0,0.0
8412c3bffffffff,69.0,0.0,0.0
8412c43ffffffff,3.0,0.0,0.0
8412c45ffffffff,6.0,0.0,0.0
8412c47ffffffff,9.0,0.0,0.0
8412c49ffffffff,14.0,0.0,0.0
8412c4dffffffff,32.0,0.0,0.0
8412c55ffffffff,5.0,0.0,0.0
8412c5bffffffff,4.0,0.0,0.0
8412c5dffffffff,1.0,0.0,0.0
8412c63ffffffff,4.0,0.0,0.0
8412c81ffffffff,3.0,0.0,0.0
8412c83ffffffff,8.0,0.0,0.0
8412c85ffffffff,209.0,0.0,4.0
8412c87ffffffff,166.0,0.0,2.0
8412c8bffffffff,71.0,0.0,0.0
8412c8dffffffff,4.0,0.0,0.0
8412c91ffffffff,6.0,0.0,1.0
8412c95ffffffff,12.0,0.0,0.0
8412c97ffffffff,33.0,0.0,0.0
8412c9bffffffff,49.0,0.0,0.0
8412c9dffffffff,15.0,0.0,0.0
8412ca1ffffffff,115.0,0.0,0.0
8412ca3ffffffff,269.0,0.0,0.0
8412ca5ffffffff,28.0,0.0,0.0
8412ca7ffffffff,53.0,0.0,0.0
8412ca9ffffffff,120.0,0.0,0.0
8412cabffffffff,635.0,0.0,2.0
8412cadffffffff,195.0,0.0,0.0
8412cb1ffffffff,297.0,0.0,6.0
8412cb5ffffffff,909.0,0.0,0.0
8412cb7ffffffff,86.0,0.0,0.0
8412cb9ffffffff,21.0,0.0,0.0
8412cbbffffffff,2.0,0.0,0.0
8412cbdffffffff,1010.0,0.0,23.0
8412cc1ffffffff,22.0,0.0,2.0
8412cc3ffffffff,2.0,0.0,0.0
8412cc5ffffffff,58.0,0.0,2.0
8412cc7ffffffff,4.0,0.0,0.0
8412cc9ffffffff,41.0,0.0,2.0
