cell_id,Anas flavirostris,Anas flavirostris flavirostris,Anas flavirostris oxyptera
848b203ffffffff,13.0,0.0,0.0
848b20bffffffff,1.0,0.0,0.0
848b211ffffffff,8.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b21bffffffff,25.0,0.0,0.0
848b21dffffffff,26.0,0.0,0.0
848b241ffffffff,2.0,0.0,0.0
848b2c1ffffffff,20.0,0.0,0.0
848b2c9ffffffff,134.0,0.0,0.0
848b2cbffffffff,21.0,0.0,0.0
848b2cdffffffff,105.0,0.0,0.0
848b2d9ffffffff,1.0,0.0,0.0
848b601ffffffff,5.0,0.0,0.0
848b603ffffffff,21.0,0.0,0.0
848b605ffffffff,2.0,0.0,0.0
848b609ffffffff,7.0,0.0,0.0
848b60bffffffff,16.0,0.0,2.0
848b60dffffffff,2.0,0.0,0.0
848b611ffffffff,538.0,0.0,48.0
848b613ffffffff,1.0,0.0,0.0
848b615ffffffff,1.0,0.0,0.0
848b617ffffffff,30.0,0.0,7.0
848b619ffffffff,6.0,0.0,0.0
848b61bffffffff,999.0,0.0,70.0
848b61dffffffff,996.0,0.0,109.0
848b645ffffffff,7.0,0.0,0.0
848b647ffffffff,21.0,0.0,1.0
848b649ffffffff,37.0,0.0,2.0
848b64bffffffff,5.0,0.0,0.0
848b651ffffffff,2.0,0.0,0.0
848b655ffffffff,2.0,0.0,0.0
848b657ffffffff,11.0,0.0,0.0
848b65dffffffff,11.0,0.0,0.0
848b661ffffffff,8.0,0.0,0.0
848b665ffffffff,11.0,0.0,2.0
848b667ffffffff,2.0,0.0,0.0
848b669ffffffff,6.0,0.0,0.0
848b66dffffffff,4.0,0.0,0.0
848b6c9ffffffff,18.0,0.0,0.0
848b6cdffffffff,231.0,0.0,32.0
848b759ffffffff,1.0,0.0,0.0
848e45dffffffff,2.0,0.0,0.0
848e601ffffffff,9.0,0.0,0.0
848e603ffffffff,24.0,0.0,6.0
848e605ffffffff,11.0,0.0,0.0
848e607ffffffff,19.0,0.0,1.0
848e609ffffffff,7.0,0.0,0.0
848e60bffffffff,38.0,0.0,8.0
848e60dffffffff,41.0,0.0,0.0
848e613ffffffff,1.0,0.0,0.0
848e615ffffffff,4.0,0.0,0.0
848e617ffffffff,12.0,0.0,0.0
848e619ffffffff,2.0,0.0,0.0
848e61dffffffff,8.0,0.0,0.0
848e621ffffffff,60.0,0.0,0.0
848e623ffffffff,2.0,0.0,0.0
848e62dffffffff,3.0,0.0,0.0
848e633ffffffff,2.0,0.0,0.0
848e645ffffffff,82.0,0.0,9.0
848e647ffffffff,32.0,0.0,2.0
848e649ffffffff,1.0,0.0,0.0
848e64bffffffff,2.0,0.0,0.0
848e651ffffffff,6.0,0.0,0.0
848e655ffffffff,15.0,0.0,6.0
848e657ffffffff,2.0,0.0,0.0
848e663ffffffff,131.0,0.0,10.0
848e669ffffffff,7.0,0.0,0.0
848e66bffffffff,244.0,0.0,58.0
848e681ffffffff,7.0,0.0,0.0
848e683ffffffff,6.0,0.0,0.0
848e687ffffffff,4.0,0.0,0.0
848e68bffffffff,6.0,0.0,0.0
848e68dffffffff,2.0,0.0,0.0
848e693ffffffff,3.0,0.0,0.0
848e699ffffffff,2.0,0.0,0.0
848e69dffffffff,1.0,0.0,0.0
848e6abffffffff,16.0,0.0,0.0
848e6c1ffffffff,10.0,0.0,3.0
848e6c3ffffffff,18.0,0.0,10.0
848e6c5ffffffff,17.0,0.0,0.0
848e6c7ffffffff,5.0,0.0,0.0
848e6cdffffffff,8.0,0.0,0.0
848e6d1ffffffff,4.0,0.0,0.0
848e6d7ffffffff,4.0,0.0,0.0
848e6d9ffffffff,5.0,0.0,3.0
848e6ddffffffff,15.0,0.0,6.0
848e6e5ffffffff,10.0,0.0,0.0
848e6e9ffffffff,8.0,0.0,1.0
848e6edffffffff,17.0,0.0,0.0
848e759ffffffff,1.0,0.0,0.0
848e75bffffffff,3.0,0.0,0.0
848f425ffffffff,15.0,0.0,3.0
848f42dffffffff,3.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0
848f4a5ffffffff,11.0,0.0,0.0
848f4a7ffffffff,2.0,0.0,0.0
848f513ffffffff,11.0,0.0,0.0
848f517ffffffff,2.0,0.0,0.0
848f519ffffffff,74.0,0.0,7.0
848f51dffffffff,26.0,0.0,0.0
848f553ffffffff,25.0,0.0,0.0
848f55bffffffff,3.0,0.0,2.0
848f581ffffffff,7.0,0.0,1.0
848f583ffffffff,17.0,0.0,0.0
848f589ffffffff,17.0,0.0,4.0
848f58bffffffff,1.0,0.0,0.0
848f58dffffffff,74.0,0.0,6.0
848f593ffffffff,2.0,0.0,0.0
848f597ffffffff,38.0,0.0,1.0
848f599ffffffff,2.0,0.0,0.0
848f59dffffffff,22.0,0.0,2.0
848f5b9ffffffff,62.0,0.0,6.0
848f5bbffffffff,2.0,0.0,0.0
848f5c3ffffffff,4.0,0.0,0.0
848f5c9ffffffff,4.0,0.0,0.0
848f5e3ffffffff,1.0,0.0,0.0
848f5e9ffffffff,5.0,0.0,0.0
848f5edffffffff,2.0,0.0,0.0
84a8101ffffffff,132.0,0.0,0.0
84a8107ffffffff,1.0,0.0,0.0
84a8113ffffffff,3.0,0.0,0.0
84a8245ffffffff,3.0,0.0,0.0
84a831bffffffff,7.0,0.0,0.0
84a8357ffffffff,2.0,0.0,0.0
84a9011ffffffff,3.0,0.0,0.0
84a9017ffffffff,5.0,0.0,0.0
84a901dffffffff,8.0,0.0,0.0
