cell_id,Basileuterus culicivorus,Basileuterus culicivorus [culicivorus Group],Basileuterus culicivorus [cabanisi Group],Basileuterus culicivorus [auricapilla Group],Basileuterus culicivorus hypoleucus
8481813ffffffff,1.0,0.0,0.0,0.0,0.0
848181dffffffff,19.0,0.0,0.0,0.0,0.0
8481839ffffffff,2.0,0.0,0.0,0.0,0.0
8481851ffffffff,13.0,0.0,0.0,0.0,0.0
8481853ffffffff,1.0,0.0,0.0,0.0,0.0
8481855ffffffff,3.0,0.0,0.0,0.0,0.0
8481857ffffffff,97.0,0.0,0.0,2.0,0.0
8481859ffffffff,4.0,0.0,0.0,0.0,0.0
848185bffffffff,8.0,0.0,0.0,0.0,0.0
848185dffffffff,28.0,0.0,0.0,0.0,0.0
84818dbffffffff,7.0,0.0,0.0,0.0,0.0
84818e1ffffffff,35.0,0.0,0.0,0.0,0.0
84819d1ffffffff,1.0,0.0,0.0,0.0,0.0
84819d3ffffffff,3.0,0.0,0.0,0.0,0.0
8481aadffffffff,1.0,0.0,0.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0,0.0,0.0
848b045ffffffff,3.0,0.0,0.0,0.0,0.0
848b0c1ffffffff,3.0,0.0,0.0,0.0,0.0
848b0c9ffffffff,28.0,0.0,0.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0,0.0,0.0
848b205ffffffff,5.0,0.0,0.0,0.0,0.0
848b20dffffffff,5.0,0.0,0.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0,0.0,0.0
848b213ffffffff,4.0,0.0,0.0,2.0,0.0
848b221ffffffff,28.0,0.0,0.0,0.0,0.0
848b223ffffffff,25.0,0.0,0.0,0.0,0.0
848b229ffffffff,7.0,0.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0,0.0
848b22dffffffff,48.0,0.0,0.0,0.0,2.0
848b261ffffffff,2.0,0.0,0.0,0.0,0.0
848b269ffffffff,7.0,0.0,0.0,2.0,0.0
848b2a5ffffffff,2.0,0.0,0.0,0.0,0.0
848b2b3ffffffff,1.0,0.0,0.0,0.0,0.0
848b2b5ffffffff,2.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,3.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,3.0,0.0,0.0,0.0,0.0
848b2c7ffffffff,2.0,0.0,0.0,0.0,0.0
848b2cdffffffff,12.0,0.0,0.0,2.0,0.0
848b2e9ffffffff,4.0,0.0,0.0,0.0,0.0
848b315ffffffff,20.0,0.0,0.0,0.0,0.0
848b363ffffffff,5.0,0.0,0.0,0.0,0.0
848b365ffffffff,2.0,0.0,0.0,0.0,0.0
848b709ffffffff,1.0,0.0,0.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0,0.0,0.0
848b849ffffffff,18.0,0.0,0.0,0.0,0.0
848b96dffffffff,2.0,0.0,0.0,0.0,2.0
848b99dffffffff,2.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,18.0,0.0,0.0,0.0,0.0
848ba09ffffffff,2.0,0.0,0.0,0.0,0.0
848ba45ffffffff,6.0,0.0,0.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0,0.0,2.0
848ba63ffffffff,6.0,0.0,0.0,0.0,5.0
848ba65ffffffff,26.0,0.0,0.0,0.0,9.0
848bb43ffffffff,2.0,0.0,0.0,0.0,0.0
848bb53ffffffff,4.0,0.0,0.0,0.0,0.0
848bb59ffffffff,763.0,0.0,0.0,0.0,532.0
84a5969ffffffff,1.0,0.0,0.0,0.0,0.0
84a8001ffffffff,15.0,0.0,0.0,0.0,0.0
84a8009ffffffff,9.0,0.0,0.0,0.0,0.0
84a800dffffffff,6.0,0.0,0.0,0.0,0.0
84a8011ffffffff,8.0,0.0,0.0,0.0,0.0
84a8013ffffffff,5.0,0.0,0.0,0.0,0.0
84a8019ffffffff,37.0,0.0,0.0,0.0,0.0
84a801bffffffff,156.0,0.0,0.0,0.0,0.0
84a8023ffffffff,1.0,0.0,0.0,0.0,0.0
84a8025ffffffff,7.0,0.0,0.0,0.0,0.0
84a802dffffffff,45.0,0.0,0.0,6.0,2.0
84a8035ffffffff,3.0,0.0,0.0,0.0,0.0
84a803dffffffff,6.0,0.0,0.0,0.0,0.0
84a8041ffffffff,2.0,0.0,0.0,0.0,0.0
84a8049ffffffff,38.0,0.0,0.0,5.0,0.0
84a804bffffffff,3.0,0.0,0.0,0.0,0.0
84a804dffffffff,92.0,0.0,0.0,10.0,0.0
84a8055ffffffff,11.0,0.0,0.0,0.0,0.0
84a8057ffffffff,9.0,0.0,0.0,0.0,0.0
84a805dffffffff,33.0,0.0,0.0,0.0,0.0
84a8061ffffffff,90.0,0.0,0.0,25.0,0.0
84a8063ffffffff,22.0,0.0,0.0,6.0,0.0
84a8065ffffffff,17.0,0.0,0.0,3.0,0.0
84a8067ffffffff,470.0,0.0,0.0,71.0,0.0
84a8069ffffffff,47.0,0.0,0.0,0.0,0.0
84a806bffffffff,4.0,0.0,0.0,0.0,0.0
84a806dffffffff,17.0,0.0,0.0,0.0,0.0
84a8095ffffffff,2.0,0.0,0.0,0.0,0.0
84a80b1ffffffff,9.0,0.0,0.0,0.0,0.0
84a80bbffffffff,4.0,0.0,0.0,0.0,0.0
84a80c3ffffffff,23.0,0.0,0.0,0.0,0.0
84a80c9ffffffff,3.0,0.0,0.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0,0.0,0.0
84a80e1ffffffff,2.0,0.0,0.0,0.0,0.0
84a8101ffffffff,1329.0,0.0,0.0,42.0,8.0
84a8103ffffffff,919.0,0.0,0.0,48.0,19.0
84a8105ffffffff,1243.0,0.0,0.0,14.0,0.0
84a8107ffffffff,866.0,0.0,0.0,23.0,11.0
84a8109ffffffff,436.0,0.0,0.0,6.0,2.0
84a810bffffffff,356.0,0.0,0.0,19.0,0.0
84a810dffffffff,105.0,0.0,0.0,4.0,0.0
84a8113ffffffff,35.0,0.0,0.0,0.0,7.0
84a8115ffffffff,136.0,0.0,0.0,0.0,13.0
84a8117ffffffff,39.0,0.0,0.0,0.0,6.0
84a8119ffffffff,48.0,0.0,0.0,1.0,17.0
84a811bffffffff,6.0,0.0,0.0,0.0,0.0
84a811dffffffff,30.0,0.0,0.0,0.0,9.0
84a8121ffffffff,58.0,0.0,0.0,5.0,0.0
84a8123ffffffff,468.0,0.0,0.0,20.0,2.0
84a8125ffffffff,180.0,0.0,0.0,17.0,2.0
84a8127ffffffff,554.0,0.0,0.0,69.0,1.0
84a8129ffffffff,391.0,0.0,0.0,32.0,2.0
84a812bffffffff,180.0,0.0,0.0,4.0,0.0
84a812dffffffff,103.0,0.0,0.0,11.0,3.0
84a8131ffffffff,244.0,0.0,0.0,0.0,54.0
84a8133ffffffff,10.0,0.0,0.0,0.0,0.0
84a8135ffffffff,2.0,0.0,0.0,2.0,0.0
84a8137ffffffff,6.0,0.0,0.0,0.0,4.0
84a8139ffffffff,173.0,0.0,0.0,6.0,22.0
84a813bffffffff,134.0,0.0,0.0,0.0,26.0
84a813dffffffff,67.0,0.0,0.0,1.0,10.0
84a8143ffffffff,490.0,0.0,0.0,8.0,0.0
84a8151ffffffff,36.0,0.0,0.0,0.0,0.0
84a8153ffffffff,246.0,0.0,0.0,5.0,0.0
84a8155ffffffff,690.0,0.0,0.0,84.0,2.0
84a8157ffffffff,485.0,0.0,0.0,51.0,1.0
84a8159ffffffff,2.0,0.0,0.0,0.0,0.0
84a815bffffffff,620.0,0.0,0.0,116.0,3.0
84a815dffffffff,3.0,0.0,0.0,0.0,0.0
84a8163ffffffff,13.0,0.0,0.0,0.0,0.0
84a8167ffffffff,66.0,0.0,0.0,5.0,0.0
84a8181ffffffff,13.0,0.0,0.0,0.0,0.0
84a8185ffffffff,4.0,0.0,0.0,0.0,0.0
84a8187ffffffff,12.0,0.0,0.0,0.0,0.0
84a818dffffffff,37.0,0.0,0.0,0.0,0.0
84a8191ffffffff,2.0,0.0,0.0,0.0,0.0
84a81a1ffffffff,15.0,0.0,0.0,0.0,0.0
84a81a5ffffffff,9.0,0.0,0.0,0.0,0.0
84a81a7ffffffff,4.0,0.0,0.0,0.0,0.0
84a81a9ffffffff,4.0,0.0,0.0,0.0,0.0
84a81adffffffff,10.0,0.0,0.0,0.0,0.0
84a81b3ffffffff,2.0,0.0,0.0,0.0,2.0
84a81c3ffffffff,21.0,0.0,0.0,0.0,0.0
84a81c5ffffffff,4.0,0.0,0.0,0.0,1.0
84a81c7ffffffff,19.0,0.0,0.0,0.0,11.0
84a81cbffffffff,2.0,0.0,0.0,0.0,0.0
84a81cdffffffff,489.0,0.0,0.0,0.0,17.0
84a81d1ffffffff,4.0,0.0,0.0,0.0,0.0
84a81d9ffffffff,101.0,0.0,0.0,0.0,0.0
84a81ddffffffff,3.0,0.0,0.0,0.0,0.0
84a81e1ffffffff,183.0,0.0,0.0,0.0,64.0
84a81e3ffffffff,16.0,0.0,0.0,0.0,1.0
84a81e7ffffffff,61.0,0.0,0.0,0.0,15.0
84a81e9ffffffff,437.0,0.0,0.0,0.0,190.0
84a81ebffffffff,39.0,0.0,0.0,0.0,4.0
84a81edffffffff,1302.0,0.0,0.0,0.0,465.0
84a8203ffffffff,23.0,0.0,0.0,0.0,0.0
84a8207ffffffff,14.0,0.0,0.0,0.0,0.0
84a8209ffffffff,4.0,0.0,0.0,0.0,0.0
84a8211ffffffff,10.0,0.0,0.0,0.0,0.0
84a8213ffffffff,15.0,0.0,0.0,0.0,0.0
84a8215ffffffff,5.0,0.0,0.0,0.0,0.0
84a8219ffffffff,16.0,0.0,0.0,0.0,0.0
84a821bffffffff,4.0,0.0,0.0,0.0,0.0
84a8221ffffffff,1.0,0.0,0.0,0.0,0.0
84a8225ffffffff,7.0,0.0,0.0,0.0,0.0
84a8227ffffffff,4.0,0.0,0.0,0.0,0.0
84a8229ffffffff,3.0,0.0,0.0,0.0,0.0
84a822bffffffff,32.0,0.0,0.0,0.0,0.0
84a8231ffffffff,4.0,0.0,0.0,0.0,0.0
84a8235ffffffff,16.0,0.0,0.0,0.0,0.0
84a8237ffffffff,45.0,0.0,0.0,5.0,0.0
84a8239ffffffff,1.0,0.0,0.0,0.0,0.0
84a823bffffffff,1.0,0.0,0.0,0.0,0.0
84a823dffffffff,2.0,0.0,0.0,0.0,0.0
84a8241ffffffff,43.0,0.0,0.0,0.0,0.0
84a8245ffffffff,12.0,0.0,0.0,0.0,0.0
84a8247ffffffff,17.0,0.0,0.0,0.0,0.0
84a824bffffffff,6.0,0.0,0.0,0.0,0.0
84a8251ffffffff,7.0,0.0,0.0,0.0,0.0
84a8253ffffffff,2.0,0.0,0.0,0.0,0.0
84a8257ffffffff,20.0,0.0,0.0,0.0,0.0
84a8259ffffffff,1.0,0.0,0.0,0.0,0.0
84a825bffffffff,5.0,0.0,0.0,0.0,0.0
84a8261ffffffff,33.0,0.0,0.0,0.0,0.0
84a8265ffffffff,10.0,0.0,0.0,0.0,0.0
84a8267ffffffff,11.0,0.0,0.0,0.0,0.0
84a826dffffffff,54.0,0.0,0.0,0.0,0.0
84a8287ffffffff,33.0,0.0,0.0,0.0,0.0
84a8289ffffffff,6.0,0.0,0.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0,0.0,0.0
84a82a1ffffffff,2.0,0.0,0.0,0.0,0.0
84a82a3ffffffff,3.0,0.0,0.0,0.0,0.0
84a82a5ffffffff,11.0,0.0,0.0,0.0,0.0
84a82a7ffffffff,5.0,0.0,0.0,0.0,0.0
84a82abffffffff,4.0,0.0,0.0,0.0,0.0
84a82b9ffffffff,10.0,0.0,0.0,0.0,0.0
84a82bdffffffff,7.0,0.0,0.0,0.0,0.0
84a82c3ffffffff,15.0,0.0,0.0,0.0,0.0
84a82c5ffffffff,5.0,0.0,0.0,0.0,0.0
84a82c9ffffffff,19.0,0.0,0.0,0.0,0.0
84a82cbffffffff,7.0,0.0,0.0,0.0,0.0
84a82d1ffffffff,4.0,0.0,0.0,0.0,0.0
84a82d3ffffffff,24.0,0.0,0.0,0.0,0.0
84a82d7ffffffff,2.0,0.0,0.0,0.0,0.0
84a82dbffffffff,15.0,0.0,0.0,0.0,0.0
84a82ddffffffff,26.0,0.0,0.0,0.0,0.0
84a82e1ffffffff,19.0,0.0,0.0,0.0,0.0
84a82e3ffffffff,23.0,0.0,0.0,0.0,0.0
84a82e5ffffffff,1.0,0.0,0.0,0.0,0.0
84a82e7ffffffff,6.0,0.0,0.0,0.0,0.0
84a82edffffffff,2.0,0.0,0.0,0.0,0.0
84a8311ffffffff,136.0,0.0,0.0,0.0,0.0
84a8313ffffffff,170.0,0.0,0.0,8.0,0.0
84a8315ffffffff,26.0,0.0,0.0,0.0,0.0
84a8317ffffffff,56.0,0.0,0.0,0.0,0.0
84a8319ffffffff,33.0,0.0,0.0,0.0,0.0
84a831bffffffff,78.0,0.0,0.0,0.0,0.0
84a831dffffffff,111.0,0.0,0.0,10.0,0.0
84a8331ffffffff,2.0,0.0,0.0,2.0,0.0
84a8333ffffffff,93.0,0.0,0.0,14.0,0.0
84a8337ffffffff,20.0,0.0,0.0,0.0,0.0
84a833bffffffff,176.0,0.0,0.0,1.0,0.0
84a834bffffffff,4.0,0.0,0.0,0.0,0.0
84a8351ffffffff,32.0,0.0,0.0,0.0,0.0
84a8353ffffffff,346.0,0.0,0.0,17.0,0.0
84a8357ffffffff,124.0,0.0,0.0,7.0,0.0
84a8359ffffffff,74.0,0.0,0.0,1.0,0.0
84a835bffffffff,170.0,0.0,0.0,13.0,0.0
84a835dffffffff,39.0,0.0,0.0,4.0,0.0
84a8405ffffffff,1.0,0.0,0.0,0.0,0.0
84a840dffffffff,31.0,0.0,0.0,0.0,6.0
84a8411ffffffff,4.0,0.0,0.0,0.0,0.0
84a8413ffffffff,4.0,0.0,0.0,0.0,0.0
84a8441ffffffff,33.0,0.0,0.0,0.0,19.0
84a8443ffffffff,1.0,0.0,0.0,0.0,1.0
84a8447ffffffff,13.0,0.0,0.0,0.0,9.0
84a8449ffffffff,3.0,0.0,0.0,0.0,2.0
84a844dffffffff,43.0,0.0,0.0,1.0,22.0
84a8461ffffffff,7.0,0.0,0.0,0.0,1.0
84a8463ffffffff,53.0,0.0,0.0,0.0,19.0
84a8465ffffffff,1.0,0.0,0.0,0.0,0.0
84a84a5ffffffff,2.0,0.0,0.0,0.0,2.0
84a84d9ffffffff,9.0,0.0,0.0,0.0,5.0
84a850bffffffff,4.0,0.0,0.0,0.0,1.0
84a851bffffffff,4.0,0.0,0.0,0.0,0.0
84a8527ffffffff,2.0,0.0,0.0,0.0,2.0
84a8535ffffffff,4.0,0.0,0.0,0.0,0.0
84a8559ffffffff,7.0,0.0,0.0,0.0,4.0
84a855bffffffff,1.0,0.0,0.0,0.0,0.0
84a855dffffffff,23.0,0.0,0.0,0.0,7.0
84a8565ffffffff,1.0,0.0,0.0,0.0,0.0
84a8591ffffffff,27.0,0.0,0.0,0.0,16.0
84a8597ffffffff,1.0,0.0,0.0,0.0,0.0
84a8599ffffffff,11.0,0.0,0.0,0.0,7.0
84a85b3ffffffff,3.0,0.0,0.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0,0.0,0.0
84a85d3ffffffff,187.0,0.0,0.0,0.0,142.0
84a85d7ffffffff,8.0,0.0,0.0,0.0,8.0
84a8605ffffffff,43.0,0.0,0.0,0.0,12.0
84a860dffffffff,56.0,0.0,0.0,0.0,7.0
84a8629ffffffff,19.0,0.0,0.0,0.0,0.0
84a862dffffffff,21.0,0.0,0.0,0.0,2.0
84a8639ffffffff,1.0,0.0,0.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0,0.0,0.0
84a8647ffffffff,5.0,0.0,0.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0,0.0,0.0
84a8701ffffffff,3.0,0.0,0.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0,0.0,0.0
84a871bffffffff,16.0,0.0,0.0,0.0,8.0
84a8737ffffffff,11.0,0.0,0.0,0.0,2.0
84a8753ffffffff,5.0,0.0,0.0,0.0,0.0
84a8757ffffffff,1.0,0.0,0.0,0.0,0.0
84a8759ffffffff,13.0,0.0,0.0,0.0,0.0
84a875dffffffff,8.0,0.0,0.0,0.0,0.0
84a8767ffffffff,2.0,0.0,0.0,0.0,0.0
84a8805ffffffff,167.0,0.0,0.0,0.0,0.0
84a8807ffffffff,30.0,0.0,0.0,0.0,0.0
84a880dffffffff,9.0,0.0,0.0,0.0,0.0
84a8811ffffffff,282.0,0.0,0.0,2.0,86.0
84a8813ffffffff,3.0,0.0,0.0,0.0,0.0
84a8817ffffffff,5.0,0.0,0.0,0.0,0.0
84a8819ffffffff,23.0,0.0,0.0,0.0,4.0
84a881bffffffff,163.0,0.0,0.0,0.0,6.0
84a8821ffffffff,10.0,0.0,0.0,0.0,0.0
84a8823ffffffff,1.0,0.0,0.0,0.0,0.0
84a8825ffffffff,16.0,0.0,0.0,0.0,0.0
84a8829ffffffff,9.0,0.0,0.0,0.0,0.0
84a882dffffffff,197.0,0.0,0.0,0.0,16.0
84a8839ffffffff,2.0,0.0,0.0,0.0,0.0
84a883bffffffff,4.0,0.0,0.0,0.0,0.0
84a883dffffffff,2.0,0.0,0.0,0.0,0.0
84a8845ffffffff,1.0,0.0,0.0,0.0,0.0
84a8849ffffffff,426.0,0.0,0.0,0.0,10.0
84a884bffffffff,8.0,0.0,0.0,0.0,0.0
84a884dffffffff,36.0,0.0,0.0,0.0,0.0
84a8853ffffffff,6.0,0.0,0.0,0.0,0.0
84a8857ffffffff,25.0,0.0,0.0,0.0,1.0
84a885bffffffff,8.0,0.0,0.0,0.0,0.0
84a885dffffffff,2.0,0.0,0.0,0.0,0.0
84a8863ffffffff,22.0,0.0,0.0,0.0,0.0
84a8867ffffffff,11.0,0.0,0.0,0.0,0.0
84a8889ffffffff,5.0,0.0,0.0,0.0,3.0
84a8895ffffffff,13.0,0.0,0.0,0.0,11.0
84a88a3ffffffff,4.0,0.0,0.0,0.0,0.0
84a88a9ffffffff,11.0,0.0,0.0,0.0,0.0
84a88b1ffffffff,5.0,0.0,0.0,0.0,0.0
84a88b5ffffffff,3.0,0.0,0.0,0.0,0.0
84a88bbffffffff,22.0,0.0,0.0,0.0,9.0
84a88c1ffffffff,9.0,0.0,0.0,0.0,0.0
84a88c3ffffffff,6.0,0.0,0.0,0.0,4.0
84a88c5ffffffff,4.0,0.0,0.0,0.0,0.0
84a88c7ffffffff,1.0,0.0,0.0,0.0,0.0
84a88c9ffffffff,2.0,0.0,0.0,0.0,2.0
84a88cdffffffff,11.0,0.0,0.0,0.0,3.0
84a88d5ffffffff,8.0,0.0,0.0,0.0,8.0
84a88ddffffffff,34.0,0.0,0.0,0.0,2.0
84a88e7ffffffff,2.0,0.0,0.0,0.0,0.0
84a88e9ffffffff,81.0,0.0,0.0,0.0,27.0
84a88ebffffffff,16.0,0.0,0.0,0.0,4.0
84a8919ffffffff,45.0,0.0,0.0,0.0,0.0
84a891bffffffff,8.0,0.0,0.0,0.0,0.0
84a8953ffffffff,43.0,0.0,0.0,0.0,0.0
84a895bffffffff,2.0,0.0,0.0,0.0,0.0
84a8a03ffffffff,27.0,0.0,0.0,0.0,0.0
84a8a07ffffffff,292.0,0.0,0.0,0.0,2.0
84a8a11ffffffff,76.0,0.0,0.0,0.0,0.0
84a8a13ffffffff,1204.0,0.0,0.0,36.0,44.0
84a8a15ffffffff,105.0,0.0,0.0,0.0,0.0
84a8a17ffffffff,390.0,0.0,0.0,0.0,2.0
84a8a19ffffffff,177.0,0.0,0.0,0.0,1.0
84a8a1bffffffff,8.0,0.0,0.0,0.0,0.0
84a8a1dffffffff,46.0,0.0,0.0,0.0,0.0
84a8a21ffffffff,4.0,0.0,0.0,0.0,0.0
84a8a23ffffffff,527.0,0.0,0.0,0.0,28.0
84a8a27ffffffff,139.0,0.0,0.0,0.0,3.0
84a8a2bffffffff,27.0,0.0,0.0,0.0,0.0
84a8a31ffffffff,18.0,0.0,0.0,0.0,0.0
84a8a33ffffffff,16.0,0.0,0.0,0.0,0.0
84a8a35ffffffff,68.0,0.0,0.0,0.0,0.0
84a8a37ffffffff,4.0,0.0,0.0,0.0,0.0
84a8a39ffffffff,19.0,0.0,0.0,0.0,0.0
84a8a3bffffffff,11.0,0.0,0.0,0.0,0.0
84a8a3dffffffff,213.0,0.0,0.0,0.0,3.0
84a8a53ffffffff,55.0,0.0,0.0,0.0,5.0
84a8a85ffffffff,7.0,0.0,0.0,0.0,0.0
84a8a89ffffffff,3.0,0.0,0.0,1.0,0.0
84a8a8bffffffff,2.0,0.0,0.0,0.0,0.0
84a8a8dffffffff,2.0,0.0,0.0,0.0,0.0
84a8a91ffffffff,111.0,0.0,0.0,0.0,65.0
84a8a93ffffffff,9.0,0.0,0.0,0.0,3.0
84a8a95ffffffff,6.0,0.0,0.0,0.0,6.0
84a8a97ffffffff,59.0,0.0,0.0,0.0,40.0
84a8a99ffffffff,4.0,0.0,0.0,0.0,0.0
84a8a9bffffffff,1.0,0.0,0.0,0.0,0.0
84a8aa1ffffffff,5.0,0.0,0.0,0.0,0.0
84a8aa5ffffffff,12.0,0.0,0.0,0.0,0.0
84a8aa7ffffffff,4.0,0.0,0.0,0.0,0.0
84a8aadffffffff,79.0,0.0,0.0,0.0,2.0
84a8ab9ffffffff,6.0,0.0,0.0,0.0,0.0
84a8ac1ffffffff,7.0,0.0,0.0,0.0,0.0
84a8ac5ffffffff,41.0,0.0,0.0,0.0,0.0
84a8ac9ffffffff,139.0,0.0,0.0,15.0,5.0
84a8acbffffffff,14.0,0.0,0.0,0.0,0.0
84a8acdffffffff,135.0,0.0,0.0,4.0,0.0
84a8ad1ffffffff,131.0,0.0,0.0,2.0,62.0
84a8ad3ffffffff,29.0,0.0,0.0,0.0,5.0
84a8ad5ffffffff,5.0,0.0,0.0,0.0,5.0
84a8ad9ffffffff,5.0,0.0,0.0,0.0,0.0
84a8ae1ffffffff,13.0,0.0,0.0,0.0,0.0
84a8ae3ffffffff,23.0,0.0,0.0,0.0,5.0
84a8ae5ffffffff,102.0,0.0,0.0,0.0,0.0
84a8ae7ffffffff,3.0,0.0,0.0,0.0,0.0
84a8ae9ffffffff,6.0,0.0,0.0,0.0,0.0
84a8aebffffffff,10.0,0.0,0.0,0.0,0.0
84a8aedffffffff,9.0,0.0,0.0,0.0,0.0
84a8c01ffffffff,4.0,0.0,0.0,0.0,2.0
84a8c03ffffffff,46.0,0.0,0.0,0.0,3.0
84a8c05ffffffff,64.0,0.0,0.0,0.0,19.0
84a8c07ffffffff,4.0,0.0,0.0,0.0,0.0
84a8c09ffffffff,8.0,0.0,0.0,0.0,6.0
84a8c0dffffffff,18.0,0.0,0.0,0.0,7.0
84a8c15ffffffff,2.0,0.0,0.0,0.0,0.0
84a8c1dffffffff,2.0,0.0,0.0,0.0,0.0
84a8c23ffffffff,44.0,0.0,0.0,0.0,28.0
84a8c25ffffffff,253.0,0.0,0.0,0.0,108.0
84a8c27ffffffff,2.0,0.0,0.0,0.0,2.0
84a8c2bffffffff,14.0,0.0,0.0,0.0,7.0
84a8c3dffffffff,1.0,0.0,0.0,0.0,1.0
84a8c47ffffffff,11.0,0.0,0.0,0.0,11.0
84a8c63ffffffff,18.0,0.0,0.0,0.0,13.0
84a8c97ffffffff,9.0,0.0,0.0,0.0,9.0
84a8c9bffffffff,1.0,0.0,0.0,0.0,0.0
84a8cebffffffff,2.0,0.0,0.0,0.0,1.0
84a8d01ffffffff,2.0,0.0,0.0,0.0,0.0
84a8d05ffffffff,1.0,0.0,0.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0,0.0,0.0
84a8d19ffffffff,88.0,0.0,0.0,0.0,16.0
84a8d1bffffffff,176.0,0.0,0.0,0.0,34.0
84a8d1dffffffff,1.0,0.0,0.0,0.0,0.0
84a8d37ffffffff,3.0,0.0,0.0,0.0,0.0
84a8d43ffffffff,28.0,0.0,0.0,0.0,26.0
84a8d47ffffffff,2.0,0.0,0.0,0.0,2.0
84a8d4bffffffff,2.0,0.0,0.0,0.0,0.0
84a8d53ffffffff,6.0,0.0,0.0,0.0,0.0
84a8d5dffffffff,2.0,0.0,0.0,0.0,0.0
84a8d69ffffffff,4.0,0.0,0.0,0.0,4.0
84a8da1ffffffff,7.0,0.0,0.0,0.0,5.0
84a8da5ffffffff,2.0,0.0,0.0,0.0,0.0
84a8da9ffffffff,7.0,0.0,0.0,0.0,3.0
84a8db5ffffffff,2.0,0.0,0.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0,0.0,2.0
84a8dd9ffffffff,5.0,0.0,0.0,0.0,0.0
84a8de1ffffffff,32.0,0.0,0.0,0.0,17.0
84a8de3ffffffff,44.0,0.0,0.0,0.0,35.0
84a8de7ffffffff,41.0,0.0,0.0,0.0,28.0
84a8de9ffffffff,5.0,0.0,0.0,0.0,1.0
84a8debffffffff,54.0,0.0,0.0,0.0,34.0
84a8e19ffffffff,4.0,0.0,0.0,0.0,0.0
84a8e2dffffffff,2.0,0.0,0.0,0.0,0.0
84a8e65ffffffff,7.0,0.0,0.0,0.0,2.0
84a8ec9ffffffff,38.0,0.0,0.0,0.0,26.0
84a8ecbffffffff,1.0,0.0,0.0,0.0,0.0
84a8ecdffffffff,2.0,0.0,0.0,0.0,2.0
84a8ee9ffffffff,2.0,0.0,0.0,0.0,2.0
84a8f03ffffffff,1.0,0.0,0.0,0.0,0.0
84a8f05ffffffff,1.0,0.0,0.0,0.0,0.0
84a8f0bffffffff,4.0,0.0,0.0,0.0,0.0
84a8f1bffffffff,2.0,0.0,0.0,0.0,2.0
84a8f41ffffffff,24.0,0.0,0.0,0.0,7.0
84a8f43ffffffff,2.0,0.0,0.0,0.0,0.0
84a8f45ffffffff,2.0,0.0,0.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0,0.0,0.0
84a8f4dffffffff,8.0,0.0,0.0,0.0,0.0
84a8f57ffffffff,7.0,0.0,0.0,0.0,0.0
84a8f59ffffffff,2.0,0.0,0.0,0.0,0.0
84a8f63ffffffff,3.0,0.0,0.0,0.0,2.0
84a9011ffffffff,21.0,0.0,0.0,0.0,0.0
84a9013ffffffff,126.0,0.0,0.0,0.0,0.0
84a9017ffffffff,16.0,0.0,0.0,0.0,0.0
84a9031ffffffff,2.0,0.0,0.0,0.0,0.0
84a9033ffffffff,15.0,0.0,0.0,0.0,0.0
84a9051ffffffff,40.0,0.0,0.0,0.0,0.0
84a9057ffffffff,18.0,0.0,0.0,0.0,0.0
84a9081ffffffff,5.0,0.0,0.0,0.0,0.0
84a9085ffffffff,3.0,0.0,0.0,0.0,0.0
84a9087ffffffff,2.0,0.0,0.0,0.0,0.0
84a9089ffffffff,5.0,0.0,0.0,0.0,0.0
84a908bffffffff,4.0,0.0,0.0,0.0,0.0
84a908dffffffff,12.0,0.0,0.0,0.0,0.0
84a9095ffffffff,24.0,0.0,0.0,0.0,0.0
84a9097ffffffff,2.0,0.0,0.0,0.0,0.0
84a909dffffffff,31.0,0.0,0.0,0.0,0.0
84a90a7ffffffff,6.0,0.0,0.0,0.0,0.0
84a90adffffffff,6.0,0.0,0.0,0.0,0.0
84a90b3ffffffff,8.0,0.0,0.0,0.0,0.0
84a90b9ffffffff,2.0,0.0,0.0,0.0,0.0
84a90bbffffffff,1.0,0.0,0.0,0.0,0.0
84a90c5ffffffff,12.0,0.0,0.0,0.0,0.0
84a90c7ffffffff,7.0,0.0,0.0,0.0,0.0
84a90c9ffffffff,4.0,0.0,0.0,0.0,0.0
84a90cbffffffff,4.0,0.0,0.0,0.0,0.0
84a90cdffffffff,6.0,0.0,0.0,0.0,0.0
