cell_id,Strix virgata,Strix virgata [virgata Group],Strix virgata superciliaris/macconnelli,Strix virgata borelliana
848af63ffffffff,3.0,0.0,0.0,0.0
848af67ffffffff,4.0,0.0,0.0,0.0
848b001ffffffff,2.0,0.0,0.0,0.0
848b0d9ffffffff,3.0,0.0,0.0,0.0
848b21dffffffff,1.0,0.0,0.0,0.0
848b22dffffffff,1.0,0.0,0.0,0.0
848b2e9ffffffff,1.0,0.0,0.0,0.0
848b401ffffffff,2.0,0.0,0.0,0.0
848b449ffffffff,2.0,0.0,0.0,0.0
848b44bffffffff,20.0,0.0,0.0,0.0
848b44dffffffff,20.0,0.0,0.0,0.0
848b459ffffffff,4.0,0.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0,0.0
848b469ffffffff,3.0,0.0,0.0,0.0
848b481ffffffff,1.0,0.0,0.0,0.0
848b617ffffffff,4.0,0.0,0.0,0.0
848b623ffffffff,3.0,0.0,0.0,0.0
848b627ffffffff,3.0,0.0,0.0,0.0
848b633ffffffff,3.0,0.0,0.0,0.0
848b635ffffffff,2.0,0.0,0.0,0.0
848b637ffffffff,26.0,0.0,0.0,0.0
848b63bffffffff,26.0,0.0,0.0,0.0
848b693ffffffff,3.0,0.0,0.0,0.0
848b6e7ffffffff,10.0,0.0,0.0,0.0
848b6edffffffff,1.0,0.0,0.0,0.0
848b713ffffffff,12.0,0.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0,0.0
848b71bffffffff,9.0,0.0,0.0,0.0
848b849ffffffff,1.0,0.0,0.0,0.0
848b999ffffffff,7.0,0.0,0.0,0.0
848b9d1ffffffff,4.0,0.0,0.0,0.0
848b9d5ffffffff,23.0,0.0,0.0,0.0
848ba55ffffffff,3.0,0.0,0.0,0.0
848bb59ffffffff,11.0,0.0,0.0,0.0
848f0dbffffffff,17.0,0.0,0.0,0.0
848f28dffffffff,1.0,0.0,0.0,0.0
848f295ffffffff,12.0,0.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0,0.0
848f29dffffffff,2.0,0.0,0.0,0.0
848f2a9ffffffff,4.0,0.0,0.0,0.0
848f2abffffffff,7.0,0.0,0.0,0.0
848f2bbffffffff,3.0,0.0,0.0,0.0
848f2c3ffffffff,2.0,0.0,0.0,0.0
848f2cbffffffff,2.0,0.0,0.0,0.0
848f2cdffffffff,18.0,0.0,0.0,0.0
848f2ddffffffff,1.0,0.0,0.0,0.0
848f401ffffffff,5.0,0.0,3.0,0.0
848f403ffffffff,2.0,0.0,0.0,0.0
848f489ffffffff,2.0,0.0,0.0,0.0
848f48dffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,4.0,0.0,0.0,0.0
848f4b3ffffffff,3.0,0.0,0.0,0.0
848f4c7ffffffff,2.0,0.0,0.0,0.0
848f5d3ffffffff,5.0,0.0,0.0,0.0
848f61bffffffff,1.0,0.0,0.0,0.0
848f637ffffffff,1.0,0.0,0.0,0.0
848f6b5ffffffff,6.0,0.0,0.0,0.0
848f71dffffffff,1.0,0.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0,0.0
84a5969ffffffff,31.0,0.0,0.0,0.0
84a801bffffffff,18.0,0.0,0.0,0.0
84a8049ffffffff,3.0,0.0,0.0,0.0
84a8061ffffffff,11.0,0.0,0.0,0.0
84a8065ffffffff,2.0,0.0,0.0,0.0
84a8067ffffffff,8.0,0.0,0.0,2.0
84a8069ffffffff,4.0,0.0,0.0,0.0
84a80c3ffffffff,5.0,0.0,0.0,0.0
84a8101ffffffff,1.0,0.0,0.0,0.0
84a8103ffffffff,4.0,0.0,0.0,0.0
84a8105ffffffff,82.0,0.0,0.0,0.0
84a8109ffffffff,10.0,0.0,0.0,0.0
84a810bffffffff,7.0,0.0,0.0,0.0
84a810dffffffff,4.0,0.0,0.0,0.0
84a811bffffffff,2.0,0.0,0.0,0.0
84a8123ffffffff,12.0,0.0,0.0,0.0
84a8125ffffffff,14.0,0.0,0.0,6.0
84a8129ffffffff,10.0,0.0,0.0,1.0
84a812bffffffff,2.0,0.0,0.0,0.0
84a812dffffffff,19.0,0.0,0.0,0.0
84a8131ffffffff,2.0,0.0,0.0,0.0
84a8143ffffffff,41.0,0.0,0.0,0.0
84a8153ffffffff,5.0,0.0,0.0,0.0
84a8155ffffffff,53.0,0.0,0.0,9.0
84a8157ffffffff,18.0,0.0,0.0,3.0
84a815bffffffff,25.0,0.0,0.0,7.0
84a81c7ffffffff,2.0,0.0,0.0,0.0
84a81d9ffffffff,4.0,0.0,0.0,0.0
84a81e3ffffffff,1.0,0.0,0.0,0.0
84a81edffffffff,49.0,0.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0,0.0
84a82e1ffffffff,1.0,0.0,0.0,0.0
84a8311ffffffff,11.0,0.0,0.0,4.0
84a8313ffffffff,2.0,0.0,0.0,0.0
84a8317ffffffff,2.0,0.0,0.0,0.0
84a831dffffffff,9.0,0.0,0.0,2.0
84a8333ffffffff,8.0,0.0,0.0,0.0
84a833bffffffff,10.0,0.0,0.0,5.0
84a8353ffffffff,9.0,0.0,0.0,0.0
84a8357ffffffff,2.0,0.0,0.0,0.0
84a8359ffffffff,1.0,0.0,0.0,0.0
84a835bffffffff,2.0,0.0,0.0,0.0
84a835dffffffff,2.0,0.0,0.0,0.0
84a8591ffffffff,35.0,0.0,0.0,0.0
84a8599ffffffff,3.0,0.0,0.0,0.0
84a85d3ffffffff,1.0,0.0,0.0,0.0
84a875bffffffff,2.0,0.0,0.0,0.0
84a8807ffffffff,4.0,0.0,0.0,0.0
84a880dffffffff,3.0,0.0,0.0,0.0
84a8817ffffffff,2.0,0.0,0.0,0.0
84a8819ffffffff,2.0,0.0,0.0,0.0
84a881bffffffff,3.0,0.0,0.0,0.0
84a8825ffffffff,4.0,0.0,0.0,0.0
84a882dffffffff,2.0,0.0,0.0,2.0
84a8839ffffffff,5.0,0.0,0.0,0.0
84a883bffffffff,1.0,0.0,0.0,0.0
84a8849ffffffff,6.0,0.0,0.0,6.0
84a884dffffffff,2.0,0.0,0.0,0.0
84a8917ffffffff,19.0,0.0,0.0,0.0
84a8a13ffffffff,15.0,0.0,0.0,0.0
84a8a15ffffffff,9.0,0.0,0.0,0.0
84a8a19ffffffff,17.0,0.0,0.0,1.0
84a8a1dffffffff,2.0,0.0,0.0,0.0
84a8a23ffffffff,19.0,0.0,0.0,3.0
84a8a27ffffffff,3.0,0.0,0.0,0.0
84a8a35ffffffff,1.0,0.0,0.0,0.0
84a8a3bffffffff,2.0,0.0,0.0,0.0
84a8a3dffffffff,8.0,0.0,0.0,0.0
84a8a53ffffffff,26.0,0.0,0.0,0.0
84a8aa7ffffffff,2.0,0.0,0.0,0.0
84a8aadffffffff,1.0,0.0,0.0,0.0
84a8ac5ffffffff,1.0,0.0,0.0,0.0
84a8acdffffffff,11.0,0.0,0.0,0.0
84a8ae5ffffffff,2.0,0.0,0.0,0.0
84a8b1bffffffff,1.0,0.0,0.0,0.0
84a90e5ffffffff,6.0,0.0,0.0,0.0
84a91b1ffffffff,11.0,0.0,0.0,0.0
84a91b5ffffffff,3.0,0.0,0.0,0.0
84a91b7ffffffff,11.0,0.0,0.0,0.0
84a9425ffffffff,4.0,0.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0,1.0
84a943dffffffff,9.0,0.0,0.0,0.0
84a9503ffffffff,2.0,0.0,0.0,0.0
84a9507ffffffff,6.0,0.0,0.0,0.0
84a9509ffffffff,2.0,0.0,0.0,0.0
84a950bffffffff,3.0,0.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0,0.0
84a9531ffffffff,20.0,0.0,0.0,0.0
84a9533ffffffff,41.0,0.0,0.0,0.0
84a9539ffffffff,6.0,0.0,0.0,0.0
84a953bffffffff,124.0,0.0,0.0,5.0
84a955bffffffff,30.0,0.0,0.0,0.0
84a95abffffffff,1.0,0.0,0.0,0.0
84a95c9ffffffff,6.0,0.0,0.0,0.0
84a95edffffffff,10.0,0.0,0.0,0.0
