cell_id,Troglodytes aedon,Troglodytes aedon [aedon Group],Troglodytes aedon [brunneicollis Group]
84120b7ffffffff,5.0,0.0,0.0
8412185ffffffff,41.0,0.0,0.0
8412187ffffffff,20.0,0.0,0.0
841218dffffffff,3.0,0.0,0.0
84121a7ffffffff,2.0,0.0,0.0
84121a9ffffffff,12.0,0.0,0.0
84121abffffffff,22.0,0.0,0.0
84121adffffffff,2.0,0.0,0.0
84121bbffffffff,8.0,0.0,0.0
84121bdffffffff,9.0,0.0,0.0
84121e3ffffffff,68.0,3.0,0.0
84121e7ffffffff,2.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0
8412437ffffffff,1.0,0.0,0.0
841246bffffffff,4.0,0.0,0.0
8412485ffffffff,1.0,0.0,0.0
84124a7ffffffff,6.0,0.0,0.0
84124adffffffff,6.0,0.0,0.0
84124b3ffffffff,7.0,0.0,0.0
84124b5ffffffff,18.0,0.0,0.0
84124b7ffffffff,65.0,0.0,0.0
84124bdffffffff,4.0,0.0,0.0
8412501ffffffff,1.0,0.0,0.0
8412503ffffffff,2.0,2.0,0.0
8412505ffffffff,96.0,3.0,0.0
8412507ffffffff,3.0,0.0,0.0
8412511ffffffff,35.0,0.0,0.0
8412515ffffffff,247.0,48.0,0.0
8412517ffffffff,6.0,0.0,0.0
841251dffffffff,4.0,0.0,0.0
8412521ffffffff,29.0,0.0,0.0
8412523ffffffff,46.0,0.0,0.0
8412525ffffffff,31.0,0.0,0.0
8412527ffffffff,80.0,4.0,0.0
8412531ffffffff,3.0,0.0,0.0
8412535ffffffff,54.0,8.0,0.0
8412537ffffffff,6.0,0.0,0.0
8412539ffffffff,22.0,12.0,0.0
841253bffffffff,47.0,1.0,0.0
841253dffffffff,8.0,0.0,0.0
8412549ffffffff,43.0,6.0,0.0
8412565ffffffff,4.0,0.0,0.0
8412567ffffffff,1.0,0.0,0.0
8412581ffffffff,13.0,0.0,0.0
8412583ffffffff,8.0,0.0,0.0
8412589ffffffff,4.0,0.0,0.0
841258dffffffff,2.0,0.0,0.0
8412591ffffffff,436.0,0.0,0.0
8412593ffffffff,34.0,0.0,0.0
8412595ffffffff,27.0,0.0,0.0
8412597ffffffff,328.0,0.0,0.0
8412599ffffffff,14.0,0.0,0.0
841259bffffffff,1.0,0.0,0.0
841259dffffffff,10.0,0.0,0.0
84125a5ffffffff,5.0,0.0,0.0
84125adffffffff,24.0,1.0,0.0
84125b9ffffffff,15.0,0.0,0.0
84125bbffffffff,30.0,0.0,0.0
84125bdffffffff,2.0,0.0,0.0
84125c7ffffffff,1.0,0.0,0.0
84125cdffffffff,1.0,0.0,0.0
84125d1ffffffff,4.0,0.0,0.0
84125d3ffffffff,18.0,0.0,0.0
84125d5ffffffff,7.0,0.0,0.0
84125d7ffffffff,21.0,0.0,0.0
84125d9ffffffff,25.0,0.0,0.0
84125dbffffffff,32.0,0.0,0.0
84125e3ffffffff,2.0,0.0,0.0
84125e7ffffffff,2.0,0.0,0.0
84125edffffffff,4.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
8412721ffffffff,1.0,0.0,0.0
8412723ffffffff,12.0,0.0,0.0
8412c01ffffffff,2.0,0.0,0.0
8412c03ffffffff,2.0,0.0,0.0
8412c07ffffffff,3.0,0.0,0.0
8412c0bffffffff,2.0,0.0,0.0
8412c11ffffffff,99.0,0.0,0.0
8412c13ffffffff,103.0,4.0,0.0
8412c17ffffffff,3.0,0.0,0.0
8412c19ffffffff,10.0,0.0,0.0
8412c1bffffffff,981.0,16.0,0.0
8412c1dffffffff,6.0,1.0,0.0
8412c21ffffffff,7.0,0.0,0.0
8412c31ffffffff,2.0,0.0,0.0
8412c33ffffffff,5.0,0.0,0.0
8412c35ffffffff,1.0,0.0,0.0
8412c39ffffffff,7.0,0.0,0.0
8412c3bffffffff,5.0,0.0,0.0
8412c49ffffffff,5.0,0.0,0.0
8412c4dffffffff,3.0,0.0,0.0
8412c5bffffffff,12.0,0.0,0.0
8412c81ffffffff,30.0,2.0,0.0
8412c83ffffffff,42.0,0.0,0.0
8412c85ffffffff,284.0,4.0,0.0
8412c87ffffffff,351.0,2.0,0.0
8412c89ffffffff,8.0,2.0,0.0
8412c8bffffffff,352.0,7.0,0.0
8412c8dffffffff,15.0,0.0,0.0
8412c91ffffffff,2.0,0.0,0.0
8412c93ffffffff,2.0,0.0,0.0
8412c95ffffffff,15.0,0.0,0.0
8412c97ffffffff,63.0,0.0,0.0
8412c9bffffffff,115.0,1.0,0.0
8412c9dffffffff,14.0,0.0,0.0
8412ca1ffffffff,5.0,0.0,0.0
8412ca3ffffffff,24.0,0.0,0.0
8412ca5ffffffff,6.0,0.0,0.0
8412ca9ffffffff,2.0,0.0,0.0
8412cabffffffff,237.0,0.0,0.0
8412cadffffffff,11.0,0.0,0.0
8412cb1ffffffff,113.0,5.0,0.0
8412cb3ffffffff,2.0,0.0,0.0
8412cb5ffffffff,108.0,2.0,0.0
8412cb9ffffffff,64.0,1.0,0.0
8412cbdffffffff,113.0,4.0,0.0
8412cc1ffffffff,180.0,2.0,0.0
8412cc3ffffffff,2.0,0.0,0.0
8412cc5ffffffff,250.0,12.0,0.0
8412cc7ffffffff,109.0,4.0,0.0
8412cc9ffffffff,403.0,25.0,0.0
8412ccbffffffff,48.0,0.0,0.0
8412ccdffffffff,5499.0,165.0,0.0
8412cd1ffffffff,1.0,0.0,0.0
8412cd3ffffffff,2.0,0.0,0.0
8412cd5ffffffff,14.0,0.0,0.0
8412cd7ffffffff,13.0,0.0,0.0
8412cd9ffffffff,420.0,14.0,0.0
8412cdbffffffff,23.0,0.0,0.0
8412ce3ffffffff,28.0,0.0,0.0
8412ce5ffffffff,51.0,0.0,0.0
8412ce7ffffffff,8.0,0.0,0.0
8412ce9ffffffff,2.0,0.0,0.0
8412cebffffffff,29.0,0.0,0.0
8412d01ffffffff,37.0,3.0,0.0
8412d03ffffffff,113.0,5.0,0.0
8412d05ffffffff,23.0,0.0,0.0
8412d07ffffffff,21.0,2.0,0.0
8412d0bffffffff,43.0,6.0,0.0
8412d0dffffffff,2.0,0.0,0.0
8412d11ffffffff,165.0,2.0,0.0
8412d15ffffffff,10.0,0.0,0.0
8412d17ffffffff,443.0,30.0,0.0
8412d19ffffffff,20.0,0.0,0.0
8412d1bffffffff,1.0,0.0,0.0
8412d1dffffffff,17.0,2.0,0.0
8412d27ffffffff,3.0,0.0,0.0
8412d29ffffffff,3.0,0.0,0.0
8412d2bffffffff,1.0,0.0,0.0
8412d31ffffffff,9.0,0.0,0.0
8412d33ffffffff,375.0,6.0,0.0
8412d35ffffffff,2.0,0.0,0.0
8412d37ffffffff,99.0,4.0,0.0
8412d39ffffffff,59.0,4.0,0.0
8412d3bffffffff,380.0,45.0,0.0
8412d3dffffffff,137.0,2.0,0.0
8412d55ffffffff,2.0,0.0,0.0
8412d57ffffffff,19.0,0.0,0.0
8412d63ffffffff,48.0,0.0,0.0
8412d67ffffffff,2.0,0.0,0.0
8412d69ffffffff,2.0,0.0,0.0
8412d6bffffffff,15.0,0.0,0.0
8412d81ffffffff,76.0,0.0,0.0
8412d85ffffffff,56.0,0.0,0.0
8412d87ffffffff,124.0,0.0,0.0
8412d89ffffffff,6.0,0.0,0.0
8412d8bffffffff,3.0,0.0,0.0
8412d8dffffffff,2.0,0.0,0.0
8412d93ffffffff,2.0,0.0,0.0
8412d95ffffffff,26.0,0.0,0.0
8412d97ffffffff,12.0,0.0,0.0
8412d99ffffffff,2.0,0.0,0.0
8412d9bffffffff,5.0,0.0,0.0
8412d9dffffffff,48.0,0.0,0.0
8412da1ffffffff,50.0,1.0,0.0
8412da3ffffffff,13.0,0.0,0.0
8412da5ffffffff,190.0,2.0,0.0
8412da7ffffffff,69.0,0.0,0.0
8412da9ffffffff,14.0,0.0,0.0
8412dabffffffff,26.0,0.0,0.0
8412dadffffffff,88.0,0.0,0.0
8412db1ffffffff,257.0,18.0,0.0
8412db3ffffffff,134.0,11.0,0.0
8412db5ffffffff,103.0,0.0,0.0
8412db7ffffffff,550.0,19.0,0.0
8412db9ffffffff,93.0,0.0,0.0
8412dbbffffffff,15.0,0.0,0.0
8412dbdffffffff,47.0,0.0,0.0
8412dc3ffffffff,4.0,0.0,0.0
8412dc5ffffffff,2.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0
8412dd1ffffffff,3.0,0.0,0.0
8412dd3ffffffff,2.0,0.0,0.0
8412dd7ffffffff,63.0,2.0,0.0
8412dd9ffffffff,6.0,0.0,0.0
8412ddbffffffff,239.0,0.0,0.0
8412dddffffffff,2.0,0.0,0.0
8412de1ffffffff,6.0,0.0,0.0
8412de3ffffffff,68.0,0.0,0.0
8412de5ffffffff,1126.0,33.0,0.0
8412de7ffffffff,421.0,7.0,0.0
8412dedffffffff,79.0,2.0,0.0
8412e03ffffffff,2.0,0.0,0.0
8412e0bffffffff,4.0,0.0,0.0
8412e11ffffffff,45.0,0.0,0.0
8412e13ffffffff,534.0,1.0,0.0
8412e15ffffffff,42.0,0.0,0.0
8412e17ffffffff,35.0,0.0,0.0
8412e19ffffffff,2.0,0.0,0.0
8412e1bffffffff,40.0,0.0,0.0
8412e21ffffffff,4.0,0.0,0.0
8412e25ffffffff,3.0,0.0,0.0
8412e27ffffffff,6.0,0.0,0.0
8412e33ffffffff,1.0,0.0,0.0
8412e39ffffffff,6.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0
8412e4bffffffff,4.0,0.0,0.0
8412e4dffffffff,2.0,0.0,0.0
8412e53ffffffff,7.0,0.0,0.0
8412e59ffffffff,9.0,0.0,0.0
8412e5bffffffff,3.0,0.0,0.0
8412e5dffffffff,2.0,0.0,0.0
8412e69ffffffff,3.0,0.0,0.0
8412e81ffffffff,1.0,0.0,0.0
8412e83ffffffff,6.0,0.0,0.0
8412e85ffffffff,4.0,0.0,0.0
8412e87ffffffff,66.0,6.0,0.0
8412e89ffffffff,15.0,0.0,0.0
8412e8bffffffff,2.0,1.0,0.0
8412e8dffffffff,84.0,1.0,0.0
8412e93ffffffff,3.0,0.0,0.0
8412e99ffffffff,3.0,0.0,0.0
8412ea1ffffffff,22.0,3.0,0.0
8412ea3ffffffff,88.0,2.0,0.0
8412ea5ffffffff,383.0,19.0,0.0
8412ea7ffffffff,407.0,10.0,0.0
8412ea9ffffffff,47.0,0.0,0.0
8412eabffffffff,11.0,2.0,0.0
8412eadffffffff,74.0,0.0,0.0
8412eb1ffffffff,7.0,2.0,0.0
8412eb3ffffffff,53.0,4.0,0.0
8412eb5ffffffff,12.0,0.0,0.0
8412eb7ffffffff,10.0,0.0,0.0
8412eb9ffffffff,17.0,4.0,0.0
8412ebbffffffff,9.0,3.0,0.0
8412ebdffffffff,141.0,4.0,0.0
8412ec1ffffffff,666.0,41.0,0.0
8412ec3ffffffff,4.0,0.0,0.0
8412ec5ffffffff,124.0,2.0,0.0
8412ec7ffffffff,56.0,0.0,0.0
8412ec9ffffffff,324.0,9.0,0.0
8412ecbffffffff,21.0,0.0,0.0
8412ecdffffffff,286.0,0.0,0.0
8412ed1ffffffff,2.0,0.0,0.0
8412ed3ffffffff,15.0,0.0,0.0
8412ed9ffffffff,40.0,0.0,0.0
8412edbffffffff,2.0,2.0,0.0
8412eddffffffff,2.0,0.0,0.0
8412ee1ffffffff,4.0,0.0,0.0
8412ee3ffffffff,92.0,0.0,0.0
8412ee5ffffffff,2.0,2.0,0.0
8412ee7ffffffff,44.0,0.0,0.0
8412ee9ffffffff,20.0,0.0,0.0
8412eedffffffff,2.0,0.0,0.0
8412f13ffffffff,6.0,0.0,0.0
8412f1bffffffff,2.0,0.0,0.0
8426001ffffffff,5.0,0.0,0.0
8426003ffffffff,11.0,0.0,0.0
8426005ffffffff,4.0,0.0,0.0
8426007ffffffff,14.0,0.0,0.0
8426009ffffffff,27.0,0.0,0.0
842600bffffffff,263.0,8.0,0.0
842600dffffffff,17.0,0.0,0.0
8426011ffffffff,5.0,0.0,0.0
8426013ffffffff,25.0,5.0,0.0
8426015ffffffff,313.0,49.0,0.0
8426017ffffffff,319.0,88.0,0.0
8426019ffffffff,12.0,0.0,0.0
842601bffffffff,2.0,0.0,0.0
842601dffffffff,153.0,3.0,0.0
8426021ffffffff,40.0,2.0,0.0
8426023ffffffff,20.0,0.0,0.0
8426025ffffffff,21.0,4.0,0.0
8426027ffffffff,1.0,0.0,0.0
8426029ffffffff,6.0,0.0,0.0
842602bffffffff,30.0,0.0,0.0
842602dffffffff,7.0,0.0,0.0
8426031ffffffff,25.0,14.0,0.0
8426033ffffffff,50.0,3.0,0.0
8426035ffffffff,51.0,19.0,0.0
8426037ffffffff,5.0,0.0,0.0
8426039ffffffff,124.0,29.0,0.0
842603bffffffff,82.0,13.0,0.0
842603dffffffff,109.0,40.0,0.0
8426041ffffffff,27.0,0.0,0.0
8426043ffffffff,48.0,0.0,0.0
8426047ffffffff,6.0,0.0,0.0
8426049ffffffff,15.0,0.0,0.0
842604bffffffff,31.0,0.0,0.0
842604dffffffff,7.0,0.0,0.0
8426051ffffffff,224.0,8.0,0.0
8426053ffffffff,30.0,0.0,0.0
8426055ffffffff,109.0,0.0,0.0
8426057ffffffff,16.0,0.0,0.0
8426059ffffffff,58.0,4.0,0.0
842605bffffffff,124.0,2.0,0.0
842605dffffffff,140.0,0.0,0.0
8426061ffffffff,6.0,0.0,0.0
8426063ffffffff,12.0,0.0,0.0
8426065ffffffff,9.0,0.0,0.0
