cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
840c409ffffffff,3.0,0.0,0.0,0.0
840c415ffffffff,14.0,0.0,0.0,0.0
840c425ffffffff,3.0,0.0,0.0,0.0
840c42dffffffff,62.0,0.0,0.0,0.0
840c441ffffffff,6.0,0.0,0.0,0.0
840c445ffffffff,2.0,0.0,0.0,0.0
840c447ffffffff,2.0,0.0,0.0,0.0
840c451ffffffff,9.0,0.0,0.0,0.0
840c455ffffffff,77.0,0.0,0.0,0.0
840c45dffffffff,2.0,0.0,0.0,0.0
840c461ffffffff,9.0,0.0,0.0,0.0
840c469ffffffff,2.0,0.0,0.0,0.0
840c503ffffffff,12.0,0.0,0.0,0.0
840c511ffffffff,7.0,0.0,0.0,0.0
840c515ffffffff,7.0,0.0,0.0,0.0
840c51dffffffff,9.0,0.0,0.0,0.0
840c5a1ffffffff,12.0,0.0,0.0,0.0
840c5a5ffffffff,85.0,0.0,0.0,0.0
840c5adffffffff,29.0,0.0,0.0,0.0
840c685ffffffff,1.0,0.0,0.0,0.0
840c6a9ffffffff,1.0,0.0,0.0,0.0
840e491ffffffff,58.0,0.0,0.0,0.0
840e493ffffffff,107.0,0.0,0.0,0.0
840e497ffffffff,257.0,0.0,0.0,0.0
840e499ffffffff,44.0,0.0,0.0,0.0
840e49bffffffff,377.0,0.0,0.0,0.0
840e4b3ffffffff,40.0,0.0,0.0,0.0
840e4d1ffffffff,6.0,0.0,0.0,0.0
840e4d3ffffffff,203.0,0.0,0.0,0.0
840e4dbffffffff,1314.0,3.0,0.0,0.0
840e5b3ffffffff,12.0,0.0,0.0,0.0
840e5b7ffffffff,2.0,0.0,0.0,0.0
840e691ffffffff,3.0,0.0,0.0,0.0
840e9a1ffffffff,1.0,0.0,0.0,0.0
840e9a7ffffffff,4.0,0.0,0.0,0.0
840ec0bffffffff,1.0,0.0,0.0,0.0
840ec19ffffffff,21.0,0.0,0.0,0.0
840ec81ffffffff,5.0,0.0,0.0,0.0
840ec91ffffffff,5.0,0.0,0.0,0.0
840ec95ffffffff,31.0,0.0,0.0,0.0
840ec97ffffffff,20.0,0.0,0.0,0.0
840ec9bffffffff,4.0,0.0,0.0,0.0
840eca3ffffffff,2.0,0.0,0.0,0.0
840eca7ffffffff,5.0,0.0,0.0,0.0
840ecabffffffff,4.0,0.0,0.0,0.0
840ecb9ffffffff,6.0,0.0,0.0,0.0
840ecbdffffffff,19.0,2.0,0.0,0.0
840ecc1ffffffff,70.0,7.0,0.0,0.0
840ecc9ffffffff,232.0,4.0,0.0,0.0
840ed85ffffffff,2.0,0.0,0.0,0.0
840edb9ffffffff,2.0,0.0,0.0,0.0
840ee85ffffffff,2.0,0.0,0.0,0.0
840ee87ffffffff,5.0,0.0,0.0,0.0
840eea7ffffffff,961.0,12.0,0.0,0.0
840eeb1ffffffff,1.0,0.0,0.0,0.0
840eeb5ffffffff,130.0,0.0,0.0,0.0
840eeb9ffffffff,2.0,0.0,0.0,0.0
840eebbffffffff,1.0,0.0,0.0,0.0
840eebdffffffff,19.0,0.0,0.0,0.0
840eed5ffffffff,1.0,0.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0,0.0
840ef39ffffffff,1.0,0.0,0.0,0.0
