cell_id,Microrhopias quixensis,Microrhopias quixensis [boucardi Group],Microrhopias quixensis microstictus,Microrhopias quixensis quixensis,Microrhopias quixensis nigriventris,Microrhopias quixensis albicauda/intercedens,Microrhopias quixensis bicolor,Microrhopias quixensis emiliae
824527fffffffff,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,2743.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f07fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f17fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f2ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826607fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826617fffffffff,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,7429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,2742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,1181.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,144.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8266f7fffffffff,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,473.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82804ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82814ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a07fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a17fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a1ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a27fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a37fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a47fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a6ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a87fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828aaffffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828ab7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828af7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b0ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,177.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
828b4ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,566.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
828b6ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,121.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
828ba7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f2ffffffffff,164.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
