cell_id,Polioptila plumbea,Polioptila plumbea plumbiceps/anteocularis,Polioptila plumbea innotata,Polioptila plumbea plumbea,Polioptila plumbea parvirostris,Polioptila plumbea atricapilla
825e67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
825f07fffffffff,56.0,0.0,0.0,0.0,0.0,0.0
825f0ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0
825f17fffffffff,80.0,0.0,0.0,0.0,0.0,0.0
825f1ffffffffff,95.0,0.0,0.0,0.0,0.0,0.0
825f27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
825f2ffffffffff,531.0,0.0,2.0,0.0,0.0,0.0
825f47fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,217.0,0.0,0.0,0.0,0.0,0.0
825f6ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
825f77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826607fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,99.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,663.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,3246.0,112.0,0.0,0.0,0.0,0.0
82662ffffffffff,207.0,0.0,0.0,0.0,0.0,0.0
826637fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
826647fffffffff,243.0,0.0,7.0,0.0,0.0,0.0
826657fffffffff,387.0,0.0,0.0,0.0,0.0,0.0
82665ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826667fffffffff,129.0,0.0,0.0,0.0,0.0,0.0
82666ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0
826677fffffffff,207.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,484.0,0.0,0.0,0.0,0.0,0.0
8266cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,86.0,0.0,0.0,0.0,3.0,0.0
8266e7fffffffff,2740.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,135.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,611.0,26.0,0.0,0.0,0.0,0.0
82674ffffffffff,839.0,53.0,0.0,0.0,0.0,0.0
826757fffffffff,5719.0,16.0,0.0,0.0,0.0,0.0
82675ffffffffff,873.0,6.0,0.0,0.0,0.0,0.0
82676ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,54.0,0.0,0.0,0.0,0.0,6.0
82800ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828017fffffffff,410.0,0.0,0.0,0.0,0.0,44.0
82801ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828027fffffffff,11.0,0.0,0.0,0.0,0.0,5.0
82802ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,459.0,0.0,0.0,0.0,0.0,160.0
828047fffffffff,173.0,0.0,0.0,0.0,0.0,0.0
82804ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
828057fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
828067fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82806ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0
828077fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
828107fffffffff,252.0,0.0,0.0,0.0,0.0,25.0
82810ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
828117fffffffff,74.0,0.0,0.0,0.0,0.0,8.0
82811ffffffffff,56.0,0.0,0.0,0.0,0.0,3.0
828127fffffffff,419.0,0.0,0.0,0.0,0.0,0.0
82812ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,290.0,0.0,0.0,0.0,0.0,22.0
828147fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82814ffffffffff,53.0,0.0,0.0,0.0,0.0,0.0
82815ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828187fffffffff,198.0,0.0,0.0,0.0,0.0,45.0
82818ffffffffff,270.0,0.0,0.0,0.0,0.0,83.0
82819ffffffffff,84.0,0.0,0.0,0.0,0.0,34.0
8281a7fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8281affffffffff,275.0,0.0,0.0,0.0,0.0,31.0
828a47fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
828a57fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828a6ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
828a77fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
828a87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828a8ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
828a9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828aaffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,115.0,0.0,20.0,0.0,0.0,0.0
828af7fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
828b4ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828b6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,110.0,0.0,0.0,0.0,28.0,0.0
828f4ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82a85ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82a88ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0
82a89ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82a8f7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
