cell_id,Pterocles exustus,Pterocles exustus [exustus Group],Pterocles exustus erlangeri,Pterocles exustus hindustan
832c93fffffffff,87.0,0.0,0.0,0.0
833cadfffffffff,2.0,0.0,0.0,0.0
833d32fffffffff,2.0,0.0,0.0,0.0
833d36fffffffff,3.0,0.0,0.0,0.0
833d85fffffffff,6.0,0.0,0.0,2.0
833d8bfffffffff,2.0,0.0,0.0,0.0
833da6fffffffff,6.0,0.0,0.0,0.0
833db3fffffffff,29.0,0.0,0.0,0.0
833e71fffffffff,2.0,2.0,0.0,0.0
834231fffffffff,7.0,0.0,0.0,0.0
834251fffffffff,30.0,0.0,0.0,0.0
834253fffffffff,33.0,0.0,0.0,5.0
834258fffffffff,4.0,0.0,0.0,0.0
834259fffffffff,3.0,0.0,0.0,1.0
83425afffffffff,1.0,0.0,0.0,1.0
8342c0fffffffff,2.0,0.0,0.0,0.0
8342c1fffffffff,7.0,0.0,0.0,6.0
8342c4fffffffff,6.0,0.0,0.0,4.0
8342cefffffffff,3.0,0.0,0.0,0.0
8342d9fffffffff,3.0,0.0,0.0,0.0
8342ddfffffffff,2.0,0.0,0.0,0.0
8342eafffffffff,4.0,0.0,0.0,0.0
834310fffffffff,2.0,0.0,0.0,0.0
8343a1fffffffff,3.0,0.0,0.0,0.0
8343aefffffffff,2.0,0.0,1.0,0.0
835289fffffffff,2.0,0.0,0.0,0.0
83536afffffffff,2.0,0.0,2.0,0.0
8354adfffffffff,4.0,0.0,0.0,0.0
835d10fffffffff,38.0,0.0,0.0,0.0
836010fffffffff,3.0,0.0,0.0,0.0
836012fffffffff,2.0,0.0,0.0,0.0
836014fffffffff,15.0,0.0,0.0,0.0
836016fffffffff,139.0,0.0,0.0,0.0
836026fffffffff,78.0,0.0,0.0,2.0
836030fffffffff,13.0,0.0,0.0,0.0
836033fffffffff,216.0,0.0,0.0,0.0
836034fffffffff,3.0,0.0,0.0,0.0
836036fffffffff,25.0,0.0,0.0,0.0
836081fffffffff,4.0,0.0,0.0,0.0
836084fffffffff,40.0,0.0,0.0,0.0
836085fffffffff,6.0,0.0,0.0,0.0
836086fffffffff,2.0,0.0,0.0,0.0
83608efffffffff,15.0,0.0,0.0,0.0
8360a0fffffffff,114.0,0.0,0.0,0.0
8360a1fffffffff,10.0,0.0,0.0,0.0
8360a2fffffffff,7.0,0.0,0.0,0.0
8360a3fffffffff,34.0,0.0,0.0,0.0
8360a4fffffffff,2.0,0.0,0.0,0.0
8360a5fffffffff,13.0,0.0,0.0,0.0
8360a8fffffffff,12.0,0.0,0.0,0.0
8360aafffffffff,32.0,0.0,0.0,0.0
8360acfffffffff,2.0,0.0,0.0,0.0
8360aefffffffff,5.0,0.0,0.0,0.0
8360b1fffffffff,7.0,0.0,0.0,0.0
8360b4fffffffff,1.0,0.0,0.0,0.0
83611bfffffffff,32.0,0.0,0.0,2.0
836188fffffffff,73.0,0.0,0.0,0.0
83618afffffffff,7.0,0.0,0.0,0.0
83618bfffffffff,1.0,0.0,0.0,0.0
837a40fffffffff,4.0,3.0,0.0,0.0
837a41fffffffff,5.0,0.0,0.0,0.0
837a61fffffffff,1.0,1.0,0.0,0.0
837a6efffffffff,2.0,0.0,0.0,0.0
837ad9fffffffff,5.0,2.0,0.0,0.0
