cell_id,Haemorhous mexicanus,Haemorhous mexicanus [mexicanus Group],Haemorhous mexicanus mcgregori
831218fffffffff,1.0,0.0,0.0
83121bfffffffff,6.0,0.0,0.0
83121efffffffff,7.0,0.0,0.0
831243fffffffff,2.0,0.0,0.0
83124afffffffff,1.0,0.0,0.0
831250fffffffff,5.0,0.0,0.0
831251fffffffff,4.0,0.0,0.0
831252fffffffff,31.0,0.0,0.0
831253fffffffff,16.0,0.0,0.0
831258fffffffff,2.0,0.0,0.0
831259fffffffff,1208.0,0.0,0.0
83125afffffffff,2.0,0.0,0.0
83125bfffffffff,15.0,0.0,0.0
83125dfffffffff,3.0,0.0,0.0
83125efffffffff,6.0,0.0,0.0
831288fffffffff,1.0,0.0,0.0
831289fffffffff,139.0,0.0,0.0
83128cfffffffff,1.0,0.0,0.0
83128dfffffffff,75.0,0.0,0.0
83129bfffffffff,35.0,0.0,0.0
8312aafffffffff,4.0,0.0,0.0
8312abfffffffff,55.0,0.0,0.0
8312c0fffffffff,12.0,0.0,0.0
8312c1fffffffff,260.0,0.0,0.0
8312c2fffffffff,21.0,0.0,0.0
8312c3fffffffff,140.0,0.0,0.0
8312c4fffffffff,1.0,0.0,0.0
8312c5fffffffff,6.0,0.0,0.0
8312c8fffffffff,615.0,0.0,0.0
8312c9fffffffff,237.0,0.0,0.0
8312cafffffffff,249.0,0.0,0.0
8312cbfffffffff,25.0,0.0,0.0
8312ccfffffffff,16060.0,0.0,0.0
8312cdfffffffff,84.0,0.0,0.0
8312cefffffffff,43.0,0.0,0.0
8312d0fffffffff,352.0,0.0,0.0
8312d1fffffffff,4337.0,0.0,0.0
8312d2fffffffff,27.0,0.0,0.0
8312d3fffffffff,1180.0,0.0,0.0
8312d4fffffffff,11.0,0.0,0.0
8312d5fffffffff,63.0,0.0,0.0
8312d6fffffffff,228.0,0.0,0.0
8312d8fffffffff,808.0,0.0,0.0
8312d9fffffffff,527.0,0.0,0.0
8312dafffffffff,323.0,0.0,0.0
8312dbfffffffff,2487.0,0.0,0.0
8312dcfffffffff,812.0,0.0,0.0
8312ddfffffffff,3981.0,0.0,0.0
8312defffffffff,2629.0,0.0,0.0
8312e1fffffffff,2195.0,0.0,0.0
8312e2fffffffff,1.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0
8312e8fffffffff,9.0,0.0,0.0
8312eafffffffff,260.0,0.0,0.0
8312ebfffffffff,60.0,0.0,0.0
8312ecfffffffff,2629.0,0.0,0.0
8312edfffffffff,2.0,0.0,0.0
8312eefffffffff,191.0,0.0,0.0
8312f1fffffffff,3.0,0.0,0.0
8312f2fffffffff,4.0,0.0,0.0
8312f6fffffffff,315.0,0.0,0.0
831edafffffffff,85.0,0.0,0.0
832600fffffffff,222.0,0.0,0.0
832601fffffffff,468.0,0.0,0.0
832602fffffffff,62.0,0.0,0.0
832603fffffffff,616.0,9.0,0.0
832604fffffffff,108.0,0.0,0.0
832605fffffffff,429.0,0.0,0.0
832606fffffffff,11.0,0.0,0.0
832608fffffffff,568.0,12.0,0.0
832609fffffffff,45.0,0.0,0.0
83260afffffffff,2134.0,0.0,0.0
83260bfffffffff,563.0,0.0,0.0
83260cfffffffff,74.0,0.0,0.0
83260dfffffffff,684.0,0.0,0.0
83260efffffffff,832.0,46.0,0.0
832610fffffffff,87.0,0.0,0.0
832611fffffffff,119.0,1.0,0.0
832612fffffffff,96.0,0.0,0.0
832613fffffffff,19.0,0.0,0.0
832614fffffffff,4.0,0.0,0.0
832615fffffffff,29.0,0.0,0.0
832616fffffffff,245.0,0.0,0.0
832618fffffffff,569.0,0.0,0.0
832619fffffffff,132.0,0.0,0.0
83261afffffffff,259.0,0.0,0.0
83261bfffffffff,148.0,0.0,0.0
83261cfffffffff,110.0,0.0,0.0
83261dfffffffff,61.0,0.0,0.0
83261efffffffff,85.0,0.0,0.0
832620fffffffff,1069.0,0.0,0.0
832621fffffffff,2684.0,0.0,0.0
832622fffffffff,106.0,0.0,0.0
832623fffffffff,268.0,0.0,0.0
832624fffffffff,143.0,0.0,0.0
832625fffffffff,467.0,0.0,0.0
832626fffffffff,1819.0,0.0,0.0
832628fffffffff,210.0,0.0,0.0
832629fffffffff,382.0,0.0,0.0
83262afffffffff,58.0,0.0,0.0
83262bfffffffff,1177.0,0.0,0.0
83262cfffffffff,9111.0,0.0,0.0
83262dfffffffff,902.0,0.0,0.0
83262efffffffff,401.0,0.0,0.0
832630fffffffff,61.0,0.0,0.0
832631fffffffff,69.0,0.0,0.0
832632fffffffff,5.0,0.0,0.0
832633fffffffff,194.0,0.0,0.0
832634fffffffff,520.0,0.0,0.0
832635fffffffff,121.0,0.0,0.0
832636fffffffff,386.0,0.0,0.0
832640fffffffff,2101.0,0.0,0.0
832641fffffffff,1110.0,0.0,0.0
832642fffffffff,613.0,0.0,0.0
832643fffffffff,1146.0,0.0,0.0
832644fffffffff,304.0,0.0,0.0
832645fffffffff,139.0,0.0,0.0
832646fffffffff,4172.0,0.0,0.0
832648fffffffff,764.0,0.0,0.0
832649fffffffff,2492.0,0.0,0.0
83264afffffffff,4469.0,0.0,0.0
83264bfffffffff,357.0,0.0,0.0
83264cfffffffff,1770.0,0.0,0.0
