cell_id,Dryobates pubescens,Dryobates pubescens pubescens/medianus,Dryobates pubescens leucurus/glacialis,Dryobates pubescens gairdnerii/turati
832644fffffffff,4.0,0.0,0.0,0.0
832646fffffffff,29.0,3.0,0.0,0.0
832648fffffffff,53.0,48.0,0.0,0.0
832649fffffffff,5.0,4.0,0.0,0.0
83264afffffffff,37.0,34.0,0.0,0.0
83264bfffffffff,16.0,14.0,0.0,0.0
83264cfffffffff,110.0,102.0,0.0,0.0
83264dfffffffff,53.0,44.0,0.0,0.0
83264efffffffff,42.0,30.0,0.0,0.0
832652fffffffff,1.0,0.0,0.0,0.0
832653fffffffff,3.0,0.0,0.0,0.0
832654fffffffff,1.0,0.0,0.0,0.0
832655fffffffff,5.0,0.0,0.0,0.0
832656fffffffff,50.0,10.0,0.0,0.0
832658fffffffff,2.0,2.0,0.0,0.0
832659fffffffff,34.0,30.0,0.0,0.0
83265dfffffffff,2.0,2.0,0.0,0.0
83265efffffffff,2.0,2.0,0.0,0.0
832664fffffffff,25.0,2.0,0.0,0.0
832666fffffffff,15.0,0.0,0.0,0.0
832669fffffffff,10.0,0.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0,0.0
83266bfffffffff,1.0,0.0,0.0,0.0
83266efffffffff,1.0,0.0,0.0,0.0
832672fffffffff,2.0,2.0,0.0,0.0
832674fffffffff,2.0,0.0,0.0,0.0
832675fffffffff,1.0,0.0,0.0,0.0
832680fffffffff,18.0,0.0,0.0,0.0
832681fffffffff,167.0,17.0,0.0,0.0
832683fffffffff,2.0,0.0,0.0,0.0
832685fffffffff,5.0,1.0,0.0,0.0
832688fffffffff,15.0,8.0,0.0,0.0
832689fffffffff,22.0,10.0,9.0,0.0
83268afffffffff,4.0,0.0,0.0,0.0
83268bfffffffff,7.0,6.0,0.0,0.0
83268cfffffffff,261.0,206.0,16.0,0.0
83268dfffffffff,13.0,0.0,9.0,0.0
83268efffffffff,2.0,0.0,0.0,0.0
832690fffffffff,9.0,0.0,0.0,0.0
832694fffffffff,3.0,0.0,1.0,0.0
832695fffffffff,2.0,0.0,0.0,0.0
832696fffffffff,147.0,0.0,40.0,0.0
832698fffffffff,2.0,0.0,0.0,0.0
83269dfffffffff,1.0,0.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0
8326a1fffffffff,5.0,2.0,0.0,0.0
8326a8fffffffff,18.0,1.0,1.0,0.0
8326a9fffffffff,4.0,3.0,0.0,0.0
8326aafffffffff,76.0,36.0,16.0,2.0
8326abfffffffff,9.0,0.0,3.0,0.0
8326adfffffffff,3.0,0.0,0.0,0.0
8326aefffffffff,3.0,3.0,0.0,0.0
8326b0fffffffff,2.0,0.0,2.0,0.0
8326b6fffffffff,1.0,0.0,1.0,0.0
8326c2fffffffff,2.0,2.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0,0.0
8326c8fffffffff,3.0,1.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0
8326d0fffffffff,1.0,0.0,0.0,0.0
8326d1fffffffff,6.0,0.0,0.0,0.0
8326d2fffffffff,2.0,2.0,0.0,0.0
8326d3fffffffff,18.0,4.0,2.0,0.0
8326d4fffffffff,10.0,0.0,9.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0
8326d6fffffffff,30.0,13.0,2.0,0.0
8326d8fffffffff,1.0,0.0,0.0,0.0
8326defffffffff,13.0,0.0,0.0,0.0
8326e1fffffffff,1.0,0.0,0.0,0.0
8326e2fffffffff,5.0,0.0,0.0,0.0
8326e5fffffffff,4.0,4.0,0.0,0.0
8326e6fffffffff,2.0,0.0,0.0,0.0
8326edfffffffff,3.0,0.0,0.0,0.0
8326f2fffffffff,33.0,9.0,17.0,0.0
8326f6fffffffff,3.0,0.0,0.0,0.0
832709fffffffff,12.0,0.0,0.0,0.0
832740fffffffff,6.0,0.0,0.0,0.0
832741fffffffff,54.0,0.0,0.0,0.0
832743fffffffff,4.0,0.0,0.0,0.0
832744fffffffff,11.0,1.0,0.0,0.0
832745fffffffff,10.0,1.0,0.0,0.0
832746fffffffff,5.0,0.0,0.0,0.0
832748fffffffff,913.0,0.0,0.0,0.0
832749fffffffff,165.0,0.0,0.0,0.0
83274afffffffff,32.0,0.0,0.0,0.0
83274bfffffffff,48.0,0.0,0.0,0.0
83274cfffffffff,39.0,0.0,0.0,0.0
83274dfffffffff,276.0,1.0,0.0,0.0
83274efffffffff,68.0,0.0,0.0,0.0
832752fffffffff,3.0,2.0,0.0,0.0
832754fffffffff,3.0,1.0,0.0,0.0
832756fffffffff,5.0,3.0,0.0,0.0
832758fffffffff,32.0,0.0,0.0,0.0
832759fffffffff,24.0,9.0,0.0,0.0
83275afffffffff,5.0,0.0,0.0,0.0
83275bfffffffff,8.0,0.0,0.0,0.0
83275cfffffffff,5.0,0.0,0.0,0.0
83275dfffffffff,17.0,0.0,0.0,0.0
83275efffffffff,6.0,0.0,0.0,0.0
832763fffffffff,31.0,1.0,0.0,0.0
83276afffffffff,23.0,1.0,0.0,0.0
83276bfffffffff,59.0,1.0,0.0,0.0
83276efffffffff,18.0,2.0,0.0,0.0
832770fffffffff,4.0,0.0,0.0,0.0
832771fffffffff,15.0,0.0,0.0,0.0
832773fffffffff,5.0,0.0,0.0,0.0
832780fffffffff,2.0,1.0,0.0,0.0
83278bfffffffff,2.0,2.0,0.0,0.0
832790fffffffff,3.0,0.0,1.0,0.0
832795fffffffff,2.0,0.0,0.0,0.0
83279cfffffffff,1.0,1.0,0.0,0.0
83279efffffffff,2.0,2.0,0.0,0.0
8327a0fffffffff,3.0,0.0,0.0,0.0
8327aafffffffff,1.0,0.0,0.0,0.0
8327aefffffffff,2.0,0.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0,0.0
832806fffffffff,4.0,0.0,0.0,3.0
832814fffffffff,61.0,0.0,0.0,57.0
832815fffffffff,39.0,0.0,0.0,0.0
832818fffffffff,4.0,0.0,0.0,4.0
83281bfffffffff,2.0,0.0,0.0,0.0
83281efffffffff,15.0,0.0,0.0,2.0
832830fffffffff,153.0,0.0,0.0,20.0
832832fffffffff,729.0,0.0,0.0,727.0
832833fffffffff,1.0,0.0,0.0,0.0
832834fffffffff,25.0,0.0,0.0,8.0
832835fffffffff,26.0,0.0,0.0,0.0
832836fffffffff,2482.0,0.0,0.0,0.0
832880fffffffff,5.0,0.0,3.0,0.0
832881fffffffff,5.0,0.0,5.0,0.0
832884fffffffff,53.0,0.0,2.0,0.0
832888fffffffff,17.0,0.0,4.0,1.0
832889fffffffff,3.0,0.0,2.0,1.0
83288bfffffffff,3.0,0.0,3.0,0.0
83288cfffffffff,11.0,0.0,10.0,0.0
83288dfffffffff,6.0,0.0,6.0,0.0
83288efffffffff,9.0,0.0,8.0,0.0
832892fffffffff,2.0,0.0,0.0,0.0
832893fffffffff,4.0,0.0,4.0,0.0
832894fffffffff,11.0,0.0,2.0,0.0
832898fffffffff,7.0,0.0,2.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0
83289bfffffffff,2.0,0.0,2.0,0.0
83289cfffffffff,1.0,0.0,0.0,0.0
8328a1fffffffff,1.0,0.0,0.0,0.0
8328a9fffffffff,2.0,0.0,2.0,0.0
8328b5fffffffff,2.0,0.0,2.0,0.0
8328b6fffffffff,10.0,0.0,2.0,0.0
8328c6fffffffff,3.0,0.0,0.0,2.0
8328d0fffffffff,1.0,0.0,0.0,1.0
8328d1fffffffff,1.0,0.0,0.0,0.0
8328d4fffffffff,4.0,0.0,0.0,4.0
8328d5fffffffff,3.0,0.0,0.0,2.0
8328defffffffff,5.0,0.0,0.0,4.0
8328f0fffffffff,6.0,0.0,0.0,1.0
8328f1fffffffff,8.0,0.0,0.0,6.0
8328f2fffffffff,28.0,0.0,14.0,10.0
8328f3fffffffff,2.0,0.0,0.0,2.0
8328f4fffffffff,13.0,0.0,0.0,4.0
8328f6fffffffff,4.0,0.0,4.0,0.0
83291afffffffff,7.0,0.0,0.0,3.0
832982fffffffff,2.0,0.0,0.0,0.0
832986fffffffff,26.0,0.0,0.0,0.0
832988fffffffff,2.0,0.0,2.0,0.0
832989fffffffff,18.0,0.0,0.0,17.0
83298cfffffffff,189.0,0.0,0.0,0.0
83298dfffffffff,41.0,0.0,1.0,0.0
832990fffffffff,12.0,0.0,0.0,0.0
832992fffffffff,2.0,0.0,2.0,0.0
832993fffffffff,2.0,0.0,2.0,0.0
832994fffffffff,2.0,0.0,2.0,0.0
832995fffffffff,19.0,0.0,0.0,0.0
83299cfffffffff,1.0,0.0,0.0,0.0
8329a0fffffffff,17.0,0.0,0.0,0.0
8329a1fffffffff,3.0,0.0,0.0,3.0
8329a4fffffffff,23.0,0.0,0.0,4.0
8329a5fffffffff,3.0,0.0,0.0,2.0
8329a9fffffffff,6.0,0.0,0.0,2.0
8329abfffffffff,2.0,0.0,0.0,0.0
8329adfffffffff,5.0,0.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0,0.0
8329b2fffffffff,25.0,0.0,3.0,0.0
8329b6fffffffff,3.0,0.0,0.0,0.0
832a04fffffffff,2.0,2.0,0.0,0.0
832a06fffffffff,2.0,0.0,0.0,0.0
832a10fffffffff,150.0,36.0,0.0,0.0
832a12fffffffff,4826.0,102.0,0.0,0.0
832a13fffffffff,5120.0,229.0,0.0,0.0
832a14fffffffff,24.0,4.0,0.0,0.0
832a15fffffffff,4.0,0.0,0.0,0.0
832a16fffffffff,59.0,5.0,0.0,0.0
832a22fffffffff,1.0,1.0,0.0,0.0
832a30fffffffff,69.0,24.0,0.0,0.0
832a31fffffffff,23.0,5.0,0.0,0.0
832a32fffffffff,60.0,58.0,0.0,0.0
832a33fffffffff,29.0,15.0,0.0,0.0
832a34fffffffff,36.0,26.0,0.0,0.0
832a36fffffffff,9.0,9.0,0.0,0.0
832a4cfffffffff,2.0,0.0,0.0,0.0
832a84fffffffff,6.0,4.0,0.0,0.0
832a8bfffffffff,6.0,2.0,0.0,0.0
832a8cfffffffff,5.0,0.0,0.0,0.0
832a90fffffffff,4.0,4.0,0.0,0.0
832a92fffffffff,2.0,0.0,0.0,0.0
832a93fffffffff,2.0,0.0,0.0,0.0
832a94fffffffff,4.0,4.0,0.0,0.0
832a95fffffffff,5.0,2.0,0.0,0.0
832a9afffffffff,2.0,2.0,0.0,0.0
832a9bfffffffff,1.0,1.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0
832a9efffffffff,2.0,0.0,0.0,0.0
832aa0fffffffff,1.0,1.0,0.0,0.0
832aa1fffffffff,34.0,10.0,0.0,0.0
832aa2fffffffff,16.0,4.0,0.0,0.0
832aa3fffffffff,3.0,0.0,0.0,0.0
832aa4fffffffff,22.0,7.0,0.0,0.0
832aa5fffffffff,15.0,14.0,0.0,0.0
832aa6fffffffff,7.0,7.0,0.0,0.0
832aa8fffffffff,39.0,8.0,0.0,0.0
832aa9fffffffff,10.0,1.0,0.0,0.0
832aaafffffffff,33.0,4.0,0.0,0.0
832aacfffffffff,7265.0,1402.0,0.0,0.0
832aadfffffffff,21.0,8.0,0.0,0.0
832aaefffffffff,40.0,9.0,0.0,0.0
832ab0fffffffff,6.0,0.0,0.0,0.0
832ab1fffffffff,5.0,0.0,0.0,0.0
832ab2fffffffff,942.0,16.0,0.0,0.0
832ab4fffffffff,34.0,32.0,0.0,0.0
832ab5fffffffff,376.0,352.0,0.0,0.0
832ab6fffffffff,24.0,0.0,0.0,0.0
832ad0fffffffff,2.0,2.0,0.0,0.0
832ad5fffffffff,2.0,2.0,0.0,0.0
832af3fffffffff,2.0,2.0,0.0,0.0
832af6fffffffff,7.0,0.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0,0.0
832b0afffffffff,3.0,0.0,0.0,0.0
832b12fffffffff,1.0,0.0,0.0,0.0
832b16fffffffff,6.0,0.0,0.0,0.0
832b1afffffffff,7.0,5.0,0.0,0.0
832b1cfffffffff,1.0,1.0,0.0,0.0
832b21fffffffff,2.0,2.0,0.0,0.0
832b23fffffffff,1.0,1.0,0.0,0.0
832b24fffffffff,2.0,0.0,0.0,0.0
832b25fffffffff,13.0,0.0,0.0,0.0
832b2efffffffff,1.0,1.0,0.0,0.0
832b80fffffffff,5.0,0.0,0.0,0.0
832b81fffffffff,4.0,2.0,0.0,0.0
832b83fffffffff,8.0,7.0,0.0,0.0
832b84fffffffff,2.0,0.0,0.0,0.0
832b85fffffffff,1.0,0.0,0.0,0.0
832b88fffffffff,57.0,0.0,0.0,0.0
832b89fffffffff,351.0,16.0,0.0,0.0
832b8afffffffff,1.0,1.0,0.0,0.0
832b8bfffffffff,29.0,1.0,0.0,0.0
832b8cfffffffff,69.0,8.0,0.0,0.0
832b8dfffffffff,75.0,2.0,0.0,0.0
832b98fffffffff,2.0,0.0,0.0,0.0
832b99fffffffff,9.0,9.0,0.0,0.0
832b9bfffffffff,40.0,6.0,0.0,0.0
832b9dfffffffff,12.0,0.0,0.0,0.0
832ba5fffffffff,1.0,0.0,0.0,0.0
832ba8fffffffff,69.0,52.0,0.0,0.0
832ba9fffffffff,5.0,5.0,0.0,0.0
832baafffffffff,173.0,13.0,0.0,0.0
832babfffffffff,44.0,23.0,0.0,0.0
832bacfffffffff,13.0,3.0,0.0,0.0
832badfffffffff,3.0,1.0,0.0,0.0
832baefffffffff,3.0,2.0,0.0,0.0
832bb2fffffffff,2.0,2.0,0.0,0.0
834412fffffffff,4.0,0.0,0.0,0.0
834413fffffffff,2.0,0.0,0.0,0.0
83441afffffffff,27.0,22.0,0.0,0.0
83441bfffffffff,2.0,2.0,0.0,0.0
834440fffffffff,11.0,0.0,0.0,0.0
834444fffffffff,3.0,0.0,0.0,0.0
834445fffffffff,1.0,0.0,0.0,0.0
834446fffffffff,6.0,0.0,0.0,0.0
834449fffffffff,1.0,0.0,0.0,0.0
83444cfffffffff,1.0,0.0,0.0,0.0
834452fffffffff,21.0,20.0,0.0,0.0
834456fffffffff,12.0,10.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,14.0,6.0,0.0,0.0
83446dfffffffff,3.0,0.0,0.0,0.0
834473fffffffff,1.0,0.0,0.0,0.0
8344a8fffffffff,4.0,2.0,0.0,0.0
8344a9fffffffff,4.0,3.0,0.0,0.0
8344abfffffffff,2.0,2.0,0.0,0.0
8344adfffffffff,5.0,5.0,0.0,0.0
8344aefffffffff,2.0,2.0,0.0,0.0
8344c1fffffffff,5.0,0.0,0.0,0.0
8344c2fffffffff,1.0,0.0,0.0,0.0
8344c3fffffffff,2.0,2.0,0.0,0.0
8344c8fffffffff,3.0,2.0,0.0,0.0
8344c9fffffffff,2.0,0.0,0.0,0.0
8344cafffffffff,24.0,24.0,0.0,0.0
8344cbfffffffff,18.0,14.0,0.0,0.0
8344cdfffffffff,7.0,7.0,0.0,0.0
8344d0fffffffff,3.0,2.0,0.0,0.0
8344d1fffffffff,3.0,2.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0,0.0
8344d9fffffffff,14.0,14.0,0.0,0.0
8344ddfffffffff,8.0,4.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0,0.0
8344e0fffffffff,22.0,22.0,0.0,0.0
8344e1fffffffff,12.0,12.0,0.0,0.0
8344e4fffffffff,6.0,3.0,0.0,0.0
8344e5fffffffff,21.0,21.0,0.0,0.0
8344e6fffffffff,15.0,15.0,0.0,0.0
8344eefffffffff,2.0,0.0,0.0,0.0
8344f0fffffffff,35.0,33.0,0.0,0.0
8344f3fffffffff,5.0,2.0,0.0,0.0
8344f4fffffffff,27.0,20.0,0.0,0.0
8344f5fffffffff,27.0,21.0,0.0,0.0
8344f6fffffffff,15.0,14.0,0.0,0.0
83484afffffffff,3.0,0.0,0.0,0.0
834883fffffffff,5.0,0.0,0.0,0.0
83488bfffffffff,5.0,0.0,0.0,0.0
834890fffffffff,49.0,0.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0,0.0
834893fffffffff,13.0,4.0,0.0,0.0
834895fffffffff,45.0,0.0,0.0,0.0
834899fffffffff,2.0,2.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0,0.0
83489cfffffffff,4.0,0.0,0.0,0.0
83489efffffffff,7.0,0.0,0.0,0.0
8348abfffffffff,2.0,0.0,0.0,0.0
8348b2fffffffff,1.0,1.0,0.0,0.0
8348c0fffffffff,53.0,0.0,7.0,0.0
8348c1fffffffff,23.0,0.0,0.0,0.0
8348c5fffffffff,3.0,0.0,0.0,0.0
8348c6fffffffff,2.0,0.0,0.0,0.0
8348ccfffffffff,4.0,0.0,0.0,0.0
8348cdfffffffff,4.0,0.0,0.0,0.0
8348d0fffffffff,1.0,0.0,0.0,0.0
8348d1fffffffff,22.0,0.0,3.0,0.0
8348d2fffffffff,2.0,2.0,0.0,0.0
8348d3fffffffff,4.0,2.0,2.0,0.0
8348d4fffffffff,5.0,1.0,0.0,0.0
8348d8fffffffff,23.0,0.0,23.0,0.0
8348eafffffffff,1.0,0.0,0.0,0.0
8348ebfffffffff,6.0,0.0,1.0,0.0
8348eefffffffff,13.0,0.0,1.0,0.0
8348f2fffffffff,5.0,0.0,0.0,0.0
8348f3fffffffff,3.0,0.0,0.0,0.0
