cell_id,Leptotila verreauxi,Leptotila verreauxi [verreauxi Group],Leptotila verreauxi decolor,Leptotila verreauxi [brasiliensis Group]
834982fffffffff,2.0,0.0,0.0,0.0
834985fffffffff,23.0,0.0,0.0,0.0
834986fffffffff,159.0,57.0,0.0,0.0
834988fffffffff,33.0,0.0,0.0,0.0
83498cfffffffff,61.0,0.0,0.0,0.0
83498dfffffffff,3.0,1.0,0.0,0.0
834990fffffffff,133.0,8.0,0.0,0.0
834991fffffffff,57.0,4.0,0.0,0.0
834992fffffffff,22.0,5.0,0.0,0.0
834993fffffffff,8.0,0.0,0.0,0.0
834994fffffffff,70.0,0.0,0.0,0.0
834995fffffffff,6.0,2.0,0.0,0.0
834996fffffffff,3335.0,641.0,0.0,0.0
834998fffffffff,545.0,0.0,0.0,0.0
83499bfffffffff,58.0,0.0,0.0,0.0
83499cfffffffff,134.0,0.0,0.0,0.0
83499dfffffffff,14.0,0.0,0.0,0.0
83499efffffffff,134.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0
8349a2fffffffff,113.0,0.0,0.0,0.0
8349a3fffffffff,44.0,0.0,0.0,0.0
8349a8fffffffff,942.0,26.0,0.0,0.0
8349a9fffffffff,1567.0,69.0,0.0,0.0
8349aafffffffff,393.0,16.0,0.0,0.0
8349abfffffffff,217.0,4.0,0.0,0.0
8349acfffffffff,8.0,0.0,0.0,0.0
8349adfffffffff,71.0,8.0,0.0,0.0
8349aefffffffff,25.0,0.0,0.0,0.0
8349b0fffffffff,23.0,0.0,0.0,0.0
8349b1fffffffff,59.0,0.0,0.0,0.0
8349b2fffffffff,39.0,2.0,0.0,0.0
8349b3fffffffff,1143.0,92.0,0.0,0.0
8349b5fffffffff,232.0,0.0,0.0,0.0
8349b6fffffffff,22.0,2.0,0.0,0.0
835f00fffffffff,1.0,0.0,0.0,0.0
835f01fffffffff,1.0,0.0,0.0,0.0
835f02fffffffff,6.0,0.0,0.0,0.0
835f03fffffffff,3.0,0.0,0.0,0.0
835f06fffffffff,2.0,0.0,0.0,0.0
835f08fffffffff,104.0,0.0,0.0,0.0
835f09fffffffff,66.0,0.0,0.0,0.0
835f0bfffffffff,32.0,0.0,0.0,0.0
835f0dfffffffff,22.0,0.0,0.0,0.0
835f10fffffffff,3.0,0.0,0.0,0.0
835f11fffffffff,2.0,0.0,0.0,0.0
835f12fffffffff,12.0,0.0,0.0,0.0
835f13fffffffff,25.0,0.0,0.0,0.0
835f14fffffffff,6.0,0.0,0.0,0.0
835f16fffffffff,6.0,0.0,0.0,0.0
835f1cfffffffff,30.0,0.0,0.0,0.0
835f1efffffffff,23.0,0.0,0.0,0.0
835f28fffffffff,4.0,0.0,0.0,0.0
835f29fffffffff,421.0,0.0,0.0,1.0
835f2bfffffffff,324.0,0.0,0.0,0.0
835f2dfffffffff,145.0,0.0,0.0,0.0
835f40fffffffff,52.0,0.0,0.0,0.0
835f41fffffffff,34.0,0.0,0.0,0.0
835f42fffffffff,15.0,0.0,0.0,0.0
835f43fffffffff,3.0,0.0,0.0,0.0
835f46fffffffff,6.0,0.0,0.0,0.0
835f48fffffffff,21.0,0.0,0.0,0.0
835f49fffffffff,19.0,0.0,0.0,0.0
835f4afffffffff,71.0,0.0,0.0,0.0
835f4bfffffffff,209.0,6.0,0.0,0.0
835f4efffffffff,11.0,0.0,0.0,0.0
835f50fffffffff,8.0,0.0,0.0,0.0
835f56fffffffff,4.0,0.0,0.0,0.0
835f58fffffffff,426.0,0.0,0.0,0.0
835f59fffffffff,64.0,0.0,0.0,0.0
835f5afffffffff,1.0,0.0,0.0,0.0
835f5bfffffffff,1363.0,51.0,0.0,0.0
835f5dfffffffff,10.0,0.0,0.0,0.0
835f68fffffffff,51.0,3.0,0.0,0.0
835f6afffffffff,4.0,0.0,0.0,0.0
835f71fffffffff,6.0,0.0,0.0,0.0
835f75fffffffff,12.0,0.0,0.0,0.0
836600fffffffff,34.0,0.0,0.0,0.0
836601fffffffff,74.0,4.0,0.0,0.0
836602fffffffff,830.0,6.0,0.0,0.0
836603fffffffff,28.0,0.0,0.0,0.0
836604fffffffff,175.0,3.0,0.0,0.0
836605fffffffff,20.0,1.0,0.0,0.0
836606fffffffff,324.0,1.0,0.0,0.0
836608fffffffff,2650.0,36.0,0.0,0.0
836609fffffffff,60.0,0.0,0.0,0.0
83660afffffffff,890.0,19.0,0.0,0.0
83660bfffffffff,94.0,0.0,0.0,0.0
83660cfffffffff,181.0,2.0,0.0,0.0
83660dfffffffff,71.0,0.0,0.0,0.0
83660efffffffff,556.0,6.0,0.0,0.0
836610fffffffff,2154.0,250.0,0.0,0.0
836611fffffffff,393.0,2.0,0.0,0.0
836612fffffffff,140.0,1.0,0.0,0.0
836613fffffffff,1150.0,101.0,0.0,0.0
836615fffffffff,46.0,0.0,0.0,0.0
836616fffffffff,1470.0,134.0,0.0,0.0
836618fffffffff,509.0,25.0,0.0,0.0
836619fffffffff,2593.0,67.0,0.0,0.0
83661afffffffff,96.0,0.0,0.0,0.0
83661bfffffffff,954.0,5.0,0.0,0.0
83661cfffffffff,232.0,2.0,0.0,0.0
83661dfffffffff,245.0,4.0,0.0,0.0
83661efffffffff,393.0,0.0,0.0,0.0
836620fffffffff,5634.0,460.0,0.0,0.0
836621fffffffff,691.0,85.0,0.0,0.0
836622fffffffff,1978.0,195.0,0.0,0.0
836623fffffffff,85.0,16.0,0.0,0.0
836625fffffffff,1061.0,138.0,0.0,0.0
836628fffffffff,49.0,0.0,0.0,0.0
836629fffffffff,197.0,0.0,0.0,0.0
83662afffffffff,9.0,0.0,0.0,0.0
83662bfffffffff,93.0,0.0,0.0,0.0
83662cfffffffff,390.0,0.0,0.0,0.0
83662dfffffffff,88.0,1.0,0.0,0.0
83662efffffffff,162.0,8.0,0.0,0.0
836631fffffffff,781.0,7.0,0.0,0.0
836640fffffffff,6.0,0.0,0.0,0.0
836641fffffffff,65.0,4.0,0.0,0.0
836644fffffffff,4.0,0.0,0.0,0.0
836645fffffffff,3.0,0.0,0.0,0.0
836650fffffffff,18.0,0.0,0.0,0.0
836652fffffffff,223.0,0.0,0.0,0.0
836654fffffffff,249.0,0.0,0.0,0.0
836656fffffffff,398.0,2.0,0.0,0.0
83665afffffffff,1.0,0.0,0.0,0.0
83665efffffffff,8.0,0.0,0.0,0.0
836660fffffffff,2.0,0.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0,0.0
836662fffffffff,4.0,0.0,0.0,0.0
836663fffffffff,99.0,0.0,0.0,0.0
836664fffffffff,50.0,0.0,0.0,0.0
836666fffffffff,2.0,0.0,0.0,0.0
83666cfffffffff,5.0,0.0,0.0,0.0
836670fffffffff,63.0,0.0,0.0,0.0
836671fffffffff,6.0,0.0,0.0,0.0
836672fffffffff,313.0,0.0,0.0,0.0
836673fffffffff,102.0,0.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0,0.0
836675fffffffff,69.0,3.0,0.0,0.0
836676fffffffff,26.0,0.0,0.0,0.0
836684fffffffff,59.0,3.0,0.0,0.0
8366a0fffffffff,3304.0,186.0,0.0,0.0
8366a1fffffffff,1072.0,135.0,0.0,0.0
8366a2fffffffff,195.0,3.0,0.0,0.0
8366a3fffffffff,602.0,47.0,0.0,0.0
8366a5fffffffff,8360.0,516.0,0.0,0.0
8366a6fffffffff,9.0,0.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0,0.0
8366aefffffffff,51.0,0.0,0.0,0.0
8366b0fffffffff,2901.0,0.0,0.0,0.0
8366b1fffffffff,87.0,9.0,0.0,0.0
8366b4fffffffff,7967.0,0.0,0.0,0.0
8366b5fffffffff,6928.0,115.0,0.0,0.0
8366b6fffffffff,337.0,0.0,0.0,0.0
8366c0fffffffff,97.0,0.0,0.0,0.0
8366c2fffffffff,118.0,0.0,0.0,0.0
8366c4fffffffff,440.0,13.0,0.0,0.0
8366c5fffffffff,5.0,0.0,0.0,0.0
8366c6fffffffff,1146.0,24.0,0.0,0.0
8366cdfffffffff,5.0,0.0,0.0,0.0
8366cefffffffff,6.0,0.0,0.0,0.0
8366d0fffffffff,204.0,0.0,0.0,0.0
8366d1fffffffff,76.0,0.0,0.0,0.0
8366d2fffffffff,123.0,0.0,5.0,0.0
8366d3fffffffff,5471.0,0.0,564.0,0.0
8366d4fffffffff,11.0,0.0,0.0,0.0
8366d5fffffffff,196.0,0.0,0.0,0.0
8366d6fffffffff,1.0,0.0,0.0,0.0
8366d8fffffffff,2.0,0.0,0.0,0.0
8366dafffffffff,4.0,0.0,0.0,0.0
8366dcfffffffff,97.0,0.0,0.0,5.0
8366ddfffffffff,4.0,0.0,0.0,0.0
8366defffffffff,21.0,0.0,4.0,0.0
8366e0fffffffff,1222.0,25.0,0.0,0.0
8366e1fffffffff,40.0,0.0,0.0,0.0
8366e2fffffffff,327.0,2.0,0.0,0.0
8366e3fffffffff,16.0,0.0,0.0,0.0
8366e4fffffffff,1616.0,34.0,0.0,0.0
8366e5fffffffff,636.0,4.0,0.0,0.0
8366e6fffffffff,3137.0,39.0,0.0,0.0
8366ecfffffffff,195.0,0.0,0.0,0.0
8366eefffffffff,7.0,0.0,0.0,0.0
8366f0fffffffff,56.0,0.0,0.0,0.0
8366f1fffffffff,1027.0,25.0,0.0,0.0
8366f3fffffffff,17.0,0.0,0.0,0.0
8366f5fffffffff,959.0,30.0,0.0,0.0
836741fffffffff,617.0,11.0,0.0,0.0
836742fffffffff,290.0,0.0,0.0,0.0
836743fffffffff,719.0,9.0,0.0,0.0
836744fffffffff,412.0,0.0,0.0,0.0
836746fffffffff,2067.0,0.0,0.0,0.0
836748fffffffff,3.0,0.0,0.0,0.0
83674afffffffff,224.0,17.0,0.0,0.0
83674bfffffffff,6.0,0.0,0.0,0.0
83674cfffffffff,1381.0,40.0,0.0,0.0
83674dfffffffff,4.0,0.0,0.0,0.0
83674efffffffff,573.0,18.0,0.0,0.0
836750fffffffff,6.0,0.0,0.0,0.0
836751fffffffff,223.0,2.0,0.0,0.0
836752fffffffff,229.0,0.0,0.0,0.0
836753fffffffff,603.0,0.0,0.0,0.0
836755fffffffff,984.0,7.0,0.0,0.0
836756fffffffff,91.0,0.0,0.0,0.0
836758fffffffff,29.0,0.0,0.0,0.0
836759fffffffff,102.0,5.0,0.0,0.0
83675afffffffff,262.0,6.0,0.0,0.0
83675bfffffffff,11.0,0.0,0.0,0.0
83675cfffffffff,916.0,1.0,0.0,0.0
83675dfffffffff,44.0,0.0,0.0,0.0
83675efffffffff,158.0,0.0,0.0,0.0
836769fffffffff,16.0,0.0,0.0,0.0
83676bfffffffff,9.0,0.0,0.0,0.0
836773fffffffff,231.0,0.0,0.0,0.0
83678bfffffffff,17.0,0.0,0.0,0.0
836792fffffffff,9.0,0.0,0.0,0.0
836793fffffffff,3.0,0.0,0.0,0.0
836794fffffffff,2.0,0.0,0.0,0.0
836796fffffffff,4.0,0.0,0.0,0.0
83679afffffffff,3365.0,0.0,0.0,0.0
83679bfffffffff,432.0,3.0,0.0,0.0
8367b2fffffffff,3.0,0.0,0.0,0.0
836d04fffffffff,417.0,52.0,0.0,0.0
836d05fffffffff,833.0,218.0,0.0,0.0
836d06fffffffff,69.0,3.0,0.0,0.0
836d14fffffffff,39.0,12.0,0.0,0.0
836d15fffffffff,753.0,118.0,0.0,0.0
836d20fffffffff,123.0,0.0,0.0,0.0
836d21fffffffff,254.0,35.0,0.0,0.0
836d22fffffffff,78.0,2.0,0.0,0.0
836d23fffffffff,965.0,121.0,0.0,0.0
836d24fffffffff,69.0,0.0,0.0,0.0
836d25fffffffff,143.0,12.0,0.0,0.0
836d26fffffffff,9.0,0.0,0.0,0.0
836d28fffffffff,1900.0,12.0,0.0,0.0
836d29fffffffff,2495.0,26.0,0.0,0.0
836d2afffffffff,371.0,26.0,0.0,0.0
836d2bfffffffff,3377.0,25.0,0.0,0.0
836d2cfffffffff,540.0,59.0,0.0,0.0
836d2dfffffffff,2961.0,83.0,0.0,0.0
836d2efffffffff,236.0,8.0,0.0,0.0
836d30fffffffff,523.0,67.0,0.0,0.0
836d31fffffffff,1084.0,147.0,0.0,0.0
836d32fffffffff,575.0,71.0,0.0,0.0
836d33fffffffff,771.0,129.0,0.0,0.0
836d34fffffffff,639.0,13.0,0.0,0.0
836d35fffffffff,317.0,6.0,0.0,0.0
836d36fffffffff,114.0,10.0,0.0,0.0
836d60fffffffff,693.0,0.0,0.0,0.0
836d61fffffffff,1452.0,0.0,0.0,0.0
836d62fffffffff,1.0,0.0,0.0,0.0
836d63fffffffff,60.0,0.0,0.0,0.0
836d64fffffffff,2191.0,3.0,0.0,0.0
836d65fffffffff,1322.0,0.0,0.0,0.0
836d66fffffffff,1044.0,0.0,0.0,0.0
836d68fffffffff,4668.0,0.0,0.0,0.0
836d69fffffffff,20940.0,0.0,0.0,0.0
836d6afffffffff,33.0,0.0,0.0,0.0
836d6bfffffffff,3186.0,0.0,0.0,0.0
836d6cfffffffff,160.0,0.0,0.0,0.0
836d6dfffffffff,2150.0,0.0,0.0,0.0
836d6efffffffff,716.0,0.0,0.0,0.0
836d74fffffffff,1472.0,0.0,0.0,0.0
836d75fffffffff,403.0,0.0,0.0,0.0
836d76fffffffff,41.0,0.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0,0.0
838002fffffffff,4.0,0.0,0.0,0.0
838005fffffffff,4.0,0.0,0.0,0.0
838006fffffffff,11.0,0.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0,0.0
83800cfffffffff,10.0,0.0,0.0,0.0
83800efffffffff,1.0,0.0,0.0,0.0
838010fffffffff,72.0,0.0,0.0,2.0
838011fffffffff,35.0,0.0,0.0,2.0
838014fffffffff,161.0,0.0,0.0,9.0
838015fffffffff,2.0,0.0,0.0,0.0
838016fffffffff,25.0,0.0,0.0,2.0
83801cfffffffff,2.0,0.0,0.0,0.0
838020fffffffff,2.0,0.0,0.0,0.0
838023fffffffff,1.0,0.0,0.0,0.0
838024fffffffff,7.0,0.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0,0.0
83802bfffffffff,4.0,0.0,0.0,2.0
83802cfffffffff,2.0,0.0,0.0,0.0
838030fffffffff,189.0,0.0,0.0,9.0
838032fffffffff,7.0,0.0,0.0,0.0
838035fffffffff,2.0,0.0,0.0,0.0
838036fffffffff,41.0,0.0,0.0,6.0
838040fffffffff,5.0,0.0,0.0,0.0
838044fffffffff,11.0,0.0,0.0,0.0
838046fffffffff,18.0,0.0,0.0,0.0
83804cfffffffff,2.0,0.0,0.0,1.0
838063fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,6.0,0.0,0.0,0.0
838066fffffffff,8.0,0.0,0.0,0.0
838068fffffffff,3.0,0.0,0.0,0.0
83806afffffffff,6.0,0.0,0.0,0.0
838071fffffffff,11.0,0.0,0.0,2.0
838073fffffffff,6.0,0.0,0.0,0.0
838074fffffffff,6.0,0.0,0.0,0.0
838075fffffffff,2.0,0.0,0.0,0.0
8380a4fffffffff,2.0,0.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0,0.0
838102fffffffff,68.0,0.0,0.0,4.0
838106fffffffff,20.0,0.0,0.0,0.0
838109fffffffff,11.0,0.0,0.0,0.0
83810afffffffff,2.0,0.0,0.0,0.0
83810efffffffff,3.0,0.0,0.0,0.0
838110fffffffff,4.0,0.0,0.0,1.0
838112fffffffff,7.0,0.0,0.0,2.0
838114fffffffff,13.0,0.0,0.0,2.0
838116fffffffff,27.0,0.0,0.0,0.0
838118fffffffff,5.0,0.0,0.0,0.0
838119fffffffff,7.0,0.0,0.0,0.0
83811afffffffff,2.0,0.0,0.0,0.0
83811efffffffff,13.0,0.0,0.0,0.0
838121fffffffff,104.0,0.0,0.0,0.0
838123fffffffff,3.0,0.0,0.0,0.0
838124fffffffff,149.0,0.0,0.0,7.0
83812bfffffffff,3.0,0.0,0.0,0.0
83812cfffffffff,7.0,0.0,0.0,0.0
83812dfffffffff,58.0,0.0,0.0,7.0
838130fffffffff,49.0,0.0,0.0,3.0
838132fffffffff,28.0,0.0,0.0,0.0
838133fffffffff,107.0,0.0,0.0,0.0
838134fffffffff,18.0,0.0,0.0,0.0
838136fffffffff,26.0,0.0,0.0,1.0
838140fffffffff,19.0,0.0,0.0,0.0
838141fffffffff,2.0,0.0,0.0,0.0
838142fffffffff,4.0,0.0,0.0,0.0
838143fffffffff,12.0,0.0,0.0,0.0
838144fffffffff,15.0,0.0,0.0,0.0
838145fffffffff,72.0,0.0,0.0,0.0
838146fffffffff,13.0,0.0,0.0,0.0
83814afffffffff,54.0,0.0,0.0,0.0
83814dfffffffff,55.0,0.0,0.0,0.0
83814efffffffff,24.0,0.0,0.0,0.0
838150fffffffff,2.0,0.0,0.0,0.0
838151fffffffff,1.0,0.0,0.0,0.0
838153fffffffff,1.0,0.0,0.0,0.0
838158fffffffff,1.0,0.0,0.0,0.0
83815afffffffff,8.0,0.0,0.0,1.0
83815cfffffffff,3.0,0.0,0.0,0.0
83815dfffffffff,20.0,0.0,0.0,0.0
83815efffffffff,2.0,0.0,0.0,0.0
838160fffffffff,1.0,0.0,0.0,0.0
838162fffffffff,64.0,0.0,0.0,0.0
838163fffffffff,80.0,0.0,0.0,0.0
838164fffffffff,4.0,0.0,0.0,0.0
838166fffffffff,6.0,0.0,0.0,0.0
838170fffffffff,4.0,0.0,0.0,0.0
838171fffffffff,302.0,0.0,0.0,0.0
838172fffffffff,6.0,0.0,0.0,0.0
838173fffffffff,3.0,0.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0,0.0
838175fffffffff,21.0,0.0,0.0,0.0
838176fffffffff,2.0,0.0,0.0,0.0
838180fffffffff,41.0,0.0,0.0,2.0
838181fffffffff,132.0,0.0,0.0,16.0
838183fffffffff,36.0,0.0,0.0,2.0
838185fffffffff,104.0,0.0,0.0,18.0
838188fffffffff,51.0,0.0,0.0,0.0
83818afffffffff,6.0,0.0,0.0,0.0
83818bfffffffff,10.0,0.0,0.0,0.0
83818cfffffffff,4.0,0.0,0.0,0.0
83818dfffffffff,12.0,0.0,0.0,0.0
83818efffffffff,19.0,0.0,0.0,0.0
838199fffffffff,2.0,0.0,0.0,0.0
83819dfffffffff,34.0,0.0,0.0,0.0
8381a1fffffffff,11.0,0.0,0.0,7.0
8381aafffffffff,3.0,0.0,0.0,0.0
8381acfffffffff,1.0,0.0,0.0,0.0
8381adfffffffff,46.0,0.0,0.0,0.0
838a00fffffffff,13.0,0.0,0.0,2.0
838a01fffffffff,4.0,0.0,0.0,2.0
838a05fffffffff,11.0,0.0,0.0,1.0
838a10fffffffff,2.0,0.0,0.0,0.0
838a12fffffffff,4.0,0.0,0.0,0.0
838a15fffffffff,5.0,0.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0,0.0
838a1bfffffffff,1.0,0.0,0.0,1.0
838a21fffffffff,7.0,0.0,0.0,0.0
838a24fffffffff,5.0,0.0,0.0,0.0
838a25fffffffff,3.0,0.0,0.0,0.0
838a2efffffffff,2.0,0.0,0.0,0.0
838a31fffffffff,11.0,0.0,0.0,2.0
838a33fffffffff,3.0,0.0,0.0,0.0
838a45fffffffff,120.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,1.0
838a63fffffffff,41.0,0.0,0.0,1.0
838a68fffffffff,13.0,0.0,0.0,0.0
838a69fffffffff,30.0,0.0,0.0,0.0
838a6dfffffffff,230.0,0.0,0.0,0.0
838a75fffffffff,11.0,0.0,0.0,0.0
838a80fffffffff,15.0,0.0,0.0,0.0
838a85fffffffff,2.0,0.0,0.0,0.0
838a8cfffffffff,13.0,0.0,0.0,0.0
838a8dfffffffff,4.0,0.0,0.0,0.0
838a8efffffffff,1.0,0.0,0.0,0.0
838a90fffffffff,3.0,0.0,0.0,0.0
838a92fffffffff,2.0,0.0,0.0,0.0
838a9cfffffffff,23.0,0.0,0.0,2.0
838a9efffffffff,2.0,0.0,0.0,0.0
838aa8fffffffff,20.0,0.0,0.0,0.0
838aa9fffffffff,18.0,0.0,0.0,0.0
838aaafffffffff,10.0,0.0,0.0,0.0
838aabfffffffff,37.0,0.0,0.0,1.0
838aacfffffffff,2.0,0.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0,0.0
838ad1fffffffff,16.0,0.0,0.0,0.0
838ad8fffffffff,12.0,0.0,0.0,1.0
838adafffffffff,64.0,0.0,0.0,10.0
838adbfffffffff,51.0,0.0,0.0,6.0
838adcfffffffff,40.0,0.0,0.0,3.0
838adefffffffff,7.0,0.0,0.0,2.0
838ae5fffffffff,2.0,0.0,0.0,0.0
838af0fffffffff,51.0,0.0,0.0,23.0
838af1fffffffff,6.0,0.0,0.0,0.0
838af2fffffffff,44.0,0.0,0.0,6.0
838af4fffffffff,41.0,0.0,0.0,18.0
838af6fffffffff,256.0,0.0,0.0,15.0
838b01fffffffff,2.0,0.0,0.0,0.0
838b05fffffffff,8.0,0.0,0.0,0.0
838b08fffffffff,21.0,0.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0,0.0
838b0bfffffffff,4.0,0.0,0.0,0.0
838b0cfffffffff,101.0,0.0,0.0,0.0
838b0dfffffffff,245.0,0.0,0.0,0.0
838b0efffffffff,9.0,0.0,0.0,0.0
838b10fffffffff,10.0,0.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0,0.0
838b1efffffffff,14.0,0.0,0.0,0.0
838b20fffffffff,435.0,0.0,0.0,0.0
838b21fffffffff,18.0,0.0,0.0,0.0
838b22fffffffff,240.0,0.0,0.0,0.0
838b23fffffffff,10.0,0.0,0.0,0.0
838b24fffffffff,14.0,0.0,0.0,0.0
838b25fffffffff,58.0,0.0,0.0,0.0
838b26fffffffff,66.0,0.0,0.0,0.0
838b29fffffffff,4.0,0.0,0.0,0.0
838b2afffffffff,140.0,0.0,0.0,0.0
838b2bfffffffff,8.0,0.0,0.0,0.0
838b2cfffffffff,76.0,0.0,0.0,0.0
838b2dfffffffff,12.0,0.0,0.0,0.0
838b31fffffffff,79.0,0.0,0.0,0.0
838b34fffffffff,14.0,0.0,0.0,0.0
838b36fffffffff,27.0,0.0,0.0,0.0
838b40fffffffff,5.0,0.0,0.0,0.0
838b42fffffffff,1.0,0.0,0.0,0.0
838b44fffffffff,9.0,0.0,0.0,0.0
838b46fffffffff,10.0,0.0,0.0,0.0
838b4efffffffff,4.0,0.0,0.0,0.0
838b51fffffffff,16.0,0.0,0.0,1.0
838b52fffffffff,1.0,0.0,0.0,0.0
838b56fffffffff,20.0,0.0,0.0,0.0
838b5cfffffffff,22.0,0.0,0.0,4.0
838b5dfffffffff,6.0,0.0,0.0,0.0
838b61fffffffff,99.0,0.0,0.0,0.0
838b62fffffffff,11.0,0.0,0.0,0.0
838b63fffffffff,1.0,0.0,0.0,0.0
838b66fffffffff,5.0,0.0,0.0,0.0
838b68fffffffff,3.0,0.0,0.0,0.0
838b69fffffffff,23.0,0.0,0.0,0.0
838b6cfffffffff,712.0,0.0,0.0,14.0
838b6dfffffffff,6.0,0.0,0.0,0.0
838b71fffffffff,4.0,0.0,0.0,0.0
838b72fffffffff,8.0,0.0,0.0,0.0
838b74fffffffff,57.0,0.0,0.0,0.0
838b75fffffffff,78.0,0.0,0.0,0.0
838b76fffffffff,58.0,0.0,0.0,0.0
838b83fffffffff,5.0,0.0,0.0,1.0
838b84fffffffff,18.0,0.0,0.0,2.0
838b88fffffffff,8.0,0.0,0.0,0.0
838b99fffffffff,14.0,0.0,0.0,0.0
838b9dfffffffff,178.0,0.0,0.0,4.0
838ba0fffffffff,32.0,0.0,0.0,0.0
838ba4fffffffff,6.0,0.0,0.0,2.0
838ba6fffffffff,129.0,0.0,0.0,2.0
838bb5fffffffff,413.0,0.0,0.0,34.0
