cell_id,Pachyramphus viridis,Pachyramphus viridis xanthogenys/peruanus,Pachyramphus viridis griseigularis,Pachyramphus viridis viridis
835f03fffffffff,17.0,0.0,0.0,0.0
835f14fffffffff,5.0,0.0,2.0,0.0
83815dfffffffff,2.0,0.0,0.0,2.0
838188fffffffff,1.0,0.0,0.0,1.0
838b0dfffffffff,3.0,0.0,0.0,3.0
838b40fffffffff,3.0,0.0,0.0,0.0
838b69fffffffff,1.0,1.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,1.0,1.0,0.0,0.0
838f4bfffffffff,11.0,0.0,0.0,0.0
838f55fffffffff,6.0,0.0,0.0,0.0
838f72fffffffff,2.0,2.0,0.0,0.0
83a812fffffffff,2.0,0.0,0.0,2.0
83a953fffffffff,4.0,0.0,0.0,4.0
83a95efffffffff,2.0,0.0,0.0,0.0
83a961fffffffff,32.0,0.0,0.0,0.0
83a964fffffffff,2.0,0.0,0.0,0.0
83a965fffffffff,5.0,0.0,0.0,0.0
83a96cfffffffff,17.0,0.0,0.0,0.0
83b24dfffffffff,4.0,0.0,0.0,0.0
83b269fffffffff,4.0,0.0,0.0,0.0
83b26bfffffffff,7.0,0.0,0.0,0.0
83c2c5fffffffff,2.0,0.0,0.0,0.0
83c2c9fffffffff,2.0,0.0,0.0,0.0
83c2cdfffffffff,6.0,0.0,0.0,0.0
83c2d1fffffffff,1.0,0.0,0.0,0.0
83c2e3fffffffff,5.0,0.0,0.0,0.0
83c2e8fffffffff,3.0,0.0,0.0,1.0
