cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
8428023ffffffff,25.0,0.0,0.0,0.0,0.0
842802bffffffff,3.0,0.0,0.0,0.0,0.0
8428309ffffffff,22.0,0.0,0.0,0.0,0.0
842830bffffffff,2.0,0.0,0.0,0.0,0.0
8428341ffffffff,30.0,0.0,0.0,0.0,0.0
842834dffffffff,32.0,0.0,0.0,0.0,0.0
8428355ffffffff,14.0,0.0,0.0,0.0,0.0
8428dc9ffffffff,4.0,0.0,0.0,0.0,0.0
8428f59ffffffff,23.0,0.0,0.0,0.0,0.0
8429125ffffffff,15.0,0.0,0.0,0.0,0.0
8429127ffffffff,13.0,0.0,0.0,0.0,0.0
84291a7ffffffff,9.0,0.0,0.0,0.0,0.0
8429849ffffffff,1.0,0.0,0.0,0.0,0.0
8429855ffffffff,8.0,0.0,0.0,0.0,0.0
84298c9ffffffff,2.0,0.0,0.0,0.0,0.0
84298e1ffffffff,8.0,0.0,0.0,0.0,0.0
8429953ffffffff,6.0,0.0,0.0,0.0,0.0
8429a03ffffffff,20.0,0.0,0.0,0.0,0.0
8429a0bffffffff,56.0,0.0,0.0,0.0,0.0
8429a19ffffffff,55.0,0.0,0.0,0.0,0.0
8429a1dffffffff,1.0,0.0,0.0,0.0,0.0
8429a41ffffffff,100.0,2.0,0.0,0.0,0.0
8429a47ffffffff,13.0,0.0,0.0,0.0,0.0
8429a4dffffffff,12.0,0.0,0.0,0.0,0.0
8429a55ffffffff,5.0,0.0,0.0,0.0,0.0
8429a57ffffffff,188.0,2.0,0.0,0.0,0.0
8429a59ffffffff,2.0,0.0,0.0,0.0,0.0
8429a63ffffffff,3.0,2.0,0.0,0.0,0.0
8429a6dffffffff,9.0,0.0,0.0,0.0,0.0
8429ac9ffffffff,17.0,0.0,0.0,0.0,0.0
8429ad1ffffffff,4.0,0.0,0.0,0.0,0.0
8429addffffffff,18.0,0.0,0.0,0.0,0.0
8429b01ffffffff,1.0,0.0,0.0,0.0,0.0
8429b29ffffffff,5.0,0.0,0.0,0.0,0.0
8429b2bffffffff,8.0,3.0,0.0,0.0,0.0
8429b55ffffffff,10.0,0.0,0.0,0.0,0.0
8429b5dffffffff,6.0,0.0,0.0,0.0,0.0
8429b61ffffffff,2.0,0.0,0.0,0.0,0.0
8429b67ffffffff,2.0,0.0,0.0,0.0,0.0
8429b6bffffffff,2.0,1.0,0.0,0.0,0.0
84444c3ffffffff,4.0,0.0,0.0,0.0,0.0
84446c5ffffffff,92.0,2.0,0.0,0.0,0.0
8445019ffffffff,2.0,0.0,0.0,0.0,0.0
8445053ffffffff,2.0,0.0,0.0,0.0,0.0
8445087ffffffff,2.0,0.0,0.0,0.0,0.0
844509bffffffff,1.0,0.0,0.0,0.0,0.0
84450adffffffff,8.0,0.0,0.0,0.0,0.0
84450e3ffffffff,2.0,0.0,0.0,0.0,0.0
8445201ffffffff,3.0,0.0,0.0,0.0,0.0
8445209ffffffff,1.0,0.0,0.0,0.0,0.0
844520dffffffff,5.0,0.0,0.0,0.0,0.0
8445233ffffffff,1.0,0.0,1.0,0.0,0.0
844526bffffffff,2.0,0.0,0.0,0.0,0.0
8445281ffffffff,4.0,0.0,0.0,0.0,0.0
84452a5ffffffff,1.0,0.0,0.0,0.0,0.0
84452adffffffff,2.0,0.0,0.0,0.0,0.0
84452e1ffffffff,2.0,0.0,2.0,0.0,0.0
84452ebffffffff,1.0,0.0,0.0,0.0,0.0
8445649ffffffff,1.0,0.0,1.0,0.0,0.0
84480a9ffffffff,2.0,0.0,0.0,0.0,0.0
84480adffffffff,1.0,0.0,0.0,0.0,0.0
84482e5ffffffff,2.0,0.0,0.0,0.0,0.0
84482e7ffffffff,1.0,0.0,0.0,0.0,0.0
844830dffffffff,4.0,4.0,0.0,0.0,0.0
8448337ffffffff,1.0,1.0,0.0,0.0,0.0
8448361ffffffff,15.0,8.0,4.0,0.0,0.0
8448363ffffffff,14.0,14.0,0.0,0.0,0.0
8448365ffffffff,1.0,1.0,0.0,0.0,0.0
8448367ffffffff,2.0,2.0,0.0,0.0,0.0
8448369ffffffff,3.0,3.0,0.0,0.0,0.0
84484a7ffffffff,2.0,0.0,0.0,0.0,0.0
844859dffffffff,3.0,0.0,0.0,0.0,0.0
84485b9ffffffff,1.0,0.0,0.0,0.0,0.0
8448733ffffffff,2.0,0.0,0.0,0.0,0.0
8448861ffffffff,25.0,0.0,0.0,0.0,0.0
844895bffffffff,1.0,0.0,1.0,0.0,0.0
844898dffffffff,25.0,2.0,0.0,0.0,0.0
8448a21ffffffff,2.0,0.0,2.0,0.0,0.0
8448ab7ffffffff,91.0,0.0,0.0,0.0,0.0
8448b13ffffffff,79.0,0.0,3.0,0.0,0.0
8448b15ffffffff,52.0,0.0,5.0,0.0,0.0
8448b2bffffffff,37.0,0.0,3.0,0.0,0.0
8448b39ffffffff,194.0,0.0,17.0,0.0,0.0
8448b3dffffffff,124.0,0.0,14.0,0.0,0.0
8448c01ffffffff,2.0,0.0,0.0,0.0,0.0
8448c03ffffffff,11.0,0.0,0.0,0.0,0.0
8448c0bffffffff,46.0,0.0,0.0,0.0,0.0
