cell_id,Gracula religiosa,Gracula religiosa [religiosa Group],Gracula religiosa miotera,Gracula religiosa robusta,Gracula religiosa enganensis
8429a51ffffffff,1.0,0.0,0.0,0.0,0.0
8431aa5ffffffff,2.0,0.0,0.0,0.0,0.0
8431aadffffffff,2.0,0.0,0.0,0.0,0.0
843c065ffffffff,2.0,0.0,0.0,0.0,0.0
843c067ffffffff,1.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,22.0,0.0,0.0,0.0,0.0
843c159ffffffff,1.0,1.0,0.0,0.0,0.0
843c199ffffffff,11.0,1.0,0.0,0.0,0.0
843c19bffffffff,7.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,4.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,5.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0,0.0,0.0
843c333ffffffff,1.0,0.0,0.0,0.0,0.0
843c525ffffffff,3.0,0.0,0.0,0.0,0.0
843c527ffffffff,18.0,0.0,0.0,0.0,0.0
843c837ffffffff,4.0,0.0,0.0,0.0,0.0
843c905ffffffff,3.0,0.0,0.0,0.0,0.0
843c907ffffffff,3.0,0.0,0.0,0.0,0.0
843c909ffffffff,21.0,0.0,0.0,0.0,0.0
843c90bffffffff,1.0,0.0,0.0,0.0,0.0
843c929ffffffff,24.0,0.0,0.0,0.0,0.0
843c92bffffffff,2.0,0.0,0.0,0.0,0.0
843c92dffffffff,68.0,0.0,0.0,0.0,0.0
843c943ffffffff,11.0,0.0,0.0,0.0,0.0
843c947ffffffff,1.0,0.0,0.0,0.0,0.0
843c967ffffffff,43.0,0.0,0.0,0.0,0.0
843ca91ffffffff,3.0,0.0,0.0,0.0,0.0
843cc0dffffffff,1.0,0.0,0.0,0.0,0.0
843cc41ffffffff,3.0,0.0,0.0,0.0,0.0
843cc47ffffffff,3.0,0.0,0.0,0.0,0.0
843cc55ffffffff,4.0,0.0,0.0,0.0,0.0
843cd8bffffffff,3.0,0.0,0.0,0.0,0.0
843cdd5ffffffff,2.0,0.0,0.0,0.0,0.0
843ce03ffffffff,30.0,0.0,0.0,0.0,0.0
843ce15ffffffff,9.0,0.0,0.0,0.0,0.0
843ce1dffffffff,3.0,0.0,0.0,0.0,0.0
843ce43ffffffff,1.0,1.0,0.0,0.0,0.0
843ce4dffffffff,4.0,0.0,0.0,0.0,0.0
843ce55ffffffff,4.0,0.0,0.0,0.0,0.0
843ce5dffffffff,4.0,0.0,0.0,0.0,0.0
843cf05ffffffff,2.0,0.0,0.0,0.0,0.0
843cf29ffffffff,5.0,0.0,0.0,0.0,0.0
843cf2dffffffff,77.0,4.0,0.0,0.0,0.0
843cf61ffffffff,9.0,0.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0,0.0,0.0
84404ddffffffff,5.0,0.0,0.0,0.0,0.0
8440e3dffffffff,2.0,0.0,0.0,0.0,0.0
8441035ffffffff,4.0,0.0,0.0,0.0,0.0
8441037ffffffff,8.0,0.0,0.0,0.0,0.0
84411c9ffffffff,19.0,0.0,0.0,0.0,0.0
84411cbffffffff,6.0,0.0,0.0,0.0,0.0
8443a03ffffffff,5.0,0.0,0.0,0.0,0.0
8444a11ffffffff,12.0,0.0,0.0,0.0,0.0
8444a19ffffffff,610.0,11.0,0.0,0.0,0.0
8444ad3ffffffff,20.0,0.0,0.0,0.0,0.0
844ba2bffffffff,7.0,0.0,0.0,0.0,0.0
844bb53ffffffff,1.0,0.0,0.0,0.0,0.0
844cee5ffffffff,2.0,0.0,0.0,0.0,0.0
84608b5ffffffff,3.0,0.0,0.0,0.0,0.0
8460b6dffffffff,1.0,0.0,0.0,0.0,0.0
84619a5ffffffff,15.0,0.0,0.0,0.0,0.0
8464e49ffffffff,1.0,1.0,0.0,0.0,0.0
846520dffffffff,128.0,2.0,0.0,0.0,0.0
8465263ffffffff,3.0,0.0,0.0,0.0,0.0
8465907ffffffff,2.0,0.0,0.0,0.0,0.0
8467461ffffffff,2.0,0.0,0.0,0.0,0.0
8468285ffffffff,2.0,2.0,0.0,0.0,0.0
84682a9ffffffff,2.0,0.0,0.0,0.0,0.0
