cell_id,Megascops kennicottii,Megascops kennicottii [kennicottii Group],Megascops kennicottii vinaceus,Megascops kennicottii suttoni
840c42dffffffff,24.0,0.0,0.0,0.0
840c455ffffffff,7.0,0.0,0.0,0.0
840c51dffffffff,2.0,0.0,0.0,0.0
840c733ffffffff,16.0,0.0,0.0,0.0
841280dffffffff,4.0,0.0,0.0,0.0
84128e7ffffffff,1.0,0.0,0.0,0.0
8412b47ffffffff,2.0,0.0,0.0,0.0
8412cabffffffff,1.0,0.0,0.0,0.0
8412cb1ffffffff,8.0,0.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0,0.0
8412d0bffffffff,1.0,0.0,0.0,0.0
8412d89ffffffff,1.0,0.0,0.0,0.0
8412dc7ffffffff,2.0,0.0,0.0,0.0
8412dd7ffffffff,3.0,0.0,0.0,0.0
8412ddbffffffff,3.0,0.0,0.0,0.0
8413917ffffffff,1.0,0.0,0.0,0.0
8426813ffffffff,1.0,0.0,0.0,0.0
8426829ffffffff,2.0,0.0,0.0,0.0
8426881ffffffff,1.0,0.0,0.0,0.0
8426889ffffffff,25.0,0.0,0.0,0.0
8426893ffffffff,31.0,0.0,0.0,0.0
84268abffffffff,27.0,0.0,0.0,0.0
84268c7ffffffff,57.0,0.0,0.0,0.0
84268e1ffffffff,2.0,0.0,0.0,0.0
8426905ffffffff,9.0,0.0,0.0,0.0
842690dffffffff,2.0,0.0,0.0,0.0
8426927ffffffff,1.0,0.0,0.0,0.0
8426963ffffffff,2.0,0.0,0.0,0.0
8426967ffffffff,2.0,0.0,0.0,0.0
8426969ffffffff,8.0,0.0,0.0,0.0
842696bffffffff,48.0,0.0,0.0,0.0
8426987ffffffff,14.0,0.0,0.0,0.0
842698dffffffff,7.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269abffffffff,1.0,0.0,0.0,0.0
84269c1ffffffff,16.0,0.0,0.0,0.0
84269d1ffffffff,1.0,0.0,0.0,0.0
8426b41ffffffff,1.0,0.0,0.0,0.0
