cell_id,Leiothlypis celata,Leiothlypis celata celata,Leiothlypis celata orestera,Leiothlypis celata lutescens,Leiothlypis celata sordida,Leiothlypis celata celata/orestera
820c07fffffffff,97.0,0.0,0.0,0.0,0.0,0.0
820c0ffffffffff,41.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,2778.0,0.0,0.0,0.0,0.0,0.0
820c1ffffffffff,302.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,118.0,0.0,0.0,0.0,0.0,0.0
820c2ffffffffff,102.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,249.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,3059.0,2.0,0.0,211.0,0.0,0.0
820c57fffffffff,1679.0,0.0,0.0,65.0,0.0,0.0
820c5ffffffffff,198.0,0.0,0.0,0.0,0.0,0.0
820c67fffffffff,284.0,7.0,0.0,0.0,0.0,0.0
820c6ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,6471.0,96.0,0.0,29.0,0.0,18.0
820ca7fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
820cc7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,73.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
820d1ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,82.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,158.0,0.0,0.0,0.0,0.0,0.0
820d57fffffffff,190.0,3.0,0.0,0.0,0.0,0.0
820d5ffffffffff,943.0,59.0,0.0,0.0,0.0,0.0
820d67fffffffff,65.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
820d8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820e0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,56.0,0.0,0.0,0.0,0.0,0.0
820e57fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,890.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,92.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,227.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
820f5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82120ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,214.0,0.0,0.0,0.0,0.0,4.0
821227fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82122ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,210.0,0.0,0.0,0.0,0.0,13.0
82125ffffffffff,292.0,0.0,0.0,0.0,0.0,0.0
821267fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,111.0,0.0,0.0,0.0,0.0,7.0
821287fffffffff,346.0,0.0,0.0,2.0,0.0,0.0
82128ffffffffff,1192.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,187.0,0.0,0.0,21.0,0.0,0.0
82129ffffffffff,312.0,0.0,0.0,6.0,0.0,2.0
8212a7fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,805.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,864.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,1155.0,0.0,7.0,0.0,0.0,0.0
8212cffffffffff,3050.0,0.0,0.0,0.0,0.0,10.0
8212d7fffffffff,2308.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,3581.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,112.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,807.0,0.0,0.0,0.0,0.0,4.0
8212f7fffffffff,635.0,0.0,2.0,0.0,0.0,0.0
821307fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821317fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,387.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,1825.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,358.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,777.0,0.0,0.0,12.0,0.0,0.0
82139ffffffffff,1655.0,8.0,0.0,63.0,0.0,0.0
8213a7fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8213affffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,99.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,52.0,4.0,0.0,2.0,0.0,0.0
822607fffffffff,656.0,19.0,0.0,0.0,0.0,0.0
82260ffffffffff,1479.0,82.0,0.0,0.0,0.0,0.0
822617fffffffff,255.0,11.0,0.0,0.0,0.0,0.0
82261ffffffffff,257.0,6.0,0.0,0.0,0.0,5.0
822627fffffffff,1373.0,1.0,0.0,0.0,0.0,0.0
82262ffffffffff,2049.0,2.0,0.0,0.0,0.0,0.0
822637fffffffff,542.0,6.0,0.0,0.0,0.0,0.0
822647fffffffff,800.0,40.0,0.0,0.0,0.0,0.0
82264ffffffffff,781.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,2869.0,15.0,0.0,0.0,0.0,0.0
82265ffffffffff,1386.0,53.0,0.0,0.0,0.0,0.0
822667fffffffff,3954.0,329.0,0.0,0.0,0.0,0.0
82266ffffffffff,286.0,9.0,0.0,0.0,0.0,0.0
822677fffffffff,315.0,18.0,0.0,0.0,0.0,0.0
822687fffffffff,3344.0,0.0,4.0,0.0,0.0,21.0
82268ffffffffff,5700.0,0.0,12.0,0.0,0.0,110.0
822697fffffffff,4106.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,3399.0,0.0,17.0,0.0,0.0,4.0
8226a7fffffffff,237.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,3431.0,3.0,0.0,0.0,0.0,7.0
8226b7fffffffff,421.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,947.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,4506.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,668.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,1324.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,1965.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,652.0,2.0,0.0,0.0,0.0,0.0
8226f7fffffffff,2312.0,0.0,1.0,0.0,0.0,42.0
822707fffffffff,1081.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,113.0,0.0,0.0,0.0,0.0,0.0
822717fffffffff,408.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,765.0,0.0,0.0,0.0,0.0,0.0
82272ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822737fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,480.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,1357.0,1.0,0.0,0.0,0.0,0.0
822757fffffffff,1832.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,3010.0,11.0,0.0,0.0,0.0,1.0
822767fffffffff,192.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,1065.0,0.0,0.0,0.0,0.0,16.0
822777fffffffff,141.0,0.0,0.0,0.0,0.0,2.0
822787fffffffff,388.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,282.0,2.0,0.0,0.0,0.0,0.0
822797fffffffff,613.0,0.0,0.0,0.0,0.0,4.0
82279ffffffffff,125.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,724.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,779.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,255.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,7620.0,2.0,4.0,1896.0,0.0,123.0
822817fffffffff,4096.0,3.0,62.0,599.0,0.0,0.0
82281ffffffffff,7372.0,0.0,5.0,739.0,0.0,3.0
822837fffffffff,54124.0,0.0,96.0,8935.0,0.0,464.0
822887fffffffff,3014.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,3677.0,0.0,17.0,67.0,0.0,9.0
822897fffffffff,898.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,1554.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,297.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,3174.0,0.0,0.0,0.0,0.0,10.0
8228b7fffffffff,1288.0,0.0,1.0,0.0,0.0,0.0
8228c7fffffffff,3590.0,0.0,0.0,510.0,0.0,57.0
8228cffffffffff,14.0,0.0,0.0,7.0,0.0,0.0
8228d7fffffffff,31305.0,0.0,0.0,4198.0,0.0,425.0
8228dffffffffff,14903.0,0.0,0.0,594.0,0.0,96.0
8228e7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,19873.0,0.0,4.0,748.0,0.0,7.0
822917fffffffff,11300.0,0.0,15.0,421.0,373.0,32.0
82291ffffffffff,4356.0,0.0,35.0,1345.0,0.0,104.0
822987fffffffff,5008.0,0.0,121.0,96.0,0.0,23.0
82298ffffffffff,6371.0,0.0,65.0,870.0,0.0,3.0
822997fffffffff,1468.0,0.0,9.0,0.0,0.0,0.0
82299ffffffffff,255.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,93171.0,0.0,81.0,1744.0,161.0,164.0
8229affffffffff,14702.0,0.0,13.0,1987.0,2.0,94.0
8229b7fffffffff,6191.0,0.0,9.0,115.0,0.0,70.0
822a07fffffffff,113.0,0.0,0.0,0.0,0.0,41.0
822a17fffffffff,698.0,0.0,0.0,0.0,0.0,54.0
822a37fffffffff,1512.0,0.0,0.0,0.0,0.0,374.0
822a4ffffffffff,56.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,78.0,2.0,0.0,0.0,0.0,0.0
822a8ffffffffff,405.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,584.0,4.0,0.0,0.0,0.0,0.0
822a9ffffffffff,78.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,147.0,2.0,0.0,0.0,0.0,50.0
822aaffffffffff,1702.0,11.0,0.0,0.0,0.0,68.0
822ab7fffffffff,4438.0,3.0,0.0,0.0,0.0,79.0
822ad7fffffffff,826.0,2.0,0.0,0.0,0.0,0.0
822af7fffffffff,2720.0,76.0,0.0,0.0,0.0,0.0
822b07fffffffff,74.0,0.0,0.0,0.0,0.0,3.0
822b0ffffffffff,501.0,0.0,0.0,0.0,0.0,27.0
822b17fffffffff,412.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,217.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,162.0,0.0,0.0,0.0,0.0,17.0
822b37fffffffff,122.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,226.0,12.0,0.0,0.0,0.0,0.0
822b8ffffffffff,188.0,0.0,0.0,0.0,0.0,25.0
822b97fffffffff,190.0,0.0,0.0,0.0,0.0,9.0
822b9ffffffffff,1186.0,19.0,0.0,0.0,0.0,89.0
822ba7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
