cell_id,Elaenia martinica,Elaenia martinica [martinica Group],Elaenia martinica [cinerascens Group]
824507fffffffff,21.0,0.0,0.0
82450ffffffffff,40.0,0.0,40.0
8245a7fffffffff,17.0,0.0,0.0
824cc7fffffffff,10.0,0.0,0.0
824ceffffffffff,134.0,3.0,0.0
824d4ffffffffff,2.0,0.0,0.0
825e5ffffffffff,2.0,2.0,0.0
825e77fffffffff,19.0,10.0,0.0
826747fffffffff,36.0,0.0,0.0
826757fffffffff,30.0,0.0,0.0
826787fffffffff,3.0,1.0,0.0
