cell_id,Rhipidura rufofronta,Rhipidura rufofronta [rufofronta Group],Rhipidura rufofronta russata/kuperi,Rhipidura rufofronta ugiensis
827687fffffffff,17.0,5.0,0.0,0.0
82768ffffffffff,3.0,0.0,0.0,0.0
82769ffffffffff,34.0,0.0,0.0,0.0
829ed7fffffffff,78.0,0.0,6.0,0.0
829edffffffffff,20.0,0.0,0.0,0.0
