cell_id,Setophaga petechia,Setophaga petechia [aestiva Group],Setophaga petechia [erithachorides Group],Setophaga petechia aureola,Setophaga petechia [petechia Group],Setophaga petechia [erithachorides Group x petechia Group]
82075ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,21.0,5.0,0.0,0.0,0.0,0.0
820c47fffffffff,44.0,18.0,0.0,0.0,0.0,0.0
820c57fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,16.0,1.0,0.0,0.0,0.0,0.0
820ca7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820d5ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,12.0,12.0,0.0,0.0,0.0,0.0
820e8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,66.0,1.0,0.0,0.0,0.0,0.0
820ecffffffffff,59.0,0.0,0.0,0.0,0.0,0.0
820ed7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,46.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
82125ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,97.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,28.0,6.0,0.0,0.0,0.0,0.0
8212d7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,21.0,4.0,0.0,0.0,0.0,0.0
8212effffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82132ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0
821357fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,223.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
82180ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821927fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,53.0,8.0,0.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
821b9ffffffffff,13.0,1.0,0.0,0.0,0.0,0.0
821bb7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,16.0,1.0,0.0,0.0,0.0,0.0
8222effffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,16.0,6.0,0.0,0.0,0.0,0.0
82260ffffffffff,73.0,27.0,0.0,0.0,0.0,0.0
822617fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
82262ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,81.0,2.0,0.0,0.0,0.0,0.0
82264ffffffffff,143.0,23.0,0.0,0.0,0.0,0.0
822657fffffffff,101.0,13.0,0.0,0.0,0.0,0.0
82265ffffffffff,40.0,10.0,0.0,0.0,0.0,0.0
822667fffffffff,189.0,11.0,0.0,0.0,0.0,0.0
82266ffffffffff,67.0,4.0,0.0,0.0,0.0,0.0
822677fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,144.0,12.0,0.0,0.0,0.0,0.0
82268ffffffffff,468.0,119.0,0.0,0.0,0.0,0.0
822697fffffffff,198.0,64.0,0.0,0.0,0.0,0.0
82269ffffffffff,131.0,18.0,0.0,0.0,0.0,0.0
8226a7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,79.0,8.0,0.0,0.0,0.0,0.0
8226b7fffffffff,34.0,10.0,0.0,0.0,0.0,0.0
8226c7fffffffff,34.0,4.0,0.0,0.0,0.0,0.0
8226cffffffffff,49.0,4.0,0.0,0.0,0.0,0.0
8226d7fffffffff,47.0,11.0,0.0,0.0,0.0,0.0
8226dffffffffff,21.0,8.0,0.0,0.0,0.0,0.0
8226e7fffffffff,63.0,23.0,0.0,0.0,0.0,0.0
8226effffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,49.0,1.0,0.0,0.0,0.0,0.0
822707fffffffff,15.0,1.0,0.0,0.0,0.0,0.0
82270ffffffffff,15.0,4.0,0.0,0.0,0.0,0.0
822717fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,98.0,32.0,0.0,0.0,0.0,0.0
82274ffffffffff,1413.0,816.0,0.0,0.0,0.0,0.0
822757fffffffff,86.0,4.0,0.0,0.0,0.0,0.0
82275ffffffffff,66.0,12.0,0.0,0.0,0.0,0.0
822767fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,117.0,13.0,0.0,0.0,0.0,0.0
822777fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,36.0,9.0,0.0,0.0,0.0,0.0
82279ffffffffff,28.0,6.0,0.0,0.0,0.0,0.0
8227a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,108.0,8.0,0.0,0.0,0.0,0.0
822817fffffffff,251.0,10.0,0.0,0.0,0.0,0.0
82281ffffffffff,171.0,5.0,0.0,0.0,0.0,0.0
822837fffffffff,1642.0,137.0,0.0,0.0,0.0,0.0
822887fffffffff,242.0,21.0,0.0,0.0,0.0,0.0
82288ffffffffff,21.0,2.0,0.0,0.0,0.0,0.0
822897fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,84.0,38.0,0.0,0.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,40.0,7.0,0.0,0.0,0.0,0.0
8228b7fffffffff,83.0,28.0,0.0,0.0,0.0,0.0
8228c7fffffffff,125.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,157.0,8.0,0.0,0.0,0.0,0.0
8228dffffffffff,76.0,15.0,0.0,0.0,0.0,0.0
8228f7fffffffff,134.0,8.0,0.0,0.0,0.0,0.0
822917fffffffff,79.0,16.0,0.0,0.0,0.0,0.0
82291ffffffffff,58.0,20.0,0.0,0.0,0.0,0.0
