cell_id,Gerygone palpebrosa,Gerygone palpebrosa [palpebrosa Group],Gerygone palpebrosa flavida
849c237ffffffff,1.0,0.0,1.0
849c85bffffffff,5.0,0.0,0.0
849c8b5ffffffff,5.0,0.0,0.0
849c8bdffffffff,1.0,0.0,0.0
84be8bdffffffff,1.0,0.0,0.0
84be8d1ffffffff,24.0,0.0,2.0
84be8d5ffffffff,13.0,0.0,1.0
84be8dbffffffff,7.0,0.0,0.0
84bed25ffffffff,3.0,0.0,0.0
