cell_id,Milvus milvus,Milvus milvus milvus,Milvus milvus fasciicauda
831e01fffffffff,1.0,0.0,0.0
831e02fffffffff,88.0,10.0,0.0
831e03fffffffff,3.0,2.0,0.0
831e04fffffffff,137.0,3.0,0.0
831e05fffffffff,1.0,0.0,0.0
831e06fffffffff,969.0,38.0,0.0
831e0afffffffff,2.0,0.0,0.0
831e0efffffffff,5.0,0.0,0.0
831e10fffffffff,4.0,0.0,0.0
831e11fffffffff,11.0,0.0,0.0
831e12fffffffff,10.0,0.0,0.0
831e13fffffffff,4.0,0.0,0.0
831e14fffffffff,6.0,0.0,0.0
831e15fffffffff,4.0,0.0,0.0
831e18fffffffff,1.0,0.0,0.0
831e1dfffffffff,5.0,0.0,0.0
831e20fffffffff,18.0,1.0,0.0
831e22fffffffff,30.0,0.0,0.0
831e23fffffffff,6.0,0.0,0.0
831e24fffffffff,26.0,2.0,0.0
831e25fffffffff,3.0,0.0,0.0
831e26fffffffff,72.0,3.0,0.0
831e2efffffffff,2.0,0.0,0.0
831e30fffffffff,210.0,0.0,0.0
831e31fffffffff,26.0,0.0,0.0
831e32fffffffff,14.0,1.0,0.0
831e33fffffffff,117.0,0.0,0.0
831e34fffffffff,275.0,6.0,0.0
831e35fffffffff,509.0,0.0,0.0
831e36fffffffff,226.0,8.0,0.0
831e80fffffffff,9.0,2.0,0.0
831e81fffffffff,6.0,0.0,0.0
831e84fffffffff,15.0,2.0,0.0
831e86fffffffff,51.0,0.0,0.0
831e88fffffffff,2.0,0.0,0.0
831e8afffffffff,12.0,0.0,0.0
831e9afffffffff,3.0,0.0,0.0
831e9dfffffffff,2.0,0.0,0.0
831ea0fffffffff,5.0,0.0,0.0
831ea1fffffffff,10.0,0.0,0.0
831ea2fffffffff,2.0,0.0,0.0
831ea4fffffffff,1.0,1.0,0.0
831ea6fffffffff,1.0,0.0,0.0
831ea8fffffffff,3.0,0.0,0.0
831eabfffffffff,2.0,0.0,0.0
831eb0fffffffff,280.0,41.0,0.0
831eb1fffffffff,8.0,0.0,0.0
831eb2fffffffff,80.0,7.0,0.0
831eb3fffffffff,67.0,10.0,0.0
831eb5fffffffff,3.0,0.0,0.0
831ec9fffffffff,1.0,0.0,0.0
831ecefffffffff,5.0,0.0,0.0
831ed3fffffffff,2.0,0.0,0.0
831ef2fffffffff,3.0,0.0,0.0
831ef6fffffffff,2.0,0.0,0.0
831f00fffffffff,79.0,37.0,0.0
831f01fffffffff,34.0,2.0,0.0
831f02fffffffff,115.0,0.0,0.0
831f03fffffffff,66.0,18.0,0.0
831f04fffffffff,17.0,0.0,0.0
831f05fffffffff,950.0,52.0,0.0
831f06fffffffff,40.0,2.0,0.0
831f08fffffffff,10.0,0.0,0.0
831f09fffffffff,11.0,1.0,0.0
831f0afffffffff,12.0,2.0,0.0
831f0bfffffffff,5.0,0.0,0.0
831f0cfffffffff,7.0,0.0,0.0
831f0dfffffffff,13.0,0.0,0.0
831f0efffffffff,31.0,1.0,0.0
831f10fffffffff,46.0,1.0,0.0
831f11fffffffff,114.0,2.0,0.0
831f12fffffffff,52.0,0.0,0.0
831f13fffffffff,429.0,2.0,0.0
831f14fffffffff,10.0,0.0,0.0
831f15fffffffff,32.0,1.0,0.0
831f16fffffffff,3.0,0.0,0.0
831f18fffffffff,113.0,8.0,0.0
831f19fffffffff,198.0,4.0,0.0
831f1afffffffff,388.0,12.0,0.0
831f1bfffffffff,214.0,35.0,0.0
831f1cfffffffff,219.0,9.0,0.0
831f1dfffffffff,193.0,3.0,0.0
831f1efffffffff,53.0,19.0,0.0
831f20fffffffff,20.0,3.0,0.0
831f21fffffffff,28.0,1.0,0.0
831f22fffffffff,18.0,2.0,0.0
831f23fffffffff,22.0,11.0,0.0
831f24fffffffff,45.0,12.0,0.0
831f25fffffffff,6.0,0.0,0.0
831f26fffffffff,10.0,0.0,0.0
831f28fffffffff,50.0,17.0,0.0
831f29fffffffff,100.0,25.0,0.0
831f2afffffffff,281.0,86.0,0.0
831f2cfffffffff,7.0,0.0,0.0
831f2dfffffffff,31.0,4.0,0.0
831f2efffffffff,264.0,21.0,0.0
831f31fffffffff,12.0,2.0,0.0
831f33fffffffff,8.0,0.0,0.0
831f35fffffffff,2.0,1.0,0.0
831f40fffffffff,1.0,0.0,0.0
831f42fffffffff,3.0,0.0,0.0
831f44fffffffff,1.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0
831f50fffffffff,2.0,2.0,0.0
831f51fffffffff,7.0,4.0,0.0
831f54fffffffff,6.0,0.0,0.0
831f55fffffffff,3.0,0.0,0.0
831f56fffffffff,5.0,0.0,0.0
831f5efffffffff,1.0,0.0,0.0
831f71fffffffff,56.0,6.0,0.0
831f72fffffffff,29.0,0.0,0.0
831f80fffffffff,167.0,6.0,0.0
831f81fffffffff,283.0,5.0,0.0
831f82fffffffff,265.0,26.0,0.0
831f83fffffffff,2052.0,81.0,0.0
831f84fffffffff,8.0,0.0,0.0
831f85fffffffff,20.0,2.0,0.0
831f86fffffffff,8.0,1.0,0.0
831f88fffffffff,362.0,90.0,0.0
831f89fffffffff,61.0,10.0,0.0
831f8afffffffff,11.0,2.0,0.0
831f8bfffffffff,7.0,2.0,0.0
831f8cfffffffff,223.0,9.0,0.0
831f8dfffffffff,146.0,57.0,0.0
831f8efffffffff,698.0,42.0,0.0
831f90fffffffff,40.0,2.0,0.0
831f91fffffffff,92.0,44.0,0.0
831f92fffffffff,75.0,4.0,0.0
831f93fffffffff,35.0,3.0,0.0
831f94fffffffff,12.0,0.0,0.0
831f95fffffffff,9.0,0.0,0.0
831f96fffffffff,30.0,0.0,0.0
831f98fffffffff,9.0,0.0,0.0
831f99fffffffff,3.0,0.0,0.0
831f9afffffffff,4.0,0.0,0.0
831f9bfffffffff,6.0,0.0,0.0
831f9cfffffffff,223.0,9.0,0.0
831f9dfffffffff,44.0,0.0,0.0
831f9efffffffff,6.0,3.0,0.0
831fa0fffffffff,116.0,9.0,0.0
831fa1fffffffff,136.0,3.0,0.0
831fa2fffffffff,14.0,0.0,0.0
831fa3fffffffff,62.0,4.0,0.0
831fa4fffffffff,10.0,4.0,0.0
831fa5fffffffff,34.0,3.0,0.0
831fa6fffffffff,7.0,2.0,0.0
831fa8fffffffff,122.0,2.0,0.0
831fa9fffffffff,120.0,2.0,0.0
831faafffffffff,422.0,4.0,0.0
831fabfffffffff,101.0,2.0,0.0
831facfffffffff,348.0,1.0,0.0
831fadfffffffff,213.0,4.0,0.0
831faefffffffff,510.0,1.0,0.0
831fb0fffffffff,1.0,0.0,0.0
831fb1fffffffff,59.0,1.0,0.0
831fb2fffffffff,4.0,0.0,0.0
831fb3fffffffff,13.0,2.0,0.0
831fb4fffffffff,1.0,0.0,0.0
831fb5fffffffff,4.0,0.0,0.0
833825fffffffff,17.0,0.0,0.0
833836fffffffff,9.0,2.0,0.0
833868fffffffff,2.0,0.0,0.0
833869fffffffff,2.0,0.0,0.0
83386efffffffff,2.0,0.0,0.0
833900fffffffff,2259.0,0.0,0.0
833901fffffffff,2296.0,0.0,0.0
833902fffffffff,729.0,5.0,0.0
833903fffffffff,863.0,0.0,0.0
833904fffffffff,677.0,0.0,0.0
833905fffffffff,2492.0,0.0,0.0
833906fffffffff,493.0,0.0,0.0
833908fffffffff,578.0,0.0,0.0
833909fffffffff,37.0,0.0,0.0
83390afffffffff,55.0,0.0,0.0
83390bfffffffff,5.0,0.0,0.0
83390cfffffffff,4239.0,38.0,0.0
83390dfffffffff,57.0,0.0,0.0
83390efffffffff,124.0,0.0,0.0
833910fffffffff,150.0,0.0,0.0
833911fffffffff,1372.0,22.0,0.0
833915fffffffff,1558.0,8.0,0.0
833918fffffffff,261.0,31.0,0.0
833919fffffffff,3.0,3.0,0.0
83391afffffffff,520.0,8.0,0.0
83391cfffffffff,460.0,9.0,0.0
83391dfffffffff,54.0,1.0,0.0
83391efffffffff,1097.0,21.0,0.0
833921fffffffff,90.0,4.0,0.0
833923fffffffff,231.0,0.0,0.0
833928fffffffff,1350.0,0.0,0.0
833929fffffffff,2440.0,0.0,0.0
83392afffffffff,4561.0,3.0,0.0
83392bfffffffff,3402.0,64.0,0.0
83392cfffffffff,821.0,0.0,0.0
83392dfffffffff,863.0,0.0,0.0
83392efffffffff,2758.0,12.0,0.0
833933fffffffff,38.0,1.0,0.0
833942fffffffff,322.0,0.0,0.0
833943fffffffff,406.0,0.0,0.0
833944fffffffff,77.0,0.0,0.0
833945fffffffff,22.0,0.0,0.0
833946fffffffff,11.0,0.0,0.0
833954fffffffff,11.0,0.0,0.0
833956fffffffff,11.0,0.0,0.0
83395cfffffffff,617.0,0.0,0.0
83395dfffffffff,3.0,0.0,0.0
833960fffffffff,49.0,3.0,0.0
833961fffffffff,39.0,0.0,0.0
833962fffffffff,288.0,0.0,0.0
833963fffffffff,75.0,6.0,0.0
833964fffffffff,6.0,0.0,0.0
833965fffffffff,16.0,0.0,0.0
833966fffffffff,100.0,5.0,0.0
833968fffffffff,43.0,4.0,0.0
833969fffffffff,11.0,0.0,0.0
83396cfffffffff,98.0,4.0,0.0
83396dfffffffff,8.0,2.0,0.0
83396efffffffff,8.0,0.0,0.0
833970fffffffff,476.0,0.0,0.0
833971fffffffff,1761.0,5.0,0.0
833972fffffffff,32.0,0.0,0.0
833973fffffffff,38.0,0.0,0.0
833974fffffffff,2579.0,0.0,0.0
833975fffffffff,2274.0,60.0,0.0
833976fffffffff,546.0,0.0,0.0
833983fffffffff,1.0,0.0,0.0
833988fffffffff,4.0,0.0,0.0
833989fffffffff,3.0,0.0,0.0
83399cfffffffff,2.0,0.0,0.0
8339a8fffffffff,3.0,0.0,0.0
8339a9fffffffff,2.0,0.0,0.0
833f24fffffffff,2.0,0.0,0.0
833f2dfffffffff,1.0,0.0,0.0
833f34fffffffff,2.0,0.0,0.0
835415fffffffff,2.0,0.0,0.0
83574cfffffffff,1.0,0.0,0.0
