cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
842600bffffffff,2.0,0.0,0.0,0.0
8426015ffffffff,4.0,1.0,0.0,0.0
8426017ffffffff,8.0,6.0,0.0,0.0
8426033ffffffff,2.0,0.0,0.0,0.0
8426039ffffffff,8.0,0.0,0.0,0.0
8426043ffffffff,3.0,1.0,0.0,0.0
8426057ffffffff,1.0,0.0,0.0,0.0
842605dffffffff,2.0,0.0,0.0,0.0
8426085ffffffff,3.0,0.0,0.0,0.0
8426087ffffffff,12.0,4.0,0.0,0.0
842608dffffffff,12.0,12.0,0.0,0.0
84260a1ffffffff,27.0,0.0,0.0,0.0
84260a3ffffffff,9.0,0.0,0.0,0.0
84260adffffffff,9.0,0.0,0.0,0.0
84260b9ffffffff,2.0,0.0,0.0,0.0
84260c1ffffffff,4.0,0.0,0.0,0.0
84260d1ffffffff,2.0,0.0,0.0,0.0
84260d9ffffffff,4.0,0.0,0.0,0.0
84260e1ffffffff,4.0,2.0,0.0,0.0
84260e3ffffffff,7.0,2.0,0.0,0.0
8426111ffffffff,2.0,0.0,0.0,0.0
8426183ffffffff,1.0,0.0,0.0,0.0
8426197ffffffff,2.0,0.0,0.0,0.0
8426231ffffffff,2.0,0.0,0.0,0.0
8426233ffffffff,2.0,0.0,0.0,0.0
8426237ffffffff,1.0,0.0,0.0,0.0
8426245ffffffff,8.0,0.0,0.0,0.0
8426259ffffffff,2.0,0.0,0.0,0.0
8426261ffffffff,2.0,0.0,0.0,0.0
8426283ffffffff,1.0,0.0,0.0,0.0
84262b7ffffffff,2.0,0.0,0.0,0.0
84262e7ffffffff,3.0,0.0,0.0,0.0
8426405ffffffff,1.0,0.0,0.0,0.0
8426417ffffffff,1.0,0.0,0.0,0.0
842641dffffffff,2.0,0.0,0.0,0.0
8426429ffffffff,2.0,0.0,0.0,0.0
842642bffffffff,1.0,0.0,0.0,0.0
8426439ffffffff,1.0,0.0,0.0,0.0
842643bffffffff,2.0,0.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0,0.0
8426461ffffffff,1.0,0.0,0.0,0.0
8426463ffffffff,5.0,0.0,0.0,0.0
842646bffffffff,2.0,0.0,0.0,0.0
8426481ffffffff,3.0,1.0,0.0,0.0
8426487ffffffff,3.0,3.0,0.0,0.0
8426489ffffffff,13.0,8.0,0.0,0.0
842649dffffffff,7.0,3.0,0.0,0.0
84264a1ffffffff,2.0,0.0,0.0,0.0
84264a7ffffffff,7.0,6.0,0.0,0.0
84264abffffffff,5.0,5.0,0.0,0.0
84264adffffffff,5.0,5.0,0.0,0.0
84264b9ffffffff,3.0,3.0,0.0,0.0
84264c3ffffffff,7.0,3.0,0.0,0.0
84264c7ffffffff,16.0,9.0,0.0,0.0
84264cbffffffff,1.0,1.0,0.0,0.0
84264d1ffffffff,4.0,4.0,0.0,0.0
84264d3ffffffff,2.0,0.0,0.0,0.0
84264d9ffffffff,5.0,3.0,0.0,0.0
84264dbffffffff,2.0,0.0,0.0,0.0
84264e1ffffffff,7.0,0.0,0.0,0.0
84264e5ffffffff,3.0,2.0,0.0,0.0
84264e7ffffffff,4.0,2.0,0.0,0.0
8426523ffffffff,3.0,3.0,0.0,0.0
8426529ffffffff,2.0,0.0,0.0,0.0
842652bffffffff,3.0,0.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0,0.0
8426547ffffffff,1.0,0.0,0.0,0.0
8426557ffffffff,1.0,0.0,0.0,0.0
8426559ffffffff,3.0,0.0,0.0,0.0
842655dffffffff,7.0,0.0,0.0,0.0
8426561ffffffff,7.0,0.0,0.0,0.0
8426563ffffffff,6.0,0.0,0.0,0.0
8426565ffffffff,4.0,2.0,0.0,0.0
8426567ffffffff,5.0,5.0,0.0,0.0
