cell_id,Crypturellus noctivagus,Crypturellus noctivagus zabele,Crypturellus noctivagus noctivagus
828107fffffffff,29.0,17.0,0.0
828127fffffffff,40.0,40.0,0.0
828137fffffffff,2.0,0.0,0.0
82a807fffffffff,12.0,0.0,0.0
82a817fffffffff,103.0,0.0,3.0
82a837fffffffff,27.0,0.0,3.0
82a897fffffffff,4.0,0.0,4.0
