cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
8472d23ffffffff,1.0,0.0,0.0,0.0,0.0
8472da1ffffffff,9.0,0.0,0.0,0.0,0.0
849b4cdffffffff,2.0,0.0,0.0,0.0,0.0
849b6a7ffffffff,2.0,0.0,0.0,0.0,0.0
849c851ffffffff,1.0,0.0,0.0,0.0,0.0
849caadffffffff,2.0,0.0,0.0,0.0,0.0
849cd2dffffffff,2.0,0.0,0.0,0.0,0.0
849d241ffffffff,2.0,0.0,0.0,0.0,0.0
849d2adffffffff,2.0,0.0,0.0,0.0,0.0
849e245ffffffff,2.0,0.0,0.0,0.0,0.0
84a726dffffffff,2.0,0.0,0.0,0.0,0.0
84b8291ffffffff,2.0,0.0,0.0,0.0,0.0
84b8341ffffffff,1.0,0.0,0.0,0.0,0.0
84be089ffffffff,13.0,0.0,0.0,0.0,0.0
84be08bffffffff,1.0,0.0,0.0,0.0,0.0
84be08dffffffff,2.0,0.0,0.0,0.0,0.0
84be099ffffffff,2.0,0.0,0.0,0.0,0.0
84be0a3ffffffff,2.0,0.0,0.0,0.0,0.0
84be0b1ffffffff,2.0,0.0,0.0,0.0,0.0
84be0c3ffffffff,2.0,0.0,0.0,0.0,0.0
84be0e3ffffffff,2.0,0.0,0.0,0.0,0.0
84be199ffffffff,2.0,0.0,0.0,0.0,0.0
84be531ffffffff,1.0,0.0,0.0,0.0,0.0
84be539ffffffff,2.0,0.0,0.0,0.0,0.0
84be631ffffffff,5.0,0.0,0.0,0.0,0.0
84be635ffffffff,3.0,0.0,0.0,0.0,0.0
84be637ffffffff,1.0,0.0,0.0,0.0,0.0
84be639ffffffff,4.0,0.0,0.0,0.0,0.0
84be63dffffffff,11.0,0.0,0.0,0.0,0.0
84be683ffffffff,4.0,0.0,0.0,0.0,0.0
84be68dffffffff,11.0,0.0,0.0,0.0,0.0
84be6e9ffffffff,2.0,0.0,0.0,0.0,0.0
84be721ffffffff,7.0,0.0,0.0,0.0,0.0
84be725ffffffff,7.0,0.0,0.0,0.0,0.0
84be727ffffffff,3.0,0.0,0.0,0.0,0.0
84be729ffffffff,5.0,0.0,0.0,0.0,0.0
84be72dffffffff,8.0,0.0,0.0,0.0,0.0
84be89bffffffff,2.0,0.0,0.0,0.0,0.0
84be8d1ffffffff,9.0,0.0,0.0,0.0,0.0
84be8d9ffffffff,2.0,0.0,0.0,0.0,0.0
84bef69ffffffff,2.0,0.0,0.0,0.0,0.0
84bf48bffffffff,1.0,0.0,0.0,0.0,0.0
84bf6b7ffffffff,2.0,0.0,0.0,0.0,0.0
