cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
832601fffffffff,2.0,0.0,0.0,0.0
83260bfffffffff,108.0,0.0,0.0,0.0
832628fffffffff,2.0,0.0,0.0,0.0
83262afffffffff,10.0,0.0,0.0,0.0
83262bfffffffff,10.0,0.0,0.0,0.0
83262dfffffffff,4.0,0.0,0.0,0.0
832640fffffffff,90.0,0.0,0.0,0.0
832641fffffffff,25.0,0.0,0.0,0.0
832643fffffffff,37.0,0.0,0.0,0.0
832645fffffffff,2.0,0.0,0.0,0.0
832646fffffffff,119.0,0.0,0.0,0.0
83264bfffffffff,8.0,0.0,0.0,0.0
832652fffffffff,5.0,0.0,0.0,0.0
832654fffffffff,8.0,0.0,0.0,0.0
832655fffffffff,104.0,0.0,0.0,0.0
832659fffffffff,5.0,0.0,0.0,0.0
83265bfffffffff,7.0,0.0,0.0,0.0
83265dfffffffff,28.0,0.0,0.0,0.0
832660fffffffff,32.0,0.0,0.0,0.0
832661fffffffff,41.0,0.0,0.0,0.0
832662fffffffff,14.0,0.0,0.0,0.0
832663fffffffff,3.0,0.0,0.0,0.0
832664fffffffff,499.0,0.0,0.0,0.0
832665fffffffff,38.0,0.0,0.0,0.0
832666fffffffff,135.0,0.0,0.0,0.0
83266afffffffff,13.0,0.0,0.0,0.0
83266cfffffffff,18.0,0.0,0.0,0.0
83266efffffffff,505.0,0.0,0.0,0.0
832671fffffffff,171.0,0.0,0.0,0.0
832674fffffffff,18.0,0.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0,0.0
832676fffffffff,2.0,0.0,0.0,0.0
8326c3fffffffff,39.0,0.0,0.0,0.0
8326c9fffffffff,12.0,0.0,0.0,0.0
8326cafffffffff,2.0,0.0,0.0,0.0
8326cbfffffffff,98.0,0.0,0.0,0.0
8326d1fffffffff,1.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0
8326d9fffffffff,46.0,0.0,0.0,0.0
8326dbfffffffff,10.0,0.0,0.0,0.0
8326defffffffff,20.0,0.0,0.0,0.0
8326e2fffffffff,176.0,0.0,0.0,0.0
8326e5fffffffff,25.0,0.0,0.0,0.0
832741fffffffff,32.0,0.0,0.0,0.0
832743fffffffff,83.0,0.0,0.0,0.0
832748fffffffff,69.0,0.0,0.0,0.0
832749fffffffff,123.0,0.0,0.0,0.0
83274afffffffff,59.0,0.0,0.0,0.0
83274bfffffffff,144.0,0.0,0.0,0.0
83274dfffffffff,779.0,0.0,0.0,0.0
83274efffffffff,177.0,0.0,0.0,0.0
832751fffffffff,4.0,0.0,0.0,0.0
832758fffffffff,329.0,0.0,0.0,0.0
832759fffffffff,469.0,0.0,0.0,0.0
83275bfffffffff,148.0,0.0,0.0,0.0
83275cfffffffff,352.0,0.0,0.0,0.0
83275dfffffffff,1149.0,0.0,0.0,0.0
832769fffffffff,67.0,0.0,0.0,0.0
83276afffffffff,9.0,0.0,0.0,0.0
83276bfffffffff,662.0,0.0,0.0,0.0
832806fffffffff,4.0,0.0,0.0,0.0
832810fffffffff,4.0,0.0,0.0,0.0
832814fffffffff,46.0,0.0,0.0,0.0
832815fffffffff,200.0,0.0,0.0,0.0
832830fffffffff,4902.0,106.0,0.0,0.0
832831fffffffff,116.0,0.0,0.0,0.0
832832fffffffff,3093.0,50.0,0.0,0.0
832833fffffffff,2006.0,29.0,0.0,0.0
832834fffffffff,4080.0,54.0,0.0,0.0
832835fffffffff,68.0,0.0,0.0,0.0
832836fffffffff,922.0,0.0,0.0,0.0
832912fffffffff,373.0,0.0,0.0,0.0
83291afffffffff,4.0,0.0,0.0,0.0
832985fffffffff,41.0,6.0,0.0,0.0
832986fffffffff,3381.0,0.0,0.0,0.0
832988fffffffff,4.0,0.0,0.0,0.0
832989fffffffff,2.0,0.0,0.0,0.0
83298bfffffffff,3.0,0.0,0.0,0.0
832995fffffffff,37.0,0.0,0.0,0.0
8329a0fffffffff,2558.0,0.0,0.0,0.0
8329a1fffffffff,1569.0,0.0,0.0,0.0
8329a3fffffffff,44.0,8.0,0.0,0.0
8329a4fffffffff,4504.0,0.0,0.0,0.0
8329a5fffffffff,2334.0,0.0,0.0,0.0
8329a6fffffffff,1514.0,0.0,0.0,0.0
8329a8fffffffff,379.0,22.0,0.0,0.0
8329a9fffffffff,279.0,0.0,0.0,0.0
8329aafffffffff,11.0,0.0,0.0,0.0
8329abfffffffff,242.0,0.0,0.0,0.0
8329acfffffffff,25.0,0.0,0.0,0.0
8329adfffffffff,3.0,0.0,0.0,0.0
8329aefffffffff,34.0,0.0,0.0,0.0
8329b0fffffffff,487.0,0.0,0.0,0.0
8329b1fffffffff,242.0,0.0,0.0,0.0
8329b2fffffffff,105.0,0.0,0.0,0.0
8329b4fffffffff,11.0,0.0,0.0,0.0
8329b5fffffffff,132.0,0.0,0.0,0.0
8329b6fffffffff,228.0,0.0,0.0,0.0
832a10fffffffff,58.0,0.0,0.0,0.0
832a12fffffffff,63.0,1.0,0.0,0.0
832a13fffffffff,243.0,0.0,0.0,0.0
832a14fffffffff,71.0,1.0,0.0,0.0
832a16fffffffff,1341.0,16.0,0.0,0.0
832a30fffffffff,138.0,0.0,0.0,0.0
832a4cfffffffff,1267.0,0.0,0.0,0.0
832a82fffffffff,6.0,0.0,0.0,0.0
832a84fffffffff,25.0,0.0,0.0,0.0
832a86fffffffff,26.0,0.0,0.0,0.0
832a90fffffffff,463.0,0.0,0.0,0.0
832a91fffffffff,2.0,0.0,0.0,0.0
832a92fffffffff,14.0,0.0,0.0,0.0
832a93fffffffff,20.0,0.0,0.0,0.0
832a94fffffffff,1741.0,0.0,0.0,0.0
832a95fffffffff,418.0,0.0,0.0,0.0
832a96fffffffff,8.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0
832aa0fffffffff,2.0,0.0,0.0,0.0
832aa2fffffffff,29.0,0.0,0.0,0.0
832aa4fffffffff,6365.0,0.0,0.0,0.0
832aa6fffffffff,233.0,0.0,0.0,0.0
832aa8fffffffff,306.0,30.0,0.0,0.0
832aa9fffffffff,232.0,12.0,0.0,0.0
832aaafffffffff,125.0,0.0,0.0,0.0
832aacfffffffff,400.0,0.0,0.0,0.0
832aadfffffffff,2123.0,0.0,0.0,0.0
832ab0fffffffff,523.0,0.0,0.0,0.0
832ab1fffffffff,282.0,0.0,0.0,0.0
832ab2fffffffff,8632.0,0.0,0.0,0.0
832ab3fffffffff,554.0,0.0,0.0,0.0
832ab4fffffffff,258.0,2.0,0.0,0.0
832ab5fffffffff,594.0,0.0,0.0,0.0
832ab6fffffffff,141.0,0.0,0.0,0.0
832ac6fffffffff,19.0,0.0,0.0,0.0
832ad0fffffffff,13.0,0.0,0.0,0.0
832ad1fffffffff,15.0,0.0,0.0,0.0
832ad2fffffffff,31.0,0.0,0.0,0.0
832ad3fffffffff,2427.0,0.0,0.0,0.0
832ad5fffffffff,6.0,0.0,0.0,0.0
832af0fffffffff,46.0,0.0,0.0,0.0
832af1fffffffff,363.0,0.0,0.0,0.0
832af3fffffffff,31.0,0.0,0.0,0.0
832b00fffffffff,13.0,0.0,0.0,0.0
832b02fffffffff,35.0,0.0,0.0,0.0
832b80fffffffff,1.0,0.0,0.0,0.0
832b81fffffffff,2114.0,15.0,0.0,0.0
832b82fffffffff,5.0,0.0,0.0,0.0
832b83fffffffff,834.0,29.0,0.0,0.0
832b85fffffffff,2.0,0.0,0.0,0.0
832b88fffffffff,47.0,0.0,0.0,0.0
832b89fffffffff,229.0,0.0,0.0,0.0
832b8afffffffff,452.0,0.0,0.0,0.0
832b8bfffffffff,24.0,0.0,0.0,0.0
832b8cfffffffff,151.0,0.0,0.0,0.0
832b8dfffffffff,228.0,0.0,0.0,0.0
832b8efffffffff,480.0,0.0,0.0,0.0
832b98fffffffff,709.0,14.0,0.0,0.0
832b99fffffffff,1809.0,21.0,0.0,0.0
832b9afffffffff,113.0,0.0,0.0,0.0
832b9bfffffffff,121.0,0.0,0.0,0.0
832b9dfffffffff,987.0,0.0,0.0,0.0
832b9efffffffff,235.0,0.0,0.0,0.0
832ba8fffffffff,242.0,0.0,0.0,0.0
832baafffffffff,3815.0,0.0,0.0,0.0
832babfffffffff,18.0,0.0,0.0,0.0
832bacfffffffff,1418.0,0.0,0.0,0.0
832baefffffffff,3503.0,0.0,0.0,0.0
834412fffffffff,1863.0,52.0,0.0,0.0
834413fffffffff,11877.0,218.0,0.0,0.0
834416fffffffff,596.0,37.0,0.0,0.0
83441afffffffff,14665.0,457.0,0.0,0.0
83441bfffffffff,37.0,0.0,0.0,0.0
83441efffffffff,14282.0,351.0,0.0,0.0
834424fffffffff,39.0,0.0,0.0,0.0
834430fffffffff,125.0,20.0,0.0,0.0
834432fffffffff,807.0,99.0,0.0,0.0
834434fffffffff,69.0,6.0,0.0,0.0
834436fffffffff,188.0,14.0,0.0,0.0
834440fffffffff,279.0,0.0,0.0,0.0
834441fffffffff,45.0,0.0,0.0,0.0
834443fffffffff,55.0,0.0,0.0,0.0
834444fffffffff,469.0,0.0,0.0,0.0
834445fffffffff,2772.0,0.0,0.0,0.0
834446fffffffff,3103.0,0.0,0.0,0.0
834448fffffffff,214.0,0.0,0.0,0.0
834449fffffffff,256.0,0.0,0.0,0.0
83444afffffffff,16.0,0.0,0.0,0.0
83444bfffffffff,4.0,0.0,0.0,0.0
83444cfffffffff,187.0,0.0,0.0,0.0
83444dfffffffff,16.0,0.0,0.0,0.0
83444efffffffff,90.0,0.0,0.0,0.0
834450fffffffff,1118.0,0.0,0.0,0.0
834452fffffffff,957.0,0.0,0.0,0.0
834453fffffffff,2.0,0.0,0.0,0.0
834455fffffffff,2852.0,0.0,0.0,0.0
834456fffffffff,478.0,0.0,0.0,0.0
834458fffffffff,38.0,0.0,0.0,0.0
834459fffffffff,114.0,0.0,0.0,0.0
83445afffffffff,191.0,0.0,0.0,0.0
83445bfffffffff,1.0,0.0,0.0,0.0
83445cfffffffff,184.0,0.0,0.0,0.0
83445dfffffffff,76.0,0.0,0.0,0.0
834463fffffffff,880.0,0.0,0.0,0.0
834468fffffffff,20.0,0.0,0.0,0.0
834469fffffffff,184.0,0.0,0.0,0.0
83446afffffffff,223.0,0.0,0.0,0.0
83446bfffffffff,59.0,0.0,0.0,0.0
83446cfffffffff,14686.0,8.0,0.0,0.0
83446dfffffffff,337.0,0.0,0.0,0.0
83446efffffffff,4104.0,0.0,0.0,0.0
834471fffffffff,241.0,0.0,0.0,0.0
834473fffffffff,1053.0,0.0,0.0,0.0
834484fffffffff,578.0,0.0,0.0,0.0
834485fffffffff,229.0,0.0,0.0,0.0
834486fffffffff,185.0,0.0,0.0,0.0
8344a1fffffffff,8796.0,297.0,0.0,0.0
8344a2fffffffff,2.0,0.0,0.0,0.0
8344a3fffffffff,1369.0,0.0,0.0,0.0
8344a5fffffffff,509.0,18.0,0.0,0.0
8344a6fffffffff,2.0,0.0,0.0,0.0
8344a8fffffffff,6112.0,234.0,0.0,0.0
8344a9fffffffff,17378.0,946.0,0.0,0.0
8344abfffffffff,7384.0,476.0,0.0,0.0
8344acfffffffff,6628.0,487.0,0.0,0.0
8344adfffffffff,2271.0,113.0,0.0,0.0
8344aefffffffff,9687.0,443.0,0.0,0.0
8344b0fffffffff,4.0,0.0,0.0,0.0
8344b1fffffffff,16.0,0.0,0.0,0.0
8344b2fffffffff,6.0,0.0,0.0,0.0
8344b5fffffffff,1736.0,0.0,0.0,0.0
8344b6fffffffff,9.0,0.0,0.0,0.0
8344c0fffffffff,297.0,0.0,0.0,0.0
8344c1fffffffff,31.0,0.0,0.0,0.0
8344c2fffffffff,1223.0,0.0,0.0,0.0
8344c4fffffffff,98.0,0.0,0.0,0.0
8344c5fffffffff,26.0,0.0,0.0,0.0
8344c6fffffffff,155.0,0.0,0.0,0.0
8344d0fffffffff,6906.0,0.0,0.0,0.0
8344d1fffffffff,498.0,0.0,0.0,0.0
8344d2fffffffff,1252.0,0.0,0.0,0.0
8344d3fffffffff,574.0,0.0,0.0,0.0
8344d4fffffffff,1.0,0.0,0.0,0.0
8344d5fffffffff,6218.0,0.0,0.0,0.0
8344defffffffff,10.0,0.0,0.0,0.0
8344e0fffffffff,972.0,34.0,0.0,0.0
8344e1fffffffff,10.0,0.0,0.0,0.0
8344e2fffffffff,864.0,41.0,0.0,0.0
8344e3fffffffff,163.0,0.0,0.0,0.0
8344e4fffffffff,27.0,2.0,0.0,0.0
8344e5fffffffff,315.0,0.0,0.0,0.0
8344e6fffffffff,5044.0,224.0,0.0,0.0
8344ecfffffffff,14.0,0.0,0.0,0.0
8344edfffffffff,73.0,0.0,0.0,0.0
8344eefffffffff,697.0,0.0,0.0,0.0
8344f0fffffffff,2606.0,212.0,0.0,0.0
8344f1fffffffff,18.0,0.0,0.0,0.0
8344f3fffffffff,5494.0,0.0,0.0,0.0
8344f4fffffffff,10856.0,244.0,0.0,0.0
8344f5fffffffff,1271.0,26.0,0.0,0.0
8344f6fffffffff,976.0,15.0,0.0,0.0
834501fffffffff,1.0,0.0,0.0,0.0
834505fffffffff,31.0,0.0,0.0,0.0
834509fffffffff,491.0,0.0,0.0,0.0
83450afffffffff,463.0,3.0,0.0,0.0
83450bfffffffff,709.0,0.0,0.0,0.0
83450cfffffffff,10.0,0.0,0.0,0.0
83450efffffffff,2.0,0.0,0.0,0.0
834519fffffffff,31.0,0.0,0.0,0.0
83451bfffffffff,16.0,2.0,0.0,0.0
83451dfffffffff,48.0,6.0,0.0,0.0
834520fffffffff,223.0,0.0,0.0,0.0
834521fffffffff,75.0,0.0,0.0,0.0
834522fffffffff,265.0,0.0,0.0,0.0
834523fffffffff,61.0,0.0,0.0,0.0
834524fffffffff,25.0,0.0,0.0,0.0
834525fffffffff,54.0,0.0,0.0,0.0
834526fffffffff,1748.0,0.0,0.0,0.0
834528fffffffff,54.0,9.0,0.0,0.0
834529fffffffff,21.0,2.0,0.0,0.0
83452afffffffff,425.0,0.0,0.0,0.0
83452bfffffffff,101.0,6.0,0.0,0.0
83452cfffffffff,511.0,7.0,0.0,0.0
83452dfffffffff,2.0,0.0,0.0,0.0
83452efffffffff,375.0,2.0,0.0,0.0
834530fffffffff,1.0,0.0,0.0,0.0
834531fffffffff,130.0,0.0,0.0,0.0
834532fffffffff,6.0,0.0,0.0,0.0
834535fffffffff,4.0,0.0,0.0,0.0
834569fffffffff,3.0,0.0,0.0,0.0
83456dfffffffff,5.0,0.0,0.0,0.0
834572fffffffff,50.0,0.0,0.0,0.0
834576fffffffff,21.0,8.0,0.0,0.0
834583fffffffff,17.0,0.0,0.0,0.0
