cell_id,Cichlopsis leucogenys,Cichlopsis leucogenys chubbi,Cichlopsis leucogenys peruviana,Cichlopsis leucogenys gularis,Cichlopsis leucogenys leucogenys
825f77fffffffff,5.0,0.0,0.0,4.0,0.0
8266d7fffffffff,426.0,21.0,0.0,0.0,1.0
8266f7fffffffff,4.0,0.0,0.0,0.0,0.0
828137fffffffff,27.0,0.0,0.0,0.0,2.0
82a897fffffffff,8.0,0.0,0.0,0.0,0.0
