cell_id,Tachyeres pteneres,Tachyeres pteneres [undescribed form]
82ce17fffffffff,59.0,0.0
82ce37fffffffff,2.0,0.0
82ce87fffffffff,11.0,0.0
82cea7fffffffff,43.0,0.0
82ceaffffffffff,2471.0,82.0
82cf17fffffffff,102.0,0.0
82cf1ffffffffff,2.0,0.0
82cf37fffffffff,8.0,0.0
82cf8ffffffffff,12.0,0.0
82cfaffffffffff,5.0,0.0
82df47fffffffff,1212.0,0.0
82df6ffffffffff,1071.0,0.0
