cell_id,Caracara plancus,Caracara plancus cheriway,Caracara plancus plancus
834564fffffffff,13.0,11.0,0.0
834569fffffffff,20.0,6.0,0.0
83456dfffffffff,22.0,8.0,0.0
834572fffffffff,708.0,509.0,0.0
834574fffffffff,51.0,32.0,0.0
834576fffffffff,49.0,40.0,0.0
834583fffffffff,38.0,28.0,0.0
834588fffffffff,353.0,298.0,0.0
834589fffffffff,2.0,2.0,0.0
83458afffffffff,21.0,0.0,0.0
83458cfffffffff,847.0,721.0,0.0
83458dfffffffff,89.0,79.0,0.0
83458efffffffff,287.0,220.0,0.0
834590fffffffff,7.0,6.0,0.0
834591fffffffff,182.0,167.0,0.0
834592fffffffff,16.0,12.0,0.0
834593fffffffff,5.0,5.0,0.0
834598fffffffff,1140.0,1015.0,0.0
83459cfffffffff,47.0,45.0,0.0
83459dfffffffff,69.0,56.0,0.0
83459efffffffff,43.0,37.0,0.0
834801fffffffff,79.0,72.0,0.0
834802fffffffff,80.0,47.0,0.0
834803fffffffff,20.0,1.0,0.0
834805fffffffff,471.0,366.0,0.0
834806fffffffff,249.0,157.0,0.0
834808fffffffff,23.0,21.0,0.0
834809fffffffff,16.0,13.0,0.0
83480afffffffff,969.0,774.0,0.0
83480bfffffffff,110.0,87.0,0.0
83480dfffffffff,12.0,10.0,0.0
83480efffffffff,284.0,207.0,0.0
834810fffffffff,155.0,93.0,0.0
834814fffffffff,543.0,470.0,0.0
834815fffffffff,54.0,18.0,0.0
834816fffffffff,31.0,26.0,0.0
83481dfffffffff,42.0,35.0,0.0
834823fffffffff,381.0,336.0,0.0
834828fffffffff,30.0,23.0,0.0
834829fffffffff,42.0,36.0,0.0
83482afffffffff,865.0,694.0,0.0
83482bfffffffff,148.0,115.0,0.0
83482efffffffff,472.0,374.0,0.0
834830fffffffff,64.0,32.0,0.0
834832fffffffff,53.0,39.0,0.0
834833fffffffff,1148.0,649.0,0.0
834836fffffffff,1693.0,1277.0,0.0
834852fffffffff,93.0,90.0,0.0
834856fffffffff,214.0,138.0,0.0
834858fffffffff,2.0,2.0,0.0
83485efffffffff,3.0,3.0,0.0
834870fffffffff,4.0,2.0,0.0
834871fffffffff,2.0,2.0,0.0
834872fffffffff,35.0,22.0,0.0
834873fffffffff,96.0,68.0,0.0
834876fffffffff,9.0,9.0,0.0
834880fffffffff,1668.0,1236.0,0.0
834881fffffffff,127.0,98.0,0.0
834882fffffffff,3877.0,3079.0,0.0
834883fffffffff,2258.0,1830.0,0.0
834884fffffffff,108.0,96.0,0.0
834885fffffffff,21.0,13.0,0.0
834886fffffffff,3191.0,2497.0,0.0
834888fffffffff,6.0,2.0,0.0
83488afffffffff,56.0,33.0,0.0
83488cfffffffff,5.0,2.0,0.0
83488efffffffff,883.0,730.0,0.0
834890fffffffff,4872.0,3909.0,0.0
834891fffffffff,3229.0,2668.0,0.0
834892fffffffff,2017.0,1537.0,0.0
834893fffffffff,5499.0,4161.0,0.0
834895fffffffff,9278.0,6509.0,0.0
834898fffffffff,2318.0,1693.0,0.0
834899fffffffff,209.0,140.0,0.0
83489afffffffff,2762.0,1970.0,0.0
83489bfffffffff,203.0,155.0,0.0
83489cfffffffff,10719.0,8439.0,0.0
83489dfffffffff,894.0,663.0,0.0
83489efffffffff,8488.0,6866.0,0.0
8348a0fffffffff,79.0,42.0,0.0
8348a2fffffffff,1053.0,882.0,0.0
8348a3fffffffff,19.0,16.0,0.0
8348a6fffffffff,183.0,154.0,0.0
8348aafffffffff,2.0,2.0,0.0
8348aefffffffff,3.0,3.0,0.0
8348b0fffffffff,17.0,16.0,0.0
8348b1fffffffff,8015.0,5693.0,0.0
8348b2fffffffff,6345.0,4568.0,0.0
8348b3fffffffff,20403.0,14524.0,0.0
8348b4fffffffff,27.0,24.0,0.0
8348b5fffffffff,246.0,169.0,0.0
8348e1fffffffff,9.0,9.0,0.0
8348e4fffffffff,30.0,25.0,0.0
8348e5fffffffff,100.0,68.0,0.0
8348e8fffffffff,1866.0,1485.0,0.0
8348e9fffffffff,33.0,32.0,0.0
8348eafffffffff,1.0,0.0,0.0
8348ebfffffffff,7.0,0.0,0.0
8348ecfffffffff,36.0,19.0,0.0
8348edfffffffff,148.0,125.0,0.0
834980fffffffff,100.0,54.0,0.0
834981fffffffff,15.0,13.0,0.0
834982fffffffff,139.0,97.0,0.0
834983fffffffff,229.0,169.0,0.0
834985fffffffff,19.0,10.0,0.0
834986fffffffff,21.0,13.0,0.0
834988fffffffff,237.0,155.0,0.0
834989fffffffff,2.0,2.0,0.0
83498afffffffff,2.0,2.0,0.0
83498bfffffffff,19.0,19.0,0.0
83498cfffffffff,60.0,20.0,0.0
83498efffffffff,305.0,223.0,0.0
834990fffffffff,78.0,63.0,0.0
834991fffffffff,31.0,31.0,0.0
834992fffffffff,125.0,88.0,0.0
834993fffffffff,63.0,51.0,0.0
834994fffffffff,68.0,42.0,0.0
834995fffffffff,45.0,27.0,0.0
834996fffffffff,1251.0,793.0,0.0
834998fffffffff,209.0,179.0,0.0
834999fffffffff,9.0,9.0,0.0
83499afffffffff,6.0,6.0,0.0
83499bfffffffff,73.0,68.0,0.0
83499cfffffffff,31.0,20.0,0.0
83499dfffffffff,87.0,79.0,0.0
83499efffffffff,65.0,50.0,0.0
8349a2fffffffff,35.0,26.0,0.0
8349a3fffffffff,18.0,15.0,0.0
8349a8fffffffff,537.0,463.0,0.0
8349a9fffffffff,400.0,266.0,0.0
8349aafffffffff,608.0,456.0,0.0
8349abfffffffff,355.0,259.0,0.0
8349acfffffffff,17.0,17.0,0.0
8349adfffffffff,32.0,29.0,0.0
8349aefffffffff,26.0,25.0,0.0
8349b0fffffffff,1.0,0.0,0.0
8349b1fffffffff,4.0,2.0,0.0
8349b2fffffffff,21.0,16.0,0.0
8349b3fffffffff,504.0,368.0,0.0
8349b4fffffffff,14.0,14.0,0.0
8349b5fffffffff,22.0,9.0,0.0
8349b6fffffffff,2.0,0.0,0.0
834c93fffffffff,22.0,17.0,0.0
834c98fffffffff,11.0,10.0,0.0
834c9afffffffff,28.0,26.0,0.0
834c9efffffffff,4.0,4.0,0.0
835e65fffffffff,2.0,2.0,0.0
835f08fffffffff,105.0,59.0,0.0
835f09fffffffff,140.0,68.0,0.0
835f0bfffffffff,46.0,31.0,0.0
835f0efffffffff,1.0,0.0,0.0
835f12fffffffff,38.0,16.0,0.0
835f13fffffffff,28.0,16.0,0.0
835f16fffffffff,2.0,0.0,0.0
835f1cfffffffff,14.0,9.0,0.0
835f1dfffffffff,6.0,2.0,0.0
835f1efffffffff,11.0,3.0,0.0
835f22fffffffff,17.0,17.0,0.0
835f28fffffffff,1.0,1.0,0.0
835f29fffffffff,722.0,442.0,0.0
835f2bfffffffff,166.0,110.0,0.0
835f2dfffffffff,151.0,89.0,0.0
835f40fffffffff,77.0,52.0,0.0
835f41fffffffff,65.0,19.0,0.0
835f42fffffffff,29.0,29.0,0.0
835f43fffffffff,36.0,6.0,0.0
835f44fffffffff,1.0,1.0,0.0
835f46fffffffff,13.0,8.0,0.0
835f48fffffffff,18.0,12.0,0.0
835f49fffffffff,27.0,18.0,0.0
835f4afffffffff,35.0,35.0,0.0
835f4bfffffffff,425.0,186.0,0.0
835f4cfffffffff,4.0,4.0,0.0
835f4dfffffffff,7.0,7.0,0.0
835f4efffffffff,32.0,27.0,0.0
835f50fffffffff,2.0,0.0,0.0
835f56fffffffff,1.0,0.0,0.0
835f58fffffffff,36.0,5.0,0.0
835f5bfffffffff,3.0,1.0,0.0
835f5dfffffffff,15.0,9.0,0.0
835f68fffffffff,27.0,26.0,0.0
835f69fffffffff,1.0,1.0,0.0
835f71fffffffff,27.0,23.0,0.0
835f75fffffffff,51.0,43.0,0.0
836600fffffffff,31.0,11.0,0.0
836601fffffffff,8.0,0.0,0.0
836602fffffffff,245.0,138.0,0.0
836603fffffffff,23.0,20.0,0.0
836604fffffffff,92.0,56.0,0.0
836605fffffffff,31.0,15.0,0.0
836606fffffffff,141.0,64.0,0.0
836608fffffffff,155.0,113.0,0.0
836609fffffffff,28.0,18.0,0.0
83660afffffffff,395.0,260.0,0.0
83660bfffffffff,9.0,4.0,0.0
83660cfffffffff,72.0,29.0,0.0
83660dfffffffff,45.0,43.0,0.0
83660efffffffff,216.0,126.0,0.0
836610fffffffff,214.0,98.0,0.0
836611fffffffff,140.0,109.0,0.0
836612fffffffff,5.0,3.0,0.0
836613fffffffff,165.0,79.0,0.0
836616fffffffff,241.0,160.0,0.0
836618fffffffff,627.0,371.0,0.0
836619fffffffff,1202.0,662.0,0.0
83661afffffffff,6.0,5.0,0.0
83661bfffffffff,875.0,514.0,0.0
83661cfffffffff,35.0,11.0,0.0
83661dfffffffff,308.0,145.0,0.0
83661efffffffff,61.0,26.0,0.0
836620fffffffff,2052.0,1405.0,0.0
836621fffffffff,185.0,87.0,0.0
836622fffffffff,1095.0,787.0,0.0
836623fffffffff,62.0,34.0,0.0
836625fffffffff,1570.0,842.0,0.0
836628fffffffff,45.0,43.0,0.0
836629fffffffff,78.0,60.0,0.0
83662bfffffffff,76.0,30.0,0.0
83662cfffffffff,128.0,86.0,0.0
83662dfffffffff,3.0,1.0,0.0
83662efffffffff,58.0,42.0,0.0
836631fffffffff,363.0,216.0,0.0
836640fffffffff,1.0,0.0,0.0
836641fffffffff,594.0,334.0,0.0
836642fffffffff,3.0,0.0,0.0
836644fffffffff,27.0,20.0,0.0
836645fffffffff,18.0,12.0,0.0
836646fffffffff,3.0,0.0,0.0
836650fffffffff,62.0,39.0,0.0
836652fffffffff,599.0,304.0,0.0
836653fffffffff,3.0,3.0,0.0
836654fffffffff,421.0,249.0,0.0
836655fffffffff,1.0,0.0,0.0
836656fffffffff,386.0,190.0,0.0
83665afffffffff,3.0,0.0,0.0
83665bfffffffff,4.0,0.0,0.0
83665efffffffff,1.0,0.0,0.0
836660fffffffff,42.0,16.0,0.0
836661fffffffff,4.0,4.0,0.0
836662fffffffff,23.0,16.0,0.0
836663fffffffff,170.0,133.0,0.0
836664fffffffff,111.0,66.0,0.0
83666bfffffffff,2.0,0.0,0.0
83666cfffffffff,12.0,12.0,0.0
83666efffffffff,1.0,1.0,0.0
836670fffffffff,93.0,52.0,0.0
836671fffffffff,13.0,7.0,0.0
836672fffffffff,495.0,342.0,0.0
836673fffffffff,153.0,110.0,0.0
836674fffffffff,8.0,8.0,0.0
836675fffffffff,214.0,124.0,0.0
836676fffffffff,33.0,14.0,0.0
8366a0fffffffff,561.0,361.0,0.0
8366a1fffffffff,846.0,582.0,0.0
8366a2fffffffff,128.0,76.0,0.0
8366a3fffffffff,200.0,142.0,0.0
8366a5fffffffff,2260.0,1492.0,0.0
8366a6fffffffff,5.0,1.0,0.0
8366aefffffffff,22.0,16.0,0.0
8366b0fffffffff,1997.0,1282.0,0.0
8366b1fffffffff,116.0,72.0,0.0
8366b4fffffffff,3369.0,1825.0,0.0
8366b5fffffffff,3565.0,2017.0,0.0
8366b6fffffffff,825.0,537.0,0.0
8366c0fffffffff,27.0,22.0,0.0
8366c2fffffffff,25.0,13.0,0.0
8366c4fffffffff,213.0,106.0,0.0
8366c5fffffffff,70.0,57.0,0.0
8366c6fffffffff,489.0,317.0,0.0
8366cefffffffff,10.0,10.0,0.0
8366d0fffffffff,3.0,0.0,0.0
8366d1fffffffff,3.0,3.0,0.0
8366d5fffffffff,95.0,63.0,0.0
8366e0fffffffff,235.0,149.0,0.0
8366e1fffffffff,856.0,554.0,0.0
8366e2fffffffff,285.0,154.0,0.0
8366e3fffffffff,30.0,8.0,0.0
8366e4fffffffff,375.0,113.0,0.0
8366e5fffffffff,1412.0,937.0,0.0
8366e6fffffffff,4619.0,2730.0,0.0
8366e8fffffffff,4.0,4.0,0.0
8366eafffffffff,6.0,6.0,0.0
8366ecfffffffff,339.0,186.0,0.0
8366eefffffffff,164.0,128.0,0.0
8366f0fffffffff,50.0,24.0,0.0
8366f1fffffffff,858.0,527.0,0.0
8366f3fffffffff,3.0,3.0,0.0
8366f5fffffffff,1432.0,950.0,0.0
836740fffffffff,28.0,5.0,0.0
836741fffffffff,403.0,164.0,0.0
836742fffffffff,194.0,69.0,0.0
836743fffffffff,438.0,176.0,0.0
836744fffffffff,525.0,397.0,0.0
836746fffffffff,2507.0,1926.0,0.0
836748fffffffff,6.0,1.0,0.0
83674afffffffff,189.0,167.0,0.0
83674bfffffffff,6.0,0.0,0.0
83674cfffffffff,287.0,135.0,0.0
83674dfffffffff,37.0,34.0,0.0
83674efffffffff,154.0,86.0,0.0
836750fffffffff,24.0,18.0,0.0
836751fffffffff,92.0,29.0,0.0
836752fffffffff,1633.0,318.0,0.0
836753fffffffff,479.0,288.0,0.0
836755fffffffff,1851.0,701.0,0.0
836756fffffffff,110.0,88.0,0.0
836758fffffffff,61.0,28.0,0.0
836759fffffffff,114.0,110.0,0.0
83675afffffffff,37.0,12.0,0.0
83675bfffffffff,44.0,42.0,0.0
83675cfffffffff,387.0,292.0,0.0
83675dfffffffff,28.0,10.0,0.0
83675efffffffff,19.0,17.0,0.0
836769fffffffff,109.0,67.0,0.0
83676bfffffffff,52.0,10.0,0.0
83676dfffffffff,3.0,3.0,0.0
836773fffffffff,749.0,578.0,0.0
836790fffffffff,39.0,31.0,0.0
836791fffffffff,2.0,2.0,0.0
836792fffffffff,13.0,6.0,0.0
836793fffffffff,22.0,18.0,0.0
836794fffffffff,39.0,21.0,0.0
836795fffffffff,3.0,3.0,0.0
836796fffffffff,19.0,10.0,0.0
83679afffffffff,1565.0,828.0,0.0
83679bfffffffff,555.0,257.0,0.0
8367b2fffffffff,36.0,25.0,0.0
836d04fffffffff,552.0,421.0,0.0
836d05fffffffff,316.0,240.0,0.0
836d06fffffffff,80.0,72.0,0.0
836d14fffffffff,39.0,25.0,0.0
836d15fffffffff,298.0,203.0,0.0
836d20fffffffff,55.0,26.0,0.0
836d21fffffffff,21.0,15.0,0.0
836d22fffffffff,19.0,12.0,0.0
836d23fffffffff,68.0,39.0,0.0
836d24fffffffff,129.0,55.0,0.0
836d25fffffffff,770.0,492.0,0.0
836d26fffffffff,17.0,16.0,0.0
836d28fffffffff,9.0,6.0,0.0
836d29fffffffff,173.0,134.0,0.0
836d2afffffffff,169.0,154.0,0.0
836d2bfffffffff,1528.0,1206.0,0.0
836d2cfffffffff,102.0,84.0,0.0
836d2dfffffffff,51.0,45.0,0.0
836d2efffffffff,99.0,91.0,0.0
836d30fffffffff,170.0,101.0,0.0
836d31fffffffff,723.0,546.0,0.0
836d32fffffffff,2445.0,1600.0,0.0
836d33fffffffff,108.0,66.0,0.0
836d34fffffffff,1359.0,751.0,0.0
836d35fffffffff,2106.0,2039.0,0.0
836d36fffffffff,72.0,54.0,0.0
836d60fffffffff,1161.0,936.0,0.0
836d61fffffffff,922.0,554.0,0.0
836d62fffffffff,1.0,0.0,0.0
836d63fffffffff,36.0,29.0,0.0
836d64fffffffff,2069.0,1716.0,0.0
836d65fffffffff,583.0,326.0,0.0
836d66fffffffff,344.0,195.0,0.0
836d68fffffffff,4434.0,2704.0,0.0
836d69fffffffff,10141.0,5731.0,0.0
836d6afffffffff,82.0,68.0,0.0
836d6bfffffffff,1180.0,780.0,0.0
836d6cfffffffff,222.0,140.0,0.0
836d6dfffffffff,3805.0,2170.0,0.0
836d6efffffffff,172.0,92.0,0.0
836d74fffffffff,301.0,193.0,0.0
836d75fffffffff,381.0,214.0,0.0
836d76fffffffff,89.0,56.0,0.0
838002fffffffff,12.0,0.0,12.0
838003fffffffff,6.0,0.0,4.0
838005fffffffff,6.0,0.0,4.0
838008fffffffff,22.0,0.0,14.0
838009fffffffff,32.0,0.0,32.0
83800cfffffffff,12.0,0.0,4.0
83800efffffffff,10.0,0.0,6.0
838010fffffffff,235.0,0.0,153.0
838011fffffffff,41.0,0.0,36.0
838013fffffffff,4.0,0.0,4.0
838014fffffffff,162.0,0.0,129.0
838015fffffffff,1.0,0.0,0.0
838016fffffffff,84.0,0.0,69.0
83801cfffffffff,8.0,0.0,8.0
838023fffffffff,2.0,0.0,2.0
83802bfffffffff,15.0,0.0,12.0
838030fffffffff,209.0,0.0,130.0
838032fffffffff,19.0,0.0,10.0
838033fffffffff,1.0,0.0,0.0
838035fffffffff,2.0,0.0,2.0
838036fffffffff,24.0,0.0,14.0
838040fffffffff,10.0,0.0,10.0
838044fffffffff,29.0,0.0,21.0
838046fffffffff,38.0,0.0,31.0
838048fffffffff,15.0,13.0,0.0
83804cfffffffff,10.0,5.0,0.0
83804efffffffff,2.0,2.0,0.0
838054fffffffff,78.0,0.0,56.0
838055fffffffff,29.0,0.0,27.0
838062fffffffff,2.0,0.0,0.0
838063fffffffff,2.0,0.0,2.0
838064fffffffff,4.0,0.0,4.0
838065fffffffff,9.0,0.0,9.0
838066fffffffff,6.0,0.0,2.0
83806afffffffff,27.0,22.0,0.0
83806dfffffffff,2.0,0.0,0.0
838071fffffffff,6.0,0.0,6.0
838073fffffffff,35.0,0.0,32.0
838074fffffffff,6.0,0.0,2.0
838075fffffffff,1.0,0.0,1.0
8380a4fffffffff,3.0,0.0,3.0
838100fffffffff,29.0,0.0,22.0
838101fffffffff,1.0,0.0,0.0
838102fffffffff,152.0,0.0,109.0
838104fffffffff,13.0,0.0,11.0
838106fffffffff,142.0,0.0,83.0
838109fffffffff,14.0,0.0,10.0
83810afffffffff,2.0,0.0,2.0
83810efffffffff,9.0,0.0,9.0
838110fffffffff,26.0,0.0,26.0
838111fffffffff,7.0,0.0,7.0
838112fffffffff,25.0,0.0,9.0
838113fffffffff,9.0,0.0,5.0
838114fffffffff,17.0,0.0,17.0
838115fffffffff,3.0,0.0,1.0
838116fffffffff,81.0,0.0,47.0
83811afffffffff,19.0,0.0,11.0
83811cfffffffff,9.0,0.0,9.0
83811efffffffff,6.0,0.0,6.0
838120fffffffff,4.0,0.0,2.0
838121fffffffff,51.0,0.0,23.0
838123fffffffff,1.0,0.0,0.0
838124fffffffff,221.0,0.0,173.0
838125fffffffff,8.0,0.0,3.0
838126fffffffff,6.0,0.0,0.0
838128fffffffff,3.0,0.0,0.0
838129fffffffff,5.0,0.0,4.0
83812bfffffffff,5.0,0.0,4.0
83812cfffffffff,4.0,0.0,4.0
83812dfffffffff,39.0,0.0,13.0
838130fffffffff,61.0,0.0,38.0
838131fffffffff,9.0,0.0,2.0
838132fffffffff,112.0,0.0,79.0
838133fffffffff,214.0,0.0,169.0
838134fffffffff,11.0,0.0,7.0
838135fffffffff,1.0,0.0,0.0
838136fffffffff,105.0,0.0,61.0
838140fffffffff,18.0,0.0,9.0
838141fffffffff,7.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,19.0,0.0,15.0
838144fffffffff,15.0,0.0,7.0
838145fffffffff,35.0,0.0,23.0
838146fffffffff,14.0,0.0,5.0
83814afffffffff,39.0,0.0,38.0
83814cfffffffff,2.0,0.0,0.0
83814dfffffffff,101.0,0.0,76.0
83814efffffffff,33.0,0.0,29.0
838151fffffffff,4.0,0.0,4.0
838152fffffffff,2.0,0.0,0.0
838158fffffffff,3.0,0.0,3.0
838159fffffffff,9.0,0.0,2.0
83815afffffffff,5.0,0.0,1.0
83815cfffffffff,3.0,0.0,0.0
83815dfffffffff,76.0,0.0,73.0
83815efffffffff,1.0,0.0,1.0
838162fffffffff,75.0,0.0,46.0
838163fffffffff,69.0,0.0,50.0
838164fffffffff,3.0,0.0,3.0
838166fffffffff,5.0,0.0,5.0
838170fffffffff,4.0,0.0,4.0
838171fffffffff,114.0,0.0,51.0
838172fffffffff,7.0,0.0,7.0
838173fffffffff,2.0,0.0,2.0
838174fffffffff,3.0,0.0,2.0
838175fffffffff,13.0,0.0,13.0
838176fffffffff,2.0,0.0,2.0
838180fffffffff,127.0,0.0,54.0
838181fffffffff,172.0,0.0,84.0
838183fffffffff,182.0,0.0,88.0
838185fffffffff,463.0,0.0,242.0
838188fffffffff,65.0,0.0,63.0
83818afffffffff,9.0,0.0,9.0
83818bfffffffff,35.0,0.0,26.0
83818cfffffffff,6.0,0.0,4.0
83818dfffffffff,4.0,0.0,2.0
83818efffffffff,42.0,0.0,19.0
838199fffffffff,15.0,0.0,13.0
83819dfffffffff,52.0,0.0,19.0
8381a1fffffffff,75.0,0.0,66.0
8381a3fffffffff,4.0,0.0,4.0
8381a8fffffffff,3.0,0.0,2.0
8381a9fffffffff,16.0,0.0,11.0
8381acfffffffff,2.0,0.0,2.0
8381adfffffffff,68.0,0.0,55.0
8381aefffffffff,2.0,0.0,1.0
838a00fffffffff,40.0,0.0,31.0
838a01fffffffff,2.0,0.0,2.0
838a04fffffffff,4.0,0.0,4.0
838a05fffffffff,50.0,0.0,33.0
838a15fffffffff,2.0,0.0,0.0
838a1afffffffff,9.0,0.0,4.0
838a1bfffffffff,1.0,0.0,0.0
838a21fffffffff,9.0,0.0,9.0
838a22fffffffff,4.0,0.0,2.0
838a24fffffffff,5.0,0.0,0.0
838a25fffffffff,4.0,0.0,2.0
838a2efffffffff,2.0,0.0,1.0
838a31fffffffff,16.0,0.0,12.0
838a33fffffffff,2.0,0.0,2.0
838a45fffffffff,32.0,17.0,1.0
838a63fffffffff,2.0,0.0,0.0
838a69fffffffff,9.0,0.0,7.0
838a6dfffffffff,78.0,0.0,21.0
838a73fffffffff,2.0,0.0,2.0
838a80fffffffff,3.0,0.0,2.0
838a82fffffffff,3.0,0.0,3.0
838a8cfffffffff,18.0,0.0,14.0
838a8efffffffff,2.0,0.0,1.0
838a92fffffffff,8.0,0.0,8.0
838a99fffffffff,3.0,0.0,0.0
838a9cfffffffff,10.0,0.0,6.0
838a9dfffffffff,1.0,0.0,1.0
838aa8fffffffff,1.0,0.0,1.0
838aa9fffffffff,12.0,0.0,8.0
838aaafffffffff,17.0,0.0,17.0
838aabfffffffff,22.0,0.0,14.0
838aadfffffffff,3.0,0.0,1.0
838ab6fffffffff,2.0,0.0,2.0
838ad1fffffffff,17.0,13.0,0.0
838ad5fffffffff,2.0,2.0,0.0
838ad8fffffffff,4.0,2.0,0.0
838adafffffffff,98.0,82.0,0.0
838adbfffffffff,39.0,30.0,0.0
838adcfffffffff,22.0,17.0,0.0
838adefffffffff,17.0,16.0,0.0
838af0fffffffff,15.0,0.0,6.0
838af1fffffffff,2.0,0.0,0.0
838af2fffffffff,21.0,0.0,10.0
838af4fffffffff,25.0,0.0,10.0
838af6fffffffff,124.0,0.0,61.0
838b00fffffffff,12.0,0.0,10.0
838b01fffffffff,9.0,0.0,2.0
838b04fffffffff,10.0,0.0,1.0
838b05fffffffff,18.0,0.0,7.0
838b06fffffffff,7.0,0.0,7.0
838b08fffffffff,17.0,0.0,9.0
838b09fffffffff,2.0,0.0,2.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,6.0,0.0,0.0
838b0cfffffffff,195.0,0.0,92.0
838b0dfffffffff,298.0,0.0,122.0
838b0efffffffff,20.0,0.0,2.0
838b10fffffffff,10.0,0.0,9.0
838b11fffffffff,2.0,0.0,0.0
838b12fffffffff,10.0,0.0,10.0
838b13fffffffff,2.0,0.0,2.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,7.0,0.0,7.0
838b20fffffffff,216.0,0.0,120.0
838b21fffffffff,17.0,0.0,13.0
838b22fffffffff,1030.0,0.0,590.0
838b23fffffffff,69.0,0.0,67.0
838b24fffffffff,30.0,0.0,26.0
838b25fffffffff,43.0,0.0,33.0
838b26fffffffff,62.0,0.0,42.0
838b29fffffffff,2.0,0.0,2.0
838b2afffffffff,235.0,0.0,118.0
838b2bfffffffff,17.0,0.0,8.0
838b2cfffffffff,76.0,0.0,55.0
838b2efffffffff,12.0,0.0,9.0
838b31fffffffff,66.0,0.0,42.0
838b32fffffffff,2.0,0.0,2.0
838b34fffffffff,14.0,0.0,11.0
838b36fffffffff,20.0,0.0,13.0
838b40fffffffff,25.0,0.0,15.0
838b42fffffffff,2.0,0.0,0.0
838b44fffffffff,111.0,0.0,76.0
838b45fffffffff,7.0,0.0,3.0
838b46fffffffff,6.0,0.0,2.0
838b51fffffffff,15.0,0.0,10.0
838b52fffffffff,2.0,0.0,2.0
838b53fffffffff,6.0,0.0,2.0
838b56fffffffff,29.0,0.0,16.0
838b5cfffffffff,6.0,0.0,3.0
838b5dfffffffff,1.0,0.0,1.0
838b61fffffffff,78.0,0.0,48.0
838b62fffffffff,10.0,0.0,9.0
838b63fffffffff,231.0,0.0,188.0
838b6efffffffff,16.0,0.0,14.0
838b70fffffffff,8.0,0.0,3.0
838b71fffffffff,94.0,0.0,64.0
838b72fffffffff,18.0,0.0,15.0
838b74fffffffff,15.0,0.0,8.0
838b76fffffffff,89.0,0.0,22.0
838b82fffffffff,3.0,0.0,2.0
838b83fffffffff,2.0,0.0,2.0
838b84fffffffff,46.0,0.0,28.0
838b88fffffffff,23.0,0.0,2.0
838b8afffffffff,2.0,0.0,0.0
838b99fffffffff,38.0,0.0,21.0
838b9cfffffffff,6.0,0.0,6.0
838b9dfffffffff,134.0,0.0,83.0
