cell_id,Limnodromus griseus,Limnodromus griseus griseus,Limnodromus griseus hendersoni,Limnodromus griseus caurinus
8413b33ffffffff,2.0,0.0,0.0,0.0
8413b35ffffffff,1.0,0.0,0.0,0.0
841828bffffffff,1.0,0.0,0.0,0.0
84182c1ffffffff,1.0,0.0,0.0,0.0
8418443ffffffff,4.0,0.0,0.0,0.0
8419297ffffffff,2.0,0.0,0.0,0.0
84194b9ffffffff,2.0,0.0,0.0,0.0
8419527ffffffff,6.0,0.0,0.0,0.0
841aa07ffffffff,4.0,0.0,0.0,0.0
841aa27ffffffff,4.0,4.0,0.0,0.0
841aa29ffffffff,16.0,4.0,0.0,0.0
841aa3dffffffff,4.0,2.0,0.0,0.0
841aa4dffffffff,10.0,0.0,0.0,0.0
841aa63ffffffff,4.0,0.0,0.0,0.0
841ab4dffffffff,2.0,0.0,0.0,0.0
841ab51ffffffff,2.0,0.0,0.0,0.0
841ab55ffffffff,4.0,0.0,0.0,0.0
841b9a5ffffffff,28.0,1.0,0.0,0.0
841b9ebffffffff,7.0,0.0,0.0,0.0
8422db7ffffffff,7.0,0.0,0.0,0.0
842600dffffffff,1.0,0.0,0.0,0.0
8426017ffffffff,1.0,0.0,0.0,0.0
8426035ffffffff,2.0,0.0,2.0,0.0
842603dffffffff,3.0,0.0,0.0,0.0
84260a1ffffffff,2.0,0.0,0.0,0.0
84260a5ffffffff,2.0,0.0,0.0,0.0
84260adffffffff,8.0,0.0,2.0,0.0
84260b9ffffffff,10.0,0.0,0.0,0.0
84260bbffffffff,1.0,0.0,0.0,0.0
84260cbffffffff,10.0,0.0,0.0,0.0
84260e3ffffffff,1.0,0.0,0.0,0.0
8426199ffffffff,2.0,0.0,0.0,0.0
84261b7ffffffff,2.0,0.0,0.0,0.0
84261d3ffffffff,2.0,0.0,0.0,0.0
84261dbffffffff,2.0,0.0,0.0,0.0
842621bffffffff,2.0,0.0,0.0,0.0
842623dffffffff,3.0,0.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0,0.0
842626dffffffff,1.0,0.0,0.0,0.0
8426291ffffffff,2.0,0.0,0.0,0.0
8426299ffffffff,5.0,0.0,0.0,0.0
84262a1ffffffff,2.0,0.0,0.0,0.0
84262adffffffff,2.0,0.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0,0.0
84262c9ffffffff,2.0,0.0,0.0,0.0
8426345ffffffff,2.0,0.0,0.0,0.0
8426403ffffffff,4.0,0.0,0.0,0.0
8426417ffffffff,3.0,0.0,0.0,0.0
8426443ffffffff,2.0,0.0,0.0,0.0
8426461ffffffff,3.0,0.0,0.0,0.0
842646bffffffff,2.0,0.0,0.0,0.0
8426489ffffffff,20.0,0.0,0.0,0.0
8426493ffffffff,2.0,0.0,0.0,0.0
8426497ffffffff,7.0,0.0,2.0,0.0
842649bffffffff,2.0,0.0,0.0,0.0
84264a1ffffffff,2.0,0.0,0.0,0.0
84264adffffffff,17.0,0.0,0.0,0.0
84264c7ffffffff,6.0,0.0,0.0,0.0
84264cbffffffff,3.0,0.0,0.0,0.0
84264d9ffffffff,1.0,0.0,0.0,0.0
84264dbffffffff,7.0,0.0,0.0,0.0
84264e1ffffffff,5.0,0.0,1.0,0.0
84264e5ffffffff,1.0,0.0,0.0,0.0
84264edffffffff,3.0,0.0,2.0,0.0
8426521ffffffff,5.0,0.0,0.0,0.0
842652bffffffff,6.0,0.0,0.0,0.0
842652dffffffff,5.0,0.0,0.0,0.0
8426547ffffffff,1.0,0.0,0.0,0.0
8426555ffffffff,13.0,0.0,5.0,0.0
8426557ffffffff,2.0,0.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0,0.0
8426567ffffffff,16.0,0.0,1.0,0.0
842656dffffffff,2.0,0.0,0.0,0.0
8426583ffffffff,1.0,0.0,0.0,0.0
842659bffffffff,39.0,0.0,0.0,0.0
84265b1ffffffff,3.0,0.0,0.0,0.0
84265b5ffffffff,1.0,0.0,0.0,0.0
84265b9ffffffff,5.0,0.0,0.0,0.0
84265d9ffffffff,11.0,0.0,0.0,0.0
84265dbffffffff,9.0,0.0,0.0,0.0
84265e7ffffffff,1.0,0.0,0.0,0.0
8426609ffffffff,4.0,0.0,0.0,0.0
842660bffffffff,3.0,0.0,0.0,0.0
8426611ffffffff,1.0,0.0,0.0,0.0
8426621ffffffff,2.0,0.0,0.0,0.0
8426623ffffffff,3.0,0.0,0.0,0.0
8426625ffffffff,2.0,0.0,0.0,0.0
8426629ffffffff,4.0,0.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0,0.0
8426641ffffffff,54.0,0.0,4.0,0.0
8426645ffffffff,24.0,0.0,0.0,0.0
8426647ffffffff,1.0,0.0,0.0,0.0
842664bffffffff,1.0,0.0,0.0,0.0
842664dffffffff,38.0,0.0,10.0,0.0
8426657ffffffff,2.0,0.0,2.0,0.0
8426665ffffffff,1.0,0.0,0.0,0.0
8426669ffffffff,9.0,0.0,0.0,0.0
842668bffffffff,2.0,0.0,0.0,0.0
842669bffffffff,10.0,0.0,0.0,0.0
84266a7ffffffff,3.0,0.0,0.0,0.0
84266adffffffff,4.0,0.0,0.0,0.0
84266b1ffffffff,17.0,0.0,2.0,0.0
84266c1ffffffff,2.0,0.0,0.0,0.0
84266c5ffffffff,2.0,0.0,0.0,0.0
84266d3ffffffff,15.0,0.0,0.0,0.0
84266e1ffffffff,13.0,0.0,0.0,0.0
8426707ffffffff,2.0,0.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0,0.0
8426719ffffffff,65.0,0.0,2.0,0.0
8426741ffffffff,2.0,0.0,0.0,0.0
8426745ffffffff,12.0,0.0,0.0,0.0
8426747ffffffff,4.0,0.0,0.0,0.0
842680bffffffff,1.0,0.0,0.0,0.0
842681bffffffff,7.0,0.0,0.0,0.0
842684dffffffff,1.0,0.0,0.0,0.0
8426851ffffffff,2.0,0.0,0.0,0.0
8426889ffffffff,5.0,0.0,4.0,0.0
84268c3ffffffff,1.0,0.0,0.0,0.0
84268cdffffffff,43.0,0.0,0.0,0.0
84268d3ffffffff,6.0,0.0,0.0,0.0
84268d5ffffffff,11.0,0.0,0.0,0.0
84268d7ffffffff,9.0,0.0,0.0,0.0
8426923ffffffff,4.0,0.0,0.0,0.0
8426961ffffffff,10.0,0.0,0.0,0.0
8426969ffffffff,19.0,0.0,0.0,0.0
8426987ffffffff,1.0,0.0,0.0,0.0
8426989ffffffff,3.0,0.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0,0.0
8426a87ffffffff,78.0,0.0,0.0,0.0
8426a8bffffffff,31.0,0.0,0.0,0.0
8426a95ffffffff,2.0,0.0,0.0,0.0
8426a9dffffffff,1.0,0.0,0.0,0.0
8426aa1ffffffff,18.0,0.0,1.0,0.0
8426aa5ffffffff,20.0,0.0,2.0,0.0
8426aabffffffff,6.0,0.0,0.0,0.0
8426ac3ffffffff,2.0,0.0,0.0,0.0
8426ad1ffffffff,2.0,0.0,2.0,0.0
8426ae9ffffffff,5.0,0.0,0.0,0.0
8426c19ffffffff,2.0,0.0,0.0,0.0
8426c43ffffffff,7.0,0.0,2.0,0.0
8426c89ffffffff,62.0,0.0,0.0,0.0
8426c9dffffffff,1.0,0.0,0.0,0.0
8426cb9ffffffff,16.0,0.0,0.0,0.0
8426cbdffffffff,11.0,0.0,0.0,0.0
8426ce1ffffffff,3.0,0.0,0.0,0.0
8426d33ffffffff,2.0,0.0,0.0,0.0
8426d89ffffffff,2.0,0.0,0.0,0.0
8426d95ffffffff,12.0,0.0,1.0,0.0
8426dadffffffff,2.0,0.0,0.0,0.0
8426ddbffffffff,4.0,0.0,0.0,0.0
8426de7ffffffff,4.0,0.0,0.0,0.0
8426e09ffffffff,6.0,0.0,0.0,0.0
8426e19ffffffff,2.0,0.0,0.0,0.0
8426e21ffffffff,26.0,0.0,3.0,0.0
8426e2bffffffff,2.0,0.0,0.0,0.0
8426e2dffffffff,31.0,0.0,7.0,0.0
8426e33ffffffff,9.0,0.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0,0.0
8426e47ffffffff,1.0,0.0,0.0,0.0
8426e51ffffffff,2.0,0.0,0.0,0.0
8426e53ffffffff,3.0,0.0,0.0,0.0
8426e57ffffffff,1.0,0.0,0.0,0.0
8426e59ffffffff,5.0,0.0,0.0,0.0
8426e5bffffffff,9.0,0.0,0.0,0.0
8426e69ffffffff,6.0,0.0,0.0,0.0
8426eadffffffff,6.0,0.0,0.0,0.0
8426ec1ffffffff,9.0,0.0,0.0,0.0
8426ecdffffffff,3.0,0.0,0.0,0.0
8426ed5ffffffff,1.0,0.0,0.0,0.0
8426ed7ffffffff,1.0,0.0,0.0,0.0
8426f11ffffffff,2.0,0.0,0.0,0.0
8426f17ffffffff,2.0,0.0,0.0,0.0
8426f1bffffffff,2.0,0.0,0.0,0.0
8426f25ffffffff,2.0,0.0,0.0,0.0
8426f2dffffffff,8.0,0.0,0.0,0.0
8426f4bffffffff,3.0,0.0,0.0,0.0
8426f53ffffffff,2.0,0.0,0.0,0.0
8426f65ffffffff,2.0,0.0,0.0,0.0
8427023ffffffff,16.0,0.0,0.0,0.0
8427027ffffffff,8.0,0.0,0.0,0.0
8427097ffffffff,2.0,0.0,0.0,0.0
8427133ffffffff,30.0,0.0,0.0,0.0
8427141ffffffff,1.0,0.0,0.0,0.0
8427143ffffffff,3.0,0.0,0.0,0.0
8427183ffffffff,3.0,0.0,1.0,0.0
84271d3ffffffff,8.0,0.0,0.0,0.0
8427435ffffffff,4.0,0.0,0.0,0.0
8427437ffffffff,12.0,0.0,5.0,0.0
842744bffffffff,2.0,0.0,0.0,0.0
8427485ffffffff,1.0,0.0,0.0,0.0
8427491ffffffff,3.0,0.0,0.0,0.0
8427495ffffffff,4.0,0.0,0.0,0.0
8427499ffffffff,5.0,0.0,0.0,0.0
842749dffffffff,1.0,0.0,0.0,0.0
84274d7ffffffff,2.0,0.0,0.0,0.0
84274ddffffffff,9.0,0.0,0.0,0.0
84274e3ffffffff,4.0,0.0,0.0,0.0
8427513ffffffff,4.0,0.0,4.0,0.0
8427551ffffffff,1.0,0.0,0.0,0.0
8427569ffffffff,5.0,0.0,0.0,0.0
8427581ffffffff,29.0,0.0,0.0,0.0
8427585ffffffff,3.0,0.0,2.0,0.0
8427587ffffffff,2.0,0.0,0.0,0.0
8427589ffffffff,4.0,0.0,0.0,0.0
842758bffffffff,2.0,0.0,0.0,0.0
8427591ffffffff,6.0,0.0,0.0,0.0
8427593ffffffff,5.0,0.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0,0.0
842759bffffffff,57.0,0.0,3.0,0.0
84275b5ffffffff,13.0,0.0,0.0,0.0
84275c3ffffffff,9.0,0.0,4.0,0.0
84275c5ffffffff,3.0,0.0,0.0,0.0
84275d1ffffffff,5.0,0.0,0.0,0.0
84275d3ffffffff,1.0,0.0,0.0,0.0
84275d5ffffffff,8.0,0.0,3.0,0.0
8427631ffffffff,7.0,0.0,0.0,0.0
842763bffffffff,4.0,0.0,0.0,0.0
8427699ffffffff,7.0,0.0,0.0,0.0
84276adffffffff,2.0,0.0,0.0,0.0
84276b7ffffffff,4.0,0.0,1.0,0.0
84276d7ffffffff,1.0,0.0,0.0,0.0
8427715ffffffff,1.0,0.0,0.0,0.0
842773bffffffff,1.0,0.0,0.0,0.0
8427857ffffffff,1.0,0.0,0.0,0.0
842785bffffffff,3.0,0.0,0.0,0.0
8427867ffffffff,2.0,0.0,0.0,0.0
84278c1ffffffff,2.0,0.0,0.0,0.0
8427921ffffffff,3.0,0.0,0.0,0.0
8427937ffffffff,4.0,0.0,0.0,0.0
842794bffffffff,2.0,0.0,0.0,0.0
8427a01ffffffff,2.0,0.0,0.0,0.0
8427a03ffffffff,3.0,0.0,0.0,0.0
8427a2dffffffff,2.0,0.0,2.0,0.0
8427a69ffffffff,2.0,0.0,0.0,0.0
8427ad9ffffffff,1.0,0.0,0.0,0.0
8427ae5ffffffff,2.0,0.0,0.0,0.0
8427ae9ffffffff,2.0,0.0,0.0,0.0
8427b27ffffffff,3.0,0.0,1.0,0.0
8428023ffffffff,16.0,0.0,0.0,0.0
842802bffffffff,101.0,0.0,0.0,10.0
8428069ffffffff,5.0,0.0,0.0,5.0
842806bffffffff,3.0,0.0,0.0,0.0
8428111ffffffff,1.0,0.0,0.0,0.0
8428133ffffffff,2.0,0.0,0.0,0.0
8428139ffffffff,2.0,0.0,0.0,0.0
842813bffffffff,20.0,0.0,0.0,0.0
8428151ffffffff,3.0,0.0,0.0,0.0
8428159ffffffff,2.0,0.0,0.0,0.0
8428183ffffffff,4.0,0.0,0.0,0.0
84281a5ffffffff,3.0,0.0,0.0,0.0
84281b3ffffffff,2.0,0.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0,0.0
84281c7ffffffff,5.0,0.0,0.0,0.0
84281cbffffffff,2.0,0.0,0.0,0.0
84281e9ffffffff,4.0,0.0,0.0,0.0
84281ebffffffff,13.0,0.0,0.0,0.0
8428301ffffffff,29.0,0.0,0.0,5.0
8428305ffffffff,7.0,0.0,0.0,0.0
8428309ffffffff,187.0,0.0,0.0,6.0
842830bffffffff,9.0,0.0,0.0,0.0
842831dffffffff,60.0,0.0,0.0,8.0
842832bffffffff,24.0,0.0,0.0,6.0
8428335ffffffff,17.0,0.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0,0.0
842833dffffffff,1.0,0.0,0.0,0.0
8428347ffffffff,18.0,0.0,0.0,2.0
8428349ffffffff,1.0,0.0,0.0,1.0
842834dffffffff,59.0,0.0,0.0,46.0
8428355ffffffff,124.0,0.0,0.0,0.0
8428357ffffffff,5.0,0.0,0.0,0.0
842835dffffffff,3.0,0.0,0.0,0.0
8428361ffffffff,13.0,0.0,0.0,1.0
8428363ffffffff,16.0,0.0,0.0,0.0
8428369ffffffff,3.0,0.0,0.0,0.0
842836bffffffff,2.0,0.0,0.0,0.0
8428813ffffffff,7.0,0.0,0.0,2.0
8428841ffffffff,16.0,0.0,0.0,0.0
842884bffffffff,1.0,0.0,0.0,0.0
8428881ffffffff,4.0,0.0,0.0,0.0
8428889ffffffff,12.0,0.0,2.0,0.0
8428895ffffffff,17.0,0.0,0.0,0.0
8428897ffffffff,2.0,0.0,0.0,0.0
84288b9ffffffff,14.0,0.0,0.0,0.0
84288c3ffffffff,3.0,0.0,0.0,0.0
84288d7ffffffff,4.0,0.0,0.0,0.0
84288d9ffffffff,5.0,0.0,0.0,0.0
8428937ffffffff,11.0,0.0,0.0,0.0
842893dffffffff,4.0,0.0,0.0,0.0
8428941ffffffff,2.0,0.0,0.0,0.0
8428959ffffffff,2.0,0.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0,0.0
84289b7ffffffff,3.0,0.0,0.0,0.0
84289dbffffffff,13.0,0.0,0.0,0.0
84289edffffffff,12.0,0.0,0.0,0.0
8428a11ffffffff,1.0,0.0,0.0,0.0
8428a21ffffffff,3.0,0.0,0.0,0.0
8428a91ffffffff,20.0,0.0,0.0,1.0
8428ab1ffffffff,2.0,0.0,0.0,0.0
8428ad1ffffffff,2.0,0.0,2.0,0.0
8428addffffffff,5.0,0.0,0.0,0.0
8428ae1ffffffff,4.0,0.0,0.0,0.0
8428ae9ffffffff,1.0,0.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0,0.0
8428aedffffffff,1.0,0.0,0.0,0.0
8428b17ffffffff,1.0,0.0,0.0,0.0
8428b2bffffffff,2.0,0.0,0.0,0.0
8428b61ffffffff,4.0,0.0,0.0,0.0
8428b69ffffffff,5.0,0.0,0.0,0.0
8428c0dffffffff,4.0,0.0,0.0,0.0
8428c61ffffffff,12.0,0.0,3.0,3.0
8428c69ffffffff,2.0,0.0,0.0,0.0
8428c6bffffffff,9.0,0.0,0.0,9.0
8428c6dffffffff,13.0,0.0,0.0,0.0
8428d0bffffffff,2.0,0.0,0.0,0.0
8428d15ffffffff,1.0,0.0,0.0,0.0
8428d19ffffffff,28.0,0.0,0.0,0.0
8428d1bffffffff,20.0,0.0,2.0,0.0
8428d1dffffffff,44.0,0.0,0.0,8.0
8428d3bffffffff,5.0,0.0,0.0,0.0
8428d51ffffffff,34.0,0.0,0.0,0.0
8428d59ffffffff,13.0,0.0,0.0,0.0
8428d5dffffffff,30.0,0.0,0.0,2.0
8428d6dffffffff,1.0,0.0,0.0,0.0
8428d81ffffffff,2.0,0.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0,0.0
8428de9ffffffff,8.0,0.0,0.0,0.0
8428f01ffffffff,30.0,0.0,0.0,0.0
8428f07ffffffff,4.0,0.0,0.0,0.0
8428f0bffffffff,30.0,0.0,0.0,0.0
8428f17ffffffff,3.0,0.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0,0.0
8428f29ffffffff,5.0,0.0,0.0,0.0
8428f37ffffffff,26.0,0.0,0.0,0.0
8428f43ffffffff,3.0,0.0,0.0,0.0
8428f4bffffffff,12.0,0.0,0.0,0.0
8428f59ffffffff,25.0,0.0,0.0,2.0
8429121ffffffff,14.0,0.0,0.0,0.0
8429125ffffffff,32.0,0.0,0.0,0.0
8429127ffffffff,4.0,0.0,0.0,0.0
842912dffffffff,10.0,0.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0,0.0
8429167ffffffff,4.0,0.0,0.0,2.0
84291a7ffffffff,9.0,0.0,0.0,5.0
8429849ffffffff,4.0,0.0,0.0,0.0
8429855ffffffff,1.0,0.0,0.0,0.0
8429869ffffffff,6.0,0.0,0.0,0.0
8429891ffffffff,7.0,0.0,0.0,0.0
8429893ffffffff,4.0,0.0,0.0,0.0
8429899ffffffff,5.0,0.0,0.0,0.0
84298c9ffffffff,7.0,0.0,0.0,0.0
84298cdffffffff,2.0,0.0,0.0,0.0
8429957ffffffff,1.0,0.0,0.0,0.0
8429997ffffffff,2.0,0.0,0.0,0.0
84299adffffffff,1.0,0.0,0.0,0.0
8429a01ffffffff,5.0,0.0,0.0,0.0
8429a07ffffffff,2.0,0.0,0.0,0.0
8429a09ffffffff,6.0,0.0,0.0,0.0
8429a0bffffffff,7.0,0.0,0.0,0.0
8429a17ffffffff,4.0,0.0,0.0,1.0
8429a19ffffffff,24.0,0.0,0.0,3.0
8429a29ffffffff,2.0,0.0,0.0,0.0
8429a31ffffffff,37.0,0.0,0.0,0.0
8429a3bffffffff,14.0,0.0,0.0,0.0
8429a3dffffffff,14.0,0.0,0.0,0.0
8429a41ffffffff,8.0,0.0,0.0,1.0
8429a49ffffffff,13.0,0.0,0.0,0.0
8429a4bffffffff,5.0,0.0,0.0,0.0
8429a4dffffffff,38.0,0.0,0.0,0.0
8429a55ffffffff,135.0,0.0,0.0,0.0
8429a57ffffffff,11.0,0.0,0.0,0.0
8429a59ffffffff,7.0,0.0,0.0,0.0
8429a61ffffffff,34.0,0.0,0.0,5.0
8429a69ffffffff,1.0,0.0,0.0,0.0
8429a6dffffffff,61.0,0.0,0.0,4.0
8429a81ffffffff,2.0,0.0,0.0,2.0
8429a89ffffffff,16.0,0.0,0.0,2.0
8429a8dffffffff,2.0,0.0,0.0,0.0
8429aa7ffffffff,4.0,0.0,0.0,0.0
8429aadffffffff,29.0,0.0,0.0,0.0
8429ab9ffffffff,2.0,0.0,0.0,0.0
8429abbffffffff,2.0,0.0,0.0,0.0
8429ac1ffffffff,2.0,0.0,0.0,2.0
8429ac9ffffffff,5.0,0.0,0.0,1.0
8429ad1ffffffff,8.0,0.0,0.0,8.0
8429addffffffff,7.0,0.0,0.0,7.0
8429b0bffffffff,6.0,0.0,0.0,0.0
8429b11ffffffff,11.0,0.0,0.0,0.0
8429b1dffffffff,8.0,0.0,0.0,0.0
8429b25ffffffff,17.0,0.0,0.0,0.0
8429b29ffffffff,15.0,0.0,0.0,0.0
8429b55ffffffff,9.0,0.0,0.0,0.0
8429b5bffffffff,3.0,0.0,0.0,0.0
8429b5dffffffff,6.0,0.0,0.0,1.0
8429b69ffffffff,2.0,0.0,0.0,0.0
8429b6dffffffff,46.0,0.0,0.0,0.0
842a069ffffffff,7.0,0.0,0.0,0.0
842a06dffffffff,2.0,0.0,0.0,0.0
842a101ffffffff,25.0,2.0,0.0,0.0
842a103ffffffff,108.0,0.0,21.0,0.0
842a105ffffffff,4.0,0.0,0.0,0.0
842a107ffffffff,54.0,3.0,3.0,0.0
842a109ffffffff,29.0,0.0,4.0,0.0
842a10bffffffff,35.0,2.0,2.0,0.0
842a10dffffffff,1.0,0.0,0.0,0.0
842a121ffffffff,3.0,0.0,2.0,0.0
842a123ffffffff,6.0,0.0,0.0,0.0
842a127ffffffff,10.0,0.0,0.0,0.0
842a129ffffffff,4.0,0.0,0.0,0.0
842a12bffffffff,8.0,0.0,0.0,0.0
842a12dffffffff,1.0,0.0,0.0,0.0
842a131ffffffff,39.0,0.0,0.0,0.0
842a133ffffffff,98.0,14.0,14.0,0.0
842a135ffffffff,15.0,0.0,0.0,0.0
842a137ffffffff,2.0,0.0,0.0,0.0
842a13bffffffff,4.0,0.0,0.0,0.0
842a13dffffffff,2.0,0.0,0.0,0.0
842a141ffffffff,1.0,0.0,0.0,0.0
842a143ffffffff,7.0,0.0,2.0,0.0
842a145ffffffff,4.0,0.0,0.0,0.0
842a149ffffffff,1.0,0.0,0.0,0.0
842a14bffffffff,4.0,0.0,0.0,0.0
842a14dffffffff,33.0,0.0,0.0,0.0
842a151ffffffff,2.0,0.0,1.0,0.0
842a155ffffffff,2.0,0.0,0.0,0.0
842a157ffffffff,50.0,0.0,16.0,0.0
842a159ffffffff,22.0,3.0,8.0,0.0
842a15dffffffff,8.0,0.0,0.0,0.0
842a161ffffffff,1.0,0.0,0.0,0.0
842a163ffffffff,5.0,0.0,0.0,0.0
842a16bffffffff,3.0,0.0,0.0,0.0
842a1a1ffffffff,3.0,0.0,0.0,0.0
842a1a5ffffffff,21.0,0.0,4.0,0.0
842a301ffffffff,63.0,18.0,7.0,0.0
842a303ffffffff,7.0,0.0,0.0,0.0
842a307ffffffff,23.0,3.0,0.0,0.0
842a309ffffffff,8.0,0.0,0.0,0.0
842a30dffffffff,18.0,0.0,5.0,0.0
842a311ffffffff,135.0,25.0,24.0,0.0
842a313ffffffff,25.0,3.0,6.0,0.0
842a315ffffffff,36.0,12.0,4.0,0.0
842a317ffffffff,9.0,1.0,0.0,0.0
842a31dffffffff,2.0,0.0,0.0,0.0
842a321ffffffff,1.0,0.0,0.0,0.0
842a325ffffffff,2.0,0.0,0.0,0.0
842a327ffffffff,11.0,0.0,0.0,0.0
842a32bffffffff,7.0,2.0,0.0,0.0
842a32dffffffff,4.0,0.0,0.0,0.0
842a333ffffffff,44.0,2.0,8.0,0.0
842a33bffffffff,26.0,3.0,7.0,0.0
842a341ffffffff,1.0,1.0,0.0,0.0
842a347ffffffff,87.0,44.0,5.0,0.0
842a349ffffffff,8.0,0.0,0.0,0.0
842a34dffffffff,5.0,3.0,0.0,0.0
842a365ffffffff,17.0,0.0,0.0,0.0
842a369ffffffff,3.0,0.0,0.0,0.0
842a801ffffffff,2.0,0.0,0.0,0.0
842a80dffffffff,9.0,0.0,0.0,0.0
842a817ffffffff,3.0,0.0,0.0,0.0
842a823ffffffff,1.0,0.0,0.0,0.0
842a825ffffffff,2.0,0.0,0.0,0.0
842a841ffffffff,3.0,0.0,0.0,0.0
842a843ffffffff,8.0,0.0,0.0,0.0
842a845ffffffff,4.0,0.0,0.0,0.0
842a847ffffffff,1.0,0.0,0.0,0.0
842a849ffffffff,2.0,0.0,0.0,0.0
842a84bffffffff,33.0,0.0,0.0,0.0
842a851ffffffff,6.0,0.0,3.0,0.0
842a855ffffffff,4.0,0.0,0.0,0.0
842a857ffffffff,33.0,1.0,2.0,0.0
842a859ffffffff,1.0,0.0,0.0,0.0
842a85dffffffff,5.0,0.0,0.0,0.0
842a861ffffffff,3.0,0.0,0.0,0.0
842a867ffffffff,5.0,0.0,0.0,0.0
842a869ffffffff,1.0,0.0,0.0,0.0
842a86bffffffff,15.0,0.0,0.0,0.0
842a897ffffffff,68.0,0.0,0.0,0.0
