cell_id,Cacicus cela,Cacicus cela flavicrissus/vitellinus,Cacicus cela cela
825f07fffffffff,79.0,0.0,0.0
825f0ffffffffff,112.0,0.0,0.0
825f17fffffffff,194.0,0.0,0.0
825f1ffffffffff,132.0,0.0,0.0
825f27fffffffff,2.0,0.0,0.0
825f2ffffffffff,1297.0,0.0,0.0
825f37fffffffff,2.0,0.0,0.0
825f47fffffffff,93.0,0.0,0.0
825f4ffffffffff,168.0,0.0,0.0
825f57fffffffff,48.0,0.0,0.0
825f5ffffffffff,832.0,0.0,0.0
825f6ffffffffff,52.0,0.0,0.0
825f77fffffffff,31.0,0.0,0.0
826607fffffffff,29.0,0.0,0.0
82660ffffffffff,522.0,0.0,0.0
826617fffffffff,1931.0,143.0,0.0
82661ffffffffff,953.0,49.0,0.0
826627fffffffff,299.0,0.0,0.0
82662ffffffffff,176.0,2.0,0.0
826637fffffffff,26.0,0.0,0.0
826647fffffffff,910.0,0.0,139.0
82664ffffffffff,32.0,0.0,0.0
826657fffffffff,1490.0,0.0,14.0
82665ffffffffff,1269.0,0.0,172.0
826667fffffffff,197.0,0.0,4.0
82666ffffffffff,58.0,0.0,0.0
826677fffffffff,863.0,0.0,76.0
8266a7fffffffff,4509.0,311.0,0.0
8266c7fffffffff,3603.0,0.0,117.0
8266cffffffffff,345.0,0.0,36.0
8266d7fffffffff,551.0,24.0,0.0
8266dffffffffff,7227.0,0.0,1465.0
8266e7fffffffff,3724.0,1.0,57.0
8266effffffffff,1768.0,0.0,86.0
8266f7fffffffff,183.0,1.0,0.0
826747fffffffff,199.0,0.0,0.0
82674ffffffffff,574.0,0.0,21.0
826757fffffffff,262.0,0.0,0.0
82675ffffffffff,626.0,0.0,5.0
828007fffffffff,4.0,0.0,0.0
82800ffffffffff,2.0,0.0,0.0
828017fffffffff,2.0,0.0,0.0
82802ffffffffff,6.0,0.0,0.0
828047fffffffff,126.0,0.0,4.0
82804ffffffffff,74.0,0.0,4.0
828057fffffffff,7.0,0.0,0.0
828067fffffffff,137.0,0.0,0.0
82806ffffffffff,78.0,0.0,3.0
828077fffffffff,18.0,0.0,0.0
82812ffffffffff,29.0,0.0,3.0
828137fffffffff,353.0,0.0,14.0
828147fffffffff,217.0,0.0,7.0
82814ffffffffff,281.0,0.0,1.0
828157fffffffff,2.0,0.0,0.0
82815ffffffffff,75.0,0.0,0.0
828167fffffffff,169.0,0.0,4.0
828177fffffffff,106.0,0.0,1.0
828187fffffffff,6.0,0.0,3.0
82819ffffffffff,24.0,0.0,0.0
828a07fffffffff,202.0,0.0,23.0
828a17fffffffff,62.0,0.0,0.0
828a1ffffffffff,44.0,0.0,8.0
828a27fffffffff,35.0,0.0,2.0
828a2ffffffffff,1.0,0.0,0.0
828a37fffffffff,18.0,0.0,5.0
828a47fffffffff,1767.0,0.0,116.0
828a4ffffffffff,8.0,0.0,0.0
828a57fffffffff,60.0,0.0,0.0
828a5ffffffffff,4.0,0.0,4.0
828a6ffffffffff,2488.0,0.0,219.0
828a77fffffffff,53.0,0.0,0.0
828a87fffffffff,149.0,0.0,5.0
828a8ffffffffff,66.0,0.0,1.0
828a97fffffffff,16.0,0.0,0.0
828a9ffffffffff,55.0,0.0,0.0
828aaffffffffff,297.0,0.0,32.0
828ab7fffffffff,4.0,0.0,0.0
828ac7fffffffff,5.0,0.0,0.0
828adffffffffff,91.0,0.0,11.0
828ae7fffffffff,24.0,0.0,0.0
828aeffffffffff,8.0,0.0,0.0
828af7fffffffff,1405.0,0.0,126.0
828b07fffffffff,31.0,0.0,2.0
828b0ffffffffff,309.0,0.0,17.0
828b17fffffffff,8.0,0.0,0.0
828b1ffffffffff,22.0,0.0,0.0
828b27fffffffff,251.0,0.0,7.0
828b2ffffffffff,275.0,0.0,45.0
828b37fffffffff,45.0,0.0,0.0
828b47fffffffff,2618.0,0.0,75.0
828b4ffffffffff,40.0,0.0,2.0
828b57fffffffff,160.0,0.0,15.0
828b5ffffffffff,108.0,0.0,7.0
828b67fffffffff,2330.0,0.0,79.0
828b6ffffffffff,342.0,0.0,0.0
828b77fffffffff,327.0,0.0,21.0
828b87fffffffff,127.0,0.0,2.0
828b8ffffffffff,62.0,0.0,0.0
828b97fffffffff,2.0,0.0,2.0
828b9ffffffffff,939.0,0.0,57.0
828ba7fffffffff,91.0,0.0,10.0
828baffffffffff,1.0,0.0,0.0
828bb7fffffffff,228.0,0.0,21.0
828e67fffffffff,225.0,0.0,0.0
828e6ffffffffff,3.0,0.0,0.0
828f0ffffffffff,711.0,80.0,0.0
828f27fffffffff,2.0,0.0,0.0
828f2ffffffffff,2078.0,209.0,2.0
828f47fffffffff,1972.0,0.0,75.0
828f4ffffffffff,520.0,0.0,2.0
828f57fffffffff,10.0,0.0,1.0
828f5ffffffffff,199.0,0.0,2.0
828f67fffffffff,633.0,0.0,27.0
828f6ffffffffff,410.0,0.0,46.0
828f77fffffffff,1333.0,0.0,181.0
82a597fffffffff,10.0,0.0,2.0
82a847fffffffff,19.0,0.0,0.0
82a84ffffffffff,25.0,0.0,0.0
82a85ffffffffff,3222.0,0.0,158.0
82a877fffffffff,1.0,0.0,0.0
82a88ffffffffff,6.0,0.0,0.0
82a8c7fffffffff,79.0,0.0,0.0
82a8cffffffffff,55.0,0.0,22.0
82a8d7fffffffff,13.0,0.0,0.0
82a8dffffffffff,40.0,0.0,2.0
82a8e7fffffffff,3.0,0.0,0.0
82a8effffffffff,10.0,0.0,0.0
82a8f7fffffffff,3.0,0.0,1.0
82b327fffffffff,10.0,0.0,0.0
