cell_id,Nannopsittacus nigrifrons,Nannopsittacus nigrifrons nigrifrons,Nannopsittacus nigrifrons amabilis/ramuensis
8372d9fffffffff,1.0,0.0,0.0
8372dbfffffffff,8.0,0.0,0.0
839c99fffffffff,1.0,0.0,0.0
