cell_id,Cyanoliseus patagonus,Cyanoliseus patagonus andinus,Cyanoliseus patagonus patagonus/conlara,Cyanoliseus patagonus bloxami
8329a4fffffffff,91.0,0.0,0.0,0.0
835d10fffffffff,92.0,0.0,0.0,0.0
83b209fffffffff,86.0,0.0,0.0,0.0
83b20afffffffff,28.0,0.0,0.0,0.0
83b20bfffffffff,14.0,0.0,0.0,0.0
83b20dfffffffff,39.0,0.0,0.0,0.0
83b219fffffffff,256.0,0.0,0.0,0.0
83b21dfffffffff,69.0,0.0,0.0,0.0
83b229fffffffff,14.0,0.0,0.0,0.0
83b22bfffffffff,14.0,0.0,0.0,0.0
83b22dfffffffff,22.0,1.0,0.0,0.0
83b242fffffffff,2.0,0.0,0.0,0.0
83b250fffffffff,7.0,0.0,0.0,0.0
83b252fffffffff,7.0,0.0,0.0,0.0
83b253fffffffff,2.0,0.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0,0.0
83b255fffffffff,1.0,0.0,0.0,0.0
83b256fffffffff,24.0,0.0,0.0,0.0
83b258fffffffff,187.0,0.0,0.0,0.0
83b259fffffffff,62.0,0.0,0.0,0.0
83b25afffffffff,45.0,0.0,0.0,0.0
83b25bfffffffff,30.0,0.0,0.0,0.0
83b25cfffffffff,114.0,0.0,0.0,0.0
83b25dfffffffff,2.0,0.0,0.0,0.0
83b25efffffffff,60.0,0.0,0.0,0.0
83b270fffffffff,10.0,0.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0,0.0
83b272fffffffff,62.0,0.0,0.0,0.0
83b273fffffffff,2.0,0.0,0.0,0.0
83b274fffffffff,6.0,0.0,0.0,0.0
83b276fffffffff,21.0,0.0,0.0,0.0
83b2c1fffffffff,474.0,0.0,0.0,63.0
83b2c3fffffffff,23.0,0.0,0.0,0.0
83b2c5fffffffff,5.0,0.0,0.0,1.0
83b2c8fffffffff,41.0,0.0,0.0,0.0
83b2cafffffffff,13.0,0.0,0.0,0.0
83b2cbfffffffff,5.0,0.0,0.0,0.0
83b2ccfffffffff,13.0,0.0,0.0,0.0
83b2cdfffffffff,13.0,0.0,0.0,0.0
83b2cefffffffff,131.0,0.0,0.0,0.0
83b2ddfffffffff,431.0,0.0,0.0,22.0
83b2e0fffffffff,2.0,0.0,0.0,0.0
83b2e1fffffffff,4.0,0.0,0.0,0.0
83b2e4fffffffff,13.0,0.0,0.0,0.0
83b2e5fffffffff,4.0,0.0,0.0,0.0
83b2e6fffffffff,54.0,0.0,0.0,0.0
83b2e8fffffffff,122.0,0.0,0.0,0.0
83b2e9fffffffff,149.0,0.0,0.0,0.0
83b2eafffffffff,13.0,0.0,0.0,0.0
83b2ebfffffffff,29.0,0.0,0.0,0.0
83b2ecfffffffff,5.0,0.0,0.0,0.0
83b2edfffffffff,18.0,0.0,0.0,0.0
83b2eefffffffff,8.0,0.0,0.0,0.0
83b353fffffffff,2.0,0.0,0.0,0.0
83b35afffffffff,468.0,56.0,0.0,0.0
83b35efffffffff,210.0,10.0,0.0,0.0
83c203fffffffff,40.0,0.0,0.0,0.0
83c205fffffffff,183.0,0.0,0.0,0.0
83c218fffffffff,2.0,0.0,0.0,0.0
83c21bfffffffff,1.0,0.0,0.0,0.0
83c21dfffffffff,42.0,0.0,0.0,0.0
83c221fffffffff,34.0,0.0,0.0,0.0
83c22afffffffff,40.0,0.0,0.0,0.0
83c22cfffffffff,13.0,0.0,0.0,0.0
83c22dfffffffff,1.0,0.0,0.0,0.0
83c22efffffffff,7.0,0.0,0.0,0.0
83c2e3fffffffff,22.0,0.0,0.0,0.0
83c2e5fffffffff,2.0,0.0,0.0,0.0
83c305fffffffff,7.0,0.0,0.0,0.0
83c308fffffffff,100.0,0.0,0.0,0.0
83c309fffffffff,9.0,0.0,0.0,0.0
83c30bfffffffff,3.0,0.0,0.0,0.0
83c30cfffffffff,28.0,0.0,0.0,0.0
83c30dfffffffff,18.0,0.0,0.0,0.0
83c320fffffffff,9.0,0.0,0.0,0.0
83c321fffffffff,8.0,0.0,0.0,0.0
83c324fffffffff,16.0,0.0,0.0,0.0
83c325fffffffff,24.0,0.0,0.0,0.0
83c328fffffffff,38.0,0.0,0.0,0.0
83c329fffffffff,573.0,0.0,0.0,0.0
83c32afffffffff,19.0,0.0,0.0,0.0
83c32bfffffffff,57.0,0.0,0.0,0.0
83c32dfffffffff,13.0,0.0,0.0,0.0
83c32efffffffff,181.0,0.0,0.0,0.0
83c340fffffffff,59.0,0.0,0.0,0.0
83c341fffffffff,3.0,0.0,0.0,0.0
83c342fffffffff,4.0,0.0,0.0,0.0
83c343fffffffff,6.0,0.0,0.0,0.0
83c344fffffffff,3.0,0.0,0.0,0.0
83c345fffffffff,21.0,0.0,0.0,0.0
83c346fffffffff,32.0,0.0,0.0,0.0
83c34efffffffff,2.0,0.0,0.0,0.0
83c350fffffffff,221.0,0.0,0.0,0.0
83c351fffffffff,20.0,0.0,0.0,0.0
83c352fffffffff,21.0,0.0,0.0,0.0
83c353fffffffff,73.0,0.0,0.0,0.0
83c354fffffffff,32.0,0.0,0.0,0.0
83c355fffffffff,14.0,0.0,0.0,0.0
83c356fffffffff,80.0,0.0,0.0,0.0
83c359fffffffff,2.0,0.0,0.0,0.0
83c360fffffffff,152.0,0.0,0.0,0.0
83c361fffffffff,6.0,0.0,0.0,0.0
83c362fffffffff,6.0,0.0,0.0,0.0
83c363fffffffff,4.0,0.0,0.0,0.0
83c364fffffffff,22.0,0.0,0.0,0.0
