cell_id,Anas flavirostris,Anas flavirostris flavirostris,Anas flavirostris oxyptera
831f82fffffffff,2.0,0.0,0.0
831f83fffffffff,2.0,0.0,0.0
833944fffffffff,2.0,0.0,0.0
83396cfffffffff,1.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0
838e62fffffffff,41.0,0.0,6.0
838e63fffffffff,5.0,0.0,0.0
838e64fffffffff,3.0,0.0,3.0
838f42fffffffff,4.0,0.0,0.0
838f50fffffffff,7.0,0.0,0.0
838f51fffffffff,3.0,0.0,1.0
838f59fffffffff,4.0,0.0,4.0
83a865fffffffff,3.0,0.0,0.0
83a91dfffffffff,1.0,1.0,0.0
83a949fffffffff,1.0,0.0,0.0
83a961fffffffff,2.0,0.0,0.0
83a962fffffffff,5.0,0.0,0.0
83a96afffffffff,10.0,0.0,0.0
83a971fffffffff,3.0,0.0,0.0
83b201fffffffff,7.0,0.0,7.0
83b20afffffffff,14.0,0.0,14.0
83b20cfffffffff,5.0,0.0,0.0
83b219fffffffff,44.0,0.0,44.0
83b21dfffffffff,6.0,0.0,2.0
83b228fffffffff,2.0,0.0,2.0
83b22afffffffff,3.0,0.0,2.0
83b22bfffffffff,8.0,0.0,4.0
83b243fffffffff,2.0,2.0,0.0
83b248fffffffff,17.0,0.0,0.0
83b249fffffffff,58.0,0.0,0.0
83b24bfffffffff,12.0,0.0,0.0
83b24dfffffffff,444.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0
83b258fffffffff,10.0,10.0,0.0
83b259fffffffff,23.0,23.0,0.0
83b25bfffffffff,11.0,11.0,0.0
83b25cfffffffff,2.0,0.0,0.0
83b25dfffffffff,6.0,6.0,0.0
83b268fffffffff,3.0,0.0,0.0
83b269fffffffff,6.0,0.0,0.0
83b26bfffffffff,20.0,0.0,0.0
83b26dfffffffff,4.0,0.0,0.0
83b270fffffffff,2.0,0.0,0.0
83b272fffffffff,9.0,0.0,0.0
83b275fffffffff,2.0,0.0,0.0
83b2c0fffffffff,58.0,7.0,34.0
83b2c1fffffffff,2.0,0.0,2.0
83b2c3fffffffff,33.0,0.0,0.0
83b2c4fffffffff,10.0,0.0,2.0
83b2c5fffffffff,311.0,39.0,191.0
83b2cafffffffff,3.0,0.0,3.0
83b2cdfffffffff,3.0,0.0,0.0
83b2dafffffffff,1.0,0.0,0.0
83b2ddfffffffff,10.0,0.0,2.0
83b2e2fffffffff,32.0,0.0,30.0
83b2e3fffffffff,19.0,0.0,19.0
83b2e4fffffffff,23.0,0.0,23.0
83b2e6fffffffff,1.0,0.0,1.0
83b2ebfffffffff,2.0,0.0,0.0
83b2ecfffffffff,13.0,2.0,4.0
83b2eefffffffff,12.0,8.0,4.0
83b305fffffffff,13.0,0.0,9.0
83b30bfffffffff,3.0,0.0,1.0
83b323fffffffff,2.0,0.0,2.0
83b32cfffffffff,3.0,0.0,3.0
83b335fffffffff,2.0,0.0,0.0
83b351fffffffff,4.0,0.0,4.0
83b354fffffffff,9.0,0.0,9.0
83b35afffffffff,2.0,0.0,0.0
83b35efffffffff,1.0,0.0,1.0
83b373fffffffff,2.0,0.0,2.0
83c21bfffffffff,7.0,7.0,0.0
83c2c4fffffffff,1.0,0.0,0.0
83c2c5fffffffff,5.0,5.0,0.0
83c2c6fffffffff,2.0,0.0,0.0
83c2c9fffffffff,78.0,0.0,0.0
83c2cbfffffffff,2.0,0.0,0.0
83c2cdfffffffff,58.0,2.0,0.0
83c2d0fffffffff,6.0,0.0,0.0
83c2e3fffffffff,4.0,0.0,0.0
83c2e9fffffffff,95.0,0.0,0.0
83c2ebfffffffff,20.0,0.0,0.0
83c2f1fffffffff,10.0,0.0,0.0
83c2f2fffffffff,2.0,0.0,0.0
83c2f3fffffffff,17.0,0.0,0.0
83c34bfffffffff,49.0,0.0,0.0
83c376fffffffff,2.0,2.0,0.0
83ce88fffffffff,6.0,4.0,0.0
83ce8cfffffffff,17.0,0.0,0.0
83cea0fffffffff,1.0,0.0,0.0
83cea3fffffffff,2.0,2.0,0.0
83cea8fffffffff,8.0,0.0,0.0
83ceaafffffffff,4.0,0.0,0.0
83ceacfffffffff,9.0,0.0,0.0
83cf12fffffffff,7.0,0.0,0.0
83cf16fffffffff,3.0,0.0,0.0
83cf8afffffffff,4.0,0.0,0.0
83cf8cfffffffff,1.0,1.0,0.0
83cf8efffffffff,2.0,2.0,0.0
83cfa4fffffffff,8.0,8.0,0.0
83de70fffffffff,2.0,0.0,0.0
83de71fffffffff,1.0,0.0,0.0
83de95fffffffff,2.0,0.0,0.0
83df45fffffffff,40.0,16.0,0.0
83df69fffffffff,5.0,0.0,0.0
