cell_id,Pipilo erythrophthalmus,Pipilo erythrophthalmus erythrophthalmus/canaster,Pipilo erythrophthalmus alleni/rileyi
842ba99ffffffff,3.0,0.0,0.0
842ba9dffffffff,2.0,0.0,0.0
842baa1ffffffff,17.0,0.0,0.0
842baa3ffffffff,14.0,0.0,0.0
842baa5ffffffff,83.0,0.0,0.0
842baa7ffffffff,25.0,0.0,0.0
842baa9ffffffff,7.0,0.0,0.0
842baabffffffff,10.0,0.0,0.0
842baadffffffff,5.0,1.0,0.0
842bab5ffffffff,4.0,0.0,0.0
842bac1ffffffff,2.0,1.0,0.0
842bac3ffffffff,4.0,0.0,0.0
842bac5ffffffff,112.0,0.0,0.0
842bac7ffffffff,3.0,0.0,0.0
842bacdffffffff,30.0,0.0,0.0
842bae1ffffffff,1.0,0.0,0.0
842bae3ffffffff,4.0,0.0,0.0
842bae7ffffffff,4.0,0.0,0.0
842bae9ffffffff,1.0,0.0,0.0
842bb23ffffffff,4.0,0.0,0.0
842bb27ffffffff,5.0,0.0,0.0
842bb37ffffffff,13.0,0.0,0.0
8444133ffffffff,24.0,0.0,17.0
84441a1ffffffff,4.0,2.0,0.0
84441a3ffffffff,8.0,2.0,6.0
84441a5ffffffff,4.0,0.0,1.0
84441a9ffffffff,1.0,0.0,0.0
84441abffffffff,16.0,0.0,1.0
84441adffffffff,3.0,0.0,0.0
84441b7ffffffff,1.0,0.0,1.0
84441e5ffffffff,3.0,0.0,0.0
84441e7ffffffff,4.0,0.0,0.0
8444405ffffffff,1.0,0.0,0.0
8444409ffffffff,2.0,0.0,0.0
844440dffffffff,27.0,0.0,0.0
844441bffffffff,3.0,0.0,0.0
8444421ffffffff,5.0,0.0,0.0
8444425ffffffff,1.0,0.0,0.0
8444429ffffffff,7.0,0.0,0.0
844442bffffffff,10.0,0.0,0.0
844442dffffffff,11.0,0.0,0.0
844445dffffffff,6.0,0.0,0.0
8444461ffffffff,2.0,0.0,0.0
8444463ffffffff,3.0,0.0,0.0
8444465ffffffff,8.0,0.0,0.0
8444469ffffffff,5.0,0.0,0.0
8444489ffffffff,2.0,0.0,0.0
8444499ffffffff,16.0,0.0,0.0
844449bffffffff,2.0,0.0,0.0
84444a9ffffffff,1.0,0.0,0.0
84444b7ffffffff,3.0,0.0,0.0
84444c1ffffffff,26.0,0.0,0.0
84444c3ffffffff,1.0,0.0,0.0
84444c5ffffffff,3.0,0.0,0.0
84444c7ffffffff,2.0,0.0,0.0
84444cbffffffff,1.0,0.0,0.0
84444cdffffffff,1.0,0.0,0.0
84444d9ffffffff,2.0,0.0,0.0
84444e3ffffffff,1.0,0.0,0.0
84444e7ffffffff,1.0,0.0,0.0
84444ebffffffff,4.0,0.0,0.0
8444501ffffffff,2.0,0.0,0.0
8444521ffffffff,1.0,0.0,1.0
8444525ffffffff,3.0,0.0,2.0
844452bffffffff,1.0,1.0,0.0
844452dffffffff,3.0,0.0,0.0
8444563ffffffff,1.0,1.0,0.0
8444593ffffffff,2.0,0.0,0.0
84445c1ffffffff,1.0,0.0,0.0
8444633ffffffff,1.0,0.0,0.0
84446a7ffffffff,2.0,0.0,0.0
84446b5ffffffff,2.0,0.0,0.0
84446bdffffffff,5.0,0.0,0.0
84446cbffffffff,26.0,0.0,0.0
84446d1ffffffff,6.0,0.0,0.0
84446d3ffffffff,5.0,0.0,0.0
84446ddffffffff,1.0,0.0,0.0
84446e3ffffffff,5.0,0.0,0.0
8444717ffffffff,1.0,0.0,0.0
8444a53ffffffff,2.0,0.0,2.0
8444a81ffffffff,2.0,2.0,0.0
8444a83ffffffff,1.0,0.0,1.0
8444a93ffffffff,4.0,0.0,2.0
8444a95ffffffff,3.0,0.0,0.0
8444a97ffffffff,2.0,0.0,0.0
8444a9bffffffff,4.0,0.0,3.0
8444a9dffffffff,1.0,0.0,1.0
8444ab9ffffffff,2.0,0.0,2.0
8444abbffffffff,9.0,3.0,5.0
8444ad5ffffffff,2.0,0.0,2.0
8444ad7ffffffff,4.0,0.0,4.0
8444addffffffff,10.0,0.0,3.0
8444aebffffffff,3.0,0.0,3.0
8444c0bffffffff,5.0,3.0,2.0
8444c13ffffffff,7.0,2.0,0.0
8444c1bffffffff,4.0,0.0,2.0
8444c21ffffffff,2.0,1.0,1.0
8444c23ffffffff,3.0,3.0,0.0
8444c25ffffffff,4.0,1.0,2.0
8444c27ffffffff,6.0,3.0,3.0
8444c29ffffffff,3.0,0.0,3.0
8444c39ffffffff,10.0,0.0,10.0
8444c3bffffffff,3.0,0.0,3.0
8444c53ffffffff,2.0,0.0,2.0
8444c65ffffffff,3.0,2.0,1.0
8444c85ffffffff,1.0,1.0,0.0
8444c99ffffffff,2.0,0.0,0.0
8444cb3ffffffff,1.0,0.0,0.0
8444cc1ffffffff,7.0,7.0,0.0
8444cc5ffffffff,8.0,8.0,0.0
8444cc9ffffffff,6.0,4.0,2.0
8444ccdffffffff,7.0,6.0,0.0
8444cd1ffffffff,2.0,0.0,0.0
8444cd7ffffffff,4.0,0.0,0.0
8444ce1ffffffff,3.0,3.0,0.0
8444d01ffffffff,8.0,6.0,0.0
8444d03ffffffff,2.0,0.0,2.0
8444d07ffffffff,7.0,0.0,7.0
8444d0bffffffff,30.0,9.0,18.0
8444d15ffffffff,7.0,0.0,7.0
8444d1bffffffff,4.0,2.0,2.0
8444d23ffffffff,7.0,0.0,7.0
8444d39ffffffff,5.0,0.0,5.0
8444d3bffffffff,6.0,2.0,2.0
8444d51ffffffff,2.0,2.0,0.0
8444d55ffffffff,3.0,1.0,1.0
8444d5dffffffff,13.0,6.0,5.0
8444d85ffffffff,3.0,3.0,0.0
8444d87ffffffff,2.0,0.0,2.0
8444d89ffffffff,1.0,0.0,0.0
8444da1ffffffff,2.0,0.0,0.0
8444dc9ffffffff,3.0,3.0,0.0
8444dd1ffffffff,8.0,0.0,0.0
8444dd3ffffffff,1.0,0.0,0.0
8444dd7ffffffff,3.0,0.0,0.0
8444de9ffffffff,5.0,5.0,0.0
8444e03ffffffff,4.0,4.0,0.0
8444e05ffffffff,9.0,9.0,0.0
8444e27ffffffff,4.0,2.0,2.0
8444e2bffffffff,2.0,0.0,2.0
8444e33ffffffff,3.0,0.0,1.0
8444e47ffffffff,6.0,0.0,4.0
8444e53ffffffff,2.0,2.0,0.0
8444e63ffffffff,4.0,2.0,2.0
8444e65ffffffff,2.0,0.0,2.0
8444e67ffffffff,1.0,0.0,1.0
8444e87ffffffff,2.0,0.0,0.0
8444e91ffffffff,2.0,0.0,0.0
8444eadffffffff,2.0,0.0,2.0
8444ebdffffffff,3.0,0.0,0.0
8444eedffffffff,1.0,0.0,1.0
8444f01ffffffff,7.0,7.0,0.0
8444f05ffffffff,24.0,24.0,0.0
8444f07ffffffff,21.0,21.0,0.0
8444f09ffffffff,5.0,5.0,0.0
8444f31ffffffff,4.0,0.0,0.0
8444f37ffffffff,8.0,0.0,2.0
8444f3dffffffff,1.0,0.0,0.0
8444f41ffffffff,2.0,2.0,0.0
8444f43ffffffff,21.0,21.0,0.0
8444f45ffffffff,8.0,7.0,1.0
8444f47ffffffff,2.0,2.0,0.0
8444f4bffffffff,1.0,0.0,0.0
8444f4dffffffff,2.0,0.0,2.0
8444f53ffffffff,2.0,2.0,0.0
8444f55ffffffff,2.0,2.0,0.0
8444f5dffffffff,2.0,2.0,0.0
8444f63ffffffff,70.0,70.0,0.0
8444f6bffffffff,1.0,0.0,1.0
8448825ffffffff,3.0,0.0,0.0
8448861ffffffff,2.0,0.0,0.0
84488b3ffffffff,3.0,0.0,0.0
8448903ffffffff,6.0,0.0,0.0
844890bffffffff,20.0,0.0,0.0
8448935ffffffff,2.0,0.0,0.0
8448937ffffffff,3.0,0.0,0.0
844893bffffffff,3.0,0.0,0.0
844893dffffffff,2.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0
8448955ffffffff,4.0,0.0,0.0
8448981ffffffff,4.0,0.0,0.0
8448983ffffffff,6.0,0.0,0.0
8448985ffffffff,32.0,2.0,0.0
8448987ffffffff,8.0,0.0,0.0
8448989ffffffff,3.0,0.0,0.0
844898bffffffff,8.0,0.0,0.0
844898dffffffff,124.0,0.0,0.0
844899bffffffff,1.0,0.0,0.0
84489abffffffff,1.0,0.0,0.0
84489b7ffffffff,1.0,0.0,0.0
84489c1ffffffff,18.0,0.0,0.0
84489c3ffffffff,23.0,0.0,0.0
84489c5ffffffff,65.0,0.0,0.0
84489c7ffffffff,2.0,0.0,0.0
84489c9ffffffff,6.0,0.0,0.0
84489cdffffffff,3.0,0.0,0.0
84489d5ffffffff,5.0,0.0,0.0
84489d9ffffffff,2.0,0.0,0.0
84489ddffffffff,3.0,0.0,0.0
84489e3ffffffff,61.0,0.0,0.0
8448c35ffffffff,44.0,0.0,0.0
8448c99ffffffff,1.0,0.0,0.0
8448d03ffffffff,13.0,0.0,0.0
8448d37ffffffff,1.0,0.0,0.0
8448d81ffffffff,2.0,0.0,0.0
8448eebffffffff,2.0,0.0,0.0
