cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
830e49fffffffff,534.0,0.0,0.0,1.0,0.0
830e4bfffffffff,59.0,0.0,0.0,0.0,0.0
830e4dfffffffff,1030.0,0.0,0.0,0.0,0.0
830e5bfffffffff,74.0,0.0,0.0,0.0,0.0
830e9afffffffff,12.0,0.0,0.0,0.0,0.0
830ec0fffffffff,3.0,0.0,0.0,0.0,0.0
830ec1fffffffff,66.0,0.0,0.0,2.0,0.0
830ec2fffffffff,14.0,0.0,0.0,0.0,0.0
830ec8fffffffff,12.0,0.0,0.0,0.0,0.0
830ec9fffffffff,235.0,0.0,0.0,26.0,0.0
830ecafffffffff,57.0,0.0,0.0,0.0,0.0
830ecbfffffffff,109.0,0.0,0.0,4.0,0.0
830eccfffffffff,402.0,0.0,0.0,17.0,0.0
830ecdfffffffff,4.0,0.0,0.0,0.0,0.0
830ed8fffffffff,6.0,0.0,0.0,0.0,0.0
830ed9fffffffff,7.0,0.0,0.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0,0.0
830edbfffffffff,11.0,0.0,0.0,0.0,0.0
830edcfffffffff,7.0,0.0,0.0,0.0,0.0
830edefffffffff,2.0,0.0,0.0,0.0,0.0
830ee8fffffffff,6.0,0.0,0.0,0.0,0.0
830eeafffffffff,140.0,0.0,0.0,3.0,0.0
830eebfffffffff,44.0,0.0,0.0,2.0,0.0
830eeefffffffff,3.0,0.0,0.0,0.0,0.0
83120afffffffff,3.0,0.0,0.0,0.0,0.0
831213fffffffff,2.0,0.0,0.0,0.0,0.0
831215fffffffff,4.0,0.0,0.0,0.0,0.0
831218fffffffff,95.0,0.0,0.0,0.0,0.0
831219fffffffff,9.0,0.0,0.0,0.0,0.0
83121afffffffff,24.0,0.0,0.0,0.0,0.0
83121bfffffffff,76.0,0.0,0.0,0.0,0.0
83121efffffffff,53.0,0.0,0.0,0.0,0.0
831221fffffffff,2.0,0.0,0.0,0.0,0.0
831225fffffffff,2.0,0.0,0.0,0.0,0.0
831229fffffffff,2.0,0.0,0.0,0.0,0.0
83122bfffffffff,2.0,0.0,0.0,0.0,0.0
831240fffffffff,4.0,0.0,0.0,0.0,0.0
831241fffffffff,2.0,0.0,0.0,0.0,0.0
831242fffffffff,2.0,0.0,0.0,0.0,0.0
831243fffffffff,5.0,0.0,0.0,0.0,0.0
831246fffffffff,2.0,0.0,0.0,0.0,0.0
831248fffffffff,2.0,0.0,0.0,0.0,0.0
831249fffffffff,2.0,0.0,0.0,0.0,0.0
83124afffffffff,2.0,0.0,0.0,0.0,0.0
83124bfffffffff,53.0,0.0,0.0,0.0,0.0
83124dfffffffff,27.0,0.0,0.0,0.0,0.0
831250fffffffff,28.0,0.0,0.0,0.0,0.0
831251fffffffff,45.0,0.0,0.0,12.0,0.0
831252fffffffff,28.0,0.0,0.0,0.0,0.0
831253fffffffff,83.0,0.0,0.0,19.0,0.0
831254fffffffff,47.0,0.0,0.0,0.0,0.0
831255fffffffff,2.0,0.0,0.0,0.0,0.0
831258fffffffff,33.0,0.0,0.0,0.0,0.0
831259fffffffff,869.0,0.0,0.0,0.0,0.0
83125afffffffff,18.0,0.0,0.0,0.0,0.0
83125bfffffffff,74.0,0.0,0.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0,0.0,0.0
83125dfffffffff,67.0,0.0,0.0,0.0,0.0
83125efffffffff,18.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0
83126bfffffffff,16.0,0.0,0.0,0.0,0.0
83126efffffffff,11.0,0.0,0.0,0.0,0.0
831272fffffffff,497.0,0.0,0.0,0.0,0.0
831275fffffffff,2.0,0.0,0.0,0.0,0.0
8312c1fffffffff,151.0,0.0,0.0,2.0,0.0
8312c4fffffffff,2.0,0.0,0.0,0.0,0.0
8312c8fffffffff,547.0,0.0,0.0,15.0,0.0
8312c9fffffffff,317.0,0.0,0.0,1.0,0.0
8312cafffffffff,55.0,0.0,0.0,0.0,0.0
8312cbfffffffff,30.0,0.0,0.0,0.0,0.0
8312ccfffffffff,4654.0,0.0,0.0,96.0,0.0
8312cdfffffffff,1245.0,0.0,0.0,20.0,0.0
8312cefffffffff,20.0,0.0,0.0,0.0,0.0
8312ddfffffffff,18.0,0.0,0.0,0.0,0.0
8312e1fffffffff,234.0,0.0,0.0,0.0,0.0
8312e4fffffffff,14.0,0.0,0.0,0.0,0.0
8312e5fffffffff,6.0,0.0,0.0,0.0,0.0
8312e6fffffffff,5.0,0.0,0.0,0.0,0.0
8312e8fffffffff,85.0,0.0,0.0,0.0,0.0
8312e9fffffffff,23.0,0.0,0.0,0.0,0.0
8312eafffffffff,353.0,0.0,0.0,0.0,0.0
8312ebfffffffff,223.0,0.0,0.0,15.0,0.0
8312ecfffffffff,991.0,0.0,0.0,39.0,0.0
8312edfffffffff,21.0,0.0,0.0,0.0,0.0
8312eefffffffff,49.0,0.0,0.0,0.0,0.0
831352fffffffff,48.0,0.0,0.0,0.0,0.0
831aa0fffffffff,221.0,0.0,0.0,0.0,0.0
831aa2fffffffff,84.0,0.0,0.0,0.0,0.0
831aa3fffffffff,114.0,0.0,0.0,0.0,0.0
831aa4fffffffff,9.0,0.0,0.0,0.0,0.0
831aa6fffffffff,30.0,0.0,0.0,0.0,0.0
831ab0fffffffff,7.0,0.0,0.0,0.0,0.0
831ab4fffffffff,2.0,0.0,0.0,0.0,0.0
831ab5fffffffff,1.0,0.0,0.0,0.0,0.0
831b82fffffffff,7.0,0.0,0.0,0.0,0.0
831b83fffffffff,4.0,0.0,0.0,0.0,0.0
831b91fffffffff,8.0,0.0,0.0,0.0,0.0
831b92fffffffff,28.0,0.0,0.0,0.0,0.0
831b98fffffffff,10.0,0.0,0.0,0.0,0.0
831b99fffffffff,59.0,0.0,0.0,0.0,0.0
831b9afffffffff,127.0,0.0,0.0,0.0,0.0
831b9bfffffffff,1.0,0.0,0.0,0.0,0.0
831b9cfffffffff,9.0,0.0,0.0,0.0,0.0
831b9efffffffff,79.0,0.0,0.0,0.0,0.0
832600fffffffff,857.0,0.0,0.0,0.0,0.0
832601fffffffff,762.0,0.0,0.0,146.0,0.0
832602fffffffff,282.0,0.0,0.0,0.0,0.0
832603fffffffff,717.0,0.0,0.0,142.0,0.0
832604fffffffff,562.0,0.0,0.0,0.0,0.0
832605fffffffff,1625.0,0.0,0.0,28.0,0.0
832606fffffffff,277.0,0.0,0.0,0.0,0.0
832608fffffffff,765.0,0.0,0.0,34.0,0.0
832609fffffffff,375.0,0.0,0.0,4.0,0.0
83260afffffffff,2974.0,0.0,0.0,43.0,0.0
83260bfffffffff,1525.0,0.0,0.0,39.0,0.0
83260cfffffffff,185.0,0.0,0.0,0.0,0.0
83260dfffffffff,819.0,0.0,0.0,17.0,0.0
83260efffffffff,1252.0,0.0,0.0,209.0,0.0
832610fffffffff,373.0,0.0,0.0,0.0,0.0
832611fffffffff,388.0,0.0,0.0,26.0,0.0
832612fffffffff,337.0,0.0,0.0,10.0,0.0
832613fffffffff,77.0,0.0,0.0,4.0,0.0
832614fffffffff,110.0,0.0,0.0,0.0,0.0
832615fffffffff,322.0,0.0,0.0,0.0,0.0
832616fffffffff,698.0,0.0,0.0,0.0,0.0
832618fffffffff,1223.0,0.0,0.0,77.0,0.0
832619fffffffff,465.0,0.0,0.0,135.0,0.0
83261afffffffff,291.0,0.0,0.0,23.0,0.0
83261bfffffffff,263.0,0.0,0.0,36.0,0.0
83261cfffffffff,203.0,0.0,0.0,4.0,0.0
83261dfffffffff,412.0,0.0,0.0,47.0,0.0
83261efffffffff,143.0,0.0,0.0,0.0,0.0
832620fffffffff,2533.0,0.0,0.0,72.0,0.0
832621fffffffff,2683.0,0.0,0.0,39.0,0.0
832622fffffffff,924.0,0.0,0.0,36.0,0.0
832623fffffffff,1883.0,0.0,0.0,25.0,0.0
832624fffffffff,1974.0,0.0,0.0,34.0,0.0
832625fffffffff,791.0,0.0,0.0,8.0,0.0
832626fffffffff,3023.0,0.0,0.0,392.0,0.0
832628fffffffff,697.0,0.0,0.0,17.0,0.0
832629fffffffff,460.0,0.0,0.0,4.0,0.0
83262afffffffff,316.0,0.0,0.0,7.0,0.0
83262bfffffffff,836.0,0.0,0.0,7.0,0.0
83262cfffffffff,10700.0,0.0,0.0,231.0,0.0
83262dfffffffff,1833.0,0.0,0.0,52.0,0.0
83262efffffffff,1431.0,0.0,0.0,29.0,0.0
832630fffffffff,338.0,0.0,0.0,5.0,0.0
832631fffffffff,239.0,0.0,0.0,0.0,0.0
832632fffffffff,66.0,0.0,0.0,0.0,0.0
832633fffffffff,553.0,0.0,0.0,0.0,0.0
832634fffffffff,2734.0,0.0,0.0,455.0,0.0
832635fffffffff,653.0,0.0,0.0,82.0,0.0
832636fffffffff,1235.0,0.0,0.0,239.0,0.0
832640fffffffff,4349.0,0.0,0.0,258.0,0.0
832641fffffffff,1817.0,0.0,0.0,440.0,0.0
832642fffffffff,755.0,0.0,0.0,20.0,0.0
832643fffffffff,2888.0,0.0,0.0,82.0,0.0
832644fffffffff,475.0,0.0,0.0,48.0,0.0
832645fffffffff,855.0,0.0,0.0,118.0,0.0
832646fffffffff,7008.0,0.0,0.0,82.0,0.0
832648fffffffff,1423.0,0.0,0.0,23.0,0.0
832649fffffffff,2462.0,0.0,0.0,2.0,0.0
83264afffffffff,1411.0,0.0,0.0,22.0,0.0
83264bfffffffff,509.0,0.0,0.0,0.0,0.0
83264cfffffffff,2662.0,0.0,0.0,279.0,0.0
83264dfffffffff,4439.0,0.0,0.0,48.0,0.0
83264efffffffff,2004.0,0.0,0.0,71.0,0.0
832650fffffffff,1087.0,0.0,0.0,47.0,0.0
832651fffffffff,595.0,0.0,0.0,12.0,0.0
832652fffffffff,1622.0,0.0,0.0,30.0,0.0
832653fffffffff,3355.0,0.0,0.0,35.0,0.0
832654fffffffff,1037.0,0.0,0.0,124.0,0.0
832655fffffffff,4783.0,0.0,0.0,73.0,0.0
832656fffffffff,4823.0,0.0,0.0,99.0,0.0
832658fffffffff,252.0,0.0,0.0,11.0,0.0
832659fffffffff,3298.0,0.0,0.0,71.0,0.0
83265afffffffff,905.0,0.0,0.0,26.0,0.0
83265bfffffffff,2980.0,0.0,0.0,90.0,0.0
83265cfffffffff,229.0,0.0,0.0,2.0,0.0
83265dfffffffff,1672.0,0.0,0.0,58.0,0.0
83265efffffffff,332.0,0.0,0.0,0.0,0.0
832660fffffffff,1336.0,0.0,0.0,137.0,0.0
832661fffffffff,3412.0,0.0,0.0,112.0,0.0
832662fffffffff,2403.0,0.0,0.0,137.0,0.0
832663fffffffff,2124.0,0.0,0.0,56.0,0.0
832664fffffffff,23979.0,0.0,0.0,1509.0,0.0
832665fffffffff,1079.0,0.0,0.0,48.0,0.0
832666fffffffff,6709.0,0.0,0.0,165.0,0.0
832668fffffffff,2992.0,0.0,0.0,584.0,0.0
832669fffffffff,519.0,0.0,0.0,89.0,0.0
83266afffffffff,2431.0,0.0,0.0,289.0,0.0
83266bfffffffff,1911.0,0.0,0.0,151.0,0.0
83266cfffffffff,2855.0,0.0,0.0,197.0,0.0
83266dfffffffff,6428.0,0.0,0.0,458.0,0.0
83266efffffffff,2719.0,0.0,0.0,217.0,0.0
832670fffffffff,307.0,0.0,0.0,5.0,0.0
832671fffffffff,1965.0,0.0,0.0,45.0,0.0
832672fffffffff,270.0,0.0,0.0,4.0,0.0
832673fffffffff,416.0,0.0,0.0,24.0,0.0
832674fffffffff,1329.0,0.0,0.0,29.0,0.0
832675fffffffff,893.0,0.0,0.0,25.0,0.0
832676fffffffff,280.0,0.0,0.0,6.0,0.0
832680fffffffff,537.0,0.0,0.0,0.0,0.0
832681fffffffff,11998.0,0.0,0.0,0.0,0.0
832682fffffffff,48.0,0.0,0.0,0.0,0.0
832683fffffffff,82.0,0.0,0.0,0.0,0.0
832684fffffffff,224.0,0.0,0.0,0.0,0.0
832685fffffffff,1893.0,0.0,0.0,0.0,0.0
832686fffffffff,21.0,0.0,0.0,0.0,0.0
832688fffffffff,6820.0,0.0,0.0,0.0,0.0
832689fffffffff,948.0,0.0,0.0,0.0,0.0
83268afffffffff,376.0,0.0,0.0,0.0,0.0
83268bfffffffff,285.0,0.0,0.0,1.0,0.0
83268cfffffffff,13213.0,0.0,0.0,0.0,0.0
83268dfffffffff,1899.0,0.0,0.0,0.0,0.0
83268efffffffff,495.0,0.0,0.0,0.0,0.0
832694fffffffff,32.0,0.0,0.0,2.0,0.0
832695fffffffff,5.0,0.0,0.0,0.0,0.0
832698fffffffff,38.0,0.0,0.0,0.0,0.0
832699fffffffff,39.0,0.0,0.0,0.0,0.0
83269cfffffffff,4.0,0.0,0.0,0.0,0.0
83269dfffffffff,182.0,0.0,0.0,0.0,0.0
8326a0fffffffff,58.0,0.0,0.0,0.0,0.0
8326a1fffffffff,530.0,0.0,0.0,8.0,0.0
