cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
8326a2fffffffff,301.0,0.0,0.0,4.0,0.0
8326a3fffffffff,88.0,0.0,0.0,0.0,0.0
8326a4fffffffff,133.0,0.0,0.0,3.0,0.0
8326a5fffffffff,855.0,0.0,0.0,6.0,0.0
8326a6fffffffff,32.0,0.0,0.0,0.0,0.0
8326a8fffffffff,2261.0,0.0,0.0,0.0,0.0
8326a9fffffffff,1428.0,0.0,0.0,17.0,0.0
8326aafffffffff,12878.0,0.0,0.0,0.0,0.0
8326abfffffffff,1721.0,0.0,0.0,0.0,0.0
8326acfffffffff,622.0,0.0,0.0,30.0,0.0
8326adfffffffff,683.0,0.0,0.0,100.0,0.0
8326aefffffffff,1654.0,0.0,0.0,16.0,0.0
8326b0fffffffff,384.0,0.0,0.0,0.0,0.0
8326b1fffffffff,37.0,0.0,0.0,0.0,0.0
8326b2fffffffff,36.0,0.0,0.0,0.0,0.0
8326b3fffffffff,78.0,0.0,0.0,0.0,0.0
8326b4fffffffff,67.0,0.0,0.0,0.0,0.0
8326b5fffffffff,174.0,0.0,0.0,1.0,0.0
8326b6fffffffff,16.0,0.0,0.0,0.0,0.0
8326c0fffffffff,73.0,0.0,0.0,2.0,0.0
8326c1fffffffff,1771.0,0.0,0.0,39.0,0.0
8326c2fffffffff,112.0,0.0,0.0,2.0,0.0
8326c3fffffffff,371.0,0.0,0.0,10.0,0.0
8326c4fffffffff,252.0,0.0,0.0,20.0,0.0
8326c5fffffffff,912.0,0.0,0.0,11.0,0.0
8326c6fffffffff,164.0,0.0,0.0,0.0,0.0
8326c8fffffffff,2090.0,0.0,0.0,2.0,0.0
8326c9fffffffff,738.0,0.0,0.0,1.0,0.0
8326cafffffffff,491.0,0.0,0.0,2.0,0.0
8326cbfffffffff,1492.0,0.0,0.0,36.0,0.0
8326ccfffffffff,109.0,0.0,0.0,8.0,0.0
8326cdfffffffff,343.0,0.0,0.0,6.0,0.0
8326cefffffffff,193.0,0.0,0.0,3.0,0.0
8326d0fffffffff,125.0,0.0,0.0,2.0,0.0
8326d1fffffffff,243.0,0.0,0.0,0.0,0.0
8326d2fffffffff,120.0,0.0,0.0,0.0,0.0
8326d3fffffffff,141.0,0.0,0.0,5.0,0.0
8326d4fffffffff,998.0,0.0,0.0,2.0,0.0
8326d5fffffffff,170.0,0.0,0.0,2.0,0.0
8326d6fffffffff,126.0,0.0,0.0,2.0,0.0
8326d8fffffffff,215.0,0.0,0.0,2.0,0.0
8326d9fffffffff,579.0,0.0,0.0,60.0,0.0
8326dafffffffff,208.0,0.0,0.0,2.0,0.0
8326dbfffffffff,236.0,0.0,0.0,2.0,0.0
8326dcfffffffff,238.0,0.0,0.0,2.0,0.0
8326ddfffffffff,467.0,0.0,0.0,0.0,0.0
8326defffffffff,673.0,0.0,0.0,16.0,0.0
8326e0fffffffff,859.0,0.0,0.0,29.0,0.0
8326e1fffffffff,332.0,0.0,0.0,8.0,0.0
8326e2fffffffff,2361.0,0.0,0.0,42.0,0.0
8326e3fffffffff,982.0,0.0,0.0,53.0,0.0
8326e4fffffffff,1171.0,0.0,0.0,12.0,0.0
8326e5fffffffff,4264.0,0.0,0.0,183.0,0.0
8326e6fffffffff,544.0,0.0,0.0,32.0,0.0
8326e8fffffffff,457.0,0.0,0.0,9.0,0.0
8326e9fffffffff,657.0,0.0,0.0,11.0,0.0
8326eafffffffff,190.0,0.0,0.0,6.0,0.0
8326ebfffffffff,82.0,0.0,0.0,0.0,0.0
8326ecfffffffff,1340.0,0.0,0.0,25.0,0.0
8326edfffffffff,2424.0,0.0,0.0,14.0,0.0
8326eefffffffff,618.0,0.0,0.0,14.0,0.0
8326f0fffffffff,709.0,0.0,0.0,12.0,0.0
8326f1fffffffff,1065.0,0.0,0.0,29.0,0.0
8326f2fffffffff,5182.0,0.0,0.0,5.0,0.0
8326f3fffffffff,511.0,0.0,0.0,11.0,0.0
8326f4fffffffff,231.0,0.0,0.0,16.0,0.0
8326f5fffffffff,405.0,0.0,0.0,12.0,0.0
8326f6fffffffff,521.0,0.0,0.0,7.0,0.0
832700fffffffff,120.0,0.0,0.0,0.0,0.0
832701fffffffff,85.0,0.0,0.0,0.0,0.0
832702fffffffff,3392.0,0.0,0.0,0.0,0.0
832703fffffffff,404.0,0.0,0.0,0.0,0.0
832704fffffffff,1.0,0.0,0.0,0.0,0.0
832705fffffffff,83.0,0.0,0.0,0.0,0.0
832706fffffffff,106.0,0.0,0.0,0.0,0.0
832708fffffffff,265.0,0.0,0.0,18.0,0.0
832709fffffffff,1089.0,0.0,0.0,62.0,0.0
83270afffffffff,311.0,0.0,0.0,39.0,0.0
83270bfffffffff,344.0,0.0,0.0,5.0,0.0
83270cfffffffff,86.0,0.0,0.0,4.0,0.0
83270dfffffffff,99.0,0.0,0.0,3.0,0.0
83270efffffffff,687.0,0.0,0.0,51.0,0.0
832710fffffffff,185.0,0.0,0.0,0.0,0.0
832711fffffffff,722.0,0.0,0.0,0.0,0.0
832712fffffffff,130.0,0.0,0.0,0.0,0.0
832713fffffffff,2563.0,0.0,0.0,0.0,0.0
832714fffffffff,5.0,0.0,0.0,0.0,0.0
832715fffffffff,42.0,0.0,0.0,0.0,0.0
832716fffffffff,39.0,0.0,0.0,0.0,0.0
832718fffffffff,691.0,0.0,0.0,55.0,0.0
832719fffffffff,1462.0,0.0,0.0,61.0,0.0
83271afffffffff,764.0,0.0,0.0,41.0,0.0
83271bfffffffff,1217.0,0.0,0.0,238.0,0.0
83271cfffffffff,1442.0,0.0,0.0,0.0,0.0
83271dfffffffff,485.0,0.0,0.0,10.0,0.0
83271efffffffff,320.0,0.0,0.0,8.0,0.0
832720fffffffff,1.0,0.0,0.0,0.0,0.0
832728fffffffff,2.0,0.0,0.0,0.0,0.0
832729fffffffff,18.0,0.0,0.0,0.0,0.0
83272afffffffff,11.0,0.0,0.0,0.0,0.0
83272bfffffffff,71.0,0.0,0.0,0.0,0.0
832733fffffffff,1.0,0.0,0.0,0.0,0.0
832734fffffffff,4.0,0.0,0.0,0.0,0.0
832740fffffffff,1960.0,0.0,0.0,27.0,0.0
832741fffffffff,3590.0,0.0,0.0,0.0,0.0
832742fffffffff,992.0,0.0,0.0,43.0,0.0
832743fffffffff,3767.0,0.0,0.0,46.0,0.0
832744fffffffff,1476.0,0.0,0.0,0.0,0.0
832745fffffffff,2564.0,0.0,0.0,0.0,0.0
832746fffffffff,2352.0,0.0,0.0,103.0,0.0
832748fffffffff,12349.0,0.0,0.0,1.0,0.0
832749fffffffff,13873.0,0.0,0.0,40.0,0.0
83274afffffffff,945.0,0.0,0.0,0.0,0.0
83274bfffffffff,5036.0,0.0,0.0,57.0,0.0
83274cfffffffff,2220.0,0.0,0.0,0.0,0.0
83274dfffffffff,10011.0,0.0,0.0,58.0,0.0
83274efffffffff,3390.0,0.0,0.0,0.0,0.0
832750fffffffff,397.0,0.0,0.0,6.0,0.0
832751fffffffff,1104.0,0.0,0.0,113.0,0.0
832752fffffffff,4275.0,0.0,0.0,133.0,0.0
832753fffffffff,1333.0,0.0,0.0,45.0,0.0
832754fffffffff,1705.0,0.0,0.0,67.0,0.0
832755fffffffff,1231.0,0.0,0.0,8.0,0.0
832756fffffffff,4053.0,0.0,0.0,716.0,0.0
832758fffffffff,14593.0,0.0,0.0,181.0,0.0
832759fffffffff,20924.0,0.0,0.0,624.0,0.0
83275afffffffff,1449.0,0.0,0.0,18.0,0.0
83275bfffffffff,2620.0,0.0,0.0,36.0,0.0
83275cfffffffff,5296.0,0.0,0.0,198.0,0.0
83275dfffffffff,13213.0,0.0,0.0,204.0,0.0
83275efffffffff,1373.0,0.0,0.0,41.0,0.0
832760fffffffff,54.0,0.0,0.0,2.0,0.0
832761fffffffff,82.0,0.0,0.0,2.0,0.0
832763fffffffff,2805.0,0.0,0.0,59.0,0.0
832764fffffffff,14.0,0.0,0.0,0.0,0.0
832765fffffffff,17.0,0.0,0.0,4.0,0.0
832766fffffffff,109.0,0.0,0.0,14.0,0.0
832768fffffffff,854.0,0.0,0.0,0.0,0.0
832769fffffffff,2801.0,0.0,0.0,266.0,0.0
83276afffffffff,3024.0,0.0,0.0,3.0,0.0
83276bfffffffff,8234.0,0.0,0.0,13.0,0.0
83276cfffffffff,301.0,0.0,0.0,47.0,0.0
83276dfffffffff,2779.0,0.0,0.0,723.0,0.0
83276efffffffff,1485.0,0.0,0.0,38.0,0.0
832770fffffffff,479.0,0.0,0.0,33.0,0.0
832771fffffffff,307.0,0.0,0.0,0.0,0.0
832772fffffffff,299.0,0.0,0.0,13.0,0.0
832773fffffffff,505.0,0.0,0.0,0.0,0.0
832774fffffffff,149.0,0.0,0.0,12.0,0.0
832775fffffffff,49.0,0.0,0.0,5.0,0.0
832776fffffffff,56.0,0.0,0.0,4.0,0.0
832780fffffffff,255.0,0.0,0.0,0.0,0.0
832781fffffffff,121.0,0.0,0.0,2.0,0.0
832782fffffffff,62.0,0.0,0.0,0.0,0.0
832783fffffffff,37.0,0.0,0.0,0.0,0.0
832784fffffffff,169.0,0.0,0.0,0.0,0.0
832785fffffffff,538.0,0.0,0.0,18.0,0.0
832786fffffffff,1137.0,0.0,0.0,0.0,0.0
832788fffffffff,244.0,0.0,0.0,2.0,0.0
832789fffffffff,29.0,0.0,0.0,0.0,0.0
83278afffffffff,34.0,0.0,0.0,0.0,0.0
83278bfffffffff,605.0,0.0,0.0,2.0,0.0
83278cfffffffff,1178.0,0.0,0.0,110.0,0.0
83278dfffffffff,241.0,0.0,0.0,35.0,0.0
83278efffffffff,138.0,0.0,0.0,0.0,0.0
832790fffffffff,301.0,0.0,0.0,0.0,0.0
832791fffffffff,150.0,0.0,0.0,0.0,0.0
832792fffffffff,894.0,0.0,0.0,0.0,0.0
832793fffffffff,204.0,0.0,0.0,0.0,0.0
832794fffffffff,98.0,0.0,0.0,0.0,0.0
832795fffffffff,210.0,0.0,0.0,0.0,0.0
832796fffffffff,213.0,0.0,0.0,0.0,0.0
832798fffffffff,131.0,0.0,0.0,0.0,0.0
832799fffffffff,358.0,0.0,0.0,0.0,0.0
83279afffffffff,352.0,0.0,0.0,2.0,0.0
83279bfffffffff,38.0,0.0,0.0,4.0,0.0
83279cfffffffff,210.0,0.0,0.0,1.0,0.0
83279dfffffffff,70.0,0.0,0.0,0.0,0.0
83279efffffffff,850.0,0.0,0.0,0.0,0.0
8327a0fffffffff,2078.0,0.0,0.0,0.0,0.0
8327a1fffffffff,95.0,0.0,0.0,0.0,0.0
8327a2fffffffff,376.0,0.0,0.0,0.0,0.0
8327a3fffffffff,234.0,0.0,0.0,0.0,0.0
8327a4fffffffff,309.0,0.0,0.0,0.0,0.0
8327a5fffffffff,59.0,0.0,0.0,0.0,0.0
8327a6fffffffff,180.0,0.0,0.0,0.0,0.0
8327a8fffffffff,1047.0,0.0,0.0,93.0,0.0
8327a9fffffffff,784.0,0.0,0.0,69.0,0.0
8327aafffffffff,428.0,0.0,0.0,33.0,0.0
8327abfffffffff,456.0,0.0,0.0,67.0,0.0
8327acfffffffff,292.0,0.0,0.0,0.0,0.0
8327adfffffffff,1188.0,0.0,0.0,83.0,0.0
8327aefffffffff,704.0,0.0,0.0,15.0,0.0
8327b0fffffffff,139.0,0.0,0.0,0.0,0.0
8327b1fffffffff,505.0,0.0,0.0,0.0,0.0
8327b2fffffffff,483.0,0.0,0.0,16.0,0.0
8327b3fffffffff,211.0,0.0,0.0,4.0,0.0
8327b4fffffffff,29.0,0.0,0.0,0.0,0.0
8327b5fffffffff,167.0,0.0,0.0,0.0,0.0
8327b6fffffffff,571.0,0.0,0.0,4.0,0.0
832882fffffffff,2.0,0.0,0.0,0.0,0.0
832886fffffffff,11.0,0.0,0.0,0.0,0.0
832890fffffffff,371.0,0.0,0.0,0.0,0.0
832891fffffffff,58.0,0.0,0.0,0.0,0.0
832892fffffffff,992.0,0.0,0.0,0.0,0.0
832893fffffffff,832.0,0.0,0.0,0.0,0.0
832894fffffffff,128.0,0.0,0.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0,0.0,0.0
832896fffffffff,39.0,0.0,0.0,0.0,0.0
832898fffffffff,12.0,0.0,0.0,0.0,0.0
832899fffffffff,2.0,0.0,0.0,0.0,0.0
83289afffffffff,31.0,0.0,0.0,0.0,0.0
83289bfffffffff,7.0,0.0,0.0,0.0,0.0
83289efffffffff,116.0,0.0,0.0,0.0,0.0
8328b0fffffffff,7.0,0.0,0.0,0.0,0.0
8328b2fffffffff,36.0,0.0,0.0,0.0,0.0
8328b3fffffffff,28.0,0.0,0.0,0.0,0.0
8328b6fffffffff,4.0,0.0,0.0,0.0,0.0
83299afffffffff,2.0,0.0,0.0,0.0,0.0
832a06fffffffff,300.0,0.0,0.0,27.0,0.0
832a10fffffffff,64001.0,0.0,0.0,1096.0,171.0
832a12fffffffff,7980.0,0.0,0.0,1.0,147.0
832a13fffffffff,16130.0,0.0,0.0,2.0,165.0
832a14fffffffff,37732.0,0.0,0.0,924.0,0.0
832a15fffffffff,13291.0,0.0,0.0,175.0,37.0
832a16fffffffff,7653.0,0.0,0.0,184.0,0.0
832a1afffffffff,235.0,1.0,0.0,2.0,30.0
832a30fffffffff,48023.0,0.0,0.0,4911.0,0.0
832a31fffffffff,20496.0,0.0,0.0,1471.0,0.0
832a32fffffffff,14064.0,0.0,0.0,950.0,0.0
832a33fffffffff,23202.0,0.0,0.0,2253.0,0.0
832a34fffffffff,14893.0,0.0,0.0,1231.0,0.0
832a36fffffffff,11157.0,0.0,0.0,43.0,0.0
832a80fffffffff,827.0,0.0,0.0,21.0,6.0
832a81fffffffff,4031.0,0.0,0.0,21.0,61.0
832a82fffffffff,1953.0,0.0,0.0,153.0,0.0
832a83fffffffff,107.0,0.0,0.0,1.0,0.0
832a84fffffffff,15228.0,0.0,0.0,0.0,0.0
832a85fffffffff,4195.0,1.0,0.0,19.0,317.0
832a86fffffffff,2735.0,0.0,0.0,31.0,0.0
832a88fffffffff,1550.0,0.0,0.0,2.0,13.0
832a89fffffffff,3872.0,0.0,0.0,7.0,34.0
832a8afffffffff,4260.0,0.0,0.0,9.0,86.0
832a8bfffffffff,7656.0,0.0,0.0,2.0,434.0
832a8cfffffffff,7473.0,0.0,0.0,11.0,198.0
832a8dfffffffff,3318.0,0.0,0.0,10.0,61.0
832a8efffffffff,2895.0,0.0,0.0,16.0,72.0
832a90fffffffff,6467.0,0.0,0.0,0.0,0.0
832a91fffffffff,2362.0,0.0,0.0,89.0,0.0
832a92fffffffff,1764.0,0.0,0.0,77.0,0.0
832a93fffffffff,6215.0,0.0,0.0,104.0,0.0
832a94fffffffff,17815.0,0.0,0.0,687.0,0.0
