cell_id,Milvus migrans,Milvus migrans [migrans Group],Milvus migrans lineatus/formosanus,Milvus migrans aegyptius/parasitus
822daffffffffff,5.0,0.0,0.0,0.0
822db7fffffffff,59.0,13.0,0.0,0.0
822e6ffffffffff,2.0,0.0,0.0,0.0
822e77fffffffff,4.0,0.0,2.0,0.0
822e8ffffffffff,5.0,0.0,3.0,0.0
822f5ffffffffff,2.0,0.0,0.0,0.0
82309ffffffffff,5.0,0.0,3.0,0.0
823187fffffffff,3.0,0.0,3.0,0.0
8231affffffffff,3.0,0.0,3.0,0.0
82344ffffffffff,11.0,3.0,0.0,0.0
82346ffffffffff,5.0,0.0,0.0,0.0
823867fffffffff,34.0,3.0,0.0,0.0
82386ffffffffff,9.0,0.0,0.0,0.0
823877fffffffff,33.0,3.0,0.0,0.0
823907fffffffff,229.0,83.0,0.0,0.0
82390ffffffffff,43.0,9.0,0.0,0.0
823917fffffffff,85.0,9.0,0.0,0.0
82391ffffffffff,90.0,2.0,0.0,0.0
823927fffffffff,86.0,6.0,0.0,0.0
82392ffffffffff,315.0,58.0,0.0,0.0
823937fffffffff,20.0,0.0,0.0,0.0
823947fffffffff,10.0,3.0,0.0,0.0
823957fffffffff,27.0,0.0,0.0,0.0
82395ffffffffff,18.0,0.0,0.0,0.0
823967fffffffff,6.0,6.0,0.0,0.0
823977fffffffff,450.0,92.0,2.0,0.0
823987fffffffff,2.0,2.0,0.0,0.0
82398ffffffffff,2.0,0.0,0.0,0.0
8239affffffffff,8.0,0.0,0.0,0.0
823c07fffffffff,2.0,0.0,2.0,0.0
823c0ffffffffff,5.0,0.0,5.0,0.0
823c17fffffffff,6.0,4.0,2.0,0.0
823c1ffffffffff,85.0,4.0,51.0,0.0
823c5ffffffffff,12.0,2.0,10.0,0.0
823c87fffffffff,2.0,0.0,2.0,0.0
823c8ffffffffff,3.0,1.0,0.0,0.0
823c97fffffffff,7.0,0.0,7.0,0.0
823c9ffffffffff,6.0,0.0,6.0,0.0
823caffffffffff,7.0,0.0,3.0,0.0
823cb7fffffffff,24.0,0.0,24.0,0.0
823cc7fffffffff,9.0,2.0,0.0,0.0
823ce7fffffffff,230.0,14.0,30.0,0.0
823ceffffffffff,15.0,2.0,5.0,0.0
823cf7fffffffff,106.0,0.0,39.0,0.0
823d07fffffffff,3.0,0.0,1.0,0.0
823d17fffffffff,299.0,277.0,22.0,0.0
823d1ffffffffff,14.0,5.0,8.0,0.0
823d37fffffffff,75.0,7.0,66.0,0.0
823d87fffffffff,48.0,37.0,11.0,0.0
823d8ffffffffff,26.0,11.0,15.0,0.0
823d97fffffffff,15.0,0.0,15.0,0.0
823d9ffffffffff,20.0,0.0,20.0,0.0
823da7fffffffff,117.0,45.0,57.0,0.0
823daffffffffff,130.0,101.0,29.0,0.0
823db7fffffffff,1.0,0.0,0.0,0.0
823e47fffffffff,6.0,1.0,0.0,0.0
823e4ffffffffff,1.0,0.0,1.0,0.0
823e5ffffffffff,7.0,0.0,0.0,0.0
823e67fffffffff,2.0,0.0,0.0,0.0
823e6ffffffffff,73.0,49.0,0.0,4.0
823f2ffffffffff,4.0,0.0,0.0,0.0
823f37fffffffff,2.0,0.0,0.0,0.0
823f47fffffffff,3.0,0.0,0.0,0.0
823f4ffffffffff,4.0,0.0,0.0,0.0
823f6ffffffffff,4.0,1.0,0.0,0.0
823f77fffffffff,164.0,10.0,0.0,0.0
824147fffffffff,9.0,0.0,0.0,0.0
82418ffffffffff,2.0,0.0,2.0,0.0
8241a7fffffffff,36.0,2.0,10.0,0.0
8241b7fffffffff,1.0,0.0,0.0,0.0
824237fffffffff,1.0,0.0,1.0,0.0
82424ffffffffff,3.0,0.0,3.0,0.0
82425ffffffffff,33.0,2.0,15.0,0.0
82426ffffffffff,3.0,1.0,0.0,0.0
8242c7fffffffff,93.0,56.0,37.0,0.0
8242cffffffffff,214.0,101.0,105.0,0.0
8242d7fffffffff,3.0,0.0,3.0,0.0
8242dffffffffff,91.0,66.0,21.0,0.0
8242effffffffff,4.0,4.0,0.0,0.0
82431ffffffffff,3.0,0.0,2.0,0.0
8243a7fffffffff,2.0,0.0,0.0,0.0
8243affffffffff,6.0,1.0,0.0,0.0
824b87fffffffff,1.0,0.0,1.0,0.0
824b97fffffffff,4.0,0.0,0.0,0.0
824ba7fffffffff,68.0,0.0,12.0,0.0
824baffffffffff,1.0,0.0,0.0,0.0
824bb7fffffffff,80.0,0.0,11.0,0.0
824c87fffffffff,7.0,0.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0,0.0
82524ffffffffff,3.0,3.0,0.0,0.0
82529ffffffffff,3.0,0.0,0.0,3.0
825367fffffffff,1.0,0.0,1.0,0.0
82540ffffffffff,2.0,0.0,0.0,2.0
825417fffffffff,2.0,2.0,0.0,0.0
82541ffffffffff,3.0,0.0,0.0,0.0
8254affffffffff,10.0,2.0,0.0,0.0
8254f7fffffffff,3.0,0.0,0.0,0.0
825517fffffffff,2.0,0.0,0.0,0.0
82551ffffffffff,3.0,0.0,0.0,0.0
825977fffffffff,4.0,0.0,0.0,0.0
825e5ffffffffff,3.0,0.0,0.0,0.0
825f17fffffffff,1.0,0.0,0.0,1.0
826007fffffffff,86.0,24.0,0.0,0.0
826017fffffffff,229.0,219.0,0.0,0.0
82601ffffffffff,57.0,32.0,0.0,0.0
826027fffffffff,939.0,38.0,0.0,0.0
826037fffffffff,110.0,75.0,0.0,0.0
826087fffffffff,11.0,7.0,4.0,0.0
82608ffffffffff,1063.0,990.0,65.0,0.0
826097fffffffff,24.0,17.0,7.0,0.0
82609ffffffffff,25.0,14.0,11.0,0.0
8260a7fffffffff,5.0,4.0,1.0,0.0
8260affffffffff,216.0,56.0,121.0,0.0
8260b7fffffffff,41.0,16.0,10.0,0.0
82611ffffffffff,14.0,0.0,0.0,0.0
82618ffffffffff,13.0,2.0,7.0,0.0
82619ffffffffff,5.0,0.0,0.0,0.0
8261affffffffff,6.0,4.0,2.0,0.0
82640ffffffffff,9.0,2.0,0.0,0.0
826417fffffffff,3.0,0.0,1.0,0.0
82642ffffffffff,7.0,0.0,5.0,0.0
826437fffffffff,5.0,0.0,5.0,0.0
82648ffffffffff,1.0,0.0,0.0,0.0
8264a7fffffffff,38.0,16.0,12.0,0.0
8264e7fffffffff,2.0,0.0,2.0,0.0
826507fffffffff,23.0,0.0,1.0,0.0
82651ffffffffff,94.0,0.0,9.0,0.0
826527fffffffff,21.0,0.0,0.0,0.0
826587fffffffff,2.0,2.0,0.0,0.0
82658ffffffffff,30.0,26.0,0.0,0.0
826597fffffffff,1.0,1.0,0.0,0.0
82659ffffffffff,5.0,2.0,0.0,0.0
8265b7fffffffff,3.0,0.0,0.0,0.0
82696ffffffffff,4.0,0.0,0.0,0.0
826adffffffffff,11.0,0.0,0.0,0.0
8272dffffffffff,15.0,0.0,0.0,0.0
827a47fffffffff,9.0,2.0,0.0,7.0
827a6ffffffffff,17.0,3.0,0.0,14.0
827acffffffffff,11.0,0.0,0.0,1.0
827b4ffffffffff,34.0,0.0,0.0,10.0
827b6ffffffffff,4.0,0.0,0.0,0.0
8282c7fffffffff,1.0,0.0,0.0,0.0
8282e7fffffffff,3.0,0.0,0.0,3.0
8282f7fffffffff,4.0,0.0,0.0,4.0
828c17fffffffff,3.0,0.0,0.0,0.0
829457fffffffff,3.0,1.0,0.0,0.0
82945ffffffffff,1.0,0.0,0.0,0.0
8294effffffffff,9.0,2.0,0.0,0.0
8295a7fffffffff,4.0,4.0,0.0,0.0
8295affffffffff,8.0,8.0,0.0,0.0
829607fffffffff,4.0,4.0,0.0,0.0
829627fffffffff,1.0,1.0,0.0,0.0
82962ffffffffff,3.0,2.0,0.0,0.0
82972ffffffffff,4.0,2.0,0.0,0.0
82975ffffffffff,3.0,0.0,0.0,3.0
829c07fffffffff,3.0,0.0,0.0,0.0
829ca7fffffffff,1.0,0.0,0.0,0.0
829caffffffffff,7.0,0.0,0.0,0.0
82a38ffffffffff,2.0,0.0,0.0,2.0
82a707fffffffff,2.0,0.0,0.0,0.0
82a71ffffffffff,1.0,0.0,0.0,0.0
82ac87fffffffff,3.0,0.0,0.0,0.0
82acaffffffffff,3.0,3.0,0.0,0.0
82ad37fffffffff,2.0,0.0,0.0,0.0
82b827fffffffff,2.0,0.0,0.0,0.0
82b82ffffffffff,2.0,0.0,0.0,0.0
82b897fffffffff,1.0,1.0,0.0,0.0
82b89ffffffffff,2.0,2.0,0.0,0.0
82bb2ffffffffff,7.0,0.0,0.0,0.0
82bb57fffffffff,2.0,0.0,0.0,0.0
82bcc7fffffffff,6.0,4.0,0.0,0.0
82bcd7fffffffff,18.0,4.0,0.0,14.0
82bcdffffffffff,6.0,2.0,0.0,4.0
82bcf7fffffffff,2.0,0.0,0.0,2.0
82be0ffffffffff,7.0,0.0,0.0,0.0
82be1ffffffffff,3.0,0.0,0.0,0.0
82be47fffffffff,8.0,2.0,0.0,0.0
82be4ffffffffff,1.0,0.0,0.0,0.0
82be57fffffffff,5.0,0.0,0.0,0.0
82be5ffffffffff,1.0,1.0,0.0,0.0
82be67fffffffff,13.0,4.0,0.0,0.0
82be6ffffffffff,1.0,0.0,0.0,0.0
82be77fffffffff,19.0,0.0,0.0,0.0
82be8ffffffffff,5.0,0.0,0.0,0.0
82beaffffffffff,13.0,13.0,0.0,0.0
82bee7fffffffff,4.0,2.0,0.0,0.0
82bef7fffffffff,2.0,2.0,0.0,0.0
82bf4ffffffffff,1.0,0.0,0.0,0.0
82bf5ffffffffff,2.0,0.0,0.0,0.0
82c997fffffffff,2.0,0.0,0.0,0.0
