cell_id,Turdus migratorius,Turdus migratorius nigrideus,Turdus migratorius [migratorius Group],Turdus migratorius confinis
822b17fffffffff,27956.0,0.0,97.0,0.0
822b1ffffffffff,35902.0,0.0,0.0,0.0
822b27fffffffff,4568.0,0.0,10.0,0.0
822b2ffffffffff,3062.0,0.0,0.0,0.0
822b37fffffffff,8887.0,0.0,90.0,0.0
822b87fffffffff,67938.0,0.0,1803.0,0.0
822b8ffffffffff,122094.0,0.0,59.0,0.0
822b97fffffffff,11356.0,0.0,7.0,0.0
822b9ffffffffff,183228.0,0.0,858.0,0.0
822ba7fffffffff,17056.0,0.0,0.0,0.0
822baffffffffff,168417.0,0.0,419.0,0.0
822bb7fffffffff,4353.0,0.0,4.0,0.0
824417fffffffff,2161.0,0.0,21.0,0.0
82441ffffffffff,8901.0,0.0,238.0,0.0
824447fffffffff,12476.0,0.0,0.0,0.0
82444ffffffffff,4786.0,0.0,0.0,0.0
824457fffffffff,5276.0,0.0,0.0,0.0
82445ffffffffff,4486.0,0.0,0.0,0.0
824467fffffffff,242.0,0.0,0.0,0.0
82446ffffffffff,20904.0,0.0,0.0,0.0
824477fffffffff,917.0,0.0,0.0,0.0
8244a7fffffffff,371.0,0.0,0.0,0.0
8244affffffffff,14870.0,0.0,314.0,0.0
8244c7fffffffff,27374.0,0.0,0.0,0.0
8244cffffffffff,33733.0,0.0,72.0,0.0
8244d7fffffffff,13182.0,0.0,0.0,0.0
8244dffffffffff,44170.0,0.0,1598.0,0.0
8244e7fffffffff,5997.0,0.0,79.0,0.0
8244effffffffff,5225.0,0.0,0.0,0.0
8244f7fffffffff,13287.0,0.0,157.0,0.0
824807fffffffff,8.0,0.0,0.0,0.0
82480ffffffffff,58.0,0.0,0.0,0.0
824817fffffffff,472.0,0.0,0.0,0.0
82481ffffffffff,189.0,0.0,0.0,0.0
82482ffffffffff,315.0,0.0,0.0,284.0
824837fffffffff,171.0,0.0,0.0,0.0
82484ffffffffff,8.0,0.0,0.0,0.0
824857fffffffff,15.0,0.0,0.0,0.0
82485ffffffffff,700.0,0.0,0.0,0.0
824887fffffffff,588.0,0.0,0.0,0.0
82488ffffffffff,1484.0,0.0,0.0,0.0
824897fffffffff,4121.0,0.0,0.0,0.0
82489ffffffffff,19244.0,0.0,0.0,0.0
8248a7fffffffff,504.0,0.0,0.0,0.0
8248affffffffff,266.0,0.0,0.0,0.0
8248b7fffffffff,1616.0,0.0,0.0,0.0
8248c7fffffffff,21437.0,0.0,0.0,0.0
8248cffffffffff,11547.0,0.0,315.0,0.0
8248d7fffffffff,3823.0,0.0,0.0,0.0
8248dffffffffff,40095.0,0.0,0.0,0.0
8248e7fffffffff,614.0,0.0,0.0,0.0
8248effffffffff,26197.0,0.0,3.0,0.0
8248f7fffffffff,832.0,0.0,0.0,0.0
824987fffffffff,1544.0,0.0,49.0,0.0
82498ffffffffff,110.0,0.0,0.0,0.0
824997fffffffff,9151.0,0.0,703.0,0.0
82499ffffffffff,106.0,0.0,0.0,0.0
8249affffffffff,527.0,0.0,18.0,0.0
8249b7fffffffff,322.0,0.0,0.0,0.0
826d17fffffffff,20.0,0.0,2.0,0.0
826d37fffffffff,1727.0,0.0,148.0,0.0
