cell_id,Turdus migratorius,Turdus migratorius nigrideus,Turdus migratorius [migratorius Group],Turdus migratorius confinis
8202cffffffffff,2.0,0.0,0.0,0.0
820c07fffffffff,181.0,0.0,0.0,0.0
820c0ffffffffff,73.0,0.0,0.0,0.0
820c17fffffffff,5972.0,0.0,0.0,0.0
820c1ffffffffff,183.0,0.0,0.0,0.0
820c27fffffffff,113.0,0.0,0.0,0.0
820c2ffffffffff,255.0,0.0,0.0,0.0
820c37fffffffff,425.0,0.0,0.0,0.0
820c47fffffffff,2930.0,0.0,0.0,0.0
820c57fffffffff,2681.0,0.0,4.0,0.0
820c5ffffffffff,70.0,0.0,0.0,0.0
820c67fffffffff,1141.0,0.0,12.0,0.0
820c6ffffffffff,16.0,0.0,0.0,0.0
820c77fffffffff,10334.0,0.0,433.0,0.0
820ce7fffffffff,81.0,0.0,0.0,0.0
820ceffffffffff,84.0,0.0,0.0,0.0
820cf7fffffffff,5.0,0.0,0.0,0.0
820d07fffffffff,35.0,0.0,0.0,0.0
820d0ffffffffff,63.0,0.0,0.0,0.0
820d1ffffffffff,22.0,0.0,0.0,0.0
820d47fffffffff,147.0,0.0,0.0,0.0
820d4ffffffffff,488.0,0.0,2.0,0.0
820d57fffffffff,381.0,0.0,8.0,0.0
820d5ffffffffff,3339.0,0.0,16.0,0.0
820d67fffffffff,202.0,0.0,0.0,0.0
820d6ffffffffff,68.0,0.0,0.0,0.0
820d77fffffffff,208.0,0.0,0.0,0.0
820d8ffffffffff,3.0,0.0,0.0,0.0
820e07fffffffff,2.0,0.0,1.0,0.0
820e0ffffffffff,12.0,0.0,0.0,0.0
820e27fffffffff,2.0,0.0,0.0,0.0
820e2ffffffffff,15.0,0.0,0.0,0.0
820e47fffffffff,32.0,0.0,0.0,0.0
820e4ffffffffff,3886.0,0.0,0.0,0.0
820e57fffffffff,54.0,0.0,0.0,0.0
820e5ffffffffff,167.0,0.0,0.0,0.0
820e67fffffffff,31.0,0.0,0.0,0.0
820e6ffffffffff,139.0,0.0,0.0,0.0
820e77fffffffff,2.0,0.0,0.0,0.0
820e87fffffffff,2682.0,0.0,0.0,0.0
820e8ffffffffff,49.0,0.0,0.0,0.0
820e97fffffffff,40.0,0.0,0.0,0.0
820e9ffffffffff,37.0,0.0,0.0,0.0
820ec7fffffffff,153.0,0.0,0.0,0.0
820ecffffffffff,1992.0,0.0,0.0,0.0
820ed7fffffffff,24.0,0.0,0.0,0.0
820edffffffffff,125.0,0.0,0.0,0.0
820ee7fffffffff,23.0,0.0,0.0,0.0
820eeffffffffff,2030.0,0.0,0.0,0.0
820ef7fffffffff,75.0,0.0,0.0,0.0
820f0ffffffffff,4.0,0.0,0.0,0.0
820f4ffffffffff,9.0,0.0,0.0,0.0
820f5ffffffffff,31.0,0.0,0.0,0.0
820f9ffffffffff,147.0,0.0,0.0,0.0
82120ffffffffff,49.0,0.0,0.0,0.0
821217fffffffff,279.0,0.0,0.0,0.0
82121ffffffffff,1383.0,0.0,0.0,0.0
821227fffffffff,23.0,0.0,0.0,0.0
82122ffffffffff,55.0,0.0,0.0,0.0
821237fffffffff,101.0,0.0,0.0,0.0
821247fffffffff,86.0,0.0,0.0,0.0
82124ffffffffff,242.0,0.0,0.0,0.0
821257fffffffff,2256.0,0.0,0.0,0.0
82125ffffffffff,3067.0,0.0,0.0,0.0
821267fffffffff,31.0,0.0,0.0,0.0
82126ffffffffff,25.0,0.0,0.0,0.0
821277fffffffff,1135.0,0.0,0.0,0.0
821287fffffffff,1614.0,0.0,0.0,0.0
82128ffffffffff,2446.0,0.0,0.0,0.0
821297fffffffff,291.0,0.0,0.0,0.0
82129ffffffffff,812.0,0.0,0.0,0.0
8212a7fffffffff,129.0,0.0,0.0,0.0
8212affffffffff,3123.0,0.0,0.0,0.0
8212b7fffffffff,1989.0,0.0,0.0,0.0
8212c7fffffffff,10274.0,0.0,0.0,0.0
8212cffffffffff,35103.0,0.0,0.0,0.0
8212d7fffffffff,12871.0,0.0,0.0,0.0
8212dffffffffff,24597.0,0.0,0.0,0.0
8212e7fffffffff,1517.0,0.0,0.0,0.0
8212effffffffff,13153.0,0.0,0.0,0.0
8212f7fffffffff,2408.0,0.0,0.0,0.0
821307fffffffff,26.0,0.0,0.0,0.0
821317fffffffff,11.0,0.0,0.0,0.0
82132ffffffffff,17.0,0.0,0.0,0.0
821337fffffffff,1.0,0.0,0.0,0.0
821347fffffffff,6.0,0.0,0.0,0.0
82134ffffffffff,2.0,0.0,0.0,0.0
821357fffffffff,405.0,0.0,0.0,0.0
82135ffffffffff,4.0,0.0,0.0,0.0
821377fffffffff,1.0,0.0,0.0,0.0
821387fffffffff,4632.0,0.0,0.0,0.0
82138ffffffffff,1101.0,0.0,0.0,0.0
821397fffffffff,1185.0,0.0,0.0,0.0
82139ffffffffff,2707.0,0.0,0.0,0.0
8213a7fffffffff,124.0,0.0,0.0,0.0
8213affffffffff,40.0,0.0,0.0,0.0
8213b7fffffffff,828.0,0.0,0.0,0.0
821aa7fffffffff,8456.0,0.0,0.0,0.0
821ab7fffffffff,145.0,0.0,0.0,0.0
821b87fffffffff,417.0,0.0,0.0,0.0
821b8ffffffffff,15.0,0.0,0.0,0.0
821b97fffffffff,124.0,0.0,0.0,0.0
821b9ffffffffff,2113.0,0.0,0.0,0.0
821bb7fffffffff,57.0,0.0,0.0,0.0
821d27fffffffff,214.0,0.0,0.0,0.0
822607fffffffff,7417.0,0.0,470.0,0.0
82260ffffffffff,15050.0,0.0,203.0,0.0
822617fffffffff,4249.0,0.0,14.0,0.0
82261ffffffffff,5622.0,0.0,292.0,0.0
822627fffffffff,20948.0,0.0,0.0,0.0
82262ffffffffff,31506.0,0.0,0.0,0.0
822637fffffffff,4541.0,0.0,0.0,0.0
822647fffffffff,30672.0,0.0,0.0,0.0
82264ffffffffff,24773.0,0.0,0.0,0.0
822657fffffffff,40620.0,0.0,0.0,0.0
82265ffffffffff,18375.0,0.0,0.0,0.0
822667fffffffff,109262.0,0.0,0.0,0.0
82266ffffffffff,35614.0,0.0,0.0,0.0
822677fffffffff,13176.0,0.0,0.0,0.0
822687fffffffff,56859.0,0.0,0.0,0.0
82268ffffffffff,74532.0,0.0,0.0,0.0
822697fffffffff,37121.0,0.0,0.0,0.0
82269ffffffffff,26258.0,0.0,0.0,0.0
8226a7fffffffff,3769.0,0.0,6.0,0.0
8226affffffffff,27893.0,0.0,128.0,0.0
8226b7fffffffff,6281.0,0.0,0.0,0.0
8226c7fffffffff,7801.0,0.0,0.0,0.0
8226cffffffffff,12552.0,0.0,0.0,0.0
8226d7fffffffff,4543.0,0.0,0.0,0.0
8226dffffffffff,4827.0,0.0,0.0,0.0
8226e7fffffffff,20919.0,0.0,0.0,0.0
8226effffffffff,10194.0,0.0,0.0,0.0
8226f7fffffffff,8874.0,0.0,0.0,0.0
822707fffffffff,7580.0,0.0,0.0,0.0
82270ffffffffff,7237.0,0.0,0.0,0.0
822717fffffffff,4661.0,0.0,0.0,0.0
82271ffffffffff,7028.0,0.0,0.0,0.0
822727fffffffff,9.0,0.0,0.0,0.0
82272ffffffffff,134.0,0.0,0.0,0.0
822737fffffffff,16.0,0.0,0.0,0.0
822747fffffffff,27622.0,0.0,0.0,0.0
82274ffffffffff,120409.0,0.0,0.0,0.0
822757fffffffff,41514.0,0.0,0.0,0.0
82275ffffffffff,106370.0,0.0,0.0,0.0
822767fffffffff,6862.0,0.0,0.0,0.0
82276ffffffffff,24919.0,0.0,0.0,0.0
822777fffffffff,5089.0,0.0,0.0,0.0
822787fffffffff,3331.0,0.0,0.0,0.0
82278ffffffffff,4745.0,0.0,0.0,0.0
822797fffffffff,9082.0,0.0,0.0,0.0
82279ffffffffff,5547.0,0.0,0.0,0.0
8227a7fffffffff,4502.0,0.0,0.0,0.0
8227affffffffff,6496.0,0.0,0.0,0.0
8227b7fffffffff,3511.0,0.0,0.0,0.0
822807fffffffff,15993.0,0.0,0.0,0.0
822817fffffffff,22316.0,0.0,0.0,0.0
82281ffffffffff,33336.0,0.0,1.0,0.0
822837fffffffff,125756.0,0.0,517.0,0.0
822887fffffffff,27921.0,0.0,0.0,0.0
82288ffffffffff,36242.0,0.0,0.0,0.0
822897fffffffff,19718.0,0.0,0.0,0.0
82289ffffffffff,15795.0,0.0,0.0,0.0
8228a7fffffffff,1549.0,0.0,0.0,0.0
8228affffffffff,27419.0,0.0,0.0,0.0
8228b7fffffffff,15529.0,0.0,0.0,0.0
8228c7fffffffff,11922.0,0.0,0.0,0.0
8228cffffffffff,83.0,0.0,0.0,0.0
8228d7fffffffff,162322.0,0.0,0.0,0.0
8228dffffffffff,62756.0,0.0,0.0,0.0
8228f7fffffffff,116290.0,0.0,0.0,0.0
822917fffffffff,4785.0,0.0,0.0,0.0
82291ffffffffff,3559.0,0.0,0.0,0.0
822987fffffffff,3798.0,0.0,0.0,0.0
82298ffffffffff,23976.0,0.0,41.0,0.0
822997fffffffff,8171.0,0.0,0.0,0.0
82299ffffffffff,1910.0,0.0,0.0,0.0
8229a7fffffffff,39756.0,0.0,0.0,0.0
8229affffffffff,20393.0,0.0,0.0,0.0
8229b7fffffffff,8414.0,0.0,6.0,0.0
822a07fffffffff,5316.0,0.0,16.0,0.0
822a17fffffffff,285319.0,0.0,120.0,0.0
822a1ffffffffff,5.0,0.0,0.0,0.0
822a37fffffffff,236485.0,0.0,349.0,0.0
822a4ffffffffff,33.0,0.0,0.0,0.0
822a87fffffffff,65223.0,0.0,436.0,0.0
822a8ffffffffff,75109.0,0.0,452.0,0.0
822a97fffffffff,96175.0,0.0,0.0,0.0
822a9ffffffffff,21020.0,0.0,62.0,0.0
822aa7fffffffff,126912.0,0.0,102.0,0.0
822aaffffffffff,291091.0,0.0,2954.0,0.0
822ab7fffffffff,200936.0,0.0,108.0,0.0
822ad7fffffffff,11871.0,0.0,94.0,0.0
822af7fffffffff,31695.0,0.0,639.0,0.0
822b07fffffffff,15882.0,0.0,0.0,0.0
822b0ffffffffff,17291.0,0.0,0.0,0.0
