cell_id,Serinus alario,Serinus alario alario,Serinus alario leucolaemus
82aca7fffffffff,1.0,0.0,0.0
82ad17fffffffff,6.0,0.0,0.0
82ad37fffffffff,45.0,27.0,10.0
82ad87fffffffff,1.0,0.0,0.0
82ada7fffffffff,13.0,1.0,0.0
82adaffffffffff,3.0,0.0,2.0
82bc47fffffffff,148.0,106.0,0.0
82bc4ffffffffff,173.0,55.0,2.0
82bc57fffffffff,17.0,2.0,0.0
82bc5ffffffffff,10.0,6.0,0.0
82bc6ffffffffff,10.0,5.0,0.0
82bc77fffffffff,1.0,1.0,0.0
82bce7fffffffff,12.0,6.0,0.0
