cell_id,Paroaria baeri,Paroaria baeri baeri,Paroaria baeri xinguensis
838145fffffffff,21.0,12.0,0.0
838160fffffffff,2.0,0.0,0.0
838162fffffffff,56.0,15.0,0.0
838163fffffffff,87.0,35.0,0.0
838164fffffffff,2.0,1.0,0.0
838166fffffffff,4.0,0.0,0.0
83a859fffffffff,6.0,0.0,0.0
83a8c9fffffffff,7.0,0.0,0.0
83a8cafffffffff,10.0,1.0,0.0
83a8cbfffffffff,1.0,0.0,0.0
83a8ccfffffffff,4.0,3.0,0.0
83a8cefffffffff,2.0,2.0,0.0
