cell_id,Lonchura atricapilla,Lonchura atricapilla [atricapilla Group],Lonchura atricapilla formosana
844ba05ffffffff,28.0,0.0,0.0
844ba09ffffffff,22.0,0.0,0.0
844ba0bffffffff,372.0,0.0,0.0
844ba0dffffffff,2.0,0.0,0.0
844ba15ffffffff,804.0,0.0,0.0
844ba1dffffffff,805.0,0.0,0.0
844ba21ffffffff,94.0,0.0,0.0
844ba25ffffffff,101.0,0.0,0.0
844ba29ffffffff,87.0,0.0,0.0
844ba2bffffffff,61.0,0.0,0.0
844ba2dffffffff,33.0,0.0,0.0
844ba31ffffffff,48.0,0.0,0.0
844ba35ffffffff,383.0,0.0,0.0
844ba39ffffffff,206.0,0.0,0.0
844ba3dffffffff,622.0,0.0,0.0
844ba57ffffffff,115.0,0.0,0.0
844ba63ffffffff,191.0,0.0,0.0
844ba67ffffffff,3.0,0.0,0.0
844bb11ffffffff,40.0,0.0,0.0
844bb17ffffffff,28.0,0.0,0.0
844bb19ffffffff,21.0,0.0,0.0
844bb1bffffffff,13.0,0.0,0.0
844bb53ffffffff,2.0,0.0,0.0
845d145ffffffff,157.0,0.0,0.0
845d147ffffffff,118.0,0.0,0.0
845d169ffffffff,11.0,0.0,0.0
845d16bffffffff,60.0,0.0,0.0
845e429ffffffff,1.0,0.0,0.0
845e467ffffffff,2.0,0.0,0.0
846416dffffffff,3.0,0.0,0.0
846422dffffffff,2.0,0.0,0.0
8464349ffffffff,44.0,38.0,0.0
8464813ffffffff,3.0,0.0,0.0
8464847ffffffff,5.0,0.0,0.0
84648c1ffffffff,2.0,0.0,0.0
84648cbffffffff,2.0,0.0,0.0
84648cdffffffff,4.0,0.0,0.0
84648d9ffffffff,3.0,0.0,0.0
84648ddffffffff,31.0,2.0,0.0
8464981ffffffff,7.0,0.0,0.0
84649b7ffffffff,8.0,2.0,0.0
8464a0dffffffff,4.0,4.0,0.0
8464a25ffffffff,6.0,0.0,0.0
8464a29ffffffff,118.0,28.0,0.0
8464a41ffffffff,67.0,18.0,0.0
8464a43ffffffff,38.0,29.0,0.0
8464a47ffffffff,11.0,10.0,0.0
8464a49ffffffff,130.0,32.0,0.0
8464a4bffffffff,14.0,5.0,0.0
8464a4dffffffff,43.0,30.0,0.0
8464a55ffffffff,4.0,4.0,0.0
8464a59ffffffff,8.0,2.0,0.0
8464a5dffffffff,42.0,20.0,0.0
8464a69ffffffff,1.0,0.0,0.0
8464ab5ffffffff,4.0,0.0,0.0
8464b49ffffffff,77.0,18.0,0.0
8464b4dffffffff,22.0,0.0,0.0
8464b61ffffffff,51.0,0.0,0.0
8464b63ffffffff,4.0,4.0,0.0
8464b67ffffffff,2.0,0.0,0.0
8464b69ffffffff,3.0,2.0,0.0
8464b6dffffffff,2.0,0.0,0.0
8465005ffffffff,1.0,0.0,0.0
846500bffffffff,1.0,0.0,0.0
8465015ffffffff,23.0,0.0,0.0
8465019ffffffff,2.0,0.0,0.0
8465033ffffffff,3.0,0.0,0.0
846503bffffffff,1.0,0.0,0.0
8465051ffffffff,40.0,0.0,0.0
8465053ffffffff,9.0,0.0,0.0
8465055ffffffff,5.0,0.0,0.0
8465057ffffffff,50.0,0.0,0.0
8465059ffffffff,5.0,0.0,0.0
84650c1ffffffff,2.0,0.0,0.0
84650e5ffffffff,1.0,0.0,0.0
8465187ffffffff,7.0,3.0,0.0
846518bffffffff,9.0,0.0,0.0
846518dffffffff,12.0,0.0,0.0
8465195ffffffff,2.0,0.0,0.0
846519dffffffff,5.0,0.0,0.0
84651bdffffffff,28.0,10.0,0.0
84651cbffffffff,1.0,0.0,0.0
84651d1ffffffff,2.0,0.0,0.0
84651d7ffffffff,2.0,0.0,0.0
84651d9ffffffff,28.0,0.0,0.0
84651dbffffffff,2.0,0.0,0.0
846520dffffffff,338.0,0.0,0.0
8465225ffffffff,1.0,0.0,0.0
8465227ffffffff,1.0,0.0,0.0
8465229ffffffff,10.0,0.0,0.0
846522dffffffff,2.0,0.0,0.0
8465233ffffffff,5.0,0.0,0.0
846523dffffffff,23.0,0.0,0.0
8465257ffffffff,8.0,0.0,0.0
8465263ffffffff,48.0,0.0,0.0
8465267ffffffff,1.0,0.0,0.0
846526bffffffff,48.0,0.0,0.0
84652e5ffffffff,2.0,0.0,0.0
8465313ffffffff,6.0,0.0,0.0
8465805ffffffff,2.0,0.0,0.0
846580dffffffff,18.0,0.0,0.0
8465821ffffffff,84.0,0.0,0.0
8465835ffffffff,1.0,0.0,0.0
846583dffffffff,8.0,0.0,0.0
8465847ffffffff,39.0,0.0,0.0
846584bffffffff,2.0,0.0,0.0
8465863ffffffff,2.0,0.0,0.0
846586bffffffff,71.0,0.0,0.0
8465885ffffffff,4.0,4.0,0.0
8465891ffffffff,18.0,6.0,0.0
8465897ffffffff,38.0,16.0,0.0
84658a3ffffffff,144.0,45.0,0.0
84658a7ffffffff,23.0,21.0,0.0
84658a9ffffffff,4.0,4.0,0.0
84658b1ffffffff,96.0,20.0,0.0
84658b3ffffffff,396.0,90.0,0.0
84658b5ffffffff,51.0,20.0,0.0
84658b7ffffffff,43.0,18.0,0.0
84658bbffffffff,25.0,19.0,0.0
84658e1ffffffff,2.0,2.0,0.0
8465911ffffffff,2.0,0.0,0.0
8465933ffffffff,1.0,0.0,0.0
8465981ffffffff,107.0,2.0,0.0
846598dffffffff,3.0,0.0,0.0
846599bffffffff,2.0,2.0,0.0
84659a3ffffffff,2.0,0.0,0.0
84659a5ffffffff,2.0,0.0,0.0
84659a7ffffffff,23.0,3.0,0.0
84659b1ffffffff,8.0,3.0,0.0
84659b3ffffffff,14.0,0.0,0.0
84659bbffffffff,3.0,1.0,0.0
84659bdffffffff,1.0,0.0,0.0
84659c3ffffffff,2.0,0.0,0.0
84659c9ffffffff,22.0,0.0,0.0
84659d1ffffffff,1.0,0.0,0.0
8465a27ffffffff,4.0,0.0,0.0
8465b2bffffffff,2.0,0.0,0.0
8465b39ffffffff,2.0,0.0,0.0
8465b51ffffffff,2.0,0.0,0.0
8465b57ffffffff,2.0,0.0,0.0
8467329ffffffff,1.0,0.0,0.0
846732dffffffff,13.0,0.0,0.0
8468021ffffffff,2.0,0.0,0.0
8468025ffffffff,106.0,3.0,0.0
8468029ffffffff,5.0,0.0,0.0
846802dffffffff,1.0,1.0,0.0
8468101ffffffff,25.0,0.0,0.0
8468103ffffffff,9.0,1.0,0.0
8468107ffffffff,3.0,0.0,0.0
846810bffffffff,5.0,0.0,0.0
846810dffffffff,2.0,0.0,0.0
8468111ffffffff,10.0,3.0,0.0
8468115ffffffff,22.0,1.0,0.0
8468119ffffffff,66.0,2.0,0.0
846811bffffffff,72.0,16.0,0.0
846811dffffffff,20.0,1.0,0.0
8468123ffffffff,3.0,0.0,0.0
8468129ffffffff,1.0,0.0,0.0
846812bffffffff,8.0,0.0,0.0
8468153ffffffff,37.0,3.0,0.0
8468157ffffffff,316.0,26.0,0.0
8468163ffffffff,4.0,0.0,0.0
8468167ffffffff,2.0,0.0,0.0
8468181ffffffff,31.0,0.0,0.0
8468185ffffffff,4.0,0.0,0.0
8468189ffffffff,58.0,3.0,0.0
846818bffffffff,23.0,2.0,0.0
846818dffffffff,24.0,2.0,0.0
8468193ffffffff,2.0,0.0,0.0
846819dffffffff,80.0,6.0,0.0
84681a9ffffffff,6.0,0.0,0.0
84681adffffffff,3.0,3.0,0.0
84681b1ffffffff,2.0,0.0,0.0
84681b9ffffffff,2.0,0.0,0.0
84681c3ffffffff,289.0,24.0,0.0
84681c5ffffffff,8.0,0.0,0.0
84681c7ffffffff,1.0,0.0,0.0
84681c9ffffffff,1.0,0.0,0.0
84681d5ffffffff,92.0,3.0,0.0
84681d7ffffffff,2.0,0.0,0.0
84681ddffffffff,1.0,0.0,0.0
84681e3ffffffff,8.0,0.0,0.0
84681e5ffffffff,2.0,0.0,0.0
8468281ffffffff,27.0,3.0,0.0
8468285ffffffff,170.0,5.0,0.0
84682a9ffffffff,15.0,0.0,0.0
84682d1ffffffff,2.0,0.0,0.0
8468401ffffffff,1.0,0.0,0.0
846841bffffffff,9.0,0.0,0.0
8468423ffffffff,13.0,4.0,0.0
846842bffffffff,1.0,0.0,0.0
846842dffffffff,3.0,0.0,0.0
8468433ffffffff,8.0,0.0,0.0
8468435ffffffff,89.0,6.0,0.0
846843dffffffff,1.0,0.0,0.0
8468441ffffffff,4.0,0.0,0.0
8468447ffffffff,34.0,1.0,0.0
8468449ffffffff,1.0,0.0,0.0
8468459ffffffff,3.0,0.0,0.0
846845dffffffff,1.0,0.0,0.0
8468461ffffffff,7.0,0.0,0.0
8468469ffffffff,14.0,3.0,0.0
846846bffffffff,2.0,0.0,0.0
846846dffffffff,7.0,0.0,0.0
84684e5ffffffff,82.0,6.0,0.0
846855bffffffff,3.0,0.0,0.0
846856bffffffff,11.0,0.0,0.0
8468583ffffffff,4.0,0.0,0.0
8468589ffffffff,59.0,0.0,0.0
846858bffffffff,12.0,0.0,0.0
846858dffffffff,24.0,0.0,0.0
84685c3ffffffff,78.0,4.0,0.0
84685c5ffffffff,2.0,0.0,0.0
84685c7ffffffff,41.0,2.0,0.0
84685d1ffffffff,13.0,1.0,0.0
84685d5ffffffff,45.0,0.0,0.0
84685d7ffffffff,4.0,0.0,0.0
84685e1ffffffff,6.0,0.0,0.0
84685e3ffffffff,57.0,0.0,0.0
84685e7ffffffff,54.0,2.0,0.0
84685e9ffffffff,14.0,0.0,0.0
84685ebffffffff,4.0,0.0,0.0
8468621ffffffff,4.0,0.0,0.0
8468625ffffffff,1.0,0.0,0.0
8468651ffffffff,33.0,10.0,0.0
8468655ffffffff,3.0,0.0,0.0
8468657ffffffff,2.0,0.0,0.0
8468659ffffffff,2.0,0.0,0.0
846865bffffffff,9.0,0.0,0.0
846865dffffffff,4.0,0.0,0.0
8468665ffffffff,6.0,0.0,0.0
84686e5ffffffff,2.0,0.0,0.0
8468711ffffffff,1.0,1.0,0.0
8468713ffffffff,2.0,0.0,0.0
8468717ffffffff,3.0,0.0,0.0
8468719ffffffff,2.0,0.0,0.0
846871bffffffff,2.0,0.0,0.0
8468751ffffffff,11.0,1.0,0.0
8468753ffffffff,6.0,0.0,0.0
846875bffffffff,1.0,0.0,0.0
84688adffffffff,2.0,0.0,0.0
8468915ffffffff,3.0,0.0,0.0
8468a59ffffffff,38.0,0.0,0.0
8468a5bffffffff,2.0,0.0,0.0
8468ac9ffffffff,49.0,0.0,0.0
8468b59ffffffff,1.0,0.0,0.0
8468c21ffffffff,1.0,0.0,0.0
8468c23ffffffff,9.0,0.0,0.0
8468c27ffffffff,3.0,0.0,0.0
8468c37ffffffff,25.0,4.0,0.0
8468c3dffffffff,2.0,0.0,0.0
8468c81ffffffff,55.0,8.0,0.0
8468c89ffffffff,36.0,4.0,0.0
8468c8bffffffff,21.0,0.0,0.0
8468c8dffffffff,26.0,2.0,0.0
8468ca9ffffffff,33.0,9.0,0.0
8468cadffffffff,1.0,0.0,0.0
8468ce3ffffffff,8.0,0.0,0.0
8468ce7ffffffff,72.0,15.0,0.0
8468d05ffffffff,14.0,8.0,0.0
8468d13ffffffff,2.0,0.0,0.0
8468d23ffffffff,48.0,25.0,0.0
8468d29ffffffff,33.0,15.0,0.0
8468d2bffffffff,51.0,15.0,0.0
8468ddbffffffff,12.0,0.0,0.0
8468e45ffffffff,2.0,0.0,0.0
8469411ffffffff,41.0,2.0,0.0
8469415ffffffff,4.0,0.0,0.0
8469417ffffffff,403.0,3.0,2.0
8469419ffffffff,71.0,4.0,0.0
846941dffffffff,13.0,0.0,0.0
8469433ffffffff,33.0,0.0,0.0
8469439ffffffff,26.0,0.0,3.0
846943bffffffff,47.0,0.0,0.0
8469451ffffffff,31.0,0.0,0.0
8469453ffffffff,13.0,0.0,0.0
8469457ffffffff,2.0,0.0,0.0
846945dffffffff,2.0,0.0,0.0
84694a5ffffffff,4.0,0.0,0.0
84694adffffffff,6.0,0.0,0.0
84694b5ffffffff,9.0,0.0,0.0
84694b7ffffffff,14.0,0.0,0.0
84694c9ffffffff,2.0,0.0,0.0
84694cdffffffff,1.0,0.0,0.0
84694e1ffffffff,99.0,10.0,0.0
84694e5ffffffff,186.0,0.0,0.0
84694e7ffffffff,6.0,0.0,0.0
84694e9ffffffff,4.0,0.0,0.0
84694ebffffffff,3.0,0.0,0.0
84694edffffffff,976.0,1.0,0.0
8469583ffffffff,2.0,0.0,0.0
8469589ffffffff,2.0,0.0,0.0
846958bffffffff,19.0,0.0,0.0
8469593ffffffff,6.0,0.0,0.0
846959dffffffff,3.0,0.0,0.0
84695d1ffffffff,14.0,0.0,0.0
84695d7ffffffff,7.0,0.0,0.0
84695dbffffffff,13.0,0.0,0.0
84695e3ffffffff,1.0,0.0,0.0
8469683ffffffff,6.0,0.0,0.0
8469685ffffffff,17.0,0.0,0.0
846968bffffffff,2.0,0.0,0.0
84696a3ffffffff,7.0,0.0,0.0
84696a9ffffffff,4.0,0.0,0.0
84696b9ffffffff,1.0,0.0,0.0
84696c1ffffffff,53.0,0.0,0.0
84696cbffffffff,2.0,0.0,0.0
84696ddffffffff,1.0,0.0,0.0
84696e3ffffffff,4.0,0.0,0.0
84696e7ffffffff,3.0,0.0,0.0
84699a5ffffffff,12.0,0.0,0.0
8473195ffffffff,7.0,0.0,0.0
84731b9ffffffff,119.0,0.0,0.0
84731bbffffffff,16.0,0.0,0.0
84731bdffffffff,9.0,0.0,0.0
8473901ffffffff,1.0,0.0,0.0
8473905ffffffff,1.0,0.0,0.0
8473907ffffffff,4.0,0.0,0.0
847390bffffffff,9.0,0.0,0.0
847390dffffffff,19.0,0.0,0.0
848c921ffffffff,3.0,0.0,0.0
848c965ffffffff,17.0,0.0,0.0
848c967ffffffff,4.0,0.0,0.0
8495009ffffffff,32.0,4.0,0.0
849500bffffffff,20.0,2.0,0.0
8495055ffffffff,17.0,5.0,0.0
8495217ffffffff,12.0,6.0,0.0
84952d5ffffffff,2.0,0.0,0.0
8495419ffffffff,10.0,0.0,0.0
8495449ffffffff,5.0,0.0,0.0
84956a5ffffffff,29.0,0.0,0.0
84956adffffffff,2.0,0.0,0.0
84956bdffffffff,2.0,0.0,0.0
849e025ffffffff,12.0,0.0,0.0
849e029ffffffff,2.0,0.0,0.0
849e02dffffffff,27.0,0.0,0.0
849e061ffffffff,1.0,0.0,0.0
849e067ffffffff,23.0,0.0,0.0
849e113ffffffff,5.0,0.0,0.0
