cell_id,Lonchura atricapilla,Lonchura atricapilla [atricapilla Group],Lonchura atricapilla formosana
843c159ffffffff,2.0,0.0,0.0
843c191ffffffff,14.0,0.0,0.0
843c195ffffffff,1.0,0.0,0.0
843c199ffffffff,2.0,0.0,0.0
843c1c3ffffffff,2.0,0.0,0.0
843c533ffffffff,5.0,0.0,0.0
843c581ffffffff,1.0,0.0,0.0
843c585ffffffff,40.0,0.0,0.0
843c587ffffffff,3.0,0.0,0.0
843c58dffffffff,8.0,0.0,0.0
843c5a9ffffffff,122.0,0.0,0.0
843c5e3ffffffff,9.0,0.0,0.0
843c8dbffffffff,4.0,0.0,0.0
843cc21ffffffff,16.0,0.0,0.0
843cc43ffffffff,16.0,0.0,0.0
843cc45ffffffff,14.0,0.0,0.0
843cc6bffffffff,7.0,0.0,0.0
843cc83ffffffff,2.0,0.0,0.0
843ccb5ffffffff,2.0,0.0,0.0
843cd13ffffffff,2.0,0.0,0.0
843cde7ffffffff,2.0,0.0,0.0
843ce03ffffffff,13.0,0.0,0.0
843ce11ffffffff,12.0,0.0,0.0
843ce13ffffffff,7.0,0.0,0.0
843ce15ffffffff,35.0,0.0,0.0
843ce1bffffffff,16.0,0.0,0.0
843ce1dffffffff,3.0,0.0,0.0
843ce3dffffffff,2.0,0.0,0.0
843ce55ffffffff,3.0,0.0,0.0
843ce57ffffffff,1.0,0.0,0.0
843ce8bffffffff,2.0,0.0,0.0
843ce95ffffffff,16.0,0.0,0.0
843ceb5ffffffff,2.0,0.0,0.0
843cec1ffffffff,28.0,0.0,0.0
843cec3ffffffff,14.0,0.0,0.0
843cec9ffffffff,1.0,0.0,0.0
843cecdffffffff,13.0,0.0,0.0
843cedbffffffff,2.0,0.0,0.0
843ceddffffffff,5.0,0.0,0.0
843cf0bffffffff,12.0,0.0,0.0
843cf0dffffffff,4.0,0.0,0.0
843cf11ffffffff,125.0,0.0,0.0
843cf13ffffffff,28.0,0.0,0.0
843cf15ffffffff,2.0,0.0,0.0
843cf17ffffffff,91.0,0.0,0.0
843cf29ffffffff,165.0,4.0,0.0
843cf2dffffffff,50.0,1.0,0.0
843cf33ffffffff,2.0,0.0,0.0
843cf41ffffffff,17.0,0.0,0.0
843cf43ffffffff,8.0,0.0,0.0
843cf61ffffffff,13.0,0.0,0.0
843cf67ffffffff,34.0,2.0,0.0
8440491ffffffff,2.0,0.0,0.0
8440499ffffffff,10.0,0.0,0.0
844049dffffffff,3.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0
84404b9ffffffff,2.0,0.0,0.0
84404cbffffffff,16.0,0.0,0.0
84406b7ffffffff,1.0,0.0,0.0
8441643ffffffff,2.0,0.0,0.0
8441683ffffffff,1.0,0.0,0.0
844169bffffffff,2.0,0.0,0.0
84416bbffffffff,2.0,0.0,0.0
84416d3ffffffff,2.0,0.0,0.0
84416dbffffffff,8.0,0.0,0.0
8445b21ffffffff,11.0,0.0,0.0
8445b23ffffffff,2.0,0.0,0.0
8445b29ffffffff,4.0,0.0,0.0
8446483ffffffff,501.0,0.0,0.0
8446487ffffffff,13.0,0.0,0.0
8446495ffffffff,597.0,0.0,0.0
84464b9ffffffff,283.0,0.0,0.0
84464e1ffffffff,1455.0,0.0,0.0
84464e3ffffffff,285.0,0.0,0.0
84464e5ffffffff,366.0,0.0,0.0
84464e7ffffffff,413.0,0.0,0.0
844b845ffffffff,105.0,0.0,0.0
844b849ffffffff,157.0,0.0,0.0
844b84dffffffff,16.0,0.0,0.0
844b863ffffffff,3.0,0.0,0.0
844b86dffffffff,3.0,0.0,0.0
844b913ffffffff,7.0,0.0,0.0
844b91bffffffff,12.0,0.0,0.0
844b933ffffffff,2.0,0.0,0.0
844b9cdffffffff,27.0,0.0,0.0
844ba01ffffffff,23.0,0.0,0.0
844ba03ffffffff,33.0,0.0,0.0
