cell_id,Zoothera heinei,Zoothera heinei [heinei Group],Zoothera heinei eichhorni
827797fffffffff,4.0,0.0,0.0
829c8ffffffffff,1.0,0.0,0.0
829c9ffffffffff,10.0,0.0,0.0
829d27fffffffff,2.0,0.0,0.0
82be1ffffffffff,2.0,0.0,0.0
82be8ffffffffff,408.0,9.0,0.0
82beaffffffffff,300.0,3.0,0.0
82bef7fffffffff,38.0,0.0,0.0
