cell_id,Daphoenositta chrysoptera,Daphoenositta chrysoptera leucoptera,Daphoenositta chrysoptera striata,Daphoenositta chrysoptera leucocephala,Daphoenositta chrysoptera chrysoptera,Daphoenositta chrysoptera pileata
84be8dbffffffff,319.0,0.0,0.0,43.0,0.0,0.0
84bea91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bea97ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84bea9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84beab3ffffffff,76.0,0.0,0.0,23.0,0.0,0.0
84beabbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84bec05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bec07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bec17ffffffff,4.0,0.0,0.0,0.0,1.0,0.0
84bec39ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84bec41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bec4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84bec61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bec63ffffffff,7.0,0.0,0.0,0.0,3.0,0.0
84beca3ffffffff,6.0,0.0,0.0,0.0,2.0,4.0
84becb5ffffffff,4.0,0.0,0.0,0.0,1.0,3.0
84becc7ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84becc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84beccdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84becd5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84becddffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84bece9ffffffff,107.0,0.0,0.0,0.0,13.0,11.0
84becebffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84bed07ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
84bed09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bed25ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84bed27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bed2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bed41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bed45ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84bed47ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84bed57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bed59ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84bedcbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bedd1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84bede5ffffffff,8.0,0.0,0.0,2.0,0.0,0.0
84bededffffffff,10.0,0.0,0.0,2.0,0.0,0.0
84bee01ffffffff,15.0,0.0,0.0,0.0,4.0,0.0
84bee05ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84bee07ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84bee0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bee0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bee17ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84bee2bffffffff,14.0,0.0,0.0,0.0,4.0,0.0
84bee3bffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84bee41ffffffff,19.0,0.0,0.0,0.0,5.0,0.0
84bee49ffffffff,8.0,0.0,0.0,0.0,3.0,0.0
84bee4bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84bee51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84bee55ffffffff,9.0,0.0,0.0,0.0,4.0,0.0
84bee59ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bee5bffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84bee5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bee61ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84bee65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bee67ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bee6dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84bee81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bee85ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84beeabffffffff,6.0,0.0,0.0,0.0,3.0,0.0
84beebdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84beec3ffffffff,9.0,0.0,0.0,0.0,2.0,0.0
84beec7ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84beecdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84beed1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84beed5ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84beeebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bef01ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bef03ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
84bef05ffffffff,81.0,0.0,0.0,4.0,13.0,0.0
84bef07ffffffff,41.0,0.0,0.0,4.0,3.0,0.0
84bef09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef0dffffffff,102.0,0.0,0.0,1.0,19.0,0.0
84bef15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84bef23ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84bef25ffffffff,18.0,0.0,0.0,4.0,0.0,0.0
84bef29ffffffff,7.0,0.0,0.0,5.0,0.0,0.0
84bef2bffffffff,4.0,0.0,0.0,0.0,1.0,0.0
84bef2dffffffff,123.0,0.0,0.0,19.0,0.0,0.0
84bef31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef3dffffffff,50.0,0.0,0.0,0.0,6.0,0.0
84bef41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bef43ffffffff,13.0,0.0,0.0,0.0,2.0,0.0
84bef45ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
84bef47ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84bef49ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84bef51ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84bef53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef5dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84bef61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bef63ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84bef65ffffffff,55.0,0.0,0.0,3.0,0.0,0.0
84bef67ffffffff,19.0,0.0,0.0,3.0,0.0,0.0
84bef69ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84bef6bffffffff,17.0,0.0,0.0,0.0,7.0,0.0
84bef6dffffffff,18.0,0.0,0.0,1.0,0.0,0.0
84c9805ffffffff,8.0,0.0,0.0,0.0,0.0,1.0
84c9821ffffffff,10.0,0.0,0.0,0.0,0.0,7.0
84c9823ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
84c9825ffffffff,10.0,0.0,0.0,0.0,0.0,10.0
84c9827ffffffff,23.0,0.0,0.0,0.0,0.0,13.0
84c982bffffffff,4.0,0.0,0.0,0.0,0.0,4.0
84c982dffffffff,42.0,0.0,0.0,0.0,0.0,37.0
84c9861ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84c9865ffffffff,11.0,0.0,0.0,0.0,0.0,11.0
84c9869ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
84c986bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c986dffffffff,17.0,0.0,0.0,0.0,0.0,15.0
84c9901ffffffff,11.0,0.0,0.0,0.0,0.0,5.0
84c9905ffffffff,103.0,0.0,0.0,0.0,0.0,58.0
84c9907ffffffff,3.0,0.0,0.0,0.0,0.0,1.0
84c9909ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c990bffffffff,8.0,0.0,0.0,0.0,0.0,4.0
84c990dffffffff,5.0,0.0,0.0,0.0,0.0,2.0
84c9915ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c9917ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c991bffffffff,30.0,0.0,0.0,0.0,0.0,29.0
84c991dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c9921ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84c9923ffffffff,32.0,0.0,0.0,0.0,0.0,7.0
84c9925ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c9927ffffffff,16.0,0.0,0.0,0.0,0.0,6.0
84c992bffffffff,5.0,0.0,0.0,0.0,0.0,5.0
84c992dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9931ffffffff,11.0,0.0,0.0,0.0,0.0,2.0
84c9935ffffffff,8.0,0.0,0.0,0.0,0.0,1.0
84c9939ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84c993bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c993dffffffff,5.0,0.0,0.0,0.0,0.0,3.0
84c9943ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84c994bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c994dffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84c9951ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9955ffffffff,7.0,0.0,0.0,0.0,0.0,3.0
84c9957ffffffff,3.0,0.0,0.0,0.0,0.0,1.0
84c995bffffffff,7.0,0.0,0.0,0.0,0.0,4.0
84c995dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9963ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84c9967ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9969ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c99c1ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84c99c5ffffffff,5.0,0.0,0.0,0.0,0.0,1.0
84c99c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c99c9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84c9b03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9b17ffffffff,6.0,0.0,0.0,0.0,0.0,5.0
84c9b33ffffffff,42.0,0.0,0.0,0.0,0.0,26.0
84c9b37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9b3dffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84c9b63ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84c9b67ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
