cell_id,Gallirallus woodfordi,Gallirallus woodfordi tertius,Gallirallus woodfordi immaculatus,Gallirallus woodfordi woodfordi
837680fffffffff,10.0,0.0,0.0,0.0
837684fffffffff,4.0,0.0,0.0,0.0
83768efffffffff,1.0,0.0,0.0,0.0
839ed1fffffffff,1.0,0.0,0.0,1.0
839ed3fffffffff,1.0,0.0,0.0,0.0
839edafffffffff,13.0,0.0,0.0,0.0
839edcfffffffff,1.0,0.0,0.0,0.0
839edefffffffff,10.0,0.0,0.0,3.0
